idx,score,depth,netChgRoad,netChgBus,netChgRail,netSavedMinsRoad,netSavedMinsBus,netSavedMinsRail,savedMinsRoad,savedMinsBus,savedMinsRail,deltaDkRoad,deltaDkBus,deltaDkRail,deltaLkRoad,deltaLkBus,deltaLkRail,railNetworkKM,LBar,gameState0,gameState1,gameState2,gameState3,gameState4,gameState5,gameState6,gameState7,gameState8,gameState9,gameState10,gameState11,gameState12,gameState13,gameState14,gameState15,gameState16,gameState17,gameState18,gameState19,
0,-749.5992,20,0,0,7150556,0,0,248.9826,0,0,22994114,-7213.123017,-5223.719072,12436.84209,-131131.3622,-167688.0109,1082748.568,174.9353,21.65086,4064,5740,5740,5764,5764,5355,5355,5771,5771,5726,5726,5774,5774,2920,2920,1218,1218,6685,6685,2934,   
1,-328.21362,20,0,0,852967,0,0,195.88234,0,0,2736389,-3070.056961,-1247.237869,4317.294829,-42236.09594,-14025.65039,125652.2884,128.68478,15.086202,8321,7512,7512,7824,7824,7520,7520,7913,7913,8079,8079,8304,8304,7526,7526,7478,7478,7880,7880,7473,   
2,-341.22205,20,0,0,862918,0,0,273.92566,0,0,4177959.2,-3940.281065,-1807.532469,5747.813538,-56593.60529,-21318.5206,233122.3967,165.85565,23.225536,4248,1811,1811,4250,4250,2566,2566,2580,2580,2594,2580,2596,2594,2580,2596,2592,2592,2588,2588,2606,   
3,-293.5136,20,0,0,733732,0,0,292.85458,0,0,2443735.2,-3075.586471,-1274.606921,4350.19339,-41199.03788,-13821.87445,110384.9854,140.365,17.455463,8306,8321,8321,7517,7517,7872,7517,8073,7872,8401,8401,7817,7817,7517,8073,8308,8308,7793,7793,7820,   
4,-1065.8762,20,0,0,1200577,0,0,257.3347,0,0,5281784,-9554.413128,-2240.494059,11794.90719,-192775.3791,-25334.35518,719750.7628,180.86093,32.65363,3452,3402,3402,3453,3453,4653,4653,6318,6318,3467,3467,6304,6304,6326,6326,6197,6197,380,380,144,   
5,-345.3935,20,0,0,478323,0,0,280.48715,0,0,1400666.1,-3368.619842,-950.3467615,4318.966605,-58195.99145,-10527.45066,206897.2036,168.49187,25.616474,1719,2535,2535,2536,2536,1669,1669,2532,2532,2434,2434,2429,2429,2494,2494,2507,2507,2394,2394,4070,   
6,-273.58237,20,0,0,406498,0,0,261.47916,0,0,1859049.9,-2759.480789,-1384.198103,4143.678893,-45069.94958,-16690.19624,209914.3246,164.73996,19.51878,7852,7906,7906,7979,7979,8196,8196,7903,7903,7484,7484,7863,7863,8126,8126,8190,8190,7862,7862,7673,   
7,-120.25998,20,0,0,2374943,0,0,231.37793,0,0,9498838,-1557.81867,-937.6071635,2495.425835,-18467.61925,-10496.87672,94590.36241,153.56413,17.90167,7277,7246,7277,7274,7246,7277,7274,7266,7266,7217,7217,7258,7258,7218,7218,7257,7257,7243,7243,7214,   
8,-1875.1868,20,0,0,3143781,0,0,266.885,0,0,9522440,-18318.72864,-4110.911389,22429.64002,-312119.0366,-46804.09572,1231052.276,166.4469,33.873383,3353,3347,3347,4958,4958,3358,3358,462,462,661,661,231,231,850,850,364,364,555,555,217,   
9,-742.2605,20,0,0,1046167,0,0,252.3004,0,0,2077744.5,-6097.731168,-1493.006991,7590.738155,-113887.0393,-15440.0766,346763.9624,153.43271,21.758875,3893,1057,1057,1055,1055,2646,2646,2651,2651,1305,1305,1320,1320,1093,1093,1352,1352,1291,1291,1427,   
10,-796.709,20,0,0,1787159,0,0,258.79684,0,0,6238955,-7564.714262,-2984.665998,10549.38026,-134992.8912,-52278.61397,586161.4282,169.43814,35.854713,1644,1635,1635,1674,1674,4036,4036,5693,5693,5753,5753,5762,5762,5746,5746,2949,2949,2866,2866,2953,   
11,-509.76703,20,0,0,1306773,0,0,389.71252,0,0,4817431.5,-5164.222969,-1302.842624,6467.065594,-97708.39271,-19038.22708,315500.4831,191.67264,38.018738,3648,4806,4806,3649,3649,3620,3620,3657,3657,3692,3692,4858,4858,4834,4834,363,363,321,321,147,   
12,-1517.5859,20,0,0,2007837,0,0,281.03906,0,0,5180873,-16048.07122,-3274.263767,19322.33499,-269087.5251,-34816.64581,1038648.533,177.31288,17.591133,309,92,92,721,721,565,565,789,789,461,461,152,152,604,604,380,380,758,758,157,   
13,-2596.354,20,0,0,2827487,0,0,298.63834,0,0,11969140,-28823.86181,-5803.911648,34627.77346,-506866.2769,-62432.78225,1952726.598,195.22234,17.275099,723,153,153,842,842,578,578,213,213,523,523,395,395,658,658,373,373,75,75,754,   
14,-334.92184,20,0,0,272523,0,0,196.86989,0,0,719440.4,-3097.066424,-1305.619165,4402.685588,-44153.22662,-15774.82848,138589.3956,131.83144,13.802166,8200,7479,7479,7910,7910,8354,8354,7805,7805,8131,8131,7846,7846,8133,8133,8361,8361,8329,8329,7881,   
15,-508.3617,20,0,0,1191993,0,0,311.0184,0,0,4394465,-6376.862491,-2539.505779,8916.36827,-108373.9481,-45280.97119,541464.1493,213.18275,39.900497,2212,1985,1985,2006,2006,2238,2238,1965,1965,6347,6347,2888,2888,5281,5281,6677,6677,5237,5237,5773,   
16,-129.21243,20,0,0,589790,0,0,442.80478,0,0,3674814,-1721.65169,-1788.22689,3509.878579,-25539.61015,-73721.66131,160608.9321,197.65598,36.536156,2775,5687,5687,1630,1630,5707,5707,2822,2822,2767,2767,2756,2756,2712,2712,2787,2787,2801,2801,2807,   
17,-1144.3398,20,0,0,920345,0,0,240.8851,0,0,2220970,-10677.15094,-1860.0503,12537.20124,-165753.8564,-17405.84284,444066.962,144.84671,14.626083,871,34,34,4458,4458,368,368,262,262,117,117,868,868,4742,4742,346,346,944,944,50,   
18,-726.14954,20,0,0,1162412,0,0,281.6637,0,0,3246586.8,-7195.610683,-2709.476591,9905.087272,-125503.8091,-42419.1847,461565.4497,172.83467,20.367426,2860,2872,2872,5718,5718,4069,4069,2884,2884,5227,5227,2946,2946,4022,4022,2937,2937,5701,5701,4013,   
19,-304.16055,20,0,0,504578,0,0,330.03555,0,0,3562307.5,-3056.022282,-1222.846495,4278.868775,-47779.14419,-13087.13305,159531.4254,157.08528,18.269718,7028,6999,6999,7048,7048,7059,7059,7052,7059,6991,7052,7005,7005,7038,7038,7065,7065,7175,7175,7059,   
20,-1282.3094,20,0,0,2465340,0,0,219.54974,0,0,8275418.5,-10574.62963,-2642.071394,13216.70102,-177522.8196,-25288.5594,749586.1674,138.43991,17.275064,1284,6769,6769,1003,1003,1285,1285,1108,1108,2376,2376,1069,1069,1043,1043,1038,1038,1022,1022,1061,   
21,-664.76953,20,0,0,1640148,0,0,351.87674,0,0,14717918,-7788.022981,-3265.225442,11053.24842,-116590.5191,-34458.68517,432340.1686,175.38487,24.902813,7066,7149,7149,7046,7046,7051,7051,7106,7106,7165,7165,7086,7165,3100,7086,7075,7075,7165,3100,3105,   
22,-1130.797,20,0,0,919994,0,0,255.09047,0,0,3077254.2,-9734.237207,-2446.956359,12181.19357,-184043.3459,-34934.65724,598691.2261,162.75542,45.423386,5845,5820,5820,3705,3705,3432,3432,236,236,358,358,278,278,4740,4740,466,466,736,736,4459,   
23,-402.3157,20,0,0,840629,0,0,233.70343,0,0,2760684.5,-4168.249747,-2111.975242,6280.224994,-57445.18639,-25006.41639,206280.1696,142.78635,15.183287,1855,1787,1787,1824,1824,5588,5588,5608,5608,1821,1821,5596,5596,1868,1868,1847,1847,1776,1776,1804,   
24,-1356.7692,20,0,0,1937481,0,0,310.75397,0,0,6314791,-14919.21859,-2900.66125,17819.87983,-254575.9679,-30080.35264,949958.8793,187.63396,21.803452,3367,497,497,891,891,738,738,805,805,880,880,831,831,345,345,645,645,18,18,923,   
25,-348.9091,20,0,0,1354314,0,0,371.3089,0,0,8250691,-4576.100229,-1794.956317,6371.05654,-70391.11575,-15449.8463,354088.5706,201.74629,46.527073,5107,3998,3998,4006,4006,1209,1209,5112,5112,5202,5202,5143,5143,5139,5139,978,978,2650,2650,1286,   
26,-105.965065,20,0,0,341252,0,0,305.66992,0,0,1432019.8,-1337.774639,-1944.52846,3282.303097,-22036.1394,-49615.85036,149602.4617,207.95663,20.45345,6112,6130,6130,6099,6099,4444,4444,6094,6094,4376,4376,4433,4433,6111,6111,6090,6090,6119,6119,6127,   
