idx,score,depth,netChgRoad,netChgBus,netChgRail,netSavedMinsRoad,netSavedMinsBus,netSavedMinsRail,savedMinsRoad,savedMinsBus,savedMinsRail,deltaDkRoad,deltaDkBus,deltaDkRail,deltaLkRoad,deltaLkBus,deltaLkRail,railNetworkKM,LBar,gameState0,gameState1,gameState2,gameState3,gameState4,gameState5,gameState6,gameState7,gameState8,gameState9,gameState10,gameState11,gameState12,gameState13,gameState14,gameState15,gameState16,gameState17,gameState18,gameState19,
0,-372.03766,20,0,0,1477030,0,0,290.94745,0,0,5098495,-3870.662328,-1811.190249,5681.852577,-57101.9962,-20512.73758,247208.2267,153.48445,30.20303,6957,6972,6972,6939,6939,6943,6943,6993,6993,6955,6955,6996,6996,6997,6997,7044,7044,7090,7090,7025,   
1,-240.38611,20,0,0,929367,0,0,354.06937,0,0,6655522.5,-2838.552395,-1492.274842,4330.827223,-37085.9016,-11322.75792,292435.9562,154.2764,23.33579,1209,5120,5120,6728,6728,5113,5113,1206,1206,5119,5119,5206,5206,2694,2694,5089,5089,2700,2700,5089,   
2,-717.58215,20,0,0,2241952,0,0,353.58948,0,0,6774590.5,-7505.050877,-1969.399603,9474.45048,-139262.5504,-19427.43242,493734.8492,194.07191,40.448925,3025,3000,3000,3840,3840,3889,3889,1345,1345,1361,1361,1030,1030,2334,2334,951,951,1064,1064,2323,   
3,-827.2082,20,0,0,1747667,0,0,284.97495,0,0,5253537,-8969.92154,-2261.541943,11231.46348,-155055.9355,-21436.65559,620524.0042,187.44487,21.539873,1018,2668,2668,2646,2646,1057,1057,1123,1123,1077,1077,1017,1017,2332,2332,1074,1074,1287,1287,1042,   
4,-1496.4603,20,0,0,4124198,0,0,331.0761,0,0,20185738,-16493.90825,-4664.100397,21158.00866,-288338.7264,-56485.69425,1305378.603,192.6805,27.623535,1036,961,961,1072,1072,2372,2372,1094,2372,2324,1094,2382,2382,2520,2520,1623,1623,2306,2306,2372,   
5,-147.7595,20,0,0,464345,0,0,362.8961,0,0,1510219.6,-1597.389222,-998.4171067,2595.80633,-26905.53094,-14031.18819,106540.545,182.09001,22.552874,6979,6938,6979,7193,6938,6941,6941,6932,6932,6979,7193,6963,6963,6934,6934,6930,6930,6948,6948,6956,   
6,-238.78548,20,0,0,623045,0,0,351.3715,0,0,4005805.2,-3756.12319,-1937.960923,5694.084098,-39896.72854,-17986.95997,255074.3179,167.0819,19.248207,4618,4675,4675,4722,4722,4627,4627,4666,4666,3595,3595,3558,3558,3537,3537,3549,3549,3591,3591,4630,   
7,-532.3324,20,0,0,1864137,0,0,123.12936,0,0,2961239.5,-3538.766832,-1452.895589,4991.662421,-58856.46418,-14453.89501,299672.1838,110.56337,15.009851,3521,6474,3521,3513,6474,3512,3512,6396,6396,3510,3510,3521,3513,6476,6476,3511,3511,6406,6406,6408,   
8,-1612.5881,20,0,0,3389347,0,0,273.4364,0,0,6401287,-17690.39991,-3345.921088,21036.32099,-274966.9114,-32745.95218,886480.218,170.51279,14.739156,163,785,785,827,827,299,299,837,837,620,620,6652,6652,572,572,818,818,305,305,58,   
9,-1960.6716,20,0,0,4534315,0,0,290.55206,0,0,11957059,-19194.24766,-3928.305154,23122.55281,-339662.8047,-41829.93847,1365679.431,173.23799,28.171938,3712,6278,6278,3426,3426,117,117,343,343,341,341,6237,6237,818,818,860,860,380,380,158,   
