idx,score,depth,combs,netChgRoad,netChgBus,netChgRail,netSavedMinsRoad,netSavedMinsBus,netSavedMinsRail,savedMinsRoad,savedMinsBus,savedMinsRail,deltaDkRoad,deltaDkBus,deltaDkRail,deltaLkRoad,deltaLkBus,deltaLkRail,railNetworkKM,LBar,gameState0,gameState1,gameState2,gameState3,gameState4,gameState5,gameState6,gameState7,gameState8,gameState9,gameState10,gameState11,gameState12,gameState13,gameState14,gameState15,gameState16,gameState17,gameState18,gameState19
0,-23.549438,20,80175744,0,0,10169,0,0,324.2182,0,0,98629.94,-117.37237844100221,-53.16481794605097,170.53719637934404,-2529.067874836732,-950.9300326424773,8325.399228698741,107.39398,52.54917,   7650,8300,   8300,8281,   8281,7396,   7396,7381,   
1,-222.63945,20,114054720,0,0,436087,0,0,136.28607,0,0,3480345.8,-925.4475184462962,-419.29396242338055,1344.7414807343732,-18468.66200416311,-5783.123828237046,90935.43929644725,82.95323,46.04892,   3131,5914,   5914,5946,   5946,4222,   
2,-95.35087,20,5619671769600000,0,0,325423,0,0,512.9296,0,0,1769577.2,-1059.0826954292083,-455.89576534695186,1514.9784611944478,-26581.3584178591,-7393.772670575674,93802.06422682203,278.77417,109.34194,   1546,3895,   3895,5879,   5879,5901,   5901,5906,   5906,2956,   2956,2974,   2974,7120,   7120,3088,   3088,5926,   5926,5944,   
3,-21.336975,20,151848,0,0,66640,0,0,55.10047,0,0,465697.1,-42.415472107571944,-30.825928994322783,73.24140109924963,-555.9499510472544,-323.1599164109115,3446.7405559265344,26.055706,26.055706,   7298,7282,   
4,-165.27072,20,140914944,0,0,330324,0,0,370.21588,0,0,5716049.5,-1527.2205199815935,-965.0702507701903,2492.290761883711,-23088.55858159812,-9792.312974148806,196569.13535210415,139.70145,62.724186,   2574,5656,   5656,5658,   5658,4002,   4002,5106,   5106,3963,   
5,-386.1661,20,156090467909376,0,0,358013,0,0,351.32788,0,0,1964263.2,-4178.613248820681,-872.874936173581,5051.488183922705,-79342.37658138473,-9092.396840530593,296280.8616673089,205.46178,82.90917,   805,6272,   6272,4646,   4646,1283,   1283,4709,   4709,6532,   6532,4196,   4196,4215,   4215,1249,   
6,-73.29827,20,924045696,0,0,61293,0,0,609.70435,0,0,343764.44,-664.1459619910075,-326.0213006881789,990.1672632748162,-17008.054530889447,-5491.724044517174,42629.32943749081,232.03896,88.97226,   3826,5879,   5879,5897,   5897,5904,   5904,6889,   6889,6892,   6892,7198,   7198,6905,   6905,6907,   6907,6908,   6908,6909,   
7,-36.798695,20,1847249141760,0,0,57326,0,0,455.30835,0,0,214724.53,-381.0046009229372,-243.58206230964848,624.5866626781484,-7150.984830285102,-5013.613917111218,20259.49395050359,194.32713,80.86869,   4947,4487,   4487,4449,   4449,6100,   6100,6150,   6150,5481,   5481,5396,   5396,5449,   5449,5447,   
8,-102.08016,20,7793541505152000,0,0,273275,0,0,569.9179,0,0,2166708,-1053.7295624944982,-388.7599841599799,1442.4895465367063,-22759.875220439313,-5315.440372841567,72675.54443891511,222.9608,92.96089,   3793,3616,   3616,3668,   3668,3710,   3710,3399,   3399,4592,   4592,4713,   4713,4679,   4679,3221,   3221,4216,   
9,-19.881248,20,88071840,0,0,16878,0,0,253.25638,0,0,69486.95,-85.73328720598886,-111.9877525036539,197.72103958811152,-1834.5985295968856,-5227.997484581308,7333.814409744908,92.27783,47.117725,   3470,3774,   3774,3762,   3762,3749,   3749,5346,   
10,-114.48205,20,177678000783360,0,0,408401,0,0,601.77625,0,0,3411241.5,-1688.9887305022403,-845.0461466312651,2534.0348769905168,-28786.690810393953,-10288.871717774906,219112.3778962876,251.45158,101.00196,   4299,4900,   4900,5018,   5018,3307,   3307,4449,   4449,6100,   6100,6150,   6150,5481,   5481,5396,   5396,5449,   5449,5447,   
11,-185.92705,20,1.74081773666304E+17,0,0,159255,0,0,669.4325,0,0,1163534.1,-2284.6091493063527,-1042.6649419187888,3327.274092941595,-51399.34222495705,-21509.702411170005,173652.18535934074,276.44897,108.43137,   3860,6067,   6067,5994,   5994,5986,   5986,6758,   6758,6368,   6368,1273,   1273,4544,   4544,6513,   6513,6519,   6519,6535,   
