score,deltaLkRoad,deltaDjRoad,deltaTotalJobsCreated,LBar,gameState0,gameState1,gameState2
-33.810867,-2293.474,14.442134,-14,86.48364,-8209,8223,-8231
-33.462296,-1834.1764,-84.61071,35,27.953857,-8271,8272,-8294
-32.640247,-868.9384,-33.150078,-59,8.053933,-8319,8320,-8344
-32.41047,-1440.618,-128.79044,-22,36.063286,8057,-8058,-8107
-32.38423,-2177.938,-5.2630134,38,31.590227,7728,-7764,-8172
-30.81416,-3162.3103,-134.58424,-66,27.75458,-8055,8056,-8399
-27.82906,-5294.616,-153.42659,-36,94.33175,-8041,8236,-8367
-27.69326,-1293.2085,-93.01196,-65,12.82347,8186,-8320,-8338
-27.597795,-2613.0366,5.7017007,-55,30.7279,-8351,8352,-8413
-26.546955,-1190.7534,-61.65412,-57,14.046131,-7659,7660,-8430
-26.242714,-4780.0786,-133.05118,36,90.31258,7426,-7442,-7512
-24.981682,-3934.8032,-56.94091,-81,34.708893,-8283,8393,-8398
-22.909426,-539.05676,18.766685,-5,83.99912,7243,-7417,-7749
-22.60983,-2550.5525,-55.502216,52,38.722027,-8288,8378,-8379
-22.1665,-791.5665,86.86511,-14,45.52885,-7309,7310,-7683
-22.154572,-1435.9059,76.87147,-40,28.921919,8314,-8315,-8429
-21.42574,-170.38828,-18.252457,-14,10.139121,-7872,7873,-8209
-21.17162,-4942.045,-64.99876,108,38.57921,7551,-7999,-8155
-20.209305,-545.2268,-6.4658074,-53,9.086035,-7881,7882,-8220
-19.751482,-1048.5105,-46.643692,15,63.169334,-7886,-7975,8166
-19.732082,-2059.7173,33.786716,-31,60.103184,-8257,-8258,8304
-19.345604,-5012.9272,-116.546036,68,68.01812,8049,-8050,-8241
-19.139458,-1962.435,54.9607,-40,45.754112,-8152,8299,-8315
-17.745115,-2395.1445,-129.72444,-55,43.804092,-8128,8129,-8263
-17.067665,-2195.5625,-105.01398,47,48.85379,8089,-8090,-8155
-16.485159,-586.12665,-19.604559,-14,45.330944,8208,-8209,-8431
-16.29088,-1111.4398,9.306514,-39,31.224915,-7460,7807,-8278
-15.988829,-4083.2732,-71.42789,-46,99.09653,8230,-8257,-8335
-15.387878,-1860.7266,-96.385155,41,52.64346,8278,-8391,-8422
-15.352886,-2292.2864,43.860893,159,16.76124,7907,-7908,-8401
-15.29907,-1411.3356,86.56512,-36,45.739056,-8065,8390,-8405
-14.487215,-1939.0417,-15.7310295,-76,31.434973,-7672,-8099,8186
-14.319309,-3452.1592,-16.980415,162,26.563065,-8347,8348,-8370
-13.809426,-1233.8419,-100.49156,-28,56.957417,-8263,8425,-8430
-13.459374,-2031.7527,-36.005848,49,54.988815,-7737,7864,-8125
-13.15035,-3057.7888,151.70557,-100,41.504448,-8080,-8285,8389
-13.0817,-4724.382,-58.608784,-68,94.79738,-7818,7919,-8072
-13.026775,-1620.7482,56.45184,97,22.894508,-8290,-8291,8431
-12.955096,-854.1612,29.346754,-86,13.684382,-4739,4740,-4818
-12.264888,-711.1011,127.05346,37,27.969873,8317,-8318,-8399
-10.331826,-994.59204,-123.25204,28,61.36692,-7805,8163,-8394
-9.858891,-806.6722,-100.57221,-29,50.361134,-7893,8275,-8376
-9.8218775,-1416.624,0.6894089,-73,35.26644,-7469,7860,-8420
-9.610713,-5865.989,-110.353745,149,73.11792,7419,-8292,-8417
-9.587306,-2466.147,-50.69232,60,76.52363,8164,-8165,-8229
-9.511551,-831.64685,128.83179,-23,67.85538,8087,-8088,-8180
-9.462477,-3197.8284,-149.05402,-97,62.187496,-7767,7768,-8401
-9.436532,-1842.916,55.695137,-74,47.107044,-7514,7515,-7710
-9.295753,-2262.5671,6.827195,85,51.11195,-7733,-7734,7785
-9.177422,-530.847,6.952527,-60,17.207663,-7583,7584,-7723
-9.124032,-3649.9524,34.846516,238,30.00184,-7439,7813,-8283
-9.098778,-1376.9429,-27.05587,54,50.02229,-8153,8154,-8303
-9.00891,-3860.1982,17.457256,251,30.471098,-7360,7837,-8370
-8.732672,-1241.6714,-50.214397,-65,39.045467,-7558,7559,-8338
-8.436908,-3901.4343,116.80926,216,38.21305,8099,-8306,-8382
-8.008299,-812.8454,-18.56718,-42,43.136295,-8152,8153,-8328
-7.993429,-682.9111,21.06488,-34,44.851456,8394,-8395,-8430
-7.83899,-1952.2368,-93.88992,-98,45.35976,7536,-7904,-8092
-7.8373003,-332.9057,-49.960796,-42,18.05219,8217,-8328,-8331
-7.789685,-5481.759,101.73487,299,42.01006,7910,-8136,-8281
-7.3983,-4491.4004,-105.88249,279,38.83918,8238,-8239,-8430
-7.2100725,-2602.9043,-34.16177,-83,77.636314,-7511,7512,-7776
-7.159933,-2864.026,-138.93602,-81,88.14697,-3444,5266,-5533
-7.1420984,-2099.4763,99.27894,208,25.225874,-8316,8361,-8401
-7.1006722,-2546.9329,73.00354,74,86.51885,7595,-8052,-8261
-6.877194,-736.0798,73.638626,115,16.612701,-7904,7905,-8103
-6.724453,-1097.1448,-5.367047,58,50.21153,-7761,7870,-8107
-6.377599,-1145.4565,20.39973,64,50.091713,-7418,7419,-8417
-6.3611197,-1296.4645,134.71906,83,43.830193,-7791,8099,-8153
-6.3545866,-3556.888,56.250774,341,29.299011,-8001,8002,-8245
-6.2514415,-359.37314,50.70654,-23,44.613064,8393,-8394,-8417
-6.152817,-1761.7657,-50.928192,112,45.633167,8038,-8039,-8422
-6.1271887,-3226.2144,102.25208,103,91.24712,-7234,7235,-8153
-6.0681705,-831.797,-23.074657,-29,84.369606,-2055,2056,-2672
-5.6137147,-3107.278,60.46469,162,60.987274,-7340,-7341,7599
-5.5212884,-1745.9578,92.12402,-94,60.046806,-8257,8302,-8352
-5.481269,-702.59705,-39.93121,-59,38.77909,-7975,7976,-8299
-5.3637533,-277.5913,-10.433866,90,10.264055,-8428,8429,-8433
-5.347078,-1338.8435,-95.42012,123,36.335625,8262,-8263,-8351
-5.3210545,-1019.533,-13.620664,41,83.41501,8051,-8052,-8172
-5.003323,-3402.4495,6.720287,231,52.54672,-8067,8068,-8281
-4.5715456,-2267.4417,-173.75932,98,90.3382,7724,-7725,-7920
-4.5678763,-699.90704,-48.87196,-99,27.625826,7731,-7732,-8139
-4.5082164,-156.8084,-17.977495,-100,6.208533,-7413,-7414,7425
-4.2892137,-1548.0463,4.3336363,-80,80.52685,-7771,-7772,8188
-3.9318993,-1465.6292,-22.788198,88,75.607254,-8172,8173,-8192
-3.4115505,-3366.6816,-57.405983,265,66.47048,8224,-8225,-8294
-3.400484,-1303.2246,54.512985,96,71.25769,-7776,-7857,7861
-3.3111136,-375.41702,121.50653,-44,45.99511,-8140,-8264,8330
-3.310229,-1407.5621,118.91725,213,35.633163,7884,-8068,-8141
-3.2400384,-3869.5642,-5.588548,280,76.13394,7760,-8189,-8241
-3.174877,-492.0383,86.44913,159,17.398,8353,-8354,-8363
-2.8285658,-3645.674,31.53053,1000,23.00573,8230,8231,-8242
-2.7059348,-1248.7391,116.64954,323,25.502123,7810,-8301,-8406
-2.6682866,-515.41595,-5.5045886,-44,78.3605,7727,-7728,-8048
-2.660554,-1549.1835,-17.204824,153,67.93034,-7511,7541,-7757
-2.6485426,-751.1612,72.595474,112,45.199394,-8039,8319,-8422
-2.5447683,-1723.686,63.183285,294,41.123215,-7489,7490,-8225
-2.4159193,-3174.2925,232.17218,1000,23.45249,7619,7620,-7706
-2.272702,-206.2788,-41.02351,37,43.785954,7670,-7734,-8322
-2.2444758,-945.6906,112.39108,180,41.781696,-7440,8119,-8405
-2.1979856,-202.2027,-90.582855,30,54.73502,-7723,7724,-7790
-2.1654475,-640.3143,119.51165,306,17.248388,8362,-8363,-8393
-2.0680351,-759.4863,-144.18475,71,92.32687,-7375,7376,-7879
-2.0258148,-185.29742,49.98203,109,14.978476,7896,-7897,-8188
-1.8545986,-2163.8372,217.9044,399,52.194675,7232,-7265,-7294
-1.7743466,-159.52933,118.274086,-63,25.473347,-7505,-7506,7755
-1.764564,-5610.852,278.29675,1000,56.756535,3600,3601,-6222
-1.7624375,-687.094,-12.719374,146,47.662193,-8279,8280,-8422
-1.7453759,-5545.3394,213.93286,1000,56.710518,8192,8193,-8242
-1.7345611,-358.36224,27.121885,70,52.681614,7792,-7998,-8350
-1.7056886,-4228.9707,515.30756,1244,35.574516,8122,8123,-8383
-1.6787556,-833.6729,-77.38434,-98,90.44959,7376,-8082,-8267
-1.665556,-998.6985,26.312315,198,54.054817,-7575,7576,-8205
-1.4920312,-1006.8662,76.680756,174,69.225975,7574,-7741,-8220
-1.4484293,-3217.6553,151.7405,521,76.10776,7814,-8245,-8306
-1.4280828,-545.0761,122.94073,143,47.642242,7746,-7747,-8180
-1.405946,-521.36456,51.252567,170,38.935738,-7990,-8097,8353
-1.4024655,-1518.786,139.40164,492,39.28835,-8102,8103,-8239
-1.3742796,-2673.7458,258.71292,1000,34.727177,3529,3530,-5059
-1.3500528,-4688.7095,367.2369,1244,49.83181,-8383,8384,8406
-1.2429899,-1016.8515,43.08358,185,78.9301,-7390,7391,-7503
-1.2331336,-213.47441,-33.56345,-56,55.178783,7532,-7533,-8190
-1.14544,-1760.7705,155.02216,1000,27.438152,2033,2034,-6373
-1.1368412,-894.77844,123.05741,357,39.352463,-7690,-7691,7792
-1.1159533,-356.4076,172.64003,334,17.067852,-8299,-8300,8354
-1.1155543,-751.2685,-2.6954172,137,87.742165,-8059,-8124,8173
-0.9638432,-469.20007,93.93246,246,35.321655,7609,-7610,-8071
-0.92910653,-698.3629,357.33658,1000,13.416527,1155,1156,-7124
-0.9276359,-3697.856,168.02902,1000,71.1536,5235,5236,-6568
-0.8073437,-1781.8378,402.48532,1000,39.394367,2202,2203,-5879
-0.7990786,-380.94382,-7.7331963,157,54.199623,7740,-8296,-8319
-0.684328,-1643.7292,370.50354,1000,42.873642,7893,7894,-8150
-0.67963886,-79.758514,-75.98304,-42,49.873978,-8263,-8264,8415
-0.6669705,-2209.0256,474.79074,1408,41.987106,7416,7417,-8160
-0.65703475,-3021.7212,232.20514,1000,82.09004,3262,5243,-6375
-0.6500894,-210.42749,139.05112,300,19.258951,-7894,7895,-8376
-0.6291768,-231.75291,-41.83186,-85,77.349594,-7388,7389,-7717
-0.62461513,-3103.5024,281.34943,1000,88.687836,1865,1866,-5129
-0.6177288,-1839.5337,232.48676,1221,43.53301,-8240,8373,8425
-0.5801252,-3106.079,-168.96852,1050,91.01771,7336,7337,-8173
-0.56915104,-3183.8274,225.49736,1000,99.84962,-3379,3571,6391
-0.54276705,-50.42758,70.47063,-58,28.592432,7665,-7672,-8158
-0.5406804,-145.80324,-18.119003,-90,53.482098,7496,-7497,-7893
-0.5157968,-146.95874,2.9434915,-62,82.02563,7377,-7378,-7678
-0.48254067,-2735.5576,409.87946,1099,92.07436,3080,3081,-6419
-0.44816446,-498.77814,96.62982,391,50.806316,7400,-7621,-7647
-0.43632257,-2752.9924,461.83215,1146,98.273674,-7398,7399,7875
-0.42127243,-1100.0118,-60.258858,481,96.89775,5578,-7466,-8421
-0.40819696,-88.722046,14.549365,90,43.106598,8400,-8401,-8421
-0.40308133,-435.38452,-8.537801,203,94.97487,-7988,-8069,8163
-0.39831275,-2095.5967,-58.293118,1000,93.909164,7336,-7479,7783
-0.39113772,-467.71225,99.50958,353,60.464268,-7451,-7529,7573
-0.39050665,-801.97595,452.0992,1000,36.657036,7587,7588,-8152
-0.38925081,-105.263985,20.571016,108,44.69418,8223,-8224,-8417
-0.37976962,-864.1772,242.86246,1000,40.616924,7661,7662,-8242
-0.3667529,-615.2079,293.7137,1000,29.941448,1026,1027,-1615
-0.32377493,-169.386,7.8275714,100,93.38104,8184,-8185,-8229
-0.31324068,-1742.7084,126.50569,1000,99.304985,3227,3228,-3765
-0.31323236,-503.07385,74.934204,401,71.48998,8222,-8225,-8351
-0.29458874,-249.3505,491.37155,1000,15.108402,7241,7242,-7274
-0.25588757,-388.1387,116.76464,276,98.09641,-7207,7208,-7562
-0.2550661,-1258.525,297.03705,1000,88.07112,2716,2717,-4250
-0.23045921,-1032.7491,179.07997,1000,79.98807,8135,-8242,8261
-0.22498763,-1034.5542,311.84177,1000,82.07654,1943,1944,-2396
-0.22323664,-785.67554,333.20544,1000,62.820618,2075,2076,-4545
-0.21914807,-744.6427,22.268227,1535,39.51176,7332,7333,-7846
-0.20593268,-774.8949,268.27332,1000,67.16484,8057,-8150,8357
-0.18108065,-978.6367,283.69016,1000,96.46592,1965,1966,-3445
-0.17333151,-31.024899,-25.90615,-74,43.174328,-8069,-8070,8303
-0.16113059,-686.82947,341.35028,1000,76.08435,3533,3534,-5830
-0.15280928,-424.6382,388.5849,1165,42.576298,1975,1976,-5491
-0.14901425,-63.637955,-35.91611,131,58.189095,8267,-8323,-8423
-0.14062294,-604.1409,35.187763,1000,76.68431,-1655,3264,5352
-0.13848434,-720.1564,298.54553,1000,92.82193,8178,-8242,8309
-0.13529804,-488.11758,358.5354,1000,64.395775,7574,7576,-7978
-0.12095306,-403.54898,213.6371,1000,59.55303,-3459,3460,3604
-0.10939005,-54.170673,-50.6568,177,49.93874,-8091,-8097,8164
-0.10786849,-421.5514,89.32414,1154,60.44697,8166,8167,-8289
-0.09678001,-103.12884,105.82707,225,84.53497,-7913,7914,-8234
-0.079086535,-319.54727,303.36682,1000,72.12022,1955,1956,-4072
-0.0781238,-66.137245,50.491997,320,47.22122,7465,-7466,-7991
-0.05657696,-36.885212,15.0836315,129,90.20849,-7307,7308,-7938
-0.053600565,-299.44592,336.5831,1000,99.71799,4134,4135,-6512
-0.04902605,-219.72618,461.8889,1000,79.99805,-4181,4182,6974
-0.048909467,-222.91891,315.03018,1000,81.35392,-6618,6703,7152
-0.043013882,-171.03973,256.51218,1000,70.97621,2733,2734,-2942
-0.021018015,-81.24623,352.1598,1000,68.99792,3548,3549,-4850
-0.017050484,-14.66917,53.51425,188,81.68371,-7736,7737,-8058
-0.0012256637,-5.807329,333.2685,1000,84.57258,911,912,-4679
2263.681,2726.76,-10.524431,-1,14.912953,-8105,8106,-8338
∞,2773.7107,71.25114,0,420.83588,6204,-7776,-7890
