score,deltaLkRoad,deltaDjRoad,deltaTotalJobsCreated,LBar,gameState0,gameState1,gameState2
-989.5732,21480.29,1369.9495,3000,12.257234,2347,2348,2466
-989.5722,13283.447,628.6907,1876,12.1201725,8071,-8072,8293
-989.51996,15511.056,694.10266,1675,15.772071,5982,5983,-6083
-989.51447,5054.728,412.08075,1000,8.604638,-7856,7857,7907
-989.5098,20221.955,884.6816,1000,34.408516,8288,8289,-8392
-989.49646,18190.537,808.68866,1000,30.912458,3889,3890,-5882
-989.4825,5081.0166,182.42236,478,18.03993,-7453,7454,-7821
-989.47894,8559.946,416.34027,1327,10.943739,8380,8381,-8382
-989.4552,1432.5443,43.74902,86,28.196527,-153,-364,453
-989.4388,22989.941,1211.3274,3000,12.951691,8415,8433,8434
-989.3854,10898.309,721.44775,1574,11.643235,7475,-7476,8127
-989.3781,14418.969,958.2453,3000,8.076728,3514,3515,6478
-989.3593,20.781977,-11.303143,-1,34.861156,-8303,8304,-8395
-989.31213,11434.732,652.0153,1663,11.483305,-8415,8416,8427
-989.30457,6948.663,414.09305,1000,11.596499,-7977,7978,8396
-989.2864,2533.3972,16.157982,99,42.633923,8261,-8262,-8347
-989.2792,3128.8794,94.9907,460,11.324702,-8093,8094,-8347
-989.252,27118.84,1306.927,3000,15.012304,7689,7690,8151
-989.244,12037.353,444.84006,1136,17.584375,7670,-7671,8376
-989.23364,28719.682,1237.1772,3000,15.87135,4767,4768,4876
-989.23285,22675.213,1335.6649,3000,12.530102,990,991,1424
-989.19446,7157.359,348.50104,1000,11.823076,8414,8415,-8427
-989.1852,13714.588,794.8865,1771,12.781161,-1398,1399,2658
-989.1794,5030.063,414.28864,1000,8.297482,-7567,7568,7588
-989.1524,4763.8105,477.57123,1244,6.30123,7900,7901,-8387
-989.11847,1318.784,-50.991066,-22,98.33,-7463,-7769,8246
-989.04376,4054.6733,448.98148,1000,6.6056886,7810,7811,-8355
-989.01825,26165.701,1407.0039,3000,14.176368,4012,4013,5747
-989.00494,6656.893,468.4335,1000,10.806834,397,398,-605
-988.9493,8551.462,728.4289,1622,8.515764,-8124,8125,8360
-988.9394,3539.9546,152.77354,277,20.623516,-7717,-7718,8426
-988.91943,35135.914,869.4551,1774,31.905039,8382,8383,-8391
-988.89374,23100.742,1215.8085,3000,12.375441,7663,7664,8405
-988.8337,12811.392,697.38214,1572,13.027416,-8120,8121,8301
-988.82684,5574.5117,551.42834,1359,6.552944,7835,-7836,8346
-988.79565,5126.268,260.01276,604,13.520814,-8128,8137,-8351
-988.779,13148.603,812.2474,1871,11.178897,-8196,8205,8397
-988.7613,33537.746,1478.051,3000,17.755033,3367,3368,3715
-988.7495,9739.541,777.7312,1935,7.9856744,-7465,7466,7467
-988.7361,16739.084,1250.2949,3000,8.841906,8111,8112,8349
-988.67413,18406.77,1154.023,3000,9.66961,7714,7715,7742
-988.63525,27641.994,1388.127,3000,14.471504,8284,8300,8318
-988.63336,29758.635,1324.6445,3000,15.577034,3441,3442,5841
-988.62854,21925.807,1507.5513,3000,11.472062,516,517,675
-988.6115,24365.305,666.0323,1314,29.062597,8281,8295,-8324
-988.59625,9617.749,444.98364,1000,15.053973,65,66,-178
-988.59467,24027.912,1327.5369,3000,12.534644,1422,1423,2661
-988.5906,11839.58,520.98834,1000,18.522425,7443,7444,-8198
-988.5233,11769.566,404.78336,1154,15.862164,8288,-8289,8293
-988.45703,8094.0273,598.982,1328,9.424837,8393,8399,-8401
-988.45044,9546.052,485.9347,1054,13.997204,7690,7691,-8413
-988.43854,6144.494,403.839,1000,9.4863205,-7888,7889,8220
-988.3759,20347.676,1233.3712,3000,10.415006,8391,8392,8400
-988.309,1220.4443,71.96603,91,20.476254,-8205,-8206,8315
-988.3081,23361.668,1369.5679,3000,11.888362,953,954,998
-988.3023,21211.258,1329.9918,3000,10.788713,994,995,1089
-988.17633,3882.6511,419.5096,1090,5.377418,7789,-7790,7814
-988.11676,21828.207,1156.9222,3000,10.929127,8412,8413,8434
-988.09985,7891.24,615.9324,1524,7.7666435,-1941,1942,2004
-988.09937,8153.6816,489.40912,1267,9.65233,-8422,8427,8430
-988.0983,2108.3083,-32.774055,-94,33.637405,-8343,-8352,8433
-988.09784,3054.8643,35.523144,266,17.223026,7458,-7516,-8359
-988.0723,4361.3813,388.6953,1000,6.526675,-7802,7803,8207
-988.0656,13054.434,926.26013,1935,10.090252,8124,8125,-8338
-988.05994,9871.92,627.34454,1482,9.957981,8084,8100,-8121
-988.0236,8342.103,459.807,1312,9.476327,7458,-7459,8280
-988.0137,7267.457,340.1326,1000,10.822345,8407,8408,-8431
-987.9845,3679.7163,175.52371,336,16.268896,7355,-7686,-7711
-987.96515,13257.015,848.95435,1843,10.668513,8295,-8336,8351
-987.9433,21155.9,664.6675,1000,31.320427,-8081,8082,8240
-987.92505,14653.794,620.85175,1459,14.846799,-588,589,6233
-987.8964,13210.362,702.1142,1745,11.164238,8405,-8406,8417
-987.87317,12912.773,601.15625,1213,15.668795,-1352,1353,2334
-987.8623,9278.448,604.04834,1587,8.597798,8114,8115,-8327
-987.8567,4049.059,103.34834,93,63.996822,-7435,7436,-7592
-987.8524,15222.412,763.3642,1000,22.367546,5164,5165,-5178
-987.8371,11141.979,797.97375,1884,8.678997,7852,-7853,8091
-987.7701,12455.667,709.22437,1660,10.95115,8427,-8428,8433
-987.7608,23728.4,1301.061,3000,11.535007,4009,4010,5703
-987.74634,13273.421,1206.7495,3000,6.4449744,7870,7871,7912
-987.7334,16542.371,1277.2245,3000,8.023734,8107,8108,8357
-987.7216,23818.344,1442.0618,3000,11.541812,1108,1109,1374
-987.6847,18888.885,1274.5222,3000,9.125657,8075,8076,8344
-987.6085,21377.77,1461.3489,3000,10.264626,276,277,708
-987.6067,8249.231,442.98666,1000,11.880915,7142,7143,-7190
-987.5592,13380.629,517.0553,1000,19.19782,3384,3385,-4582
-987.4765,22775.195,1452.2211,3000,10.820332,92,93,502
-987.47327,6850.1797,364.31897,1000,9.760887,8406,-8407,8435
-987.4724,2957.5244,160.89433,50,84.278076,-7771,-8065,8106
-987.4504,18692.707,882.6529,1000,26.586784,4454,4455,-4479
-987.44836,5799.7656,412.0413,1000,8.247747,7491,7492,-7996
-987.43994,18688.547,1225.187,3000,8.85294,8074,8075,8328
-987.4225,4007.6016,399.38644,1000,5.6874146,-7811,7812,7830
-987.4151,5630.9688,363.42862,1000,7.9865055,-7905,7906,8206
-987.4027,15619.174,1214.9216,3000,7.3770704,8206,8207,8387
-987.2928,4010.559,287.84418,1000,5.633515,7727,-7745,7748
-987.2878,4924.496,338.88803,1000,6.914569,8197,8198,-8216
-987.2679,12623.162,732.478,1774,9.975572,8390,-8391,8400
-987.2498,24586.95,1101.5996,3000,11.473399,5804,5805,5864
-987.24133,21444.11,1134.7424,3000,10.000115,8404,8416,8429
-987.2087,7922.511,758.64874,1802,6.1350365,-7791,7793,7890
-987.1749,5378.5903,445.72614,1000,7.4857063,1946,1947,-2128
-987.10846,20662.61,549.30145,1000,28.609186,4053,4054,-6016
-987.0698,9368.949,513.3695,1446,8.944234,8417,-8418,8434
-987.06665,8446.192,602.0151,1440,8.094913,8070,-8071,8340
-987.03424,6201.3086,321.84305,1000,8.537075,221,222,-829
-986.988,4577.9863,423.24362,1000,6.279907,8340,-8341,8362
-986.9585,13200.369,1241.111,3000,6.0222764,7856,7857,7871
-986.8696,3937.4458,310.6538,1000,5.3525677,3516,3517,-6395
-986.8195,9884.739,800.0733,1986,6.7403016,-8209,8211,8218
-986.7609,7918.227,768.0045,1801,5.9276295,7850,7851,-7909
-986.7573,11819.047,458.7014,543,29.338114,-8195,-8196,8288
-986.65796,22913.553,1170.0392,3000,10.218175,8404,8405,8418
-986.6354,4953.8345,431.1389,1000,6.6162105,-7810,7811,7881
-986.63257,5438.2207,393.94162,1000,7.2616158,7469,7470,-7891
-986.6108,17503.453,1376.2705,3000,7.778081,8314,8315,8346
-986.587,10605.708,444.48685,1000,14.113616,-4470,4471,4875
-986.5864,18160.816,833.5166,1661,14.549449,-7434,7435,7447
-986.5793,5563.043,432.80676,1000,7.398799,7863,-7864,7910
-986.5782,6005.3154,80.29502,317,25.19352,-8308,-8309,8367
-986.562,5903.115,372.70612,1000,7.8409877,8423,-8424,8433
-986.55615,2246.7996,156.75658,-31,96.22862,-8238,-8258,8307
-986.556,12519.166,857.67145,1906,8.720673,8315,8319,-8352
-986.51715,5346.4463,458.10052,1000,7.0779424,7822,7823,-7844
-986.51697,7339.748,546.24725,1308,7.4286494,1460,1461,-1530
-986.5038,10455.461,553.92676,1431,9.663079,8411,8412,-8432
-986.4838,1123.3315,106.122734,132,11.238412,-8403,-8404,8426
-986.4814,8792.191,693.1285,1587,7.3149695,717,718,-729
-986.4751,2198.6184,23.790792,172,16.869831,8299,-8300,-8359
-986.46173,26058.227,1492.0298,3000,11.452106,997,998,5162
-986.4135,22544.512,1196.0438,3000,9.872704,8412,8430,8435
-986.25433,8531.389,661.06665,1323,8.373733,-7517,7518,8338
-986.2379,6875.676,377.17,1000,8.917737,-1748,1749,4037
-986.15466,10373.707,569.0031,1431,9.345756,8418,8419,-8432
-986.1438,15594.63,542.94336,1000,20.088905,8292,8293,-8340
-986.1427,6786.0483,438.79785,1000,8.741032,1320,1321,-1381
-986.1228,16481.127,1225.55,3000,7.0662374,7590,7591,7621
-986.1177,13609.042,713.8116,1758,9.953385,-8404,8405,8423
-986.0985,14506.649,1245.7496,3000,6.208815,7468,7469,7886
-986.0906,4596.1885,430.74612,1000,5.898103,7808,7809,-7872
-985.9918,9733.117,556.6331,1290,9.61402,-8386,8387,8398
-985.952,2375.3186,101.16824,-80,37.72615,-7672,7673,-8168
-985.9259,20417.715,1305.1056,3000,8.631568,1059,1060,1317
-985.91516,7332.9507,603.33624,1393,6.67115,8204,-8205,8219
-985.9006,17235.305,1440.0284,3000,7.2731214,616,617,930
-985.8942,7254.8315,461.39108,1000,9.18024,-8392,8393,8400
-985.85956,2111.652,-124.99551,-92,28.97315,-8329,-8330,8401
-985.8054,3077.7056,167.02014,675,5.733577,-8036,-8037,8277
-985.7242,32432.883,968.12335,1430,28.357866,8240,8241,-8433
-985.6814,9893.669,546.88763,1431,8.618693,8425,8426,-8432
-985.6482,9185.19,518.66876,1267,9.016339,8421,-8422,8431
-985.63776,8108.403,556.77454,1328,7.588221,8394,8395,-8401
-985.5451,23183.639,1255.9159,3000,9.542656,8428,8430,8435
-985.5429,542.8159,22.636452,90,7.4465275,-8417,8429,-8433
-985.51294,14842.235,1158.8325,3000,6.095685,8186,8187,8217
-985.47314,8978.291,727.38635,1587,6.951346,8316,8317,-8327
-985.45154,9525.958,207.82521,156,74.91883,8241,-8264,-8433
-985.42914,17589.832,1164.0891,3000,7.18258,8070,8071,8328
-985.3726,8390.287,628.5356,1314,7.7918234,8322,8323,-8324
-985.33813,13161.213,624.9936,1000,16.02253,-8116,8117,8289
-985.33014,13462.635,1229.2922,3000,5.4601865,7797,7798,8189
-985.3215,4941.544,543.23016,1495,4.0194187,7574,7575,-7619
-985.3105,9137.94,725.401,1799,6.172112,8201,-8202,8386
-985.3086,8504.329,487.03003,1469,7.0336385,8184,8185,-8201
-985.2016,10126.062,601.34155,1845,6.6199417,-8039,8041,8049
-985.1906,16659.682,1298.5906,3000,6.693192,8309,8310,8351
-985.14685,14506.469,709.7592,1551,11.239721,-6224,6225,6292
-985.1049,10016.344,667.31067,1382,8.685269,128,129,-308
-985.04016,22399.375,1187.8494,3000,8.908674,8415,8416,8429
-985.0378,17992.475,1255.6669,3000,7.1548033,8204,8205,8208
-984.93726,5463.0156,399.25,1000,6.473698,8192,-8193,8213
-984.86884,17647.12,1228.9158,3000,6.939137,8387,8388,8392
-984.8494,10270.415,532.40424,1547,7.8215594,8404,-8405,8410
-984.8343,11699.644,508.22754,1171,11.759182,7434,7435,-8276
-984.803,11565.502,604.45264,1538,8.83232,8402,8417,-8420
-984.73883,11390.594,639.9425,1374,9.696079,-8403,8418,8422
-984.73157,16023.953,1301.19,3000,6.2442107,8341,8342,8350
-984.7267,26295.229,1151.6276,3000,10.243482,6217,6218,6321
-984.7233,11677.949,628.6069,1472,9.269463,-1323,1324,4073
-984.705,15934.094,1142.3835,3000,6.1984177,2944,2945,6692
-984.70245,8557.8,273.2653,1000,9.98537,8183,8184,-8197
-984.6499,23277.852,1288.0186,3000,9.022652,8427,8428,8430
-984.6414,3850.0916,418.402,1000,4.4745,7815,7816,-7901
-984.5194,1139.176,81.286316,176,7.463034,-7521,7522,-7785
-984.5178,9089.015,438.72217,1000,10.478737,-8411,8412,8435
-984.5068,15051.1455,1288.5604,3000,5.7800393,7520,7521,7524
-984.46027,19016.016,1380.3385,3000,7.2808065,20,21,344
-984.4357,20333.463,1324.9102,3000,7.7729473,2350,2351,2487
-984.41205,2779.868,39.430084,54,58.947525,-8120,-8121,8176
-984.4063,6680.259,659.3766,1570,4.8704553,7803,7804,-7879
-984.40625,5806.498,364.9328,1029,6.4591074,-8419,8423,8426
-984.36005,10494.045,543.9063,1451,8.253988,8415,-8416,8420
-984.35913,8694.191,432.32718,1000,9.921865,8413,-8414,8415
-984.31256,9346.424,494.72903,1000,10.634499,1419,1420,-1545
-984.2868,13471.644,332.54053,1000,15.303112,6844,6845,-6878
-984.22784,18836.941,1293.1967,3000,7.105946,8390,8391,8392
-984.169,4980.9756,380.3214,1000,5.616054,2424,2425,-2477
-984.13965,11403.467,1083.5398,3000,4.2778687,3924,3925,3927
-984.1034,22969.941,1238.7756,3000,8.597225,8428,8429,8434
-984.0558,24266.73,1232.5944,3000,9.055492,8405,8406,8413
-984.04425,6678.896,491.6323,1000,7.471583,-8331,8332,8339
-984.0147,5643.145,451.29028,1000,6.30123,7900,-7901,8387
-983.88214,9644.937,520.2149,1430,7.46932,8430,-8433,8435
-983.7123,5297.089,408.33932,1000,5.8049946,-8077,8078,8318
-983.69604,2425.8696,165.86055,432,6.1477327,-8317,8318,-8327
-983.6922,4454.393,424.58688,1000,4.8754783,8350,8351,-8355
-983.6915,5580.1963,394.82224,1000,6.1074715,8209,-8210,8214
-983.6196,11619.705,826.18066,1619,7.8207564,8123,8124,-8356
-983.5865,7852.2656,677.5103,1374,6.214864,-7518,7519,8323
-983.5676,8518.199,656.17633,1567,5.904762,-8308,8309,8337
-983.52344,10550.607,562.3323,1273,8.978578,-8409,8410,8433
-983.47107,5538.9863,455.10406,1000,5.9815054,-7822,7823,8358
-983.46136,6806.074,613.9507,1477,4.973249,-7819,7820,7892
-983.3756,18116.793,1359.7759,3000,6.483935,8315,8316,8317
-983.3198,7577.7383,421.39914,1267,6.4001026,8419,8420,-8422
-983.2892,10497.344,561.54156,1430,7.8409877,8423,8424,-8433
-983.2099,6947.3193,374.47244,1000,7.3856497,8407,8411,-8412
-983.20654,3960.312,384.7674,1000,4.209335,-7528,7529,7837
-983.1718,9464.901,696.78217,1735,5.786335,-8091,8092,8115
-983.16254,12316.972,657.14526,1740,7.5041666,8416,-8430,8432
-983.0585,1118.582,-163.44817,-40,29.46314,-8314,-8315,8371
-983.05054,9199.158,772.7918,1790,5.4120636,-8334,8341,8346
-983.03864,12024.972,819.70825,1623,7.7970176,8125,8126,-8349
-982.9667,12430.031,680.87317,1673,7.7857585,8425,8429,-8434
-982.95483,1678.0863,-92.40736,-88,19.96896,-8336,-8337,8415
-982.84106,19959.047,1474.1735,3000,6.9207306,7510,7511,8323
-982.71136,7462.603,639.4328,1529,5.039017,8351,8352,-8359
-982.6316,9006.158,744.4001,1800,5.1419926,7493,7494,-7614
-982.6176,15299.21,741.331,1740,9.028891,8405,8412,-8430
-982.6025,23485.016,1234.1432,3000,8.031678,8421,8422,8432
-982.51105,5529.6934,455.1624,1000,5.643662,-7835,7836,8360
-982.3809,17111.78,1439.3674,3000,5.7784934,791,792,923
-982.3342,22178.494,1194.3358,3000,7.4697013,8422,8423,8425
-982.1787,9299.577,761.3985,1787,5.212236,8345,-8346,8349
-982.17676,13133.668,713.30664,1762,7.464803,-8421,8422,8423
-982.1473,12084.184,700.8291,1525,7.9225926,84,85,-717
-982.07465,25699.863,1126.5858,1891,13.533074,8283,8284,-8322
-982.0522,5353.741,135.34438,212,25.11511,-7641,-7670,8291
-982.0231,8277.823,711.223,1725,4.7647114,-8190,8191,8216
-981.9578,12576.139,513.2092,1000,12.441794,3658,3659,-4809
-981.8164,4052.1716,417.49753,1000,3.9777029,7821,7822,-7827
-981.7004,6129.11,396.5447,1000,5.978321,-1720,1721,1762
-981.6095,2949.8586,158.67023,463,6.1837335,-8072,8073,-8327
-981.5491,9474.025,448.75974,1000,9.165189,-8414,8415,8421
-981.4463,6903.03,369.03036,1000,6.640989,-8429,8430,8435
-981.4088,8442.571,723.05176,1804,4.4931912,-8185,8186,8213
-981.35236,8395.439,376.6103,485,16.56925,-8288,8289,-8350
-981.08856,7156.321,432.44022,1000,6.754448,8409,-8410,8431
-980.9803,23431.912,1191.1183,3000,7.3300543,8406,8407,8420
-980.94025,11179.344,565.5602,1273,8.224227,-8409,8424,8425
-980.9217,4555.804,298.7155,1000,4.26235,8423,-8424,8426
-980.9071,8583.755,444.5047,1000,8.024723,-8408,8409,8412
-980.8553,7629.425,402.7983,1000,7.113245,-8431,8433,8435
-980.77386,9496.62,670.86163,1675,5.263651,8092,-8093,8117
-980.725,21866.445,1205.8539,3000,6.749725,8426,8431,8432
-980.7034,18571.283,1213.021,3000,5.7261815,8073,8074,8315
-980.7029,9048.817,554.7904,1712,4.888998,8036,-8037,8056
-980.6848,5117.091,477.10403,1192,3.967095,7911,7912,-8218
-980.6638,14498.4795,1289.5444,3000,4.4612308,7546,7547,7997
-980.60693,13538.36,699.39197,1745,7.140826,-8406,8407,8416
-980.5563,21702.494,1192.1047,3000,6.640989,8429,8430,8435
-980.5047,6070.3164,424.80832,1000,5.557839,8206,-8207,8213
-980.401,9783.035,527.4793,1430,6.2305727,8431,-8433,8434
-980.2958,2622.6252,42.4159,61,38.9468,-8388,-8389,8431
-980.2374,5301.0034,439.59222,1000,4.787829,7523,7524,-7834
-980.1773,12530.638,608.5771,1758,6.418236,8402,8403,-8404
-980.1576,2778.191,254.56657,60,41.652496,8289,-8290,-8376
-980.15466,4902.6025,436.6815,1000,4.409528,7868,-7869,7909
-980.13916,9104.446,744.9654,1570,5.211722,7835,-7850,8123
-980.1388,2470.2676,1.3828244,108,20.556002,7459,-7460,-7522
-980.1049,18920.006,1394.233,3000,5.6582103,8317,8318,8319
-980.01556,22248.318,1048.297,3000,6.6238117,5511,5512,5516
-979.94855,22646.195,1226.334,3000,6.7197328,8421,8425,8431
-979.93463,12076.588,657.62213,1451,7.4037886,-8416,8421,8433
-979.8766,9665.653,532.05664,1431,5.991201,8420,8421,-8432
-979.8749,3087.75,15.134293,84,32.602295,-8205,-8350,8415
-979.7141,6510.4707,573.46454,1069,5.3587737,8336,-8337,8356
-979.697,19410.879,1473.2399,3000,5.688379,8317,8319,8321
-979.6221,5938.841,340.1795,1000,5.201955,8416,8417,-8429
-979.4527,6632.511,349.78848,1000,5.761661,8430,-8431,8432
-979.38684,5883.232,598.8062,1610,3.1642482,7570,-7571,7615
-979.16364,12915.906,1248.3506,3000,3.6881292,7809,7810,7850
-979.1531,16342.135,1324.6747,3000,4.664124,333,334,843
-979.0421,5934.1973,339.3998,1000,5.0540485,-3335,3336,3342
-978.9941,476.4375,-42.47028,-49,8.26214,-7480,7481,-7813
-978.94147,7881.799,489.37283,1000,6.6806984,999,1000,-1298
-978.6569,5011.0103,345.65604,1000,4.1907578,8082,8083,-8340
-978.6461,3814.9321,360.40665,1000,3.188849,7865,-7866,7901
-978.60443,11478.88,672.43823,1762,5.4349356,8417,8418,-8421
-978.54767,4779.4155,283.1523,1000,3.9767199,8410,8411,-8424
-978.5313,6662.067,382.35797,1000,5.5389557,8408,-8412,8424
-978.4378,8178.0225,401.43585,1000,6.7698545,8424,8425,-8431
-978.26825,8217.82,440.31708,1000,6.749725,-8426,8431,8432
-978.0793,11412.717,887.69403,1891,4.9143605,8321,-8322,8334
-977.77295,4378.3267,310.6401,1000,3.516017,4663,4664,-6678
-977.63727,7295.921,620.93994,1364,4.26939,7853,7854,-8107
-977.5617,9016.159,384.62585,266,26.963383,-8211,-8212,8292
-977.44275,7119.544,550.638,1000,5.633661,8338,8342,-8355
-977.307,8312.274,576.3743,1064,6.144852,-8105,8107,8127
-977.2081,1785.7393,148.90063,205,6.8219447,-8324,8325,-8351
-977.1455,6543.5405,452.8266,1000,5.110523,-8076,8077,8088
-977.1416,22135.566,1221.672,3000,5.761661,8430,8431,8432
-977.10175,3912.7666,121.51847,217,14.05551,-7804,-7805,8306
-976.9134,25427.184,1285.2201,3000,6.5530176,7353,7354,8365
-976.8934,3438.495,252.6834,584,4.548245,8345,-8348,-8351
-976.76416,8811.351,443.42764,555,12.19594,8294,-8295,-8335
-976.6753,9785.109,748.5246,1693,4.423,8340,8341,-8348
-975.9799,469.30978,21.81932,37,9.425581,-8403,8404,-8415
-975.81384,15596.712,677.15314,1000,11.510418,8294,8295,-8314
-975.8042,17431.318,1442.7118,3000,4.2864094,8325,8326,8350
-975.7284,1802.7339,50.742687,16,82.858696,-8135,-8237,8276
-975.6987,10725.378,1111.0795,3000,2.6259556,7605,7606,7612
-975.62286,9245.655,504.51123,1000,6.7698545,8424,-8425,8431
-975.0828,9394.029,452.94492,1054,6.384653,8412,-8413,8421
-974.7277,6270.8223,416.90384,1000,4.428991,7491,-7492,7494
-974.69586,3028.455,97.940506,202,10.575537,-7546,-7594,7629
-974.5788,11327.601,670.3535,1829,4.3486342,8132,8133,-8137
-974.4557,6061.4946,353.55453,1000,4.2355533,8413,8417,-8427
-974.1846,1314.3965,99.199326,275,3.3047523,-8336,8340,-8344
-973.9122,9788.661,786.4077,1724,3.8848314,-390,391,539
-973.79675,4400.196,407.03616,1018,2.944378,7792,7793,-7809
-973.69476,22664.79,1266.8827,3000,5.1263967,8429,8430,8433
-973.34644,2526.7996,-43.939972,-58,29.17509,7668,-7669,-7838
-973.2442,17004.182,904.71796,1588,7.1435127,7031,7032,-7037
-973.1109,5530.425,383.8624,844,4.349747,-8318,8319,-8351
-972.9711,40451.41,1874.0328,3000,8.904485,8287,8288,8294
-972.84576,6259.9565,441.31805,1000,4.1148915,-8111,8112,8119
-971.8588,3789.8064,153.68217,79,30.427927,-8287,8288,-8391
-971.601,5672.8477,491.16547,1000,3.565522,608,609,-901
-971.5988,5273.4146,427.98444,1000,3.314207,335,336,-836
-971.46454,2068.5671,85.0786,208,6.2207894,-8418,8419,-8421
-971.2509,7331.2573,391.3731,1000,4.5517597,8409,8410,-8414
-971.1521,9616.345,530.9198,1446,4.1148276,8409,8416,-8418
-970.10004,5003.7676,164.5838,176,16.972198,-7705,7706,-7725
-969.6727,1373.1494,40.505142,-62,13.035183,-7307,-7308,7318
-969.4136,6117.3955,382.85217,1000,3.569949,8198,8199,-8200
-968.6984,21438.752,1176.2606,3000,4.0750813,8411,8421,8429
-968.63617,9558.243,11.9323,58,93.78754,-2379,-2727,5616
-968.3468,8004.578,327.2511,96,47.019035,-7500,-7501,8292
-968.3442,7808.0576,753.7676,1799,2.4472754,7837,7838,-8202
-967.8554,19088.027,1077.4851,3000,3.5331013,8408,8409,8411
-967.5082,2850.6543,-71.7589,-52,30.115591,-7902,7987,-8310
-967.2293,12052.731,613.7608,1446,4.5399976,8410,-8418,8424
-967.223,517.4271,67.441246,-27,10.436171,8283,-8284,-8301
-966.454,6616.6367,616.4061,1498,2.3502216,-7784,7785,8354
-966.064,20628.77,1160.9995,3000,3.616729,8413,8414,8429
-965.5403,8609.167,593.96265,1478,3.0171661,-8110,8111,8114
-964.27124,1866.6014,77.55281,103,9.053597,8424,-8433,-8434
-963.06476,23604.1,1436.5985,3000,3.80233,7092,7093,7098
-961.2033,7847.7173,433.3951,1000,3.6105456,-8427,8429,8431
-960.65,5462.9067,439.55652,1000,2.478013,8341,-8342,8347
-960.38165,9321.985,510.41592,1328,3.1625574,8399,8400,-8401
-959.06964,3983.5493,126.72814,-24,72.383224,-4398,-4992,6243
-959.0041,8330.631,677.74274,1525,2.3784373,708,709,-717
-958.364,3300.0347,169.3431,416,3.4007952,8365,-8366,-8368
-957.2268,8444.082,424.64368,1000,3.5237489,8410,-8411,8421
-956.7239,9776.422,460.276,1084,3.7198596,8398,-8399,8401
-956.4381,14078.858,789.06824,1740,3.3154018,-8430,8431,8433
-955.7013,6376.327,360.91046,1000,2.5692363,8426,8427,-8431
-955.2733,1355.1187,93.323074,262,2.0641136,8309,-8310,-8324
-952.7469,1682.8547,-21.37234,-14,45.40591,-8209,-8210,8409
-951.5908,3307.5583,-33.161034,-46,26.512232,-8335,-8362,8412
-949.51776,12783.522,1005.0768,1935,2.3359053,8312,8314,-8338
-949.0597,13306.967,743.84644,1740,2.6797404,8429,-8430,8431
-946.207,7844.165,712.6281,1623,1.6037134,-8349,8350,8353
-943.58264,17247,1471.5985,3000,1.8188797,779,780,792
-943.26196,3123.652,-101.76462,-40,24.567043,-7881,-7882,8068
-942.748,16007.47,1273.6802,3000,1.6635463,8385,8386,8389
-935.2201,9146.308,670.7766,1547,1.6290691,14,15,-16
-934.2242,8826.758,104.956436,182,13.1609745,8281,-8282,-8291
-929.05896,1957.1733,107.95352,198,2.4870872,-7471,-7472,7482
-928.7402,7995.19,725.5582,1911,1.0479676,7898,7899,-7903
-927.8567,8266.446,387.38367,1000,2.0452545,8371,-8372,8375
-922.6944,6964.558,333.91293,200,8.040387,8292,-8306,-8307
-838.26044,18133.12,147.95464,-47,42.57776,-8318,8383,-8385
-827.6065,2636.7048,10.467476,-11,24.818327,8291,-8315,-8419
-790.9039,1768.1699,69.9979,61,2.4744155,-8420,8421,-8423
-740.5957,-14071.542,-89.000374,6,56.52411,8324,-8383,-8421
-696.991,3284.7551,75.36346,3,64.49866,-7440,-7441,8149
-653.3539,7538.8066,241.48083,11,35.289707,8288,-8347,-8395
-359.89145,-4549.0947,-104.8919,9,25.068907,-8188,8189,-8292
-293.46234,-955.91187,-36.179874,9,6.460222,-7854,7855,-8349
-274.01715,-908.72504,-50.432903,-2,29.597103,-8379,8380,-8430
-251.6786,-1862.1976,33.1986,14,9.433566,-8297,8321,-8338
-219.28203,-4860.634,-23.486155,-10,39.565285,-8382,-8415,8423
-174.01868,-7830.601,-212.91837,-10,80.31999,-7332,7333,-8241
-169.00415,-5913.5654,-21.242426,28,22.305834,-8282,-8301,8356
-116.88647,-1819.8544,-25.772282,-19,14.6265955,-7882,7883,-8104
-107.48622,-445.87985,-0.064638466,-13,5.695688,7889,-7890,-8388
-89.96502,-7424.111,-316.97055,-52,28.326431,-8288,-8289,8411
-87.31433,-2284.7065,22.378735,6,77.842735,-7340,7722,-8063
-85.482735,-508.92728,-62.08714,-29,3.6644075,8081,-8082,-8337
-64.544785,-949.4357,-65.364426,-14,18.7543,-8209,8210,-8343
-64.47347,-1091.2032,-99.14565,-10,30.20988,-8136,8153,-8379
-56.352062,-2938.5615,-70.86756,-15,62.052338,7532,-8099,-8398
-52.891605,-4564.2905,-26.758984,-33,46.676365,8000,-8001,-8379
-51.62774,-3247.7642,-60.763565,-40,28.071514,-8315,8316,-8397
-42.00825,-1389.8641,11.340879,-23,25.676413,8333,-8393,-8395
-38.442593,-1037.9109,-2.7516444,-12,40.159714,7540,-7541,-8170
-36.579285,-1812.4606,11.633339,-33,26.80056,-8099,8100,-8401
-36.33598,-1480.7235,58.562843,19,38.283173,7797,-8270,-8396
-35.10163,-932.00525,-54.427765,-11,43.08468,-7995,7996,-8337
-34.520702,-495.0552,-53.886913,-94,2.7231438,-8352,-8353,8357
-34.065395,-3093.6292,-68.91436,43,37.697346,-8278,8279,-8290
