idx,score,depth,netChgRoad,netChgBus,netChgRail,netSavedMinsRoad,netSavedMinsBus,netSavedMinsRail,savedMinsRoad,savedMinsBus,savedMinsRail,deltaDkRoad,deltaDkBus,deltaDkRail,deltaLkRoad,deltaLkBus,deltaLkRail,railNetworkKM,LBar,gameState0,gameState1,gameState2,gameState3,gameState4,gameState5,gameState6,gameState7,gameState8,gameState9,gameState10,gameState11,gameState12,gameState13,gameState14,gameState15,gameState16,gameState17,gameState18,gameState19,gameState20,gameState21,gameState22,gameState23,gameState24,gameState25,gameState26,gameState27,gameState28,gameState29,gameState30,gameState31,gameState32,gameState33,gameState34,gameState35,gameState36,gameState37,gameState38,gameState39,gameState40,gameState41,gameState42,gameState43,gameState44,gameState45,gameState46,gameState47,gameState48,gameState49,gameState50,gameState51,gameState52,gameState53,gameState54,gameState55,gameState56,gameState57,gameState58,gameState59,gameState60,gameState61,gameState62,gameState63,gameState64,gameState65,gameState66,gameState67,gameState68,gameState69,gameState70,gameState71,gameState72,gameState73,gameState74,gameState75,gameState76,gameState77,gameState78,gameState79,gameState80,gameState81,gameState82,gameState83,gameState84,gameState85,gameState86,gameState87,gameState88,gameState89,gameState90,gameState91,gameState92,gameState93,gameState94,gameState95,gameState96,gameState97,gameState98,gameState99
20,-611.5422,100,0,0,8022754,0,0,1671.6211,0,0,25417162,-30744.02130402039,-9631.117606974089,40375.13890826893,-520725.84894123476,-123331.90658603086,2016799.13874245,851.4962,271.62195,   8412,7677,   8402,7651,   8174,8154,   4237,1897,   8238,8239,   2058,5221,   1028,1006,   5847,5869,   2080,2104,   549,151,   2468,1606,   7445,8326,   1015,1115,   3181,3181,   2144,1930,   4010,2881,   6842,1153,   6817,6819,   2851,2944,   4030,4043,   1185,1184,   8290,8112,   3126,3063,   1029,1343,   740,282,   1076,1390,   3905,3163,   1176,7128,   4202,3189,   1160,3109,   5913,3046,   2313,5128,   2899,2049,   6552,3038,   2779,2513,   5346,5442,   7552,7642,   8353,7815,   324,648,   5053,5049,   2003,6046,   927,6711,   7785,8309,   6279,3421,   8073,8326,   6845,6844,   1396,3819,   7294,7300,   6479,3508,   8289,7840,   
21,-1093.9252,100,0,0,18703193,0,0,2035.5397,0,0,65690188,-63405.76922966664,-18967.494992394037,82373.26422645616,-1129616.0348896529,-261263.74826971893,4982952.473549671,1032.6263,240.47496,   5146,972,   2157,2239,   5308,5301,   6308,6453,   3705,5820,   7909,8362,   3604,3602,   3137,6542,   1642,1662,   28,646,   2466,2371,   576,581,   4825,354,   6564,1925,   5354,5273,   4067,6761,   4839,3645,   1042,1008,   4522,4378,   3053,3135,   712,892,   7950,7930,   7546,8005,   7461,8219,   4187,4692,   5408,5424,   448,647,   350,248,   238,3419,   1116,1087,   3424,3710,   2773,2735,   3434,6288,   3107,1178,   2364,2258,   3147,3910,   7770,7696,   3601,4614,   3818,1032,   5085,2677,   3692,38,   4476,879,   4329,6690,   7834,7511,   1885,4265,   950,892,   2305,1604,   2808,2734,   3814,3846,   5572,5567,   
22,-496.78656,100,0,0,5739284,0,0,1514.7365,0,0,25832210,-26133.776849585753,-9343.45933938976,35477.236188426206,-455247.8525895193,-129192.74574495891,1559484.827749716,916.3852,272.90393,   4228,4232,   4060,2940,   4913,5027,   4757,4810,   373,624,   6431,3538,   1313,1118,   7334,7334,   1605,2434,   6509,3080,   227,327,   7918,7918,   998,1388,   998,1002,   4350,4484,   7858,7479,   500,3703,   2869,5285,   1697,4034,   4515,3794,   816,777,   3654,3482,   491,914,   1234,1231,   5246,6329,   1564,5189,   1462,3802,   7473,7821,   7692,7579,   6611,2011,   1239,4221,   2836,5639,   7231,7277,   3970,7390,   5798,5792,   1928,1979,   7205,7273,   4662,3551,   8241,8241,   1751,1674,   1900,1767,   8212,8054,   5742,6761,   7507,7552,   7670,7480,   6344,6674,   7859,7889,   2741,5674,   2385,1611,   1879,1799,   
23,-707.09576,100,0,0,7537313,0,0,1770.369,0,0,31732856,-38767.74598560788,-12190.737257555795,50958.48325651158,-668009.6807676177,-180539.02384997986,2873984.857988304,944.7231,239.59436,   3355,3308,   5186,981,   754,284,   2108,6017,   2308,1605,   233,705,   7460,7528,   113,800,   143,4927,   767,286,   489,820,   6240,346,   1875,1853,   6803,6801,   6626,2030,   5096,1554,   188,50,   5360,5360,   484,862,   7578,7712,   57,175,   6884,6882,   7914,7877,   4565,1257,   812,760,   6060,2984,   8321,7443,   1021,2369,   3293,3351,   6825,6836,   3727,4516,   8351,7468,   3549,6417,   4354,4486,   4034,1683,   5116,5107,   8190,7895,   1748,5712,   6593,1272,   2738,2811,   7485,8308,   2924,2872,   4412,744,   1214,1215,   7803,8314,   3820,3855,   7087,7048,   1684,1651,   1213,5999,   2583,2551,   
24,-570.8647,100,0,0,3827048,0,0,1672.4908,0,0,14106276,-26310.213506524233,-8697.154578789077,35007.36809049545,-447072.61424964864,-125460.75940625828,1642986.6298198376,783.1499,231.25188,   7398,7438,   4441,6120,   459,454,   3732,3785,   6761,2926,   155,511,   232,6652,   6526,6520,   3882,3855,   4294,4294,   6355,5289,   7702,7708,   6051,6067,   4449,4499,   2106,1912,   6583,6758,   5959,4222,   8032,8032,   2321,2331,   590,211,   6312,6305,   1788,4237,   6892,6886,   5717,5761,   3912,3924,   6238,350,   2318,1088,   2424,2367,   2424,2500,   6664,6557,   1761,1646,   6945,6974,   3514,3504,   5664,5631,   234,776,   3078,1160,   6710,374,   4064,2874,   2450,2297,   6965,6973,   1885,1906,   2275,2463,   2259,2401,   6097,6109,   8406,8114,   3326,3313,   1787,5594,   2942,1218,   2695,5112,   2628,4270,   
25,-468.50134,100,0,0,5840594,0,0,1745.3478,0,0,22402438,-25476.987509867737,-9296.796062797324,34773.783576495305,-429210.6805236614,-151651.36310381404,1809020.036443625,916.13544,282.14966,   3405,6278,   7021,7172,   1641,2507,   4073,4046,   5014,3325,   707,698,   489,787,   7843,7665,   3705,3726,   4439,6120,   2513,1611,   6303,6210,   1646,5713,   6983,7043,   8335,7893,   6975,6997,   7368,7366,   2012,2045,   7042,7067,   4180,4152,   162,915,   300,4471,   4165,4156,   2812,2806,   8327,7793,   5062,5000,   7521,7882,   4204,5912,   1575,1498,   5729,2924,   7356,8120,   8013,7297,   2648,1059,   6171,5410,   2766,2776,   2710,2713,   858,6268,   7551,7654,   47,4826,   8067,7975,   5399,5395,   7520,8292,   7107,7043,   8276,8040,   4480,4488,   866,511,   6043,2018,   5870,5811,   7044,7174,   4569,1279,   
26,-598.7787,100,0,0,7106816,0,0,1741.5581,0,0,32535860,-30838.129197419446,-11110.246117870638,41948.375312242955,-540205.8258613232,-155556.3055116699,2080036.891299311,902.1794,249.84624,   486,424,   2677,1290,   7350,7349,   5235,6672,   4233,6698,   3009,3820,   3592,3579,   4902,5019,   6012,1955,   2610,2573,   1941,2020,   4197,4191,   4535,6577,   2761,2813,   2214,2146,   5719,2870,   2951,5694,   2937,4008,   7297,7299,   7794,7833,   4082,1618,   8220,7906,   4382,4517,   225,589,   5847,3378,   5925,7019,   4843,3658,   441,3711,   6809,6815,   6826,1128,   1931,6018,   5658,3993,   2593,2568,   7974,8068,   7803,7815,   6955,6945,   1944,1919,   6119,4445,   2369,4073,   7863,8208,   7103,7174,   1132,1485,   6561,6758,   4621,3538,   5242,5249,   4454,6787,   6203,6295,   482,897,   3181,4167,   2010,2030,   
27,-524.3605,100,0,0,7125216,0,0,1783.4769,0,0,31265466,-26900.72123288138,-9186.842226643661,36087.56346549072,-498136.95387427515,-131747.26059724347,1977157.5963699433,949.98956,262.77283,   7274,7222,   4370,3334,   1533,1525,   3796,4378,   5120,5205,   4400,4925,   7876,7510,   1355,1093,   5559,5500,   2058,2035,   5795,5866,   1101,1286,   6055,6044,   3649,3616,   8150,7357,   6792,6796,   6019,2213,   7320,7410,   3089,7123,   627,271,   4617,6688,   3463,6212,   204,776,   554,755,   6416,6426,   267,6315,   5978,7028,   5043,6291,   1214,2864,   6153,6116,   857,159,   4932,4994,   546,223,   1196,1202,   1783,1892,   8254,8255,   2870,1211,   6432,6413,   4363,3293,   2995,2078,   6406,6455,   4626,3579,   25,4477,   5226,5725,   416,4884,   3571,3573,   8077,8142,   1195,3969,   3477,5549,   5792,6369,   
28,-612.08105,100,0,0,6299972,0,0,1881.4829,0,0,22803424,-33432.966732658104,-10094.867264614031,43527.833988587205,-581576.7483334006,-129086.42526088888,2298543.0633082865,950.16296,220.36182,   4478,4485,   3752,3262,   6193,118,   5248,5488,   1399,3870,   3520,6460,   6612,6578,   5038,3302,   4997,4910,   4802,3624,   4840,4467,   1998,2041,   1433,2641,   122,740,   7245,7226,   2343,2447,   5842,3700,   4338,6478,   2797,2787,   4380,6097,   1860,5591,   5224,2061,   4352,4369,   3741,3743,   1016,2386,   6867,3801,   2268,2393,   2168,1986,   4575,3386,   8414,8431,   380,6787,   7163,7157,   5315,5314,   609,294,   1435,1478,   8382,7362,   6849,2646,   12,798,   6220,591,   6429,4661,   2595,4247,   4236,1769,   4572,1272,   3459,3414,   2254,2345,   3692,249,   3236,5851,   7576,7566,   525,3702,   4314,4345,   
29,-567.5496,100,0,0,5885973,0,0,1808.1013,0,0,25410496,-30315.899878863416,-10865.001287829711,41180.90116243721,-537319.0519509378,-159725.19454728733,2010141.270895251,946.7349,287.87018,   4946,307,   868,580,   6942,6958,   2269,2453,   3906,3899,   3684,3720,   3413,3468,   5698,2952,   4195,4687,   2258,2365,   2769,2799,   8372,8363,   1514,3847,   6982,6970,   6140,6140,   5061,5055,   4926,6710,   7803,7515,   5386,6136,   1850,5598,   7827,8209,   6452,6437,   7620,8433,   6413,6486,   7261,7243,   6104,3783,   4570,1263,   3791,4518,   1615,1725,   2731,6749,   6538,6553,   7719,7718,   8391,7975,   7280,7279,   4732,4624,   5612,1846,   4956,633,   4263,2612,   668,353,   7817,7793,   578,6254,   3500,3290,   479,482,   3256,3758,   4513,4441,   7864,7866,   5695,2933,   1386,4070,   7187,7000,   5718,4024,   
30,-700.9666,100,0,0,8239429,0,0,1708.3495,0,0,27682240,-34808.3673367251,-11453.889635328871,46262.25697882147,-602990.0962950912,-146120.79313592534,2454261.9498681384,860.2266,227.53671,   1076,1098,   2839,2827,   7838,7808,   7808,8317,   5634,5617,   4832,4817,   5592,5597,   2921,2874,   4879,4773,   5279,5280,   1035,1093,   7466,7872,   5225,2927,   6946,6953,   1383,1365,   5982,6777,   5416,5460,   516,899,   5006,3308,   1722,4040,   5708,1659,   7869,8126,   4386,3299,   162,630,   2527,2305,   3003,3009,   3850,1130,   2292,2491,   3838,6071,   5817,5834,   3389,3406,   418,10,   1511,2635,   1935,6045,   621,221,   2122,2147,   4871,4812,   8212,8384,   3581,3575,   7240,7241,   2366,2262,   528,4862,   1812,1897,   4559,4555,   2196,2024,   2307,2439,   3511,6401,   3626,3765,   1037,3879,   3944,3947,   
31,-937.2931,100,0,0,11795676,0,0,1670.2612,0,0,47683452,-49938.220659299914,-15813.544715962948,65751.76538740848,-878392.5027985665,-228123.13860516093,4106302.866306542,937.1588,222.05547,   7012,7004,   3934,3915,   571,4863,   4157,4140,   457,370,   2915,2904,   844,149,   2943,2870,   2050,1972,   6639,6639,   1058,1377,   4672,4692,   7791,8112,   474,2,   3072,3105,   6979,6994,   6979,6993,   6501,1282,   6136,5387,   6890,6894,   6554,2082,   1231,5959,   4725,4729,   7976,7460,   4512,4447,   1905,1831,   1078,4076,   1213,6077,   6145,3747,   5494,5554,   1509,1530,   2514,2372,   4169,4174,   3763,3257,   3404,3411,   2545,1683,   3610,3646,   3326,454,   463,841,   7061,7169,   689,880,   6553,3042,   4004,5121,   2951,5750,   2326,2365,   3577,3561,   6589,2028,   4251,2596,   4893,4890,   3749,3256,   
32,-565.42883,100,0,0,8227672,0,0,1734.4429,0,0,42264492,-30276.5710118447,-9871.510396463289,40148.081406980236,-549141.7002835544,-120182.65344397454,2142195.45392242,971.19507,279.25732,   5151,2693,   7438,8283,   81,3346,   4133,4169,   4496,6093,   1359,984,   7142,7030,   3115,1163,   6016,1984,   8241,8002,   4234,1903,   4234,1784,   6917,6922,   7165,7018,   8029,8026,   5628,5659,   1439,2632,   2160,2198,   7501,7744,   364,753,   3537,4642,   2618,4265,   2953,4013,   2414,2408,   8069,8049,   7952,7937,   1110,2687,   4990,83,   5222,6707,   867,4362,   2891,5229,   6211,6270,   6867,3812,   7301,7284,   472,891,   1409,5145,   1704,1708,   1397,2665,   2466,1608,   4573,4531,   7444,7437,   1228,4110,   6712,4932,   6873,3852,   1281,3400,   199,6198,   6088,1987,   2421,2255,   7808,8039,   8271,7441,   
33,-513.221,100,0,0,4601279,0,0,1628.6062,0,0,17696090,-25233.85302150238,-7776.848544355171,33010.70156544744,-454372.56930469564,-98020.85581862908,1576993.1083481042,885.3351,256.2888,   4406,3310,   3484,3497,   2367,1613,   1120,2657,   5853,5846,   6036,3846,   3773,3774,   8084,7840,   2043,2009,   8427,7658,   3374,4599,   8025,8027,   5929,3106,   1408,6774,   505,204,   7715,7744,   378,484,   7921,7921,   5230,6329,   1885,4228,   1681,1607,   5207,5094,   4493,3359,   3816,3808,   2057,6663,   6659,789,   4359,3360,   6203,6465,   1954,2202,   4446,4373,   7484,7528,   6113,6112,   7060,7182,   4629,3542,   5924,3047,   5818,5808,   73,307,   2382,2279,   7905,8082,   2320,2291,   6874,3806,   6376,5558,   2907,2911,   2192,2165,   5664,5681,   3946,1184,   3277,3617,   7207,7205,   2577,2552,   4753,3696,   
34,-618.9668,100,0,0,6382958,0,0,1710.3064,0,0,21701376,-35676.53084231193,-11602.869490096256,47279.40033120317,-624343.2316142597,-162501.1537693421,2555056.0973102455,1008.6862,263.20062,   7433,7458,   3188,6740,   2426,2428,   5776,2944,   1824,1832,   260,849,   2784,2730,   1674,2540,   3183,4151,   1815,1893,   5727,1212,   3113,3127,   6672,5271,   7913,8305,   3400,3408,   542,4824,   8331,8139,   3303,3362,   5978,5979,   6706,6512,   4524,1257,   2782,2735,   7930,7949,   5775,2877,   98,63,   5811,5833,   7105,7184,   7717,7775,   361,766,   1636,2504,   4427,4495,   7222,7201,   2541,1659,   5846,5838,   7277,7276,   775,748,   7146,7054,   670,768,   5677,2742,   6674,2032,   8354,8299,   6638,2106,   4448,4418,   315,43,   6466,5058,   3037,1164,   4865,264,   3011,5996,   1218,2940,   37,3418,   
35,-647.72925,100,0,0,8976395,0,0,1679.6908,0,0,33915616,-34216.86038663927,-10109.065299028322,44325.92568311912,-569992.6145666919,-125375.63597761202,2235595.4515402634,879.9859,269.7551,   794,40,   2291,2309,   8113,7517,   6886,6888,   7323,7319,   1733,6701,   7216,7214,   5250,5529,   837,579,   3988,3990,   960,1442,   7442,7821,   3673,3275,   250,815,   8237,8230,   4503,4499,   496,23,   7673,8404,   4488,4394,   3270,3664,   4931,4992,   1449,1543,   2595,2594,   1741,1701,   4724,4634,   4647,6186,   7229,7208,   5694,4020,   1296,4072,   6585,6622,   444,252,   4490,4349,   5927,7027,   7767,7782,   2367,2435,   1594,1557,   1004,964,   2664,1489,   4060,4015,   352,62,   6947,6970,   883,387,   7409,8168,   4102,4167,   2761,2757,   6754,2198,   6665,2118,   3309,3300,   8405,8286,   6979,6988,   
36,-632.789,100,0,0,6224808,0,0,1767.5037,0,0,22331904,-32602.15015193126,-10312.83386388112,42914.98402292137,-594660.4705844278,-148982.89042915835,2480294.7534224,939.7453,250.95377,   3879,1361,   893,4979,   3769,3257,   4375,4775,   6648,146,   8096,8312,   7426,7771,   912,493,   395,215,   4729,4686,   3171,4167,   4435,6110,   7316,7412,   6228,3377,   5361,5363,   4967,5006,   4427,4396,   5020,4937,   4532,1277,   7539,8242,   3184,4153,   1405,1062,   4292,6715,   6154,4498,   2933,6692,   3256,5357,   1453,968,   585,601,   6981,6957,   209,4985,   2397,2473,   1633,2826,   4225,1807,   2333,2274,   1101,1406,   7358,8373,   2513,2489,   3619,4801,   6742,3210,   2557,4260,   7166,7135,   2660,1530,   4191,4675,   4859,549,   4446,4382,   5420,5415,   1584,1130,   4821,865,   3909,3152,   6215,3364,   
37,-770.02356,100,0,0,8851492,0,0,1614.0153,0,0,37337928,-38461.94268060482,-12004.819792750766,50466.762468510344,-690505.3122445993,-171566.77167505538,3088206.6767120175,896.7327,288.252,   6095,4504,   7878,8197,   932,647,   4274,4242,   4991,4911,   5860,5820,   8357,7659,   153,786,   4555,4555,   3444,4697,   5359,5355,   6385,1958,   8397,7909,   5454,5384,   1124,5199,   2154,2162,   4650,1281,   1228,4104,   6242,809,   4574,4574,   2340,2262,   7697,7562,   3428,170,   2131,1922,   66,5041,   8284,8355,   7196,1125,   5585,5607,   5809,5861,   6025,3867,   7636,7635,   2818,2813,   802,177,   8336,8390,   93,783,   7343,8398,   8424,7676,   3704,758,   7255,7238,   5255,6366,   3173,4141,   2227,1979,   7803,7851,   5775,5241,   2899,2907,   6034,6058,   7520,7465,   337,49,   6535,3574,   686,280,   
38,-769.756,100,0,0,8607017,0,0,1597.3162,0,0,36988372,-39300.24912463663,-11101.340934818409,50401.59005534674,-676605.7192043515,-135070.5393548087,2719470.156087645,878.9873,274.06375,   969,1082,   169,464,   765,71,   7794,7876,   4902,4908,   758,134,   2373,2473,   889,317,   8190,7524,   6408,6454,   3983,1203,   5409,5478,   7583,7497,   361,6241,   3570,4608,   6343,5257,   4209,3215,   6559,1953,   5022,5032,   686,6188,   3448,590,   8013,8009,   891,696,   4674,3563,   8056,8198,   605,700,   3948,1192,   6557,2208,   5285,2891,   4173,3938,   40,6657,   8155,7697,   3236,4545,   5140,5196,   374,6784,   5858,4542,   679,6195,   2982,2978,   4278,2608,   5987,2093,   4055,6684,   8292,8125,   2739,2723,   1385,1036,   5029,4906,   4064,4022,   3168,3140,   7360,7680,   2767,2808,   6955,6986,   
39,-500.15216,100,0,0,4929232,0,0,1421.2861,0,0,17183826,-23986.392873097193,-9107.8366241549,33094.22951624355,-434835.7462201688,-129920.6416948216,1851595.023468671,869.4069,298.8373,   8415,8135,   212,6435,   469,6645,   4489,4408,   8145,8146,   1270,1262,   4174,4129,   4851,40,   24,367,   7253,7216,   2473,2378,   2628,5628,   4346,4284,   6115,4435,   83,5038,   7166,7147,   5133,990,   2482,2535,   7997,7494,   5208,5084,   5121,5122,   1807,6750,   8176,7410,   7558,7559,   3799,4810,   3543,3540,   7638,7637,   2994,2990,   2823,1638,   3735,4514,   2077,2148,   4857,48,   6330,2089,   4934,4941,   7663,8131,   705,6652,   5704,4062,   5376,5338,   1815,1828,   8059,7795,   3440,3461,   5100,997,   4307,6398,   7056,7001,   5961,5959,   4215,4210,   4911,5029,   905,147,   22,270,   2075,2183,   
40,-695.1541,100,0,0,4844394,0,0,1582.0381,0,0,22476230,-33065.062490720724,-10995.05557074209,44060.11805251435,-615362.9080968988,-167811.43304400513,2321008.142566109,885.218,252.4624,   5934,5933,   2230,2250,   6388,2161,   3020,3832,   7952,7947,   2977,2191,   1225,4090,   2903,5280,   7360,7677,   4424,4494,   4827,726,   6129,6107,   2033,1980,   3337,4978,   3365,3468,   6006,1219,   583,484,   4414,4519,   2427,5637,   3473,3281,   3855,1542,   723,70,   3148,3166,   5922,5916,   4397,734,   2172,2182,   5523,5490,   8336,7523,   6209,577,   3954,3935,   392,627,   1,539,   7830,7841,   8016,8026,   5843,5819,   3427,6320,   8394,7872,   4034,1675,   3970,3977,   6824,6837,   4505,4432,   2442,5688,   2108,1956,   3215,4212,   3430,569,   1763,1676,   3595,4686,   183,4886,   3687,3707,   1165,1163,   
41,-435.4365,100,0,0,3093843,0,0,1732.6187,0,0,10993880,-22265.324818051675,-7205.550306349481,29470.875131023793,-390210.19404463656,-95209.01578098373,1281140.700558619,896.1357,250.13998,   4470,4871,   5682,1649,   58,339,   5068,1003,   7023,7170,   5706,1640,   2303,2465,   8325,7446,   2174,1915,   1563,2707,   7894,7794,   2900,5224,   1603,1690,   1690,1702,   4651,3386,   3663,5532,   5886,6878,   4403,4486,   1947,2189,   3002,3022,   8256,8256,   4347,4289,   7810,8087,   5903,2984,   7867,8201,   7625,7490,   5500,5541,   3923,3917,   1017,1097,   5128,2300,   7863,8309,   6145,4381,   6448,6227,   1311,2661,   4672,4627,   4024,1734,   5578,5578,   301,246,   2501,2475,   2244,6011,   5202,1552,   2260,5066,   7732,7588,   2995,2220,   5332,5769,   8220,8401,   1984,1987,   2037,1918,   3526,6398,   3355,5009,   
42,-578.2493,100,0,0,7852148,0,0,1540.422,0,0,23634606,-29659.479549857002,-11000.311944889107,40659.79148968746,-519558.33277505235,-202844.31932961053,1998353.9483739196,898.50226,224.08441,   4886,491,   2034,2170,   2896,5257,   3264,3263,   250,480,   606,931,   6246,6289,   4541,6504,   2497,2339,   2930,5765,   4228,1838,   7494,7685,   3627,5519,   7213,7269,   8215,7814,   2828,5631,   3312,4453,   4029,5740,   4994,4992,   728,381,   7491,7506,   1401,1071,   6925,6905,   2178,2061,   5349,3268,   6098,4379,   2653,1454,   2887,2916,   4418,4416,   585,821,   5960,5948,   2327,2460,   269,552,   3583,6535,   3352,4919,   2558,2620,   2095,6755,   8371,7675,   1619,2371,   6438,3509,   3410,3468,   1932,2208,   4680,3578,   2443,2536,   3634,3491,   2801,5303,   5328,5332,   5470,5407,   6996,6990,   1964,2072,   
43,-707.246,100,0,0,5463472,0,0,1368.9078,0,0,17433972,-33214.56030176994,-10253.413756310681,43467.97406207869,-582259.7680552094,-132044.861941509,2124927.5066531794,823.2776,247.77475,   6177,5423,   8121,8416,   361,147,   7043,7042,   4428,4949,   246,4885,   7540,7996,   2333,1609,   2485,2453,   1663,2538,   1502,1562,   4526,1272,   2956,2964,   2956,2967,   8127,8333,   2901,5269,   4779,4743,   3296,4352,   4561,1266,   4489,3349,   4933,4939,   3518,6490,   1917,2109,   347,3313,   1087,1298,   587,226,   1830,1851,   1476,1440,   6364,6589,   5072,5066,   1387,6771,   8252,8254,   3205,3207,   4298,4321,   2157,1983,   5731,1216,   536,895,   3061,3037,   1678,1613,   7707,8006,   2759,2719,   6024,6067,   4711,4715,   4731,4731,   1982,2085,   3027,6031,   5704,5772,   2214,2123,   8345,7894,   881,6649,   
44,-484.64532,100,0,0,6002285,0,0,1527.858,0,0,25611094,-25944.19014284173,-9270.139023427982,35214.329165904026,-465978.21586580994,-143191.43739434422,1803768.06815241,961.483,248.51642,   7780,7745,   4887,6712,   6389,1975,   991,1321,   758,6321,   8300,8315,   7661,8122,   2930,2852,   2343,1619,   2853,6776,   5825,5796,   2098,6582,   6785,6643,   2876,2874,   4283,4345,   1867,4225,   7994,8007,   8404,8321,   4630,4669,   1262,4535,   2260,2277,   7153,7043,   3154,3904,   6767,6767,   4748,3496,   1242,4220,   972,1005,   2406,2356,   2603,4243,   1359,2337,   6002,6329,   7920,7917,   6268,373,   6365,6390,   5790,5804,   4111,4109,   7773,7781,   6128,6121,   6104,6682,   4420,462,   1408,1113,   4980,328,   6667,2074,   5314,5373,   5505,5522,   3889,3868,   4954,717,   6703,3091,   1478,2635,   4450,288,   
45,-621.6842,100,0,0,6747723,0,0,1817.3494,0,0,21095694,-33005.99579701411,-10662.944208422256,43668.94000579521,-566482.6770959949,-146212.8727832108,2237722.1914049312,911.20654,273.17783,   7609,7991,   2591,6766,   6233,6213,   8407,7674,   3235,6502,   5290,5226,   1328,974,   5241,5217,   3153,3904,   3051,3075,   5133,5162,   2680,962,   983,1421,   7946,7946,   317,463,   3384,1283,   3800,1530,   2072,2018,   339,694,   4578,3390,   2585,2583,   3831,6052,   155,164,   5988,2208,   6242,617,   7845,8076,   2818,1643,   4444,6159,   4337,4300,   7328,7250,   5702,4037,   2070,6662,   2595,2622,   7423,7775,   6476,4310,   2731,2795,   966,1043,   1124,1483,   3903,3159,   189,6693,   7677,7713,   6919,6918,   4157,4161,   5851,5805,   7269,7219,   6925,7191,   6212,3447,   4187,4682,   855,565,   5366,2784,   
46,-816.6623,100,0,0,12720942,0,0,1431.4408,0,0,32767072,-39391.20147085777,-10117.639317627523,49508.840765971756,-688838.889758281,-117929.15927885397,2778308.533921365,843.4807,263.0219,   2114,6627,   6800,6805,   899,184,   3403,3392,   8051,7524,   4407,455,   2056,6380,   1762,1693,   5198,1577,   3947,3900,   7640,8084,   7651,7691,   3925,3928,   271,846,   5845,5808,   1350,6069,   6223,802,   6203,6465,   4740,428,   4221,1248,   4047,4012,   3445,3451,   6227,3373,   4472,4771,   1813,1800,   2141,2143,   215,230,   4331,6297,   287,358,   8338,8091,   1089,1408,   3811,3844,   886,639,   3396,4584,   1243,1239,   6291,368,   1163,1177,   7970,7968,   917,349,   6486,6461,   165,208,   4014,4044,   79,816,   7961,7961,   759,14,   7886,7829,   3189,4691,   1705,2523,   819,816,   4145,3151,   
47,-949.69257,100,0,0,11506582,0,0,1428.4746,0,0,46274688,-45264.55354335303,-14062.114650149535,59326.668163057846,-802071.736640473,-199861.23901869686,3398481.896493389,844.5594,241.62215,   2344,2516,   5958,5972,   3734,3610,   2743,5678,   2251,1974,   5270,5739,   4472,306,   306,666,   4532,6620,   1997,6628,   5751,4034,   5141,5187,   4643,3558,   2573,2601,   7354,7652,   7881,7793,   2189,2106,   6909,6914,   4274,4223,   3983,1204,   519,26,   3136,1163,   2186,6088,   3181,3181,   6181,232,   3428,441,   4474,286,   299,91,   4855,498,   2863,5231,   5652,5652,   1115,1011,   8053,7447,   7567,7573,   7629,8420,   5879,3828,   4037,4085,   7472,8133,   5208,5143,   6482,3512,   6328,5224,   6646,777,   5460,5396,   3002,6026,   71,121,   6667,6566,   7009,6968,   7365,7369,   844,193,   305,147,   
48,-500.0015,100,0,0,5192873,0,0,1385.2806,0,0,16757886,-23152.118658538195,-8587.117146670706,31739.235797406913,-409681.1847648939,-111160.71483065265,1578108.7982287188,819.3599,285.77747,   2589,2610,   4027,6763,   6519,6542,   2226,2094,   397,23,   6612,6586,   6683,4371,   1768,1850,   2894,5214,   3728,3799,   7400,7399,   7910,8101,   5205,5122,   7634,7638,   6775,912,   3834,3827,   4899,4967,   6636,6636,   1856,4243,   7676,8380,   7136,7200,   5809,5869,   2712,2715,   1005,1070,   7526,7896,   7573,7998,   6141,6091,   2248,1965,   7160,7172,   3221,3201,   7504,7595,   4690,3221,   4777,730,   1193,1189,   6662,1985,   1812,1879,   3051,3120,   7941,7953,   4049,6660,   2278,2420,   3778,3779,   7523,7868,   7572,7710,   6070,3819,   3020,6022,   967,1116,   3433,4693,   8125,7857,   3717,3429,   3554,6686,   
49,-456.8455,100,0,0,6174601,0,0,1637.1672,0,0,16103374,-22963.2708772051,-7739.164214958791,30702.435104159897,-398545.10280026466,-114674.73147261077,1376209.5670590098,872.3849,260.02493,   7815,8363,   3920,3929,   1885,1835,   3936,3917,   2594,2594,   5552,5561,   5195,5080,   6392,3531,   4961,3341,   2986,6047,   5203,5180,   6829,6798,   1108,4071,   1240,4211,   5280,5258,   3710,3364,   4460,335,   5252,5486,   1567,1454,   1192,3915,   1346,1340,   205,6645,   8353,7801,   6060,3024,   7985,8207,   6562,2012,   700,555,   3107,1171,   1198,1200,   4342,4297,   1658,2542,   4326,4337,   7981,8062,   3120,3047,   1773,1817,   448,445,   420,3712,   6583,1925,   6624,6607,   1275,6617,   1368,1342,   5996,6061,   6727,2830,   8098,7478,   7732,7666,   2988,6044,   6166,6171,   3015,3826,   573,336,   219,499,   
