score,depth,netChgRoad,netChgBus,netChgRail,savedMinsRoad,savedMinsBus,savedMinsRail,deltaDkRoad,deltaDkBus,deltaDkRail,deltaLkRoad,deltaLkBus,deltaLkRail,railNetworkKM,LBar,gameState0,gameState1,gameState2,gameState3,gameState4,gameState5,gameState6,gameState7,gameState8,gameState9,gameState10,gameState11,gameState12,gameState13,gameState14,gameState15,gameState16,gameState17,gameState18,gameState19,
-3.9429626,20,0,0,23672050,0,0,960847550,-619.7339424091907,-242.34368276234244,862.077625393066,-10417.766106273972,-3159.7200102290353,351144.1753213378,2642.1162,270.0018,   6332,7913,   5130,7543,   4017,4097,   1378,7580,   5309,7892,   1697,2193,   4612,5481,   3868,5971,   5961,4672,   5046,1327,   
-46.00289,20,0,0,17677170,0,0,359894400,-7332.499528423624,-2194.2319453229734,9526.731472070443,-124861.86185581938,-25137.176477478435,2661189.6355325854,2714.2175,254.62833,   4439,8144,   7157,2356,   4508,1626,   6762,3970,   975,1812,   3669,6714,   2410,1394,   2817,3530,   6334,688,   2668,708,   
-16.872421,20,0,0,6830284,0,0,142144500,-1940.922131925329,-1093.1617376080303,3034.083868929854,-33564.72322154168,-31429.94565878508,878908.8714717313,1989.3247,191.18182,   3821,2266,   2820,15,   2159,3783,   4974,3114,   8263,5771,   3755,4979,   4821,3084,   1119,6623,   755,2774,   3035,2391,   
-51.785988,20,0,0,18166453,0,0,464490980,-6876.770416013398,-1768.5636014967233,8645.334016242707,-119248.37838261487,-19075.468692293965,2565538.916741615,2302.715,211.86868,   5771,5844,   6604,3497,   4222,3418,   8219,3217,   2663,338,   8073,5272,   2004,4337,   5942,2172,   5323,7141,   196,724,   
-18.296993,20,0,0,11098234,0,0,256645840,-2900.4568672039363,-1011.0491902337232,3911.5060578946436,-45197.24680116221,-10192.015345235928,921990.5849033092,2470.2007,263.05743,   5087,3647,   4142,3640,   6492,7126,   1893,7761,   275,4629,   2774,3559,   6089,277,   3373,6412,   4098,7758,   4228,7177,   
-46.136036,20,0,0,6623652,0,0,101087040,-6093.187837359753,-2374.214611811313,8467.402449907053,-98655.76670180651,-38148.15257229215,1687700.3892246457,2138.3667,241.49167,   4000,1756,   450,7925,   6133,6918,   2975,483,   5578,7383,   1299,2050,   2578,2310,   5739,2123,   1701,2963,   5440,5532,   
-22.995424,20,0,0,21443950,0,0,530887230,-4601.260388977845,-1578.6223303487166,6179.88272154269,-70021.73252110992,-16007.850926246445,1871592.7260765878,3045.029,284.83856,   1525,457,   2942,6469,   5999,4513,   7619,1726,   963,7965,   6509,6001,   2912,1455,   5159,3331,   3196,4652,   5942,8010,   
-23.66562,20,0,0,10386149,0,0,358126750,-3039.435463136612,-915.1718014190595,3954.6072651134455,-54886.392560881475,-10638.488058641637,565795.496129804,2319.2458,220.8979,   4151,1409,   2183,1328,   3329,723,   981,3778,   2973,1250,   4710,1134,   2318,7132,   5651,3542,   7250,2416,   1925,1620,   
-71.127,20,0,0,31343042,0,0,967896640,-11949.91334075772,-5657.2242971806445,17607.13763651111,-228482.83728202878,-107662.93037384977,3746323.9800683702,3212.3223,295.7567,   7734,1248,   7956,6048,   873,3734,   7573,1123,   5586,2408,   7362,5485,   5456,5865,   1381,116,   6710,1614,   3139,5276,   
-49.128647,20,0,0,6829422,0,0,226283820,-7148.035766854747,-3408.90755396588,10556.94332157896,-151545.61614791054,-70041.95785554356,1734471.4061341598,3084.669,292.36896,   3532,3841,   7189,8148,   3255,5375,   3682,4216,   4239,1617,   4516,780,   2727,4322,   276,2903,   1888,4571,   454,8031,   
-10.269419,20,0,0,12807099,0,0,363777980,-1431.4742740482475,-441.7015157190914,1873.1757901532164,-26181.94373204195,-5682.8357227750175,567946.2833488383,2549.5059,268.25162,   1586,8294,   6627,565,   2324,7661,   4113,4888,   5751,5535,   5268,5635,   7712,5085,   6523,3893,   2494,8243,   2793,3934,   
-46.263004,20,0,0,2781145,0,0,50343128,-3794.8951212154784,-1368.2491829483008,5163.14430065454,-68912.9577767807,-18265.187152926883,617510.6476449235,1489.5912,191.2773,   51,3356,   5320,3969,   6327,6582,   2757,1133,   5589,6913,   6663,2139,   1159,3544,   3689,3674,   5650,6624,   5824,4029,   
-29.089548,20,0,0,18578128,0,0,618985500,-5327.4492832926235,-1513.2456567339943,6840.694940030667,-86518.66281440835,-15503.2509400292,2084257.4895688717,2974.2183,272.33603,   1261,7230,   6901,7139,   4784,7316,   1503,6077,   6235,4819,   408,2081,   1777,4956,   7979,6665,   2974,2657,   2673,4177,   
-15.057107,20,0,0,8516009,0,0,280307360,-1932.0283125991427,-796.6543124990332,2728.682623609976,-33323.372324253934,-9214.467815391126,536430.1509582045,2213.1323,316.5924,   4903,2979,   7734,7273,   7308,3129,   4476,4168,   1396,2849,   6678,4306,   2418,7199,   2672,1257,   4891,6616,   7621,7446,   
-69.18812,20,0,0,17046659,0,0,409688200,-8772.48147122213,-3283.8182839192896,12056.29975668722,-145479.23637131802,-32948.6734886431,2372414.2969618193,2102.662,305.64984,   5079,5116,   3334,770,   6505,4581,   361,4639,   4001,5459,   700,2992,   3951,1646,   7561,6717,   7931,8063,   8266,1655,   
-22.833979,20,0,0,21881581,0,0,842475460,-2499.037677518984,-1541.664079333298,4040.701756298125,-43003.53992442221,-32607.792884587598,1015758.0214243353,1883.3135,247.45627,   2840,5770,   4681,3385,   6576,4538,   8098,3014,   2283,6722,   1774,4793,   3472,3662,   7534,8223,   8080,6964,   768,2727,   
-49.05886,20,0,0,25331512,0,0,886346200,-7939.019869359326,-3196.469333890119,11135.489200758771,-136066.5381230025,-57760.70665027467,1673541.0051451954,2773.5364,261.1899,   2767,8273,   166,4372,   2149,3686,   355,772,   8073,4391,   1761,5263,   6786,5965,   4606,7744,   434,8385,   2629,1966,   
-8.45368,20,0,0,14053322,0,0,488891070,-1472.9387390060874,-564.1159068817476,2037.0546458887582,-26889.02516365044,-10415.873996746064,415108.70884696755,3180.7478,305.1783,   4919,5782,   2355,5715,   3684,4342,   7956,288,   2548,7773,   7072,966,   7295,5539,   7323,3003,   5603,309,   1236,2889,   
-25.059233,20,0,0,4551193,0,0,121987680,-2812.079246762243,-1021.0441425519944,3833.123389623394,-55034.95223492093,-14225.019350596775,431274.90363441344,2196.1946,335.9131,   4183,7326,   3376,6328,   4960,4947,   6443,5942,   7492,8226,   7789,8131,   4334,7237,   6243,5421,   5918,2887,   687,6243,   
-38.301655,20,0,0,11897808,0,0,289776960,-6268.692831917075,-1942.5081833194668,8211.201014337,-97254.6645839828,-19461.673234663427,2918904.278534079,2539.1765,215.88678,   4166,66,   6660,299,   5754,794,   6404,1246,   7077,1603,   2140,125,   7149,8176,   6219,6028,   2406,4462,   754,7173,   
-47.606472,20,0,0,19623337,0,0,537369540,-7069.485880131476,-2892.1545884311317,9961.640468330232,-103261.32494683536,-33800.25413367676,2436892.8226311253,2169.0608,277.76138,   6335,2013,   1232,2757,   8420,7376,   5068,57,   7731,1902,   5520,2716,   8057,3429,   7159,4116,   666,3076,   574,4165,   
-16.420948,20,0,0,19953280,0,0,794227650,-3382.946240854956,-966.938228560006,4349.8844677971,-54254.08357908872,-8582.39199118316,790168.6408054308,3303.9556,275.61053,   6979,5197,   7301,5888,   6085,7664,   982,4594,   1017,215,   3015,1455,   2132,1950,   8343,2152,   7270,3902,   315,6813,   
-29.187695,20,0,0,21051646,0,0,701607100,-4854.593869996492,-1403.3074136724235,6257.901284077813,-82390.86366219893,-14171.642251207713,1647145.8780293777,2822.7947,243.49527,   4162,6346,   1950,5175,   4518,7860,   503,3720,   1016,2103,   5362,7765,   3887,5025,   194,1138,   3148,3779,   5107,756,   
-111.853264,20,0,0,5761667,0,0,110838976,-8634.610013000374,-3759.6430175307387,12394.253036786335,-140990.62397236098,-60353.46910578879,1657697.9962380326,1260.4963,252.28255,   6394,473,   7476,7516,   7323,4064,   583,6107,   3521,5006,   5282,5200,   2761,2196,   2,632,   3246,2125,   1370,6661,   
-20.05822,20,0,0,11966094,0,0,529839650,-2573.839130837554,-919.5589331043885,3493.39806307686,-50742.1153657292,-13715.66418977715,447157.441375788,2529.7417,299.11542,   7160,5698,   3578,7350,   3289,3686,   6004,5543,   1755,7205,   7440,3490,   7230,7995,   419,3688,   7305,2870,   6288,453,   
-69.16243,20,0,0,12375041,0,0,250487650,-10200.165052676159,-4431.645132802747,14631.810184784841,-164204.84483418005,-78018.90553117654,3683458.8475747397,2374.1914,233.00182,   7277,2832,   198,4445,   5257,161,   5003,1691,   5022,7997,   6327,1022,   2409,6882,   2031,695,   5331,126,   4227,3637,   
-31.500507,20,0,0,30123275,0,0,587518700,-5349.808888036262,-1969.4802373687105,7319.289124480485,-82524.62176267558,-20245.401148762165,1897978.3582606197,2619.787,240.16815,   6496,3475,   4351,4751,   6002,1791,   6405,3201,   1777,4749,   1763,376,   4273,916,   7820,4327,   5499,7568,   2092,3127,   
-30.483301,20,0,0,10722768,0,0,244256940,-4208.794542906905,-1279.126041338696,5487.920583723392,-70959.19211785273,-12977.985418478303,1588657.7568405522,2327.8054,221.8727,   7118,4313,   520,2193,   878,6418,   1080,347,   5963,8160,   6793,7179,   7078,2651,   2392,3801,   6916,3883,   6879,3465,   
-16.881216,20,0,0,14852513,0,0,674699700,-2265.7835365160972,-981.9188517661939,3247.7023881923524,-44850.16761839388,-17823.737780670366,673259.7288184325,2656.809,264.73602,   2192,1802,   8349,273,   6234,5951,   5185,1493,   7498,6139,   3631,6198,   6469,1100,   4955,2183,   2955,2158,   3872,8019,   
-55.853615,20,0,0,9807536,0,0,166892640,-5025.751490463334,-1738.0838415594806,6763.835333954469,-93899.15513655894,-33045.53147193914,1970549.0061715706,1681.1653,172.71347,   711,6057,   5673,2053,   6392,3019,   1733,1622,   6959,4018,   5847,1616,   689,7063,   935,5315,   4399,247,   4394,3362,   
-26.694084,20,0,0,5979298,0,0,214167460,-4190.4430158276,-2625.0133961130878,6815.456415598555,-80172.67940723228,-55963.97907655092,1042144.5297056665,3003.3875,284.58572,   1232,8023,   1285,8260,   4528,594,   710,5978,   6132,209,   845,4758,   10,7295,   2754,4570,   4564,6296,   2317,3215,   
-32.271553,20,0,0,22278726,0,0,828680100,-4503.5238922407,-1377.7972152127138,5881.321107727296,-73882.83410102184,-14729.582404258783,1827761.7890687357,2289.4106,207.2591,   4218,3563,   2969,3479,   292,2015,   5509,7841,   164,8075,   6220,2708,   6199,510,   6787,1124,   4772,5849,   5960,5797,   
-8.484168,20,0,0,9740461,0,0,353855550,-1346.8678527646975,-524.0910021205578,1870.9588541067997,-24773.937011519854,-6451.127491404357,431248.8035807021,2920.0198,307.56403,   2308,4190,   3926,6750,   3172,1089,   1605,1829,   4309,4801,   751,6539,   6366,1179,   7580,6105,   5053,6242,   7967,2512,   
-25.738031,20,0,0,11573124,0,0,392251500,-4752.274708452157,-1177.751723657869,5930.026435213377,-87241.83544747018,-14119.083889985966,694111.8702088238,3389.608,306.39102,   3521,1305,   5814,6492,   2425,6573,   6994,7936,   508,1629,   8233,7150,   335,4956,   907,27,   8073,4655,   306,7639,   
-88.15756,20,0,0,4742335,0,0,73482144,-6478.332808044235,-2116.964822041214,8595.297634943627,-122196.45834052912,-28009.700373520922,1024528.7716144698,1386.1144,245.86758,   410,3679,   3531,3799,   7323,8116,   4778,5020,   1365,682,   4507,6966,   6317,3448,   2275,1003,   6812,5869,   4324,5035,   
-61.051342,20,0,0,24539145,0,0,898690100,-7432.408672967691,-2421.5757818287934,9853.984461991266,-139041.32198916533,-27199.897678708483,1515876.368842466,2277.4492,240.94965,   2530,2104,   1321,2679,   5003,2037,   6204,1410,   272,7552,   6468,397,   5935,328,   2102,8277,   6209,2014,   7605,2744,   
-95.46687,20,0,0,29481030,0,0,672898600,-11193.857278449297,-4732.876541975587,15926.733828371676,-209959.2905389002,-108990.0957266828,4499696.608757294,2199.2896,231.7816,   1795,1974,   6570,8262,   5558,1267,   832,5323,   2680,8340,   1651,2204,   331,3707,   5108,6741,   2358,852,   7232,5286,   
-215.16287,20,0,0,18392425,0,0,321898620,-18285.315952184912,-7178.849480607283,25464.16543753425,-301859.4895488298,-75154.17615492114,5585227.652890598,1402.9349,181.229,   1912,3368,   4747,2249,   2649,4109,   1031,5988,   1345,2433,   3229,4798,   6699,1580,   3239,555,   3970,1495,   5556,3736,   
-12.700032,20,0,0,5543456,0,0,148611060,-2160.5840601261107,-804.3136676059053,2964.8977273073842,-32381.68350170346,-8861.785379747422,960412.254330743,2549.7324,221.2726,   1204,880,   7165,367,   5901,4263,   66,2227,   3656,3797,   5919,5357,   3218,2319,   831,6863,   5662,4321,   5612,1449,   
-56.429695,20,0,0,12717064,0,0,525453340,-5374.663700037018,-2007.9820164895534,7382.645720769986,-100117.45647894917,-30657.499403973256,1066751.40620534,1774.198,196.2983,   236,3280,   3977,246,   5110,5289,   3940,7186,   468,4552,   2770,863,   3731,3495,   4082,1031,   4638,4380,   4783,6821,   
-48.235725,20,0,0,11340727,0,0,542653760,-4925.419962441545,-1778.6576153428894,6704.077578026488,-109198.31467276927,-33719.8689853412,682327.5364118492,2263.8472,241.26646,   4043,7239,   2332,5984,   4949,6308,   1579,4380,   749,4811,   3329,8085,   4318,4107,   3500,6359,   5339,6918,   3693,612,   
-43.7887,20,0,0,23668226,0,0,559808600,-7938.112357780403,-2803.10956046287,10741.221913627727,-125909.77962609036,-27578.674804406623,2550779.411182936,2875.3943,297.49048,   323,1315,   1759,7539,   1026,5056,   1625,8158,   6673,8235,   2224,1282,   7973,7226,   5841,1432,   947,6429,   3733,7237,   
-0.6996518,20,0,0,17695756,0,0,625801600,-146.86762162375592,-67.83689466151098,214.70451624427113,-2582.657173983801,-875.6389507274562,61022.50699361799,3691.3467,299.832,   3709,7996,   6437,4092,   1223,3121,   4980,8059,   8431,6158,   4128,6155,   686,4171,   6498,2727,   5480,3228,   4957,8329,   
-45.447998,20,0,0,8198678,0,0,163531710,-6269.756082847422,-4538.647976292533,10808.404062752348,-107474.85707908636,-110125.0483746273,1835486.4020061272,2364.7876,224.88583,   4682,1857,   6143,949,   2586,2046,   111,5528,   6702,2067,   5412,7346,   3185,4891,   5338,763,   3314,6102,   6316,6340,   
-34.58424,20,0,0,18833276,0,0,638515300,-4878.224221595029,-2157.6418498898574,7035.86607034779,-78979.34457094535,-36085.632863789404,1340280.3895055277,2283.6802,261.30533,   76,2002,   8162,514,   4106,4505,   596,3802,   727,3114,   4388,6155,   1471,3839,   2554,1852,   1853,5487,   1505,7612,   
-20.150246,20,0,0,18396706,0,0,705697200,-3291.4761365901118,-1175.9150182655337,4467.3911547824155,-55725.65983885933,-16011.699502220381,1227435.1626045457,2765.5078,295.99707,   3010,7887,   1357,6364,   746,5218,   2970,4230,   7268,5735,   7849,7813,   5348,7052,   8252,2680,   2130,5628,   5278,6517,   
-23.620638,20,0,0,17058001,0,0,442396500,-3799.2032606224852,-1345.1812168223373,5144.384476958579,-70505.01864873669,-17190.674443329626,1016134.0284331721,2984.8904,305.34412,   1450,4745,   4800,3588,   6115,7692,   5874,7781,   2337,3486,   7345,6262,   4597,7139,   3330,624,   645,1798,   8204,7324,   
-60.508278,20,0,0,17888659,0,0,471930700,-7543.032800948677,-2161.2621716327694,9704.294972489986,-140751.99432645662,-25042.22536902189,2685049.1234527268,2326.1611,218.6492,   1534,4801,   4969,3428,   3700,5010,   807,2854,   4022,8310,   8158,4661,   209,3423,   6162,6700,   3087,6205,   249,1489,   
-68.60844,20,0,0,24214570,0,0,682855940,-10800.35749957584,-3720.380575947194,14520.738077195347,-181216.69366892087,-47331.95879361362,3828718.231310168,2641.3179,260.72842,   7779,3624,   1893,3782,   6825,1586,   3216,6644,   3722,7628,   2035,331,   5859,6390,   4983,5084,   8212,1372,   8323,1104,   
-17.51101,20,0,0,14581301,0,0,395009000,-2014.6686460231672,-977.3199109878293,2991.9885563637476,-40000.09715659305,-18561.57961958112,541920.9633463395,2284.2827,207.99178,   6885,3019,   3758,2463,   3764,2684,   6053,1173,   976,5066,   5973,2875,   1549,6715,   7980,6345,   2907,1186,   5038,2114,   
-12.198372,20,0,0,20499003,0,0,857960260,-2605.9151802565802,-1117.9029328513006,3723.8181104679134,-33916.13405367461,-12019.318258711952,382109.370261329,2780.3818,304.09525,   1794,2598,   7568,4830,   6274,7826,   7237,2254,   6876,1077,   6924,1714,   6317,7580,   3039,4760,   8301,7866,   18,4140,   
-4.161059,20,0,0,22146980,0,0,733218800,-932.8447113451507,-484.97398227430205,1417.8186939574866,-11015.302794287734,-4961.84254963203,423521.91952407657,2647.2354,302.02896,   3968,2042,   5667,7091,   1654,7595,   7218,7579,   6845,7073,   2177,7025,   4769,6208,   7746,4287,   3887,7363,   4624,4373,   
-28.273281,20,0,0,15502310,0,0,443495360,-5029.44765564995,-1956.7308295504592,6986.178482872377,-69622.89254295612,-22332.265985266684,2119903.190665154,2462.4978,249.72046,   3883,3798,   2733,8335,   6577,4259,   4994,2405,   3676,3220,   6480,3477,   1168,898,   6582,8187,   5366,476,   3176,7114,   
-60.3703,20,0,0,18206057,0,0,870969300,-7495.8777029269295,-2145.276372250106,9641.154079396083,-130311.3969461731,-26446.266121233468,987284.3183448708,2158.535,281.64215,   608,8094,   3845,8239,   7336,8334,   5381,109,   8269,7188,   872,938,   3241,4080,   257,169,   7745,5768,   513,5831,   
-7.942553,20,0,0,18600596,0,0,574573000,-1313.5317434944443,-557.0804025572486,1870.6121455204207,-21190.37832891358,-6634.344482863343,604959.3236415505,2667.9556,285.81418,   2601,4813,   3903,3625,   593,7135,   5857,3871,   8062,7995,   7356,3410,   4187,5945,   3765,4225,   8389,2929,   998,6679,   
-32.35566,20,0,0,21001310,0,0,911295300,-6660.421556376518,-2772.4323371148457,9432.853892764453,-106821.40541559739,-37497.32284101122,1791903.5255292149,3301.4753,275.30212,   7313,4884,   2571,4924,   2347,5542,   235,5523,   640,6412,   441,8034,   8398,5781,   4513,4231,   4190,219,   7646,200,   
-60.98427,20,0,0,8968704,0,0,366430600,-6106.9818697322125,-1918.186253624377,8025.16812586301,-111802.26925511794,-23579.72143327616,1194999.3058693088,1833.2969,220.90416,   2476,1510,   482,274,   8267,5898,   5186,5731,   315,4468,   216,4816,   4769,2270,   6953,6152,   2241,7415,   1277,3486,   
-34.53593,20,0,0,12215734,0,0,543736450,-4226.756236075452,-1522.948582064858,5749.704821219323,-93910.80354422447,-28107.674443947293,734699.7414584049,2719.2202,294.4962,   6900,334,   3230,1650,   7554,7758,   3448,6841,   1432,7970,   34,8169,   3719,797,   4202,5803,   4402,2296,   5092,4885,   
-81.92441,20,0,0,14853409,0,0,388044640,-15433.158450321998,-5518.503110915294,20951.661557199903,-232920.743234436,-67806.3711235781,5801470.84341036,2843.118,268.35123,   355,2939,   5208,4608,   6196,4061,   3264,6128,   7263,6796,   1989,5211,   7378,4159,   1736,2142,   6716,7268,   1156,509,   
-48.789345,20,0,0,21471127,0,0,393220640,-6219.700852137325,-2572.321110551609,8792.021963673169,-99208.43246433267,-27224.743216187722,2542443.722751456,2033.4036,226.77675,   2449,6781,   4299,780,   4433,482,   1096,3971,   6503,1150,   1750,8381,   2322,4828,   3131,3960,   3562,7057,   3890,3492,   
-47.118946,20,0,0,28225035,0,0,1.06830477E+09,-8539.551006611959,-3977.2222456957093,12516.773252488229,-154735.81948779302,-102678.89550620594,4826974.669736777,3283.9404,262.2359,   4493,5756,   8014,3072,   5981,3259,   791,7996,   7496,2060,   7523,5569,   1140,4583,   2435,2010,   7076,4427,   174,5713,   
-14.470655,20,0,0,10862942,0,0,330683580,-2957.388929620356,-1242.162172819037,4199.551101139925,-49168.1212269823,-13129.515300990315,817958.7857083668,3397.7812,292.1412,   2964,7728,   8060,6113,   5045,2044,   2888,2549,   1027,6212,   7016,8094,   3378,6099,   4451,5129,   7202,1226,   3235,1174,   
-8.843579,20,0,0,20656849,0,0,568828350,-1317.841790213037,-427.97318983653753,1745.8149798172246,-22796.08332321705,-5110.191516710684,354304.50140846276,2577.6987,288.0111,   8126,1536,   4910,4443,   2063,4616,   7240,6175,   2392,1121,   5320,7570,   6883,6612,   528,5200,   6131,1900,   6462,3937,   
-64.54246,20,0,0,16113291,0,0,702013900,-8181.423082139312,-2965.646171977715,11147.06925532395,-140444.00465777147,-41323.6690217337,2644716.5745657785,2175.994,212.52203,   371,6677,   6968,1284,   3479,7864,   2191,3476,   131,5741,   3243,5849,   1191,7436,   6022,1427,   2817,3616,   4049,428,   
-8.005321,20,0,0,26084875,0,0,985328260,-1690.5293149983454,-478.3251170708902,2168.854431968617,-27370.51663239722,-4718.511005223211,705389.47080366,3419.0408,258.2729,   3239,5148,   156,8341,   892,7881,   1210,5201,   5570,7686,   7433,5301,   3200,7734,   803,1449,   3003,3626,   963,2634,   
-42.967304,20,0,0,27727117,0,0,896529150,-5674.602910373656,-1783.0212119737616,7457.624119619676,-106736.44698796509,-23375.186630844673,1434408.1945130767,2484.1318,232.25356,   2425,3764,   6043,5087,   6314,7906,   6378,7883,   589,7536,   2382,2515,   6287,6033,   698,3658,   6520,7062,   392,4034,   
-32.92296,20,0,0,20675551,0,0,612964740,-4279.730675371273,-1534.8703227073936,5814.60099890023,-75633.29272728236,-22944.917088661117,1474934.3638099146,2297.281,232.82307,   6654,5425,   6341,880,   6743,6377,   2649,1893,   6633,4573,   6860,7627,   2652,1415,   6439,7911,   7541,3505,   2027,1421,   
-27.453045,20,0,0,9244402,0,0,262389520,-3612.566227856809,-1510.215365268922,5122.781591696311,-59063.4835414906,-27268.918141495466,909994.0192954529,2151.4365,254.90886,   1502,1763,   4612,6470,   5304,4918,   7450,5602,   7036,5580,   3364,4376,   3234,5365,   4416,5435,   5858,5162,   6779,8372,   
-8.931192,20,0,0,18106485,0,0,664319040,-2326.1877291924743,-871.4991482778325,3197.686878273468,-31001.73305247813,-7279.339194233403,976500.0002108171,3471.175,300.86444,   5257,4485,   1249,4451,   676,3191,   8298,4871,   8029,1222,   4552,3015,   5035,7406,   2531,4890,   813,8307,   4012,1825,   
-45.811752,20,0,0,5008135,0,0,83977590,-5279.946226857151,-1493.7977327978833,6773.743958791618,-88136.83014388707,-20711.166584470615,1109345.8361296556,1923.8912,198.06564,   7362,5482,   3293,1052,   1209,2483,   4393,5722,   5435,1003,   2052,2378,   5162,2090,   4600,5453,   513,161,   5793,2112,   
