score,depth,netChgRoad,netChgBus,netChgRail,savedMinsRoad,savedMinsBus,savedMinsRail,deltaDkRoad,deltaDkBus,deltaDkRail,deltaLkRoad,deltaLkBus,deltaLkRail,railNetworkKM,LBar,gameState0,gameState1,gameState2,gameState3,gameState4,gameState5,gameState6,gameState7,gameState8,gameState9,gameState10,gameState11,gameState12,gameState13,gameState14,gameState15,gameState16,gameState17,gameState18,gameState19,
-76.20333,20,0,0,18950538,0,0,535850780,-10126.740147582437,-2282.5586222860084,12409.29876555691,-158992.55536554463,-21226.50850106352,1283546.986772819,2086.4253,242.4356,   6431,7673,   5729,1891,   6628,6678,   1618,2282,   5201,2451,   14,789,   1031,7602,   6931,4729,   1893,4039,   2953,3307,   
-151.2418,20,0,0,23376161,0,0,672339460,-17478.148222449516,-5274.342858770703,22752.491083440298,-288440.28849039675,-55742.11301651187,5730323.022135545,1907.1465,227.17403,   2151,6029,   7585,8257,   5850,894,   2039,3977,   3826,609,   2582,2945,   2761,7859,   1458,4911,   6030,1598,   404,1950,   
-54.87773,20,0,0,23463195,0,0,856273500,-8180.970847126328,-2709.030343834503,10890.001190205476,-137055.65033857583,-48399.89255428375,2665763.144909337,2497.4731,234.59251,   7873,300,   498,5353,   3834,8399,   4650,7359,   1914,935,   1146,6753,   6392,5950,   4815,401,   88,5908,   4477,5733,   
-18.480991,20,0,0,10511522,0,0,249155440,-2661.4975633914014,-1233.942562675878,3895.4401261386815,-43239.78092701646,-20672.70156838624,1013352.4658009105,2339.6895,199.93005,   4638,6076,   6892,4592,   8305,5504,   6464,1607,   6143,2019,   7135,295,   3635,1002,   3870,1851,   5531,2231,   4422,5886,   
-43.83473,20,0,0,8780861,0,0,187944130,-4712.5422109543415,-1724.6866640277308,6437.228874903,-84193.78439853166,-28239.064183882674,644697.8355782892,1920.7096,233.8971,   4679,3115,   2062,2891,   7898,4264,   4989,5247,   3044,1057,   4823,122,   5556,3106,   5747,1796,   1844,4341,   5484,6766,   
-112.18892,20,0,0,17268016,0,0,362595870,-11239.100415627627,-3492.086492474375,14731.186906797257,-180268.7511687985,-34448.536975190065,3122572.9493637714,1606.832,192.18283,   1935,3042,   1216,8331,   2235,851,   3117,5390,   2080,2963,   3306,6292,   1485,7026,   1054,1522,   4013,4000,   5130,4040,   
-12.501635,20,0,0,9281525,0,0,256081680,-1879.6902337626443,-629.2080080087239,2508.8982429067555,-34572.11112276604,-7390.410005883577,776575.6841757464,2765.4072,231.42787,   515,1217,   6999,5086,   5631,7013,   3174,529,   3690,2073,   7,1189,   5183,6092,   3951,1637,   1899,2167,   656,7046,   
-40.845882,20,0,0,20888757,0,0,581725400,-4177.182181774604,-1293.6558706458218,5470.838049734589,-81407.43995488883,-14195.751791885594,741842.2018730034,1993.0391,255.23013,   1147,8034,   3166,80,   6186,6966,   7072,6966,   2052,4225,   6219,6279,   7647,1443,   6250,718,   4478,4566,   2699,3658,   
-51.11606,20,0,0,9743417,0,0,380811460,-7264.437480054466,-2673.835735420231,9938.273215743779,-128548.42446770931,-37468.09514939412,2556584.139569378,2514.8345,273.9313,   6113,2588,   1699,6,   2956,2117,   1109,3829,   3075,7852,   8059,1846,   3344,6519,   2893,916,   6486,6919,   7335,7101,   
-9.858411,20,0,0,16841200,0,0,545138940,-1823.6612809675855,-896.9763662811722,2720.637648234604,-32482.46838192483,-15751.788806516952,893270.7896863761,3294.899,288.6723,   8376,4644,   6913,7901,   4290,2163,   1977,3739,   8277,3232,   5594,5768,   7903,5433,   933,6995,   6335,3159,   5559,4069,   
-28.873964,20,0,0,6979767,0,0,178965440,-2283.782496065815,-760.9238328504728,3044.706328944125,-45709.544241597134,-10813.294371714965,535666.7926889325,1583.0713,184.97687,   5856,3243,   3890,2635,   4601,4372,   2935,1128,   6986,5334,   2668,5995,   5666,4034,   3718,1468,   4110,2233,   4152,793,   
-40.905975,20,0,0,14114577,0,0,346433860,-5363.821085770625,-2526.9508248118063,7890.771911109187,-105583.78566917282,-57401.286025216,1533692.8697784985,2581.1335,242.66682,   139,5805,   3987,8278,   2258,2290,   2379,6346,   5585,4333,   3016,3326,   1360,3266,   1244,5132,   753,4278,   3299,8353,   
-8.62292,20,0,0,23275299,0,0,1.1296657E+09,-1855.7558228906094,-496.66748020104654,2352.4233031426024,-30848.087292007414,-5321.701154206812,943823.4376371889,3577.4526,285.8352,   7663,849,   5189,2943,   564,8035,   101,3869,   1715,7901,   2884,4101,   7443,4766,   3929,50,   7691,4047,   376,2310,   
-17.931492,20,0,0,34505767,0,0,793192400,-3512.973429757786,-1245.8064654465672,4758.779896087664,-53565.08687808008,-12466.01117931435,2075888.742930595,2987.2075,269.35355,   1993,5025,   3978,2653,   2317,7777,   4635,2400,   2789,7021,   714,8268,   7370,4234,   1565,7726,   616,1044,   7714,2659,   
-6.14342,20,0,0,3811307,0,0,153582980,-843.0639735777434,-390.31391636669053,1233.3778905748488,-15386.25593952217,-6820.733612893511,354911.13826572004,2504.5098,278.939,   2189,6945,   4631,6120,   1448,7350,   4319,5029,   7773,1193,   5876,5142,   3901,988,   6360,2638,   5306,2536,   625,1222,   
-147.58409,20,0,0,19632681,0,0,549751360,-16426.585135937148,-7487.216807597717,23913.801966542764,-292620.3814471518,-125224.98702585898,3315371.6912057633,1982.7366,209.27576,   3399,6137,   1079,3129,   7186,3052,   5167,3208,   3200,4638,   7870,6647,   4769,6153,   121,3483,   393,6294,   1204,3402,   
-10.234795,20,0,0,14731197,0,0,514329150,-1783.0683543352648,-673.7974808334002,2456.8658348242893,-30135.85981229242,-7793.259135280156,533246.6556152352,2944.4517,260.90604,   3458,8041,   3062,1595,   1144,4008,   4367,6381,   6310,7363,   2420,6516,   418,6491,   7695,4487,   5865,1502,   7370,6832,   
-40.683846,20,0,0,20393349,0,0,543691900,-5660.374310062172,-1625.9896915032764,7286.364001074203,-100653.29426571773,-21245.46428410524,1507239.258711072,2474.036,260.17126,   2182,1110,   1829,3135,   1759,7665,   372,6184,   867,2876,   2244,7448,   1331,5659,   6200,3794,   3074,7919,   1984,3177,   
-14.51786,20,0,0,14315095,0,0,534111200,-2678.2530730434974,-805.9025725752351,3484.155646140048,-43296.38548536463,-7880.628866580363,690875.0779305157,2982.2842,272.414,   7120,7222,   5333,4273,   2218,1353,   6229,6714,   6893,4070,   6054,7327,   7359,2807,   1219,2347,   6212,8363,   8272,1915,   
-32.684277,20,0,0,9742970,0,0,314040060,-5680.198418548758,-1349.6639605987366,7029.862380664672,-103971.00366172563,-18704.987521832187,722664.8062829524,3181.071,276.2391,   3636,6619,   5514,3433,   5118,3407,   5184,3194,   290,3900,   1413,6381,   7953,4193,   8147,3395,   4213,5991,   916,405,   
-7.5568337,20,0,0,20767454,0,0,821862100,-1571.4787576970773,-589.7723735393392,2161.251130535481,-22893.7237303214,-5911.358341194299,603862.2568366422,3029.5393,302.16632,   1436,2094,   7726,5232,   5258,3353,   88,6960,   4439,3852,   6018,3146,   8083,69,   7977,501,   1708,1899,   7590,7246,   
-17.766045,20,0,0,31369981,0,0,1.0036354E+09,-2696.5659242168285,-761.8841952982126,3458.450118670396,-45815.46484571086,-8025.5273117993465,1400802.3951756635,2578.822,289.3712,   4604,3034,   6423,2992,   2656,8108,   7810,3166,   3095,6259,   6570,220,   7446,7866,   479,1541,   7328,281,   6611,1765,   
-8.500373,20,0,0,15657353,0,0,598792900,-1148.464472695131,-457.04393470496063,1605.508407116174,-19334.72781019091,-5468.724394374689,385862.35424387903,2274.5742,260.1279,   3318,6660,   7191,4873,   6318,6702,   6734,7884,   4652,7646,   1687,2313,   6837,2106,   4237,6837,   4107,4733,   2575,5585,   
-7.3257365,20,0,0,8851820,0,0,263995970,-957.827507928651,-367.12922639844294,1324.956733579186,-18447.741440913225,-5622.380726699979,255970.69369093984,2518.21,249.81557,   3978,5358,   3865,6615,   5718,5797,   4135,216,   8025,6435,   1608,1427,   3724,5824,   3928,6380,   4279,1549,   5109,4390,   
-9.255064,20,0,0,23554559,0,0,929285700,-1411.6047144837546,-777.0710833885614,2188.675798314015,-23887.69844008599,-22045.76538588563,527622.1145847149,2581.041,241.52452,   1374,8361,   6950,3885,   4572,4257,   1818,5340,   3629,2077,   5870,2595,   6141,1025,   6222,6396,   2795,575,   7591,521,   
-23.963856,20,0,0,15639078,0,0,388378100,-3889.9799238491883,-1306.0459305470877,5196.025857326529,-63345.62866485032,-14689.569379942108,1119402.8728191082,2643.382,243.70705,   2566,6517,   8294,6652,   6037,259,   7024,1012,   6614,6293,   2558,2557,   8059,6621,   4211,4052,   6843,8415,   2043,1461,   
-15.977542,20,0,0,15407537,0,0,648353800,-2802.5456368462405,-789.5487906412933,3592.0944283304457,-44480.64300228672,-7007.9357883563625,547611.657009791,2783.948,289.3895,   3978,7230,   5023,5947,   564,7449,   3722,2699,   8037,5967,   3584,3703,   2394,4588,   1823,3293,   67,297,   6283,4313,   
-25.791176,20,0,0,5721998,0,0,221677250,-4845.3011036557,-1546.6762623023408,6391.977367544594,-77461.19874821862,-17945.762649751196,1029525.6677530545,3003.3992,250.00941,   5668,805,   7162,5772,   7955,3312,   2971,7955,   5249,2170,   7989,2815,   6968,6129,   4978,3772,   1493,2346,   6088,7023,   
