score,depth,netChgRoad,netChgBus,netChgRail,savedMinsRoad,savedMinsBus,savedMinsRail,deltaDkRoad,deltaDkBus,deltaDkRail,deltaLkRoad,deltaLkBus,deltaLkRail,railNetworkKM,LBar,gameState0,gameState1,gameState2,gameState3,gameState4,gameState5,gameState6,gameState7,gameState8,gameState9,gameState10,gameState11,gameState12,gameState13,gameState14,gameState15,gameState16,gameState17,gameState18,gameState19,
-11.149947,20,0,0,10531860,0,0,388739360,-2401.853030708595,-805.5098838681484,3207.3629153409693,-37992.55777521961,-9293.33190658637,1021086.316606612,3407.4204,296.80765,   478,2937,   1069,6925,   2510,8065,   7027,807,   3173,1361,   7291,4462,   6964,211,   3072,4771,   5052,7287,   2822,6454,   
-18.015469,20,0,0,10659790,0,0,195073120,-2085.0098144496505,-912.9238151951982,2997.93363061271,-31500.73239174571,-14469.249211382681,835046.3236449026,1748.538,243.47844,   1426,2774,   4034,5208,   6075,356,   3556,72,   7695,7407,   5293,5768,   1355,137,   4642,5403,   3152,5192,   2986,2507,   
-94.34493,20,0,0,14233667,0,0,327389220,-17497.715788349346,-5041.078489917535,22538.794281048205,-275489.24144858203,-48074.697564763745,5580382.44986866,2920.0217,251.42854,   3359,2125,   767,4347,   1308,464,   7094,7829,   2237,3031,   5964,63,   2599,3505,   4102,6139,   7339,4297,   850,2153,   
-9.83996,20,0,0,14889635,0,0,571636350,-2178.8297201834316,-974.2398044577806,3153.0695255836317,-32909.18517966246,-8173.148092872207,487054.3752149771,3344.4426,292.13263,   4508,6955,   1548,4202,   4504,1522,   3107,6827,   4005,6104,   1618,8295,   4300,314,   3095,7736,   2007,8122,   3899,5610,   
-46.393185,20,0,0,6988235,0,0,213133860,-5992.089347080207,-2262.0691995410857,8254.158546534838,-100245.49657958359,-26652.88084669505,1387448.6248931587,2160.7808,276.9826,   1697,4163,   6270,4663,   1443,5230,   3168,6286,   4470,6938,   6500,7291,   4341,832,   6434,4839,   577,5000,   8279,8221,   
-120.90603,20,0,0,9474610,0,0,168610880,-12338.559490774183,-4502.902113092621,16841.461613607426,-242280.87573582045,-90071.88755240329,1670075.0400042231,2003.8776,222.61476,   5793,267,   3823,4568,   1412,6104,   4198,2284,   410,4802,   4132,7652,   397,3675,   456,345,   684,5321,   2759,7709,   
-22.64879,20,0,0,6789228,0,0,221429440,-3828.5383757773884,-1434.8347632385526,5263.373137154984,-65074.21953960443,-28126.919882095488,1698423.6889336514,2873.1875,294.4002,   6789,5256,   2356,5503,   8039,2763,   3953,3467,   2315,6691,   7158,5442,   8278,4114,   8253,1430,   339,1701,   3250,3774,   
-109.9467,20,0,0,32007123,0,0,469840640,-16509.9923823304,-4671.642922033094,21181.63530421895,-270025.3157585022,-51474.52362734897,6733164.898119939,2455.9656,231.2337,   1031,883,   5876,8103,   2805,7283,   6893,666,   376,6089,   4155,3691,   2241,570,   1431,537,   6346,6756,   4964,7085,   
-19.228725,20,0,0,26784211,0,0,969781630,-4086.1343165925605,-1199.9845745290206,5286.118891081632,-64611.14301927657,-12127.400052941482,1812707.3222014087,3360.1367,270.38693,   2150,730,   8404,2154,   6079,7126,   7810,4719,   3858,7461,   6,7419,   2070,7420,   6677,5906,   7815,2689,   2697,756,   
-30.938177,20,0,0,14594760,0,0,395687780,-3655.6868710147974,-1257.1194083041564,4912.80628066802,-73940.48676225993,-18512.3325492032,976953.3109998818,2389.943,231.93959,   4306,3287,   3090,4662,   2536,3467,   3201,7707,   2682,7715,   3519,2018,   5172,4601,   1623,301,   914,3721,   2023,4115,   
-35.005188,20,0,0,16339818,0,0,572433660,-4439.949264216156,-1936.8589278547238,6376.808190786684,-75483.82014364471,-35439.645752160715,1526964.4876072684,2156.3608,227.56459,   7909,2173,   5243,1350,   6083,5171,   1621,3256,   2329,3961,   1157,3657,   4058,4208,   2778,7299,   6075,3742,   8054,2612,   
-23.43255,20,0,0,5983266,0,0,162910540,-2111.588472044794,-933.9046172562493,3045.49308910918,-47239.28673042312,-13957.378468495617,628507.0533047891,2015.9685,175.25658,   3924,102,   2037,4579,   3942,6423,   2246,5905,   5796,6376,   4991,4093,   665,7018,   1283,2132,   6480,1740,   7015,5800,   
-12.824948,20,0,0,22282590,0,0,978638460,-2208.3475256779834,-573.6073217152541,2781.954847418754,-41896.13556606498,-6715.073758950231,343501.7812186373,3266.7686,301.48337,   1846,8381,   5378,7156,   6557,8298,   6396,963,   1822,2760,   2661,5608,   4103,7847,   190,7806,   136,664,   5844,8096,   
-26.43045,20,0,0,7885782,0,0,306775420,-3563.638644153559,-1196.9684370346415,4760.607081209967,-68348.20835567155,-15687.669916681896,1136421.8097224701,2585.9646,243.80807,   2925,4151,   2925,645,   5895,4388,   7406,5500,   2992,5475,   818,4335,   5163,2254,   766,3979,   3159,3316,   6457,4079,   
-42.651993,20,0,0,24305402,0,0,891477900,-5847.850119841876,-2410.2893059039307,8258.13942743324,-102622.66687280958,-32140.70300064195,1670763.1534322675,2406.0461,253.8699,   27,1282,   4082,3036,   3714,7818,   8426,1253,   6828,1912,   1996,5816,   4331,7355,   2874,6130,   2486,990,   8186,1057,   
-51.49162,20,0,0,16235359,0,0,389438980,-8114.88979194964,-3057.8622073430984,11172.751998371727,-128454.82678035823,-42998.257243399356,2047090.9017956317,2494.6746,247.69139,   5306,920,   6474,1176,   1941,6761,   445,1848,   7081,4647,   4647,5255,   2642,1764,   8068,1642,   69,2858,   673,8023,   
-32.44647,20,0,0,15367828,0,0,582847700,-3794.724330459359,-1324.7396025484954,5119.463935660389,-64521.35618048197,-17293.00037466609,1118775.1582542912,1988.548,254.27425,   5509,1738,   7083,1013,   7085,3438,   4,6244,   7815,3072,   1493,2169,   3566,5399,   7209,7543,   3244,2905,   1094,5389,   
-30.286646,20,0,0,15708940,0,0,616472830,-5835.642790486612,-1296.8158768155147,7132.458666453689,-93975.16022627371,-16301.540666435829,570763.4906736596,3102.8582,267.03845,   7373,6577,   2608,2181,   5701,5177,   3173,2566,   7722,1232,   6060,8063,   316,162,   3984,3567,   2272,5461,   2527,6939,   
-42.229664,20,0,0,10941659,0,0,209490430,-6737.247127116235,-2130.9715536347217,8868.218682226947,-110827.45194052775,-22471.466804882682,1774172.7156734755,2624.3982,227.04683,   6757,2637,   2469,4008,   3153,2477,   1688,5679,   2990,525,   6834,5599,   1764,3720,   650,7367,   7565,4902,   3748,1907,   
-7.403606,20,0,0,12808788,0,0,349501700,-1059.5621183735461,-416.1024348626437,1475.6645530136082,-20034.824584586695,-7346.716543992999,588674.8530747074,2706.09,241.84398,   264,5873,   6957,6583,   5447,1866,   1852,3404,   1414,3641,   5270,6219,   378,2591,   7068,4736,   4108,7035,   7463,3223,   
-58.9366,20,0,0,15634814,0,0,372132500,-10038.295955599206,-3561.5722167153203,13599.868171419748,-166056.1645174081,-48115.433538675476,4263859.941277877,2817.539,277.5998,   3488,5929,   8011,7196,   2833,461,   6298,5031,   7947,5053,   4438,5805,   1712,619,   6674,883,   4115,4322,   6997,1287,   
-36.834023,20,0,0,19031755,0,0,598270700,-4174.519830112073,-2891.863594338542,7066.383426258219,-86594.41777311452,-104600.38482347436,1136714.281344682,2350.9355,237.90388,   624,6720,   4264,7785,   3690,615,   5220,7609,   5088,4350,   3258,529,   5875,525,   6855,2770,   6297,8197,   3749,4985,   
-19.166008,20,0,0,11120604,0,0,228454340,-2583.9436514564964,-841.7968256336488,3425.740477898387,-50105.46408504508,-13077.10181416901,790565.8549526056,2614.288,298.4968,   4003,5256,   3892,4797,   7639,7900,   4506,8194,   4352,6184,   621,8222,   38,6175,   2598,5204,   1665,226,   3505,2218,   
-28.243103,20,0,0,18149156,0,0,569477100,-6343.326720620947,-1744.3507173916228,8087.677437372321,-97946.92579927642,-17279.454480599277,2433310.2216729093,3467.9946,300.2807,   3676,7125,   8379,3597,   1794,3908,   8366,1187,   2200,3904,   3021,4353,   572,2011,   5720,3803,   2828,7903,   145,4226,   
-7.6248345,20,0,0,15423920,0,0,703755260,-852.0865957094492,-573.1767240999435,1425.263319597044,-18006.52464767542,-18301.007427022152,233115.18848641717,2361.5627,211.56966,   4544,5462,   3257,7339,   3729,3471,   490,8136,   6363,1650,   1105,6071,   4691,1530,   1309,5313,   5313,295,   3003,3730,   
-14.776906,20,0,0,20694717,0,0,930757570,-3526.457450951137,-2239.0227434469493,5765.48020050236,-55195.250127092164,-44357.34432786508,1021389.4205240433,3735.2373,322.57147,   7970,3318,   5994,448,   3162,4703,   7650,6463,   454,7230,   2375,2197,   81,7715,   6110,6650,   3868,1039,   8304,6758,   
-110.954834,20,0,0,14152312,0,0,186710210,-11659.372668850016,-9493.171291554278,21152.54394943554,-194639.51197972475,-360480.9361786058,3448574.7611613832,1754.2229,295.9029,   3417,230,   3260,549,   2798,5386,   8098,7478,   701,407,   6926,2533,   4900,4850,   4692,1225,   7903,2808,   4177,7461,   
-20.795176,20,0,0,13437983,0,0,472963360,-2233.511466806044,-886.2414806575814,3119.752948652045,-37670.13740383123,-10904.217895172273,695653.733990391,1811.4844,288.13736,   4257,2463,   7681,7568,   7711,7343,   5989,5412,   3856,3095,   1444,4273,   427,4680,   313,7739,   58,5444,   6085,6211,   
-56.84891,20,0,0,17102763,0,0,569249540,-5995.22904803967,-3407.276259361472,9402.505305357588,-109901.0402593312,-102193.08724700373,1778089.8921586617,1933.2128,192.4662,   5041,171,   5761,47,   303,8278,   5733,3666,   3023,4884,   7182,1059,   5298,842,   2500,953,   985,4127,   1274,3890,   
-14.282779,20,0,0,19192262,0,0,494376860,-2051.7129348125063,-641.702538445232,2693.415474031713,-34542.190542739816,-7148.953303870849,782340.7841351231,2418.4504,285.5007,   7832,2685,   3621,6042,   7398,2652,   2105,219,   4537,5388,   1167,2459,   5159,6401,   2420,4085,   5138,7633,   7265,7868,   
