score,depth,netChgRoad,netChgBus,netChgRail,savedMinsRoad,savedMinsBus,savedMinsRail,deltaDkRoad,deltaDkBus,deltaDkRail,deltaLkRoad,deltaLkBus,deltaLkRail,railNetworkKM,LBar,gameState0,gameState1,gameState2,gameState3,gameState4,gameState5,gameState6,gameState7,gameState8,gameState9,gameState10,gameState11,gameState12,gameState13,gameState14,gameState15,gameState16,gameState17,gameState18,gameState19
-54.232677,10,0,0,24562814,0,0,959184200,-3369.7571940835187,-1260.2194673877484,4629.976661067248,-73442.31188308714,-17315.498072664363,836064.3429809352,1354.2078,256.2215,   5057,164,   2648,630,   5897,2173,   8094,1939,   713,7525,   
-113.715485,10,0,0,7292021,0,0,161264420,-5660.741842374047,-2658.935639136312,8319.677478854608,-83575.70046933943,-45769.03795436873,1038320.5604496286,734.95447,242.38365,   6686,1060,   7550,8092,   3011,1777,   1658,2500,   7176,2207,   
-52.744194,10,0,0,3543306,0,0,42580796,-2748.947158290865,-1210.7517964544238,3959.6989546944146,-45317.654419667604,-15781.800426808637,383848.7619832627,859.1971,254.98721,   5326,3238,   6314,6115,   3511,6437,   2315,7327,   6024,2819,   
-14.817861,10,0,0,7078919,0,0,234854140,-1846.3826178090187,-1010.1456910849845,2856.5283056126095,-23660.73985096706,-9762.565551515578,573459.8286839554,1596.7717,327.0758,   8182,3360,   3390,6747,   2464,7376,   851,3597,   7517,4443,   
-12.119752,10,0,0,3429167,0,0,78943864,-1082.355197410549,-529.3257949033382,1611.680992347376,-22226.09695210833,-10068.004298507782,499512.3734621357,1833.874,302.27344,   611,5918,   7375,4953,   4196,7952,   1517,5789,   2981,4427,   
-14.07057,10,0,0,14774427,0,0,509118100,-1385.0182515654465,-539.9532886224871,1924.9715399354325,-23308.789053904402,-5684.567041768277,429761.9515489909,1656.5632,293.71274,   522,8052,   736,6406,   3836,1818,   2286,4969,   5555,7896,   
-24.527863,10,0,0,10826474,0,0,553238600,-1846.6632254750352,-1424.5078638392847,3271.171088351524,-36349.958297529316,-33802.13534403415,754872.5820496621,1481.9863,267.1784,   8293,767,   4351,6329,   7779,3325,   6106,803,   5628,4071,   
-9.762932,10,0,0,11125250,0,0,217589650,-641.398752331476,-377.57313010848765,1018.971882328295,-11922.112746545774,-5980.832389864173,318176.4318431174,1221.1611,253.9043,   925,6497,   3418,2733,   1596,7843,   4299,1361,   1919,3995,   
-82.590416,10,0,0,4746294,0,0,88021360,-5528.340690317061,-1864.2422019675976,7392.582892240677,-93708.4847312801,-25473.72691064495,2070286.33381729,1134.617,204.38414,   4919,4962,   4345,1596,   2297,129,   2624,5419,   2910,645,   
-11.311856,10,0,0,14071671,0,0,480990430,-1397.9022206735574,-361.5306946975719,1759.4329148581442,-22441.545346742278,-3264.221717939672,234421.78102583994,1983.8959,299.01492,   5090,4318,   6477,8056,   4585,8279,   1567,1045,   5610,870,   
-26.794853,10,0,0,11104986,0,0,377951680,-2252.73340148206,-850.7674481768944,3103.500848970848,-36584.35514826716,-9182.995887417408,785219.2867481072,1365.3501,251.9467,   1845,714,   160,7346,   3501,2461,   4633,6438,   4809,4429,   
-11.94196,10,0,0,9561458,0,0,198751150,-904.2645835672263,-409.52039301965846,1313.7849762974088,-15449.6147293568,-4540.796379516933,422762.657051326,1293.7251,246.8272,   5955,925,   3050,1560,   2977,3331,   4858,2754,   4032,7649,   
-111.484474,10,0,0,5993074,0,0,178024670,-6170.020475566599,-1799.8630383166694,7969.883514211696,-113399.64056374876,-26521.495832851087,842969.349424837,1017.1788,202.50854,   701,686,   6329,4982,   7417,5043,   19,3797,   6584,1752,   
-14.948816,10,0,0,4075809,0,0,150484380,-1087.3666627472344,-1347.2966000955107,2434.663262957715,-18015.81162078517,-61785.22104561521,433076.6623918472,1205.1665,222.40724,   6276,3253,   4186,1048,   2149,4204,   4801,5435,   6531,8271,   
-10.335287,10,0,0,3580560,0,0,100334016,-906.8137003012669,-430.01733659517294,1336.831036305873,-11826.776231213797,-4121.884123098036,333057.5189259578,1144.3104,269.19818,   3932,4622,   609,6916,   3125,4164,   1268,4916,   5079,1253,   
-65.474205,10,0,0,9254773,0,0,379591460,-7652.640251562185,-2985.4351253821274,10638.075373235122,-105593.26245075914,-36501.78057613415,3254266.6071358654,1612.7461,304.02664,   3421,7249,   5448,6396,   168,1159,   2821,3614,   8365,6893,   
-55.02033,10,0,0,17778660,0,0,390228220,-4553.313903842835,-1428.0238449162593,5981.337750026706,-71553.50335578552,-14089.396431497134,2540671.847888118,1300.4921,285.15082,   2442,835,   8289,3057,   6588,2701,   5174,2001,   7847,7209,   
-6.4780607,10,0,0,12273796,0,0,721159550,-505.95774753302163,-274.2995048169518,780.2572519965062,-9399.74120329777,-6442.613731963614,204013.45811163582,1451.0116,308.06274,   6966,7858,   4659,4197,   3717,4515,   76,7848,   1857,3252,   
-9.563869,10,0,0,6589785,0,0,116361784,-553.4633586254635,-139.6481540462427,693.111512687357,-9260.787243273664,-1458.6954281862368,303339.3290844056,968.30963,255.5731,   3775,3538,   7154,5331,   6767,7463,   6241,6226,   879,989,   
-28.8985,10,0,0,7882628,0,0,241289520,-1872.5330705975205,-420.32826385106915,2292.8613345338977,-32890.03561571103,-4668.019832275583,418596.2005884659,1138.1226,240.0279,   1382,1187,   5505,8073,   5829,3096,   4768,5988,   328,423,   
-17.622953,10,0,0,3818139,0,0,61203392,-1011.9476947340945,-544.6191796485351,1556.5668745750027,-13189.897984495105,-6818.336561478591,156350.6350512938,748.44995,282.55707,   7426,7702,   5505,6306,   2722,3998,   2590,1251,   2679,4089,   
-19.255169,10,0,0,12111389,0,0,450151800,-1272.2186771950144,-640.241823101945,1912.4605006123954,-29002.061001191138,-9151.93211583887,299602.99354180245,1506.1962,253.71191,   1082,3409,   1756,5112,   3118,7339,   2117,2957,   4725,7561,   
-15.907235,10,0,0,1778040,0,0,48664396,-1193.8539021687695,-581.5983628843552,1775.452262796399,-22200.26766195624,-6745.257148142184,260637.52636374772,1395.6082,238.2187,   4896,7383,   1122,6857,   5826,5779,   2353,5021,   6803,620,   
-96.967026,10,0,0,15250868,0,0,347754820,-6902.79857796949,-2577.5094361201736,9480.308017007379,-110369.18588481218,-28549.424483753995,1470071.2648475973,1138.2136,277.04865,   8183,2524,   7519,1433,   4261,4509,   6469,848,   2609,2768,   
-4.1770105,10,0,0,12762130,0,0,680840600,-341.46223667496093,-128.46798371076179,469.93022052183915,-7470.647950676459,-2179.075181329983,118949.82225636888,1788.5155,285.41135,   4873,4989,   3547,5226,   8343,6409,   7866,392,   4954,6926,   
-9.054214,10,0,0,2668766,0,0,53553248,-689.2353094174591,-297.2164627375959,986.4517714399557,-10042.918336628818,-3462.0560957353723,255594.03267748584,1109.1982,226.47891,   979,1810,   1262,1202,   3963,42,   6580,7084,   479,5378,   
-120.890305,10,0,0,4507431,0,0,76433584,-5179.151560522256,-2234.3610394057346,7413.512602877115,-88847.89137920484,-35060.545835267425,908978.2761857138,734.94635,179.80377,   1645,6004,   2884,2058,   4342,6993,   4325,322,   851,7044,   
-128.8757,10,0,0,15001761,0,0,302755970,-11172.636834180401,-3093.261657404494,14265.89848991916,-170601.18945814806,-30864.64937296123,4404163.830026206,1323.7654,274.9839,   870,1268,   348,1957,   2688,8342,   3836,4332,   6949,7852,   
-27.511854,10,0,0,12301321,0,0,510200380,-1997.707129223956,-734.5151002946209,2732.222227669149,-35358.01782877018,-9352.882579839286,375385.93196106463,1285.1921,240.30392,   6349,1960,   66,8313,   8077,6372,   1261,6317,   5906,4218,   
-55.354813,10,0,0,22411641,0,0,710973630,-5173.144274319246,-1374.7102888165996,6547.854563569568,-81881.68180601856,-12688.159611321022,2260967.6428534673,1479.2152,252.2168,   6365,7821,   368,5666,   1122,7305,   2105,1488,   883,1349,   
-0.27512637,10,0,0,16732279,0,0,584213500,-37.72287806754897,-19.432755714928057,57.15563379247444,-563.4864650401144,-254.48849330921988,34983.62026990323,2048.1006,317.3544,   2084,7543,   7977,6346,   6055,8146,   1462,7741,   6949,4056,   
-11.399073,10,0,0,5982930,0,0,137234700,-763.8675358359835,-258.41639810706675,1022.2839341069713,-12416.094495414285,-2978.477382003295,276289.5718647372,1089.2197,285.75623,   4642,2247,   134,1063,   7465,8121,   5937,3006,   2416,6406,   
-80.1195,10,0,0,13477702,0,0,237160740,-5201.523648663849,-1705.463971045735,6906.987619238159,-82553.21424216339,-17581.9514795272,2534643.526423314,1030.376,170.05536,   5732,6443,   2852,5068,   679,1485,   899,3118,   834,3819,   
-17.04705,10,0,0,9036837,0,0,346578660,-1726.1989067943114,-553.0442596020284,2279.243166367334,-27572.11754667011,-5940.183941765025,659102.6056371618,1617.4128,268.62646,   6237,2347,   3448,5599,   5768,7241,   2418,2156,   2257,8366,   
-14.6986885,10,0,0,4651961,0,0,114195840,-1288.8478201603084,-652.586445914339,1941.4342665399884,-19815.78883242674,-8409.88380380223,410269.9213008571,1348.1332,342.3756,   4910,1956,   7803,1850,   8012,4117,   7686,7741,   6636,1437,   
-2.9747906,10,0,0,14705571,0,0,353118100,-243.19519749499,-100.08223055817521,343.27742810222276,-3656.56733220747,-1195.914330731379,151629.45217350917,1229.1848,229.64195,   1367,7534,   7508,2913,   4053,4076,   4691,2909,   5666,4570,   
-6.337727,10,0,0,3410687,0,0,175184720,-531.7638459487204,-261.7429047679518,793.5067506602434,-11041.31768087086,-4841.980552865983,164110.3571078401,1742.1572,330.40997,   7246,6779,   6906,3130,   6254,2294,   7235,2970,   3730,224,   
-32.25419,10,0,0,6536599,0,0,119176760,-1994.9676800955926,-595.1527093904741,2590.120389662847,-33148.05889372923,-7020.153185780523,1099384.6592614644,1027.7133,175.3065,   5702,3780,   749,2485,   1495,3775,   7076,1001,   5491,4998,   
-128.60425,10,0,0,6996062,0,0,195097310,-7931.352295611238,-2467.055322657735,10398.407619245307,-146598.716344382,-33359.92641611959,1251415.227651949,1139.9213,233.85489,   2234,1594,   4917,7833,   2451,7138,   3275,534,   1546,1692,   
-42.40446,10,0,0,6418405,0,0,134908990,-2084.7290063650335,-1096.2460272066155,3180.9750375343187,-34267.82507687696,-18423.274184535723,583859.4461743471,808.11835,279.78128,   2549,7945,   4926,6122,   1120,6566,   3485,4673,   4031,5718,   
-29.114887,10,0,0,6973626,0,0,136075660,-2514.4391937009555,-1001.7930574049076,3516.2322491681934,-33422.274213413184,-6492.133632659309,775170.6359649061,1147.9445,208.18071,   5318,4716,   4010,6412,   4170,6023,   6785,5022,   1417,277,   
-29.693857,10,0,0,9939183,0,0,596049150,-1425.3260206560954,-509.6634629506432,1934.989483256503,-28225.485172716355,-6245.3609827039845,229924.66909865654,950.5496,266.72537,   5436,3689,   5853,668,   2336,5652,   1861,7509,   678,7552,   
-24.747538,10,0,0,11123118,0,0,210848740,-2150.8765127767747,-1136.9715730210482,3287.848087916636,-37439.29390732797,-20999.20037306558,875747.7199537862,1512.8492,293.7558,   7455,6700,   1423,2038,   6110,6193,   7289,3062,   1365,3365,   
-9.830483,10,0,0,5092080,0,0,231626180,-795.3661972994573,-578.1377241106994,1373.50392151487,-15723.168934860914,-18443.001185319208,265622.9374009368,1599.4299,290.90692,   290,2402,   5406,8209,   8115,5953,   6020,6941,   3662,4864,   
-36.27499,10,0,0,6535206,0,0,263669620,-5010.2472645112475,-1781.1364537204106,6791.383718327343,-71098.76231461162,-15952.514795127714,1296629.989281993,1959.994,345.64917,   352,6688,   7552,1268,   4692,7296,   2092,4258,   3786,3904,   
-20.55364,10,0,0,2300816,0,0,62983272,-1475.0364723317034,-560.5456850180032,2035.5821564514217,-26176.421601915514,-5814.698521047788,509649.9722104268,1273.5662,229.85938,   4705,4412,   3994,4915,   6698,7053,   3292,1971,   302,6413,   
-7.4306483,10,0,0,12863259,0,0,322626530,-415.98349733110643,-163.68635400390568,579.66985139032,-7203.513210605083,-2397.997212926261,167710.5133443375,969.4327,212.08636,   7169,3723,   3657,6488,   8423,3033,   6719,6079,   988,4818,   
-2.724547,10,0,0,14066023,0,0,708266300,-427.312705800898,-166.7407295561086,594.0534350818565,-5534.156087652535,-1543.1865460408949,209901.78287744787,2031.2207,333.26547,   8068,3356,   3846,4250,   7199,766,   7583,154,   5782,7250,   
-21.895426,10,0,0,5263731,0,0,179733420,-1672.9684186780387,-481.89740926529146,2154.865827894477,-26656.530662558725,-4304.572360869865,251868.74493776556,1217.4475,239.27556,   4101,3031,   7711,5897,   7096,4313,   6843,491,   1510,1062,   
