score,deltaLkRoad,deltaDjRoad,deltaTotalJobsCreated,LBar,gameState0,gameState1,gameState2,gameState3,gameState4,gameState5,gameState6,gameState7,gameState8,gameState9
-0.006872146,-12771.633034934368,-876.6426044720969,-2683,185.84636,+1415,-1614,-2282,-2485,+4469,-5341,+6373,-6516,-6614,-7373,
-0.0009258622,10121.276780340553,39.804776404894326,687,255.79498,-8,-506,-953,+2947,+4215,-5028,+5054,+6203,-7135,+7312,
-0.0075010182,4328.234891953079,292.84138437880034,955,232.28192,+454,+1374,+1964,-2441,-4319,+4594,-4609,-4744,-6236,+8199,
-0.0031423634,-6633.317247688464,-605.5909271672621,-1077,211.09326,-223,-780,+1400,+2327,-3700,-4509,-4819,+4952,+4975,-8263,
-0.08410862,63088.775538034926,3292.003694031385,8000,232.87508,-883,+1634,+1776,+2148,+2688,+3812,+4416,+4866,+5668,+8266,
-0.0321324,14813.01060622103,1138.0334462762698,2470,210.72453,+149,+281,-746,+1100,+2004,+2032,-2418,+3923,-4119,-5545,
-0.0042201634,-12156.660674644218,-1046.6579917117508,-2521,288.06137,-41,+318,-516,-1230,+1630,-2703,-4570,-7087,-7544,+7609,
-0.0019852826,-5451.402422806499,-18.78920906684824,181,274.59073,+103,-1905,-2171,+3220,-3724,-5128,-5735,+6875,+7664,+8369,
0.00035768177,963.176361997048,-29.0596334541723,460,269.28305,-666,+2599,+2969,-4601,+4735,+5690,+5844,-5985,-7710,-8314,
-0.018564751,17056.34414015206,934.3414037258605,3025,299.4468,-295,-653,+843,+4034,+4361,+4639,-4671,+6559,-7586,+7948,
-0.005336394,48.048821181558694,215.9177237995149,0,240.73743,-1633,+2315,-3636,+4405,-4693,+5500,-5610,-5680,+7115,+7510,
-0.0010773133,1331.367775865,63.95947684464987,63,353.2369,-1698,+1750,-2766,-2786,-4112,-6410,+6714,+6941,-7245,+7277,
-0.009294462,-15273.782451410038,-1050.5540592493905,-2000,164.33206,-77,-491,+2352,-2405,-2514,+3868,-5081,+5295,-6350,+6695,
-0.015305045,-42551.83130051996,-2312.3480575286258,-5513,278.02487,-9,-421,+539,-1593,-2884,-4677,-5099,-6307,-7306,+7538,
-0.054047465,30474.04533976386,1612.3849829297778,3924,177.49928,-41,+556,+1486,-1812,-2100,+3529,+4693,-5835,+6384,+6630,
-0.0051889103,3908.750950016998,157.09970418292463,1242,180.13678,-204,-1682,-2032,-3717,+4857,+5103,-5178,+5378,+6133,+6491,
-0.0028767814,-6412.980705437408,-403.0220331411315,0,222.92207,+969,+2145,-3166,+3828,+3915,-4616,-5013,-5189,-5875,+6883,
-0.0127776135,7616.715808079934,483.2578460385739,2292,225.02583,-918,+2000,-2308,-2776,+3194,-3896,+5348,+5509,+6608,+8157,
0.00073461566,2407.878621715296,-18.361342264000587,-252,148.71248,+239,-2677,-2793,+3270,+3313,-3679,-4567,-4625,+4832,-5258,
-0.004724281,-12030.336182123101,-822.9581543615889,-2642,254.64903,-861,-2711,+3858,-4923,-5079,+5273,-5278,-5347,-7332,+7736,
-0.03249375,25349.828481654455,1554.884171917372,4357,284.70914,-325,-508,-785,+842,+1285,+3715,+3979,+6688,+7775,+7810,
-0.005471725,5211.289792850799,198.68016111941267,53,216.03963,+1120,-1510,-1936,-3374,-3568,+3998,+4185,+5446,+7035,-7198,
-0.009620251,-24981.94910492125,-1818.5409460488863,-3778,259.68085,-423,-618,-1525,-1906,-4782,-5932,+6116,+6209,-7059,+7436,
0.0011460126,2283.8901148587092,-239.91535998261716,84,199.29015,+1139,-1580,-2009,-2352,-2428,+4058,+5442,-6283,+6885,-7770,
-0.026789173,10906.297050891519,807.2048615068557,2145,179.27826,-739,+1116,-1257,+1888,+1988,+2396,-4362,-5250,+6513,+6681,
-0.02076764,14555.485010206814,843.4649575128153,2687,241.64793,-1511,+1593,-1863,+1923,-2553,+3837,+4497,-5869,+6299,+8326,
-0.011322912,-27745.575550655096,-1543.0995446654833,-3257,245.03923,-359,-924,-2235,-2604,-2658,-4769,-5162,+6215,+6992,+7598,
-0.023280798,10079.922936864305,1139.3487601700501,3179,291.18033,-2977,+4225,+4236,-6317,-7546,-7550,+7795,+7967,+8021,+8355,
-0.019148001,19934.467545991956,1082.4657026553803,2497,336.3519,+13,-547,-1848,+2449,+3850,-4148,-4962,+7690,+7713,+8120,
-0.0012719613,1931.3626246762196,63.76792745595502,488,298.28513,-1471,+1650,+2701,-3337,-4167,-4325,+5261,-6368,+8173,+8236,
0.0010076266,1719.3343038562484,-762.0277285439018,-2000,170.6321,-1740,-2124,-2337,+2482,-2725,+3703,-3980,+4722,-5712,+6572,
-0.009975714,-17287.221134834494,-980.1486956289518,-3175,173.29308,+528,+676,-704,-2069,-2112,-4397,-4961,+5150,-5948,-6960,
-0.0067378874,-19218.11893378382,-586.8916985408988,-1662,285.2247,-2761,-2957,+3141,+5149,-5895,-6836,-6892,+7246,-7812,+8221,
-0.0026413626,-6837.826883372315,-50.11613617626851,433,258.87497,-1502,-1547,+2736,-2981,+3094,+3644,+3990,-5096,+7242,-8159,
-0.05181748,33416.611653881664,2105.9380168926905,6244,241.80902,+973,-1368,-1406,+2625,+3640,+3735,+6164,+6636,+7532,+7839,
-0.030043272,18393.086234714654,1584.5518994605259,4349,313.80685,+112,+3338,-4813,+4890,+6011,-6063,+7601,+7996,+8115,-8364,
-0.0267646,14972.790684237807,735.6753373275587,2000,163.54175,+565,+980,-996,-1318,+2552,+2855,-2948,+3870,-5020,+5344,
-0.012450377,12066.802406258066,616.8941036031624,1163,294.80258,+256,-1770,+1772,+2411,-2969,+3303,-5430,-7420,-7563,+7660,
-0.055251468,32012.40933734002,1777.3256115729735,4000,191.39314,+688,-1749,+2981,+3360,-3605,-3716,+3928,+4924,+5536,+6604,
-0.01155051,5076.427483607162,567.9018759833117,1252,292.5333,-72,+557,+822,-1868,-2738,+3781,+3903,-4785,+7533,-8224,
-0.0022174963,-7205.9266617117955,-544.6163106582278,-1138,324.9578,-87,-1843,-1846,-2760,+6135,+6223,-6550,-6592,+7272,+8207,
-0.0048538824,-16385.932779008057,-727.2206767910587,-1313,337.58408,-96,-1285,-1863,+2830,+3593,-6343,+7027,-7858,+8023,-8378,
-0.07273854,36714.17412714345,2427.966442560304,6000,198.60094,+423,-1697,+2622,+3871,-5073,+5694,+6039,+6769,+7837,+8309,
-0.022714205,8441.275259393215,1007.6135018831249,2622,263.9366,-2570,+3074,+3832,-4521,+4910,+4921,-5341,+5423,-6600,+7426,
-0.010876197,-21940.285677384174,-823.9747634431357,-3287,201.72754,+200,+614,-2443,-4758,-5281,-5334,-5558,-5992,+6247,-7745,
-0.009458558,-9932.071223898403,441.60391789709996,405,277.78653,+1436,-2196,+2482,+3905,-4585,-4687,-5662,-6128,+6645,+8343,
-0.008342937,-13508.328669836359,-594.2516821043733,-1165,161.91336,-426,+801,-1004,+2947,+3358,-3456,-3512,+4894,-5889,-6406,
-0.040962223,44963.86677700833,2252.181508502195,6000,327.132,-481,+3026,+3500,-4603,+5456,+6507,+7460,+7727,+8176,+8245,
-0.0048076524,8078.036278525612,147.72938878480878,1257,182.8256,-734,-937,+1006,-1845,+2423,-2860,+3251,+3491,+5017,-6063,
-0.039361425,17400.040833846982,1531.523788153996,4037,231.50275,+663,+1767,+2326,-2397,-4066,-4880,+4909,+6788,+6926,+6945,
-0.0106729325,1285.189660125825,571.5365925372312,2000,318.613,+358,-878,-1058,+1836,-4986,-5135,+5594,+7353,+7667,+7933,
-0.017839763,-27903.542294492177,-1677.8034707434701,-4363,156.41206,-66,+343,-1089,-1334,+1406,-1512,-2001,-2413,-2458,-6320,
-0.01890508,18901.607553898062,950.1469721652003,2524,299.0305,-536,+1173,-1941,+2847,-3489,-6579,+6876,+6967,+7925,+8155,
-0.039267387,36975.84710078708,1860.174527966926,4552,281.85446,+516,+1259,+2651,-3268,+3756,+4572,-5294,+5706,-5724,+8254,
-0.004485622,1905.5356593298754,245.70593874704412,896,325.90884,+126,-857,+1503,+2554,+3179,-5588,+6994,-8302,-8314,-8420,
-0.011436018,4171.278412708179,554.9878729419128,744,288.74326,+679,+3959,-5299,+5417,+5988,-6444,-6841,-6876,-7152,-7695,
-0.02660121,7326.237622792612,1179.4270883446718,2903,263.79886,+521,+700,+1897,+2118,-2184,-3670,+4506,-6017,+7625,-8055,
0.00027923624,704.5233695948867,-439.0380689938299,-1853,252.30371,-1814,-3073,-3503,+3696,-3802,+4655,-5269,+5724,+7000,-8046,
-0.00654794,-14005.366297628316,-1422.7451352330002,-2914,213.88966,-558,-579,-1304,-1377,+1711,-2078,-3935,+4287,-6285,+6420,
-0.021020269,7157.900178136882,806.9059003011758,900,228.39563,-65,+401,+508,-804,+1064,-1760,-6199,-6886,+7110,+7794,
-0.037456244,32768.07337134617,1844.779903366526,3637,293.03772,+679,+2426,+3327,-3370,-5311,+5807,+6334,+6524,-8008,-8313,
-0.033956677,29174.89543839744,1698.0919574485872,4000,297.5358,+219,+407,+1119,-1798,-2538,+2658,+3455,-4174,+7475,+7760,
-0.014067506,21861.017480779403,834.0341646177026,2646,352.75235,+1340,+1624,+2042,+2673,-5201,-6194,-6202,+8170,-8252,+8257,
-0.078266755,47448.32680287137,2846.208803262648,6392,216.36778,+84,-252,+626,+961,+1310,-1806,+2636,+5418,+6776,+7050,
-0.07547266,61918.05093492062,2980.223582360622,6402,234.94293,-476,+479,+2026,+2197,+3703,-5767,+6568,+7040,+7540,+8282,
-0.03230562,24539.54093419047,1539.5215913194652,2572,283.53775,+130,+655,-1467,+1479,-3591,+5256,+5487,-6703,-7774,+8191,
-0.025424127,-36054.282130808286,-1691.9217967514403,-3474,141.8113,-697,-819,+2031,+2117,-2506,-2865,-3271,+4818,-5555,-5660,
-0.030511266,22035.597845445533,1346.805036745643,3133,262.63205,+863,-2066,+2453,+3492,+3772,-5954,+6060,-6228,+7692,-7695,
-0.00015125934,-326.31895685696657,-177.7012462704613,-1126,215.73474,-437,+1563,-1979,-2938,+3433,-4070,-4717,-5357,+7151,+8278,
-0.002505099,-6435.386705983884,-411.65308876966935,-890,256.8915,-80,+432,-907,+1287,-2049,+3359,+5804,-6077,-8094,-8389,
-0.007080859,2806.8953130955565,270.89990366959375,67,227.62822,+586,+1992,-2221,+2802,+3260,-3960,-5507,-6131,+7024,-7596,
-0.0253738,12809.609703981932,1025.5287374000195,1902,240.47255,+303,+332,+643,+1963,-2123,+4335,-5063,-5836,-6910,-8128,
-0.0077183177,-23557.866570711747,-1357.944955738882,-3669,305.22025,-743,-941,-1892,+2501,+3022,-3340,-3907,-4427,-6101,+7275,
-0.0012593044,-3595.193943364288,-516.3158982088624,-1135,285.49048,-755,+1846,-2584,-4767,-5610,+5865,+5942,+5979,-7067,-8033,
-0.0015298063,-1294.071022380776,55.72550084970735,658,216.73085,+86,-261,+631,-1015,-1468,+2147,+2813,-3392,+6507,-8006,
-0.014824202,-25370.142546934137,-944.717830433122,-1887,171.14001,+100,+605,-821,-1236,-2320,-2681,-4558,+4576,-4766,+7132,
-0.010436512,-26175.631313775837,-1720.8560408972874,-4203,250.80823,-53,-302,+969,-2515,+2599,-2793,-3102,-3333,-4739,-7844,
-0.015862448,-41235.45010885898,-2183.5487009438702,-5310,259.9564,-874,-1371,+1490,-2900,-3215,-3883,+3970,-5080,-6368,-8030,
-0.018758096,14089.622209552017,737.2594645307464,2000,233.84862,+423,+1980,-2239,+2494,-3239,+3300,+3413,-3820,+4710,-7214,
-4.268605E-05,-87.32032608238738,-427.2005494703358,-1025,204.56409,-161,-328,-702,+796,+1103,-3294,+3409,-5727,+6076,-7791,
-0.017575387,3546.828214389323,675.1170746232061,1272,228.54796,-1844,+5068,+5167,+5192,+5371,-5634,-6036,+6182,-6234,-8180,
-0.005210784,-13935.165432244303,-664.7862467902363,-896,267.42935,-946,-3698,-4668,+4963,-5861,-6497,+6707,+6832,-7621,+7989,
-0.043973606,48048.38945762855,2177.757558298754,6000,294.65964,-836,-1161,+1797,+4374,+4696,+5923,+5960,+6329,+7656,+8238,
-0.019021219,18017.128037482067,632.2023011309551,2194,197.75203,+1209,+1520,+3088,+3693,+4494,-4523,-4624,+5616,-6041,-7065,
-0.008682219,-25296.71278882381,-1450.9540891556608,-4573,291.36227,+764,-1839,+2347,-2708,-4468,-4961,-5345,-5697,-7231,-7804,
-0.006533788,-19328.42924499553,-1849.3986722109364,-4486,295.82272,-308,+1609,-2266,-2734,-3605,-4354,-5584,-6959,-7641,+8238,
-0.02782545,9207.078019556518,1001.1838208621872,2169,214.07936,+338,+1660,+2178,+2284,-2310,-3016,-3837,-7017,+7177,+8173,
-0.0065560425,7360.812160670594,229.07498723566573,266,207.89264,-517,-1947,+2004,+2007,-2043,+2543,+4121,-5310,-6040,+8170,
-0.003411773,-8447.688024636444,-485.197719145987,-383,247.60406,+1018,+1478,-1717,-5159,+6909,-6960,-7329,+7374,-7525,-8342,
-0.018720178,17516.098916941966,724.4426520223766,2184,230.24872,-2201,-2709,+4036,+4486,+5051,-5305,+5970,+6381,-6605,-7992,
-0.072779395,42940.961096900435,2754.7801936410647,6129,225.20692,+262,+399,+426,+1065,-2216,+2610,+4790,-6289,+6865,+8039,
-0.044885494,32626.75503928607,1713.4321925068764,4109,227.12457,-215,+805,+1650,+1754,-2311,+3522,-3586,+4749,+5850,+8123,
0.0007160699,2187.3338240544335,-247.96556567063095,-327,305.4637,-460,+1262,+2349,-3330,-3370,+4471,-5137,-6964,-7755,+8182,
-0.0009811196,-2069.506113075741,-318.72183657873677,-1404,210.9331,-1476,+1789,-2171,-2698,-4563,-4733,+5425,-6939,+7069,+7127,
-0.03462684,19054.7989351097,1413.562717666129,2774,242.88765,+397,+963,+1524,-1721,+1876,+3864,-4320,-4696,+5892,-8391,
-0.025727969,14528.391086621905,839.97155428679,2253,194.25055,-1105,+1348,+2283,+3533,+4591,-5464,+6259,-6388,-6693,+7187,
-0.0028856264,-7555.173098715947,-550.6138865836061,-2735,261.82092,+2558,-2901,+4060,-4227,-5322,-6544,-7285,-7386,-7394,+8302,
-0.0028352027,-8453.079534459055,-278.5971062848568,-761,298.14725,+275,-1054,+1845,-4999,-5031,-5999,+6058,-6479,+7365,-7800,
-0.006844196,-10871.800157894984,-454.03637109270323,-1433,158.847,+151,+833,+1350,-2291,-2932,-3417,+3533,-4398,-4658,-5814,
-0.0030737794,-6364.688839747559,-313.08014273687894,-902,207.06395,+1660,-2840,-3626,+4349,-4829,-5755,+5832,-5900,+6381,-7410,
-0.0023908138,6876.348486555128,149.02926456969055,1545,370.87625,-2004,-2007,-2868,+3511,+5368,+5639,-7992,+8256,+8268,-8345,
-0.0039895256,-6638.397334509952,185.3433860775536,249,276.41336,+259,-601,+1742,-3620,-3905,-4077,+4254,-4783,+6340,-7921,
-0.025845142,-56297.21670898773,-3385.6134020206478,-7333,217.82513,-528,-1582,-2131,-2331,-3660,-4397,+4491,-6038,-6650,-8390,
-0.0015514661,-4521.139034176592,-934.4375554657644,-1418,291.41077,-171,+548,-1968,-2459,-3219,+3996,+4381,+4489,-7712,-7858,
-0.013503575,6046.53000823465,572.3045976398007,2000,252.16321,+1273,+1884,-2648,-4088,-5001,-5778,+5990,+6329,+6477,+7202,
-0.0020076365,-6821.044699794507,-214.02129413453858,-181,339.75497,-422,+924,-1502,-3869,+5371,-7454,-7641,+7764,-7924,+7929,
-0.03322017,23403.896414285555,1908.4063463236478,4986,341.80014,+282,+1178,+4610,-4696,+6214,+7425,-7673,+8113,-8209,+8303,
-0.041970983,16436.384307350327,1869.5722466236857,4335,265.03076,+856,-1035,+1776,+1794,+2636,+3217,-3690,+4028,-7373,+7854,
-0.039586674,36031.0636549393,2085.691407270054,6000,313.47595,+465,+2474,+3571,+4986,+6208,+6357,+6478,-7443,-7682,+7884,
-0.010117302,514.0757404242227,396.8389188888125,579,233.37415,-389,+402,-990,+1340,-2971,+3891,+6122,-6708,+7024,-7339,
-0.009070818,-32613.874838707226,-1714.7055270868866,-4000,359.5472,-550,-1505,-2109,-2735,+4237,-4599,-6343,+7236,-7825,+8145,
-0.003016704,-9512.578649749556,-333.6832020843794,0,315.3302,-2505,+3123,-4238,-4831,-5867,-5949,+6730,+7836,+7977,+8172,
-0.008299103,-5997.977855742072,258.4182919434493,183,185.26582,-230,+719,+777,-1126,+1147,+3206,-5364,+5402,-5735,-6035,
-0.0038794598,1915.757008059523,185.44440348241287,152,284.41052,-386,+645,-1539,+2225,-3732,+6340,+7087,-7556,-8102,-8350,
-0.047394395,37379.76866086531,1958.2642574147974,4069,245.83716,+1073,-3904,+4596,+4707,-5594,-6176,+6501,+6673,+6973,+7178,
-0.03468974,32453.950607908228,1613.7814305711674,3990,276.78775,+942,+3459,+3821,-4808,+6696,+6720,-6916,+7004,-7795,-8281,
-0.049401525,30750.849217958585,2023.7883826134455,4782,243.74062,+360,+2013,-2952,+3520,+4939,+6084,+6201,-6827,-6927,+7439,
-0.02030996,20886.8092374824,1269.6802545922344,4089,371.95337,-1083,+2383,+2739,-3956,+4443,-4613,+6439,+7497,+7623,+7923,
-0.012720668,4307.297226072049,553.2780128460175,2268,258.78357,-872,+2126,+2132,-2609,+3292,+3744,-4373,+5621,+8053,-8240,
-0.0043568695,-8501.750973802638,-230.44321320215707,-1214,195.1344,-249,-388,+552,+597,+1564,-3154,-4999,+5399,-5707,-5818,
-0.0021806413,1889.3235712795688,97.66612995949968,559,266.47897,-1356,-2473,+2585,+2682,-4272,-5541,+5888,+6142,-7234,-7948,
-0.020327961,17672.33303655859,846.756146980577,2804,247.8379,-825,+1138,-2645,+2807,-3046,-3068,+4315,+5748,+6188,+7646,
-0.037760038,23898.039019897948,1390.3598599524298,4228,219.07762,-463,+695,+2525,+2881,+2909,+5841,+6174,-6274,+6705,-7309,
-0.010555178,-27017.180215783796,-1989.227126447882,-5526,255.96136,-291,-1806,-2028,-2134,-3765,-4345,-4421,+5157,+6688,-7885,
-0.03093732,13212.232132741181,1212.7362278547093,4000,233.23132,+819,+1269,-1348,+3014,+4510,+4571,+5789,-5941,-5980,+7893,
-0.009502773,-26750.924717095564,-1792.8469594180076,-4222,281.5065,-506,-1376,+2639,-3233,-4315,-4842,-5194,-7190,-7484,+8065,
-0.030159194,38383.97998316223,1716.06342079802,4000,338.54532,-845,+1402,+2180,+2465,+3950,+4709,+4796,+5618,-7803,-8029,
-0.019441167,4266.064102745392,871.1333719010146,2000,266.6033,+52,+335,+1031,-3357,-4842,+5364,-5437,+6490,-7316,+7553,
-0.007595206,-12734.884225670874,-115.31154362138717,-1118,167.67003,-386,+758,+2177,+3837,-4047,-4125,+4621,-6149,-6386,-6390,
-0.03980161,39460.907426777,2371.474999487014,6000,354.504,+1186,+1243,+1675,+3044,+4399,+4547,-4577,+7315,+7499,-8397,
-0.0012021706,-2979.1581021566903,-127.35986023708313,0,247.81493,+171,-1145,+1627,+2329,+2588,-3323,+3833,-7032,-7046,-8164,
-0.040990524,40558.137782110105,2377.223857079334,6000,345.05618,-288,+572,+3900,+4506,+5998,+6302,+6753,-7313,+7416,+8368,
-0.0070690867,-2474.0411180023048,281.02184830283113,845,236.5266,+315,+747,-989,-1070,-1423,+2919,-3655,+6001,+7904,-8039,
-0.025886398,19535.623150842566,1092.516399450147,2548,251.1074,+215,+236,+296,-789,-1943,-2294,+3763,+6661,+7625,-7776,
-0.011846946,14739.145498407406,622.8721796434047,1172,312.8209,-1309,-1460,+2211,+3319,+3580,-5416,+5872,+6971,-7272,-7825,
-0.01795883,2.853141134586508,696.7330251870115,1405,230.82964,+398,-703,+905,+1499,-4507,-6207,-6227,+7011,+7028,-7443,
-0.027137488,18113.5467804592,1212.5172843148764,3135,265.84073,+1378,-1597,+3517,-3551,-5317,-5514,+5964,+6715,+7145,+8132,
-0.035443887,11639.168852772338,1851.6918299634274,4164,310.83545,+93,+632,+3608,-3789,-3987,+5144,+6659,-6728,+7201,+7722,
0.00026303797,924.6078519179356,-14.947171458938376,-276,338.0989,-337,+1644,-1680,+1781,+2215,-4152,-5936,+5991,-7226,-7925,
-0.023815034,21856.959470967977,1212.269144448141,2649,302.86636,+333,+1388,+2154,-3502,+3721,+4492,-5213,-6052,-7947,+8299,
-0.078543946,44317.04954356246,2843.0356091110525,6300,215.36383,+1109,+1614,+1652,+1884,+2600,+3223,+3276,-6133,-6239,+6653,
-0.005575903,-11664.298105543548,-630.8360817859253,-1363,209.19118,-71,+714,+1112,-1210,+1738,-2111,-4171,-4285,+5353,-5665,
-0.010601353,10017.781886416113,507.36725369236837,718,284.7504,+3301,-5325,+5996,+6325,-6374,-6487,+6529,-6831,+7528,-7689,
-0.0018844686,-6165.5745438484055,-860.3913124769111,-1941,327.17844,-128,+287,-571,-2533,+4649,+5113,-5345,+7718,-7858,-7931,
-0.012034046,22199.98402695125,699.2214819776539,2417,345.70547,-3390,+3474,+4469,+6112,+6415,+6454,-7426,-7875,+8055,-8197,
-0.016361423,14416.5853081419,925.4622520328948,2640,336.54324,-1768,+2294,+2937,+3559,-3562,+4219,+6160,-6190,+7266,-7399,
-0.03924592,29914.18973400639,1612.6876080140673,4403,244.48878,+1635,-1688,-2789,+2934,+3161,+4035,+4203,+5384,+5858,-8193,
-0.0029209957,-3155.4055360297357,114.95741738714243,256,234.15816,+414,+856,-1607,-1925,+2605,-3713,+4311,+5895,-6725,-7644,
-0.04067346,32539.096929241794,2084.3121162949037,6260,304.89816,+665,-1550,+1667,+3353,-5757,+6428,+6706,+7620,+8249,+8394,
-0.006927784,-21090.043049949134,-1504.4791990316985,-4849,304.42697,-320,-4420,-4489,-4786,-5004,-5405,+6695,-7621,+7701,-8032,
-0.01624781,-41406.6726211252,-2307.5376617724064,-6000,254.8446,-295,+368,+1868,-3555,-4019,-4714,-4781,-6491,-7049,-8057,
-0.026895734,19979.156239389118,1421.8109824881021,4514,314.5297,+849,+3144,-3361,+4938,+5273,-5465,-7062,+7113,+7586,+8236,
-0.03144256,21580.18874374678,1280.0167248533976,2590,242.21495,+21,+948,-1603,+2040,+2483,-3975,+5039,-5191,+6629,-7361,
-0.0034921453,-12446.573467607415,-515.9857382245049,-2026,356.41623,+1318,-1484,+2242,+2686,-3417,-3534,-3614,-4426,-7703,-8253,
-0.025773492,8801.148447415671,763.6208839365138,2000,176.2819,-587,+969,+1044,-1171,+1372,-1427,+1862,+4065,+4715,-6061,
-0.03883061,34312.77217364699,1837.9577918852667,4312,281.62064,+739,+1537,+1857,+2741,-4400,-5266,+6772,+6896,-7987,+8376,
-0.007879858,1971.9612974314607,420.36529174685296,1139,317.40344,-138,+1119,-2102,+3954,-4051,+7107,-7152,+7199,-7244,+7566,
-0.017314976,19089.98778733353,1015.1781065921789,2610,348.8378,+1069,-4143,+4427,-4623,-6198,+6203,-7083,+7314,+7801,-8346,
-0.008839312,-1835.8144498690347,288.9464228065971,557,194.49214,+23,-264,-385,+433,+1378,+2488,+3177,-5080,-5935,-6040,
-0.0064141722,7152.082046259244,377.89787857997453,1272,350.53958,-137,-759,+871,+1148,-2372,+2794,-3927,+4655,+7298,-7705,
-0.0001477269,-362.66386187892,-287.82310852924974,-726,245.49617,+306,+674,-2160,+2177,-2273,-3142,-4597,+5556,-5755,-7408,
-0.02625424,10129.943666213554,643.3302539945363,2697,145.79335,-828,-1630,+1671,-2090,+3494,-3768,+4500,+4622,+6147,+6768,
-0.054751705,42376.4215816217,1930.677072773487,4314,209.80469,+17,-734,+1258,+2576,-3147,+3280,-3752,+6061,+6980,+7131,
-2.8649207E-05,-85.3622948815019,-245.68860506538226,115,297.95694,+35,-215,-1442,-1774,+3313,+4420,+5445,-5628,+7345,-7815,
-0.0038845672,-15803.980462309673,-424.17944006860995,-1343,406.8402,-1963,+2562,-2671,-2704,-5814,-6108,+6941,-7635,+7637,+8027,
-0.0061335266,-13105.479877586884,-655.4100876208868,-1477,213.66957,+432,-530,-1318,+3206,-3617,+4297,-4447,-6187,+6620,-8007,
-0.0077905594,2567.9190616635933,254.26229022829094,817,194.18536,+656,-2053,+2759,+4260,-4371,+4552,+4845,-6373,-6759,-6957,
-0.020934466,18233.249563842473,864.9716109840978,2930,245.8347,-3055,+3374,+3452,-4405,-4425,+4438,+5822,+6499,+7389,-7729,
-0.014666327,3066.7722192902474,837.4546235580842,2242,339.7372,+583,-3725,-3985,+4022,-4549,+4609,+5899,+7261,+7554,-7922,
-0.001717368,-4830.168262119197,-277.1852251727607,-312,281.25412,-124,-1693,+1849,-3085,-4023,+4768,-6057,+6736,-7370,+7453,
-0.0064819,-2546.964763598756,247.85966980663102,1623,227.51326,+149,-508,+1782,-2504,-3048,+3245,-4874,-5513,+5556,+7492,
-0.0017557971,-3438.9133451790717,10.987260902699372,639,195.86052,-21,+1170,+1509,-1764,-2407,-3677,+3855,+4664,+5005,-5436,
-0.0042090197,-13801.87569083879,-1161.0438687630588,-3606,327.9119,+348,-857,-2711,-2930,-3972,-4434,-6465,+6815,-7467,-7933,
-0.013096374,-39284.21246962778,-2262.034085758597,-5325,299.9625,-17,+75,-290,-2173,-2409,-5048,-6841,-8093,-8109,+8198,
-0.00945933,-24696.704879665802,-1227.4758867643236,-2674,261.08304,+940,+2242,-2448,-4001,-4018,-4460,-4550,+4708,-7500,-7722,
-0.006196645,-13212.29343452646,-583.1018555612302,-1479,213.21687,-2475,+3003,-4121,-4697,-5840,+6086,-6199,-6387,+6607,+7995,
-0.009085525,-22392.89546911615,-1064.693243014723,-2797,246.46782,-363,-1077,+1747,-2831,-2952,-4645,+5448,-5654,-7505,+7511,
-0.029506873,20004.66320278156,1569.1287713103225,4991,316.40155,-384,+2463,-2732,+3603,+3915,+5739,+6542,+7198,+8352,-8403,
-0.0008659592,-1535.105052624744,-39.716291753566296,18,177.27222,+1808,-1986,-2252,+2267,+2640,-3426,+5090,+5802,-5910,-6661,
-0.0022343963,-6724.930346314042,47.46869805214174,0,300.97305,-924,-1064,-1330,+1866,+2266,-2855,+3173,+6032,+7242,-7283,
-0.026614908,35426.83921247048,1193.886307560077,3373,266.89548,-2801,-3003,+3638,+4989,-5699,-5701,+7437,+7693,+8053,+8282,
-0.050492376,26067.615407704357,2234.9167413798227,6037,263.35327,+13,+314,+1708,+1857,-4078,+4079,+4783,-5876,+7428,+7527,
-0.02194579,17203.195751327163,946.125362032519,2991,256.50784,-465,+2393,+3711,+5358,-5865,-6005,+6600,+6932,+7895,-8372,
-0.0057099136,8871.852236172552,298.1108149318288,481,310.6357,+2368,+2795,+2850,+3369,-5549,-6486,-6870,+7263,-7403,-7901,
-0.02190876,17776.194054543306,895.4568950604246,1310,243.18126,+1125,+1963,+2239,-3204,-3250,+4827,-5373,+6020,-7503,-7824,
-0.008661455,-25226.678231614565,-1369.208581499535,-3389,291.25223,-156,-461,-751,-1095,-2695,+2866,-4524,+7528,-8249,-8363,
-0.004828076,-15391.664356029783,-1073.8566269541748,-2000,318.795,+326,-1186,-1227,-1570,+2393,+4911,+5434,-6242,-6732,-7204,
-0.012202376,7236.1232692551175,646.2227597872507,1399,315.0947,-24,+3375,+3394,+4230,-4320,-5156,-5643,+6408,-7347,+7578,
-0.0065179076,-16829.13254014256,-1200.6255701086568,-3659,258.1984,-391,-2098,+3627,+4075,-4276,-5088,+6329,-7118,-7334,-8422,
-0.0028287137,-7560.5855012616685,-354.0658307139728,-268,267.28,-619,-1678,+2348,+2829,-5035,-5486,+5798,-6309,+7567,-8110,
-0.00066274474,-498.7530000767827,26.57458385017714,-467,238.57414,+1244,-1318,+1884,-1975,-4500,+4833,-5113,+5520,-5812,-8224,
-0.004328904,3034.7521949977236,113.93407594533028,141,156.59535,-84,-447,+637,-4041,+4893,+5447,+5850,-6133,-6380,+6899,
