score,deltaLkRoad,deltaDjRoad,deltaTotalJobsCreated,LBar,gameState0,gameState1,gameState2,gameState3,gameState4,gameState5,gameState6,gameState7,gameState8,gameState9
-0.022138264,16645.20896292657,1156.1135892047814,2581,310.71353,+330,+2141,-2867,-4496,+5828,-6587,-6834,+6880,+7479,+7633,
-0.0016304097,-4057.5586058689714,30.41753036053855,812,248.86742,+638,-751,+2275,-2364,+3668,+5090,-5662,+6842,-7907,-8267,
-0.020570815,10469.404351087001,1034.8269649705949,2078,299.30875,+398,+1799,-2667,+4092,+4200,-4201,-5028,-5377,+6477,+8003,
-0.036104593,22180.203586251522,1419.2871303843594,2711,233.88965,-1050,+1689,+1826,-3552,-3621,+4138,+4299,-5336,+6301,+6365,
-0.04912481,31133.88105059177,1707.0416093869928,4452,206.75041,+435,+466,-947,+3034,+3255,+4753,-4755,+7026,+7101,-7463,
-0.012552607,-1818.1545508374245,497.84670025903597,835,235.97441,+614,-1211,-1743,+1807,+2129,-2480,+2612,-2789,+6736,-8066,
-0.004658779,-5135.866903757931,146.296284779581,781,186.83765,+537,-2708,+3277,+4031,-4037,+6099,-6217,-6458,-7157,+7167,
-0.043003786,18141.4551434611,1374.7184723048717,4000,190.19989,+900,-2041,+2887,+3736,+3970,+4083,-5065,+6407,+6770,-6787,
-0.0024022746,-6000.551806249428,-1028.3035943436123,-3348,249.78624,+941,-2008,-3220,-3526,-3576,-3585,+4078,-6349,-7007,-7201,
-0.0039095646,4500.855002083565,185.77152645681815,0,282.71832,+1813,-2058,-2269,-2444,-2773,+3086,-3592,+4188,+8304,+8371,
-0.008253919,10695.859371005174,401.4141274588607,613,289.3581,+323,+329,-408,-718,+3795,+6972,+7008,-7178,-7720,-8159,
-0.034144927,31843.00586528871,1637.813678993481,4506,285.3918,-2860,+3234,+5153,+5263,+6099,+6158,+6160,-7165,+8127,-8184,
-0.0070551536,7166.863750490408,295.5015407002395,222,249.20483,+228,-618,+884,-3177,-3634,+4157,-5445,-5466,+6216,+7570,
-0.05103369,43705.38389122219,2437.2496465981617,6000,284.14908,-880,+966,+1293,+3361,+3675,+3939,+5015,-6878,+6917,+7815,
-0.00546559,-12619.745360268416,-447.61441212014813,-930,230.89445,-223,+1218,+3198,-3329,-4089,-5438,-5853,+5926,+6651,-8263,
-0.0259537,21546.918105883564,1174.2559351599848,2383,269.1948,-1188,+2088,-2811,-3023,+3214,+3399,+3688,-4492,+6836,+7643,
-0.07618016,56007.81409862395,2851.7453106879516,6000,222.72658,+616,+2485,-2739,+4378,+5129,+5276,+5885,+6199,-6779,+7541,
-0.024202634,24676.58807002585,1080.2275990225132,2389,265.55582,+370,-829,-1714,-2247,+3113,+4997,+5638,-6822,+6941,+7734,
-0.011180411,-10460.268121596075,-259.48729968821004,-1398,93.55889,+275,+610,-660,-2086,-3614,-4575,-4825,+4829,+5689,-6188,
-0.028737513,19576.09388008555,1082.4416719312019,2363,224.1086,+576,-2111,+2376,+5001,+5537,+5688,-6034,-6503,-6670,+8109,
-0.033672135,20159.164321006305,1399.1448510182427,2432,247.22661,-1377,+1602,+2653,+3185,+4278,-4709,+5527,-5565,+7053,-8344,
-0.00083003234,-2312.177344668972,-310.48681478049434,-1789,278.56473,-1149,-1982,-2204,+3364,+3800,-3926,-4519,-6173,+6484,+7910,
-0.01855263,10892.702446141031,656.0546061014205,1534,210.39612,-12,+453,+907,+1135,+2197,-2212,-3068,-3805,+4881,-7989,
-0.0012819758,-2583.326861634046,-95.31981457518866,-1640,201.51137,-1137,+2502,-2884,-2972,-3261,+3701,-4180,+4820,-5001,+6395,
-0.016551565,14749.392622179548,774.3205596513529,2098,278.34595,+1477,+1625,+2177,+3020,-3445,-4466,+6214,-7560,-7736,-7800,
-0.0054804473,9843.58528002104,195.86274244206425,705,212.63708,-117,+123,+1984,+2671,+4725,-5552,-5918,+6623,-7013,-7827,
-0.047554467,24542.30905261936,2213.306687705637,6000,276.91946,+1355,-2640,+3221,-3801,+4935,+5405,+6148,+6718,+6772,+7286,
-0.0027104206,-7622.52396957655,-769.8882555257488,-1003,281.2303,-252,+860,-1442,+1623,-3085,+5443,-6560,-6969,-7362,+7667,
-0.01167219,-21189.14167674959,-1629.4841149056947,-3216,181.53528,-411,-783,-1015,-2195,+2832,+3355,+4685,-4698,-6583,-6671,
-0.011644013,-33812.789419343695,-2009.6496019951185,-4577,290.38776,-92,-2154,-2385,+3582,-4464,-5093,-6109,-6943,-7515,+7543,
0.00041393904,1191.4656837039438,-383.6945707704615,-546,287.83603,-1809,-3112,-3856,+4736,-5233,+5389,+6442,-6838,+7695,-7878,
-0.05098791,29710.451864641174,1432.3555878081502,4305,167.14247,-2562,-3315,+4472,+4523,+4741,+5568,-6379,+6501,+7018,+7112,
0.00046092292,1380.9220898807591,-226.01760524390752,154,299.59933,-135,+1264,+3210,-4085,-5592,-5756,+6911,-6974,+7455,+8284,
-0.0040811985,-6851.19044503904,-518.429440372488,-1132,167.87202,+860,-930,-3039,-3594,+3613,+3914,-4484,+4826,-4862,-6935,
-0.028303707,33387.464855086735,1354.3543837129287,4351,284.7031,-1039,+3706,+4053,+4949,+5438,-6334,-6772,+7275,+7730,+8000,
-0.04874807,30810.587451475803,1927.7274085044212,4944,235.28346,+542,+1147,-1150,+2122,+2421,+4601,-5179,+7150,-7381,+8300,
0.0007934356,8315.748090128734,-37.52993167345475,444,281.42926,-877,+3335,+3810,-4071,-4613,+4839,-6157,-7086,+7847,+8231,
-0.0022031048,-5989.178924355503,-291.9573062775989,-848,271.8517,+571,-707,+911,-943,-2019,-4874,+5644,-6928,+7681,-7857,
-0.0039337752,-6187.491680753046,-493.99691279952515,-909,157.29143,-317,-1983,-3173,+3201,-3332,+4447,-4515,+4881,-5244,+6415,
-0.006255828,2897.6671917715144,239.71235533256757,1067,227.98634,-1523,+1720,-1790,+1843,-1933,-2462,+6026,+7933,+8080,-8317,
-0.021927772,18932.369373216185,1115.1715960396277,2695,302.5871,+1508,+2506,+2653,-3177,-3465,-6205,+6300,-7456,+8073,+8270,
-0.0021722093,2562.496112569981,85.82620163356644,-69,235.08311,-99,-133,-619,+2701,+3783,+4030,-4341,-4516,+6861,-7971,
-0.027489327,20533.07668187047,1429.8627611491981,4506,309.48062,+897,+1826,-2138,-3350,+4433,+5297,+5840,-6884,+7284,+7620,
-0.012860956,15767.387710531433,638.8584389291829,2077,295.5525,-1778,-1791,+2465,-2940,+3565,+5467,-6135,+7165,+7393,+8182,
-0.03982706,25600.64705946893,1891.824314278353,4722,282.62186,+109,-483,+1391,+2555,+3006,+4288,-6556,+7109,-7525,+7913,
-0.014248972,-30854.069344228865,-2448.161618427863,-5624,216.53542,-1002,-1511,-1621,+1639,-3508,-4151,+4439,-5320,-7175,-7180,
-0.04313567,27570.960237409065,1791.825790616601,4000,247.15105,+650,+874,-2560,+2856,+3060,+3807,-5001,+5301,-5506,+8003,
-0.0103823505,-25141.201281664333,-950.4926667355486,-3089,242.15326,+1990,-2348,-5004,-5355,-5528,-5760,-6205,+6777,+7483,-7903,
-0.004123174,-10405.182655799537,-920.7397562047487,-1711,252.35857,-326,-1839,-2727,-3721,+4030,+4514,-6227,-6285,+7174,-7868,
-0.0267431,23880.29391675506,1370.4949698319133,2911,304.90805,+141,+1681,+2074,-4250,+4464,-4825,+6422,+8268,-8344,-8381,
-0.0127641,-31458.907236880306,-1922.2417457070849,-5229,246.46397,+2158,+2463,-2525,-3040,-3996,-4041,-4529,-4822,-7424,-7517,
-0.0049578142,-12434.179977457548,-1216.246911298579,-2635,250.79962,-134,-397,-1016,-1418,-2733,+2858,+3234,+5069,-7468,-7724,
-0.011235794,-23080.427380451634,-1451.6716963961264,-4175,205.41875,-179,+485,-1782,+2421,-2571,-3021,-4007,-5278,-5585,-5831,
-0.0056492044,5326.147101301377,273.88129265920617,417,288.45514,+1405,+1508,-2440,-3680,+4133,+4766,+5096,-5523,-7297,-7811,
-0.0030250652,-7927.697073426806,-700.169503626501,-1334,262.067,+852,-1230,-1352,-1870,-2303,-3041,+3647,-3827,+4429,+8423,
-0.0037439708,-8894.528470784388,-882.7899261537679,-1787,237.56938,+1257,-1575,+2039,+3235,-4641,+4838,-4852,-5410,-5647,-8210,
-0.02389773,13019.003623688575,1148.9293357207966,2292,286.0486,+172,+1992,-3735,+5281,-6588,+6646,-7379,-7881,+7988,+8346,
-0.0019849655,-5517.079834813305,-432.5061995030786,-1120,277.94336,+498,+936,-1451,-1568,-1642,+3408,-4743,-6403,+7361,-7914,
-0.05410972,32637.103452892523,2223.2775633777883,4642,244.46777,+112,+257,+1640,-1787,+2653,+2666,+2789,+4188,-6708,-8371,
-0.026750168,6770.170802832785,892.325668201159,2499,198.47237,-1041,-1653,+2393,+2444,+2875,+3191,-3716,+5201,-5617,+8365,
-0.027516019,19558.956828210412,1026.236861292372,2483,221.90404,-415,+689,+1432,+1595,+1678,+2869,-3469,-3961,+4004,-7680,
-0.008521713,10184.128308524565,428.1878902024212,607,298.95834,-8,+455,+1542,-1780,+1883,+3859,-3938,+5929,-6094,-7445,
-0.049719226,36652.59964274782,2096.7081978767897,5341,250.90935,+1637,+1711,+2619,+3213,-3482,+4687,+6164,-6349,+6498,-7562,
-0.018661601,14576.070155949243,821.4684608243438,1911,261.90582,+110,+691,+2236,-3496,+5518,-5704,+5998,-7890,-8126,-8356,
-0.0035786044,-13333.653455649866,-904.9527069526706,-2732,372.59366,+98,-1094,-2271,-3180,-4587,+4745,+4950,-5114,-7259,-7633,
-0.006234322,-13.482228327573388,232.92755223711822,752,222.29762,+756,-1385,+1759,+2034,+2356,-3765,-5140,-5643,+8208,-8215,
-0.050780036,45161.33603086986,2338.3700591324737,4961,273.98288,-222,+1740,+2086,+2446,+4340,+4467,+4697,-5392,+7709,-8318,
-0.037096296,21675.458678295872,1224.8092513644326,2752,196.44505,+1211,+1699,-3419,-3936,+4656,+4958,-5728,+5983,-6251,+6754,
-0.001855403,-5778.022837078541,-40.26035667982543,457,311.41608,-31,-4609,-4759,-5402,+5802,-5856,+5932,+7875,+8346,+8377,
-0.019229447,-39613.46752165462,-2111.546550905183,-4619,206.0042,-3215,-3289,-4658,-4780,-5230,+5314,-5519,+6291,-6448,-8318,
-0.021948209,17996.340217004272,861.8451623843142,2292,233.63255,-735,+2478,+3714,+4232,-4723,+4728,-4834,+6258,+6516,-7790,
-0.016698223,9608.542003397059,927.0293221156957,2000,330.31357,+442,-986,+1830,+3927,-4434,+5387,-5949,+6400,+6975,-7768,
-0.037912544,21381.27264467625,1894.3013794542078,4734,297.2825,-414,+720,+1201,+1817,-2094,+2725,+4664,+6267,+7535,-8368,
-0.053115357,50359.743031522776,3255.930668192665,8000,364.71887,+129,+569,+588,+3151,-4918,+7573,+7730,+7979,+8163,+8239,
-0.03684545,21977.14213259645,1799.87792292862,4603,290.64468,+224,-529,+1831,+2142,+2931,-3454,+5305,+6650,-7267,+7725,
-0.11041396,47334.30676172194,3085.5762424557456,8056,166.27061,+254,+1782,+2002,+2904,+3523,-3687,+4751,+4788,+4903,+5982,
-0.06660379,49163.73462759637,2538.654844134783,6000,226.78166,+1622,+1848,-2064,-4505,+4698,+4819,+5537,+6148,+6272,+7444,
-0.002911309,-5630.733385474515,119.55413864363759,187,244.33153,+2229,+2521,-5139,+5727,-7181,-7430,-7707,+7838,-8053,-8434,
-0.009242195,-21085.2517032374,-1080.820586291666,-1963,228.14119,-1431,-1869,-2370,+2870,-2918,+3376,+3815,-3887,-6456,+7322,
-0.008086782,-18443.29388468284,-762.5362096397688,-1470,228.06714,+332,+379,-519,-1389,-2442,+4103,-4460,-4827,-5568,+8064,
-0.017523266,15397.784995397435,945.542258712164,2211,321.04733,+281,-1119,-3455,+3522,-3690,+5757,+6548,-7237,+7498,+7697,
-0.014486038,7886.4973170524445,801.8454041983438,2405,329.33978,+1130,-1151,+2730,+3286,+4106,+5499,-5813,-6459,-7631,+8189,
-0.011521955,10809.242658630803,459.9031411988399,2473,237.48895,+312,-715,-2457,+2866,+4525,-4986,+6098,+6400,+6849,-8127,
-0.030937493,31125.532139211253,1528.1671441791395,4145,293.8928,-773,+1150,+1250,-2003,+3379,+4068,+6319,-6783,+7211,+7676,
-0.05214403,25175.846714311258,1994.6365163687447,4130,227.59483,+187,+194,+1542,+2310,-4312,-6490,+6772,+6911,+7040,-7195,
-0.0039768363,-8685.437733175808,-671.3865509642861,-1388,218.40068,-765,-1427,-2193,-3207,+3329,+4192,-5491,-5831,+6356,+8191,
-0.017274993,8656.577973987934,707.8312434786117,2000,243.78954,-387,-771,-825,+1399,+2122,-4047,+4848,+5694,+7684,+8337,
-0.00034213773,-534.8406525455362,-422.0409592811529,-1733,156.3232,-931,-1404,-2111,-2954,+3565,+4338,-4403,-5038,+5256,+6207,
-0.004944068,-15161.615357308121,-647.6158163340992,-2000,306.66278,-50,-1236,+1320,-1720,-3109,+4125,-4539,+6648,+7207,-7623,
0.0022936861,5860.864935645064,-241.2464776664364,-597,255.52165,+1501,-2912,+3378,-3575,-3679,+3777,-5394,-5720,-7805,+8259,
-0.060509365,39526.04862960954,2278.8402346855055,6000,224.07556,+1951,+3061,+3152,+3818,+4920,+5931,+6508,+7011,-7064,-7797,
-0.06841464,59494.707377586965,3287.150067328964,8000,285.87332,+495,+2210,+2557,+3719,+4283,-4436,+4456,+6149,+7722,+8289,
-0.0054031946,-12488.878741453722,-804.3720372043343,-1519,231.1388,-77,+721,+1660,+2070,-2341,-2727,+5964,-5996,-6266,-8320,
-0.070404954,48481.96469761304,3196.0778357189092,8000,270.0955,+562,+613,+1276,+1479,-2831,+5626,+6834,+7119,+7866,+8394,
-0.0006251774,-1530.625673601707,-367.8034535001184,-742,244.83061,-1876,-1977,+2434,-5497,+5542,-7572,+7763,-7802,-7831,+8096,
-0.06583016,33320.99359074047,2289.2186395891713,6000,206.90242,+704,-1657,+2851,+3055,+3163,+3207,+5484,-5536,+6261,+6934,
-0.04942484,29088.979738063677,2218.334355085867,5045,267.04532,+886,+1065,-1493,+1533,+3161,+3270,-4169,-6527,+7180,+7727,
-0.0053855255,-13620.78604448471,-418.0244615302353,-1629,252.91472,+92,+750,-1597,+2578,-2805,+3361,-3531,-3660,-6190,-8162,
-0.020896763,4931.2027924201775,777.7064542343126,2048,221.43176,+453,-489,+1637,+2000,-2384,-2778,+3958,+5179,-5944,+7126,
-0.015586948,-25408.64966148965,-1431.3868688944165,-3117,163.01234,-343,-1545,-2115,+4379,+4531,-5006,-6242,-6507,+6753,-6900,
-0.010520535,-34613.65183364453,-2276.252816008602,-5440,329.0104,-1567,+2903,-3434,+3901,-4413,-5025,-6250,-6698,-7542,-7831,
-0.0031055803,-9793.74960864379,-830.4742166068119,-2929,315.35974,-2003,+2532,-2758,-2842,+5806,+6182,-6690,-7747,-7929,-8280,
-0.005162915,-16987.413621617186,-606.0094460509295,-2000,329.02756,+1783,-2232,+3154,-3750,+4145,-5089,-6861,-7118,+7726,-7917,
-0.032453526,20648.632148668366,1361.830560599397,2285,249.66887,+431,-1982,+2284,+2488,+2531,+2639,+2714,-3900,-5342,-7263,
-0.0053226026,-19317.601103988454,-1291.5758351158015,-2778,362.93527,-17,-520,+1276,-2376,-4369,+6548,-6662,-7404,-7635,-7913,
-0.009857674,-28700.933776146292,-1459.4695864556404,-3844,291.1532,-61,+3710,-4466,-5219,-5837,-5937,-6253,-6600,-7760,+8016,
-0.0105424095,2280.693049270073,424.3766900418732,470,239.50514,-20,+280,+475,+671,+1019,-2488,-3171,-3697,+4611,-8060,
-0.034844924,26182.788976305037,1776.3421943876967,4687,303.3125,-3,+131,+2793,-2870,+3672,+3734,+6861,+7228,-7498,+7641,
-0.023617469,16115.950753078334,756.4119597814846,2533,190.55847,-320,+2043,+2906,-3547,+3956,+4486,-4582,+4734,-5282,+7011,
-0.034917768,19051.860030146825,1560.2386206595133,3315,265.85678,+240,+2614,-2904,-3386,+4060,+5100,-5733,-6605,+7244,+7980,
-0.0037195387,-8357.022142546673,-618.803398367408,-1812,224.679,+674,-2354,-2966,-3705,+4467,-5645,+5705,+5807,-6427,-8342,
-0.0074677784,-6889.967281523427,189.27965388416212,-763,150.80498,+375,+797,+900,-2116,-2521,-4291,-4375,-4514,-4762,+5646,
-0.037277978,23376.682682957267,1646.6697839400467,4539,262.81937,+787,+1900,+3874,-4884,-4999,+5182,+5496,+5536,-6988,+7409,
-0.0049372036,19191.11306936789,275.9513114602919,634,332.54825,-397,-414,+1217,-2131,+2874,-4188,+6205,+7361,-7924,+8047,
-0.011538942,-28521.26034247895,-1171.3798931119263,-2616,247.17395,+94,-1613,-2487,-2531,+3303,-3620,-4052,-5809,+6829,-8011,
-0.0065523824,-19397.541746447,-992.7975170324734,-2535,296.038,+809,-2869,-3456,+3916,-6079,+6672,-6853,-6917,-7902,-8322,
-0.006629323,1018.3301839551833,366.8677237441392,553,329.26346,+210,-625,-1186,+5198,-6608,+6766,+7875,+8117,-8413,-8419,
-0.0006236101,4492.023007245829,21.973688059433652,412,209.64911,+1639,+2259,-3354,+3876,+5271,-5448,-6068,+6692,-7033,-7626,
-0.028379219,23131.779190780053,1169.4356065663148,2474,245.17662,+1193,-1874,-2692,+2980,+3072,+4790,-5396,+5965,-6546,+7142,
-0.0035908504,-9271.237847070866,-355.78122611671284,0,258.1906,-21,-2552,+2986,+3650,+4613,-4850,-5130,-5392,+6737,+7801,
-0.0040671616,-9483.282325728042,-155.32420002225965,-434,233.16707,+784,+1763,-2805,-3636,-4623,-5190,+5370,-5858,+7082,-7483,
-0.018002257,16709.129036373728,808.6136160831069,803,267.24973,+277,-1630,+3316,-4656,-4802,-6368,+6771,+7104,-7902,+8239,
-0.01941583,18096.04500184,808.099012683077,2000,247.63489,+221,-2449,+4769,-5137,+5249,+6700,-6919,+7088,+7147,-8427,
-0.00036117717,-855.8744684394942,-575.8853876918613,-1392,236.96803,-1901,-1951,-3001,+3027,-4136,+4426,+5844,+6675,-7178,-8323,
-0.0016496304,-5239.881460851794,-321.1060801929491,-1082,317.6397,-26,-107,-369,-410,+1357,-6721,+7428,+7499,+8100,-8180,
-0.0063724513,-20287.769190340958,-1012.4418626720725,-2981,318.3668,-104,+1030,-1542,+4631,-5047,+5665,-6104,-6536,-7302,-8246,
-0.01550262,8095.130970819602,666.7006473936037,1122,255.87566,+1832,-2518,+4074,+4573,-5580,-5709,+5929,-6884,-7146,+7248,
-0.06226683,43481.18117442968,3438.3977131686433,8542,328.5508,+95,+378,+1159,-2343,+5472,+5774,+5949,+6481,+8018,+8212,
-0.012140066,-27952.785122260055,-1518.1809120927921,-3346,230.25233,+196,-796,-4030,-4670,+5504,-5671,+5733,-6779,-6806,-7368,
-0.0066620708,-1368.4864275836037,240.16672413900605,272,214.48985,-1394,+1485,+1578,-1918,+2220,+2594,-3528,-3852,-6326,+7809,
-0.005877803,-14624.870499119883,-699.9936138268565,-1471,248.81523,+182,+935,-2322,-2469,-2648,-3861,+5273,+6198,-7868,-8151,
-0.0023276021,-2442.563835172628,25.20938070025835,620,104.93906,+367,-383,+631,+805,-911,-1528,-4764,+5049,-5283,+6689,
-0.0052931164,-13827.302952450616,-535.0413874621265,-1846,261.23178,-721,+1897,-2097,+2591,+4261,-5641,-6219,-6451,-6634,+7341,
-0.032564387,18774.29972994469,1370.9408400474235,2782,250.48344,+947,+1693,-1872,+1948,+3037,+4457,-4738,+5593,-5985,-7676,
-0.007278994,-1928.6448385403842,367.0778474568338,968,300.0475,-1100,+1589,+1756,-3048,-3958,-4956,+6265,+6270,-6282,+7934,
-0.05704637,22121.391768460413,1552.0916313793666,4084,161.87976,+56,-1008,+1028,+1045,+1965,-2168,+3326,+3567,-6321,+6499,
-0.015379789,16363.782431150188,559.1189422326361,1055,216.30025,+212,+1143,-1650,-3356,-4369,+5250,+6054,-7074,+7120,-7368,
-0.004348852,-8788.513772566332,-255.0807433802244,-835,202.08812,-543,+703,+1490,+1728,-2492,-4063,+4348,-4389,-5585,-6144,
-0.005744669,-16061.860274586677,-1221.0609741140004,-2477,279.59592,-647,-2672,+2877,+3308,-3426,-4062,-6665,+7485,-8353,-8389,
-0.008020532,8680.004093590667,416.61780863437934,1244,309.05643,-1018,-4523,-5317,+5927,+6282,-6393,-6834,+7337,+7906,+8344,
-0.004867109,4244.4336301279,209.37859037593654,598,255.95544,-176,-499,-1911,+2622,+2905,+4117,-4538,+5058,-5118,+8394,
-0.006814326,-14833.413215157942,-562.9980130042599,-1159,217.67982,-1694,-3763,-3822,-5329,+5769,+6335,-6415,-7001,+7005,+8111,
-0.0034009113,-7788.208474789785,124.98468393678306,904,229.00359,+943,-2256,+2708,+2912,-3057,+3213,-4455,+5486,-6388,-7459,
-0.023335265,16130.802391599645,1060.7268429628157,1586,270.45438,-684,-963,-1530,+3043,+3368,+3852,-5605,+7183,-8201,+8295,
-0.060548488,33986.36111674444,2393.0947595707034,6188,235.15802,+148,+1491,-1610,+2009,+2572,+3237,+3752,+3887,+7190,-7362,
-0.0021254492,-5638.993155413627,-770.9506016597851,-1082,265.30832,-333,-968,+1555,+2281,-4123,-4128,-4588,-5094,+5484,+8285,
-0.0019222073,-6524.253386061057,-1147.5058206161111,-2464,339.41467,-317,+2504,-3291,-4056,+4481,-5469,-7164,-7666,-7847,+8008,
-0.0024776147,-5921.075734241258,-564.6245137138783,-1893,238.98293,-1300,+2094,-2559,+3080,-3636,-4807,-5450,+5629,+6281,-7607,
-0.025099292,11041.198343830114,1011.9364133312871,2719,239.8805,+766,+3054,-3705,+3817,-4051,+4285,+4486,-5151,+5701,-7357,
-0.0061984723,-18202.05285060385,-1080.513043464084,-2000,293.65387,+1245,-1272,-1570,+2038,+3567,-4100,+4507,-6708,-8353,-8431,
-0.009824706,-20295.182710814843,-919.8089557981842,-2000,206.57292,-1565,-1890,+2027,-2258,+2383,-5132,-6742,-6908,+6948,+7152,
-0.001777308,-5736.594755154576,-188.12471022470484,-531,322.76877,-677,-1514,+2856,-3347,+3563,+3776,-4180,-5048,-7217,+8079,
-0.012929841,2957.289625442364,499.30431051862314,343,229.76048,+985,+1807,+4139,-4370,+4612,+4709,-4812,-5363,-6024,-6888,
-0.028475685,19732.103551395536,1184.269468711234,4145,247.44548,+18,-2391,-3315,+4038,+4381,+5303,+6733,+6894,+6943,-7699,
-0.0073430026,-20339.31671006694,-864.7411182810357,-3095,276.9891,-56,+304,+1488,-4654,-5327,+5399,-5578,-6146,-7067,-7675,
-0.0015332152,-3261.467985533305,-249.95324200204954,-563,212.72084,-904,-1159,-2779,-2793,-2809,+5320,+6006,+6082,+6956,-7616,
-0.01807364,18955.57076813655,798.6012753175524,2000,262.89816,-1342,+2034,+3006,-3108,-4439,+4917,+5075,+5101,-7829,+8206,
-0.0038609337,-12458.868654309981,-872.0769094250076,-3070,322.69058,+680,-1169,-1310,-2838,-3123,+3900,-4901,-6479,+7478,-8083,
-0.022051869,21664.135451856946,820.8406932013313,2185,221.4709,-82,-155,-1574,+1589,-3953,+4097,+4652,+4864,+5520,+6731,
-0.027800161,18358.48703619341,794.2939473497098,2000,169.99539,+248,-477,+860,-890,-1488,-2497,+3367,+3826,+5748,+6817,
-0.00048795572,-1159.512271658459,-18.72816208248464,531,237.62654,-1418,+1483,-2600,-3115,+4777,-4974,+5262,+5485,-5723,+7310,
-0.0052011353,-12435.11176096938,-425.4976237390476,-1620,239.08455,+224,-1003,+1475,-1535,-2958,-3737,-5817,+5851,-6343,+8013,
-0.030486282,36252.75508594671,1407.580117771779,2476,274.70834,-2145,-2588,-3980,-4716,+4834,+5825,+6242,+6588,+7992,+8118,
-0.028453518,10875.320180520333,1182.7976697767303,2078,247.33052,+833,+1008,+1747,+2300,-3329,-4743,-5293,-6590,+7557,-7603,
-0.0019964608,-5394.317230868633,-126.49528428018829,-522,270.194,-103,-154,+218,-1265,+3741,-4590,-6337,+6646,-7209,+8332,
-0.04600068,40326.19619080911,2256.5885316952204,5265,291.87125,+1311,+3044,+3337,+5280,-5292,+5983,-7424,-7454,+7909,+8333,
-0.030756846,22513.281465632936,1191.4281708229657,2000,230.4779,-649,+2187,-2520,+2590,-3266,+3368,+4044,+5584,+6651,-7569,
-0.0008714768,3680.888614004215,31.589539752501327,691,215.67047,+467,-1093,+1347,+1380,-1882,+4246,-5609,+6138,-6265,-6650,
-0.06151043,47045.60914953365,2664.19925313836,6000,257.70398,+1359,-3815,+5277,+6301,+6691,+6854,-7170,+7690,+7829,+7899,
-0.01057711,-23685.43548552545,-418.22062267552013,117,223.93109,-1110,-1552,+2263,+2614,+3069,-4055,-4264,-4310,+5325,+7890,
-0.01427322,2041.534442769975,674.8669817071701,1072,281.31924,+546,-3479,-3899,-5809,-6024,+6330,-6331,+6742,+7768,+8122,
-0.008885686,-23348.791827451358,-574.0143276001561,-945,262.7686,+1316,-1698,+2724,-3854,-5009,+6805,-6875,+7529,-7725,-8176,
-0.014950894,5389.0721883245205,668.4813214865089,1766,266.02676,+304,-2384,-3650,+4490,-4786,+5498,-6646,+7188,+7792,-8055,
-0.041138396,36705.53021022246,2129.2985284142314,5339,307.95865,+521,+882,-2540,+4558,+5509,+5726,+6684,-7282,-7837,+7976,
-0.03906425,21666.719962906536,1168.6249048149602,4559,177.99132,+1797,-2870,+2993,+3769,+3822,+3998,-5171,-5992,+6824,+8408,
-0.028846402,13368.156577664635,1318.8825595202643,2827,272.03055,-163,+200,+313,+836,+936,-2765,-3182,+4198,+7386,-7600,
0.00080513646,2256.1949477963044,-270.0293113030362,-1119,280.2252,+181,-2967,-3065,+4405,+5383,-6352,-6407,-6790,-7844,+8265,
-0.0035966,-11010.788287805583,-1402.6729267988435,-3877,306.14438,-893,-1296,-3190,-3651,-3956,-4128,+4454,+5528,-6943,-7231,
-0.030554855,21379.477745809687,1359.4822833325115,2000,264.72595,+779,+968,-3623,-4178,+4232,+4795,-5527,+5650,+6522,-8213,
-0.013564583,14538.38634053233,452.256920701169,1409,198.37273,+1583,+1614,-1717,-1967,-2454,-3087,+4588,+5797,+6560,-8123,
-0.0051624444,-14622.354198380759,-1276.9224840407219,-3039,283.24478,-1884,-1978,-2201,-4182,-4256,+4620,-4643,+5903,-6641,+8362,
-0.0030062152,-9397.751172602117,-964.2578038391171,-3257,312.61072,+1996,-2173,+3664,-3742,-3946,-5399,-6178,+6419,-7485,-8169,
-0.020805122,14682.347307150918,1038.8451182181407,2993,297.08707,-403,+1997,+2409,+3171,+4982,-6239,-6593,+6665,-7316,+7780,
-0.008064181,-27688.718720019187,-1116.5292030794533,-3445,343.3544,-2759,-3445,-3724,-3909,-4974,-5645,+6764,+7039,-7236,+7994,
-0.012702309,-32111.96857832374,-950.7526131325586,-3062,252.8042,+142,-1343,+1878,+2721,-2907,-3957,-4381,-5883,-6125,-6208,
-0.015122858,5407.228361704813,722.2294015984631,1001,284.14792,+921,+2704,+2858,-2917,+3380,-3622,-4175,+6239,-7673,-8053,
-0.0031913803,-10181.98145594545,-289.2501480937115,-788,319.04633,-220,+2184,-2210,-3655,+6484,+7150,+7575,-7718,-8189,-8268,
-0.019465035,9531.74123120243,894.2879626881613,2669,273.35397,+250,+1896,-2285,+3104,-3846,+4109,+4722,-4884,+5973,-7526,
-0.025028199,9873.136268003667,960.7907934519212,2990,228.40332,+117,-347,+2056,+2940,-2971,-3029,+4293,-4639,+6118,+7713,
-0.009762397,10208.300445092276,463.710964694296,1143,282.61426,-588,-3061,-3827,+4193,+4673,+4959,+5783,-6742,+7526,-7595,
-0.0014225923,-3054.7705416099916,-405.9245163825656,-1173,214.73267,-526,+2666,-4547,+4921,-5165,+5247,-5985,+6370,-6435,-8211,
-0.036877885,27331.562225119455,1204.3160822649188,2404,194.30217,-273,+962,-1355,+2908,-3512,+4058,+4122,-5388,+5664,+6009,
