score,deltaLkRoad,deltaDjRoad,deltaTotalJobsCreated,LBar,gameState0,gameState1,gameState2,gameState3,gameState4,gameState5,gameState6,gameState7,gameState8,gameState9
-0.052822042,28691.12798326998,1996.29837834182,5127,224.86066,+21,+139,-1967,+2493,-2633,+2799,+4249,+5300,-6683,+8416,
-0.015126561,14512.38194568303,696.7750204604813,1620,274.06625,+505,+1226,+1381,-2742,+3371,-5417,+6549,-6870,-6993,-7453,
-0.007858453,6435.354154043862,289.02705038832653,730,218.82886,+809,-2123,-2159,+2562,-3928,+4359,+4687,-5275,-6763,+7118,
-0.045020897,20679.229274043137,1126.1972988878833,3217,148.83447,-2194,+4556,+4725,-4883,-5238,-5251,+6057,+6272,+6807,+7033,
-0.0021678119,-3253.446794347077,-224.04917089283282,-404,150.07976,-42,-611,+872,-1388,+1572,-1959,+2157,-3651,-3891,+7104,
-0.04754485,33041.70957910402,1886.212348050635,4431,236.04256,+337,+1159,-1338,+1754,-2554,+3951,+4217,+6297,+6496,-6549,
-0.031902097,17403.413402471375,1206.8805301870705,3535,225.08586,+1181,-1754,+1798,+2122,-3141,+4372,+4566,-5105,-6970,+7000,
-0.0039699343,22.00090257075538,117.67772504215402,253,176.3657,-467,+813,+1950,-2116,-2141,+2728,+3220,-4213,+4774,-5679,
-0.011482514,-25706.85676078087,-1629.6593499136777,-4438,223.87828,-279,+554,-2004,-3484,-3545,-4609,-4937,-5730,-7138,+8212,
-0.00855033,7682.244587378165,344.20839215177597,762,239.52,+734,+2047,-2107,+2338,-2606,-5304,-5647,+6417,+6724,-7253,
-0.001274111,-3801.471742223144,-617.8043642067953,-653,298.36267,-204,+525,+4542,+5307,-5439,+5551,-5974,-6217,-7220,-7310,
-0.023300476,24763.477412991266,1183.008990944742,3286,302.08313,-1566,-2359,+3746,+3820,-4180,+6639,-6655,+6689,+6720,+7453,
-0.0035552362,-5752.257056215427,-359.5206965881844,256,161.79677,-1405,-1606,+3100,+3340,+4039,+5239,-5862,+6706,-7141,-7160,
-0.017627155,12061.750759625325,819.5162797846691,1899,276.61682,+1404,-1682,-3548,+3828,+3911,-5272,-5526,+6828,+7820,-8338,
-0.005624133,-9548.006729275241,-457.03638711544465,-1278,169.76851,+1037,-2666,-3020,-3317,-3666,+3888,+4989,-5129,-5945,+6631,
-0.0005233302,-1986.2226340467612,-400.48024901526577,-276,379.53528,-16,-611,+3269,+3763,-4120,-7050,-7234,+7492,-8012,+8413,
-0.003075288,-7395.167139649188,-798.082798326739,-784,240.47072,-312,-351,-1130,-1819,+1971,+2066,-2181,+4369,+4644,-8344,
-0.037149306,23792.723605143863,1729.6424311869043,2879,277.01852,+529,+760,+2543,-3666,+3968,-5313,-6173,+6406,+6453,-7256,
-0.010874493,-25689.695276141978,-1387.125547944361,-2713,236.2381,-568,-2570,+3254,+3300,-3364,+3814,-4575,-5999,-6657,-7485,
-0.029967854,19174.196326973295,1478.112098563812,4627,293.46405,+1201,+1577,+3159,+3409,-3972,-6569,+6727,+7459,+7507,-7770,
-0.0078918645,-21351.907661599278,-775.9697918603296,-3734,270.55594,-604,+1791,-2757,+3021,-3383,-4444,-4449,+4639,-6886,-7692,
-0.00261988,-5681.917229907632,-265.5182583979263,1363,216.877,-67,-1059,+3797,-4219,+5468,+6149,+6178,+6964,-7001,-7043,
-0.01114343,-33778.83985217474,-1855.3486396704861,-4578,303.12784,-2463,-2478,+2837,-3958,-4500,-4634,-4973,-5044,+7180,-8184,
-0.008779966,8096.0219831979575,421.15911877898526,2000,285.4017,-495,-1964,+2845,+3246,+4515,-5983,-7149,+7354,+7570,+7619,
-0.0038755022,-9443.817276908447,-285.23917018870475,-1481,243.67982,+806,+1329,-1507,-2349,+3274,+4557,-5666,-6124,-6940,-8285,
-0.005024574,1919.596619344229,234.94464054870213,294,278.20792,+490,-540,+2637,-4537,-4553,+6214,-6800,-7392,+8101,+8355,
-0.018472796,-42030.41217106142,-2480.350911218294,-6172,227.52602,-72,-916,-1374,-2042,-2346,+2449,-2903,-6333,-8141,-8246,
-0.016284136,-41662.0625425458,-1898.7168512463375,-5190,255.84448,-416,+684,-2377,-3535,-4211,-4651,-5607,-6250,-6504,+8123,
-0.003434719,-8528.372876881045,-487.77681483101395,-1274,248.29901,-768,-1404,-3826,-3975,+4025,-4829,+6855,+7129,+8193,-8264,
-0.008508229,-25923.092741357326,-1789.4323991629742,-4992,304.6826,-576,+2356,-3181,-4482,-5381,-5443,+5863,-6418,-7544,-7900,
-0.008353874,-19654.032474711228,-1310.778978308215,-3654,235.26848,-606,-976,-3262,-3321,+4569,+4866,-5013,+5554,-6795,-8398,
-0.01703621,16055.739428237906,893.4081262533169,2469,312.01834,+1087,-2746,+3312,+3623,+4418,+4999,-7101,-7682,-8241,+8324,
-0.00053353666,-996.3475002912943,-405.3021887911154,86,186.74396,+578,-806,-2586,+4209,-4395,+5565,+5926,+6628,-6784,-6858,
0.00029981232,13151.20858583634,-11.113981102528722,0,220.55829,-1299,-2284,+3368,+3695,-3851,+4072,+4369,-5467,-6763,+7704,
-0.021900633,18252.367661000942,775.7969906468273,2516,210.76312,-442,-1442,-2263,+3124,+3182,-3934,+4220,+5942,+5976,+6267,
-0.009205125,-27775.16358947081,-1321.658968519534,-3820,301.73587,+734,-1173,-1268,-2783,-3104,-3479,-4276,-5817,+7205,+8373,
-0.036823686,25909.846912029727,1758.1188046628372,4238,284.06918,+461,-616,-620,+1478,-1633,+3314,+4286,+7077,+7591,+7628,
-0.034408756,27987.68695709863,1264.4168398912514,2959,218.63744,+1945,+2323,+2638,-2694,+5658,-5826,+7388,-7841,-7896,+8059,
-0.021568645,16249.284107567097,952.6782066309812,2000,262.80075,+364,-810,+1293,+1552,-5493,+5890,-6528,-6987,+8098,+8232,
-0.009320073,2175.9110094315465,357.49905311716526,825,228.22266,+1069,+2287,+2532,-2564,+2742,-5054,+5529,-6411,-6749,-8326,
5.959539E-05,175.01840235381366,-347.98979569709644,-1209,293.67776,-156,-619,+1952,+3643,-3876,-4171,-5354,+5804,-7247,+7664,
-0.0060600955,-19333.64223539048,-1358.8680641474803,-2709,319.03198,-88,-1328,-3855,-5735,+6395,+6832,-7226,-7415,-7761,+7832,
-0.004545041,-12761.053022460896,-372.8598006359851,-213,280.7687,+772,+1740,-1857,-2525,-3372,-4419,-4762,+6827,+7347,-8227,
-0.011136579,-16420.815097642746,-1138.1496912261632,-2762,147.44936,-1309,-1552,-1717,-2074,-2294,+3892,-3970,-5278,+6085,+8333,
-0.00846912,4528.661642708091,408.31819050807377,1117,286.8558,+222,-980,+1617,-4470,+4573,+6074,-6279,-6831,-7302,+8231,
-0.0197031,13333.400779073083,995.1642342572451,2707,300.5131,+2312,-2825,+3238,-3496,-4292,+5505,+6756,+6892,-7352,+8014,
-0.009542396,-14673.14178136287,-366.1197942200141,-879,153.76788,-2160,+2500,-2544,+3104,-3692,-4486,+5220,+5253,-5839,-6451,
-0.07491193,49349.09792178469,2142.6887037372817,6000,170.18109,+1551,-1676,-2802,+3660,+5114,+5121,+5674,+5706,+6368,+7126,
-0.004864005,-10015.537074311263,-544.5018114123712,-1778,205.91132,-1574,-2037,-2062,+2392,+3133,+3654,-4392,-5846,-6218,-8311,
-0.0086123375,-23188.16553773299,-862.468895004629,-2000,269.2436,-829,-1064,-1611,+3609,-3837,-4119,+4173,-4483,+6949,+7839,
-0.00617593,5151.698239518413,194.32150544080974,-636,187.20683,+954,-1561,+1926,-2071,+2394,-2900,-2967,-3957,-5802,+6260,
-0.0056492095,-16421.39763732839,-882.6398589971976,-2412,290.68488,-251,-5340,-6362,-6939,-7603,-7732,+7841,-8203,+8237,-8406,
-0.007003158,-15660.365530988374,-532.9190819479148,-1316,223.61864,-152,-233,+848,+1192,-1284,-1438,+2447,+4262,-5714,-5871,
-0.0062375204,-12422.230160402283,-813.9229547677578,-1420,199.15334,-50,-1582,+2052,-2178,-2878,+2953,+3779,-4288,-4755,+8105,
-0.004083959,-11188.526961284108,-1354.910718979924,-3090,273.96277,+477,-1422,-1493,-1897,-4069,-4681,-5027,+6058,-7586,+8290,
-0.031924862,8163.86573989831,1534.9557779923277,4000,286.06848,+633,+1723,+1773,+2733,-4307,+4701,+5612,-6568,-6978,+8107,
-0.0014692948,978.3387215857604,69.07275454603456,755,279.7055,+582,-714,-1607,-4455,-5067,+5249,+5622,-7551,+8101,+8368,
-0.017364921,1763.4527215430985,569.3674509309776,991,195.08461,+378,+1969,-3290,+3561,+4963,-5359,-6228,-6243,-6641,+7977,
-0.003365172,-8453.111717270654,-499.56152210419657,-898,251.19402,-52,-256,-1229,-2006,-4175,+4945,+5650,-5745,+6562,+7860,
-0.027665174,14551.800727549715,1216.3894916722875,2461,261.60284,+146,+950,-1536,-2509,+4309,+5095,+5422,+6392,-6683,-8198,
-0.0064217746,-20203.1404162631,-538.8075902956782,-1996,314.6037,+223,-253,+752,+1412,-2779,-4895,-6502,-7003,-7254,+8190,
-0.020453174,16661.281463765594,831.9235403654918,2001,242.00587,-121,+1092,-1291,-2354,+2357,-2457,+6647,+7496,+8111,+8364,
-0.047051374,39401.17709488211,1730.954836893567,4204,218.88531,-1554,-1933,+2452,+3376,+3720,-4022,+4411,+4818,+6308,+7482,
-0.0069052815,-15099.151744071825,-1197.888871954845,-2980,218.6609,-3,-248,-2131,-2207,+2964,-4721,+5197,+6831,-6903,-7993,
-0.015985934,5415.735475781537,655.6527973836545,2804,244.02766,-50,+1474,-1608,-3793,+4995,+5298,+6110,+6227,+7078,-8292,
-0.00050529523,8632.237995177695,27.847905358434858,-468,327.90686,-78,-3230,-4033,+5126,+5247,+5418,+6207,-6907,-7840,-7958,
-0.0037880894,-11510.380347612452,-759.6263823766549,-1226,303.85712,-223,-3538,+4059,-4278,-4330,+4568,-5466,+5983,+8114,-8179,
-0.005179401,-12296.969700558937,-419.4262604673053,-1380,237.4207,-2544,+2911,-3835,-5698,-5794,+5872,+6762,-7092,-7938,+8108,
-0.014377247,18462.43304087877,423.511658555199,621,175.26405,-1007,-1484,+3669,+3736,+4553,-4650,+5124,-5441,+5794,-7026,
-0.015397165,10392.031110059474,866.5173628154763,2000,334.84183,+35,+1542,+2885,+3538,+3598,-3929,-4052,+4162,-6950,-7965,
-0.014617277,12110.391717983608,346.8134061103852,701,141.16681,+144,+1462,-1929,+2215,-3960,+4425,-5744,-5747,+6003,-6676,
-0.048974607,23857.263804124887,2113.308151500817,4978,256.7409,+686,-1488,+1797,+2085,+2139,+2248,+2534,+7550,-7879,-8160,
-0.037542645,26413.043406537414,1687.4993996732076,4000,267.4373,+463,+3219,+3465,+3877,-3946,-5320,+6266,-6694,+6976,+7904,
-0.009516037,-32774.55760925345,-1473.082700562251,-3252,344.41394,-592,-1022,+3041,-3942,-4157,-7053,-7680,+7810,+7815,-7981,
-0.0033122487,10207.939009717986,139.1256310668709,0,249.91216,-1395,+2910,-3223,-3591,+3653,-4174,-4437,+6386,+6411,+7837,
-0.040939353,23391.149382543215,1422.4051674753093,2292,206.72145,+1007,+1683,+2099,+2784,-3961,+4578,+5420,-5792,-6168,-6900,
0.0014515141,2794.088315941794,-79.26826045871282,490,192.49475,-407,+465,-1799,+2068,+2841,-4507,+4702,-6276,+6418,-6578,
-1.6468852E-05,-43.52308127155483,-171.5128780991452,-184,264.27515,-64,-2519,+2551,-2986,+3323,+5491,-5986,-7089,+7567,-8430,
-0.03007786,17362.799544638878,1423.609704922351,4000,281.60944,+98,+1517,+2060,+2481,+5371,-5478,-5685,-5920,+6803,+7946,
-0.0065265037,-15807.742413309108,-522.1252147016404,-2136,242.20842,+384,+1538,-2373,-3401,-3607,-3719,-5671,-6002,+6676,-7325,
-0.07526573,50685.24155522753,2366.8204137020834,5009,187.09889,+844,+933,+2034,-3028,+3272,-3329,+3618,-5305,+6457,+8245,
-0.07743474,36683.91166375305,2382.592021878598,5143,183.06993,+309,+1409,+2099,-2222,+2291,+2789,-4474,+4759,-6410,+7094,
-0.00707388,-27298.012077251806,-708.2594270847327,-1487,385.8987,-1096,+2224,-3958,-4357,-5132,+6960,-7257,-7268,+8019,+8201,
-0.030389927,27309.276731991697,1491.0964071069275,4585,291.93036,+146,-1547,-1707,+2591,+2642,+4916,-5141,+6085,+7924,+8046,
-0.00408422,-5816.914521611447,-87.72329704709888,687,142.42412,-25,+346,-1510,+2344,+2416,-3889,-4072,+4748,+5218,-5747,
-0.003641118,-891.260979608322,138.53882795306035,267,226.38098,+84,-1314,-1346,+4147,-4346,+4508,-5102,-5693,+7144,+7149,
-0.0074860826,-3660.5101761231454,233.65583980115935,358,185.70569,-1265,-1919,+3124,+3178,-3262,+3507,-4449,+4504,-4785,+6874,
-0.03471392,26520.415835227817,1537.5044375797074,4077,263.52142,-673,-2788,+3051,-3829,+4128,+4333,+4845,+5464,+6773,+8085,
-0.025990028,15108.068704483123,728.3605568372402,2612,166.74117,-61,+995,+1522,-1746,-2232,+2449,+3099,+3274,-3702,+4775,
-0.027506758,25257.40693107465,1201.3765214980456,2826,259.8621,-130,+1294,+1909,-2150,+2839,-2995,+4955,+6520,+7515,-7724,
-0.0057746666,-9152.309447193893,-259.5669320634868,-754,158.49069,-219,-243,+436,-709,+1865,+2165,+4429,-4478,-5420,-5497,
-0.009692305,11394.43387129433,445.8566913134867,1160,273.69788,-165,-371,+1358,+1686,+1763,+3066,-3264,+3602,-7332,-8099,
-0.03661424,31580.12133351149,1831.3177602445166,4000,297.58902,+55,-271,-2218,+3696,+6267,+6415,-6788,+7914,+8111,+8125,
-0.0036617527,-10943.417470106251,-401.5193131187625,-1556,298.85736,-3026,+3311,-3710,+5386,-5478,-5554,-6062,+7104,-7813,+8018,
-0.06545745,48026.35314836614,2692.017432010044,6000,244.69324,+367,-1310,+2397,+2468,+3479,-5302,+6854,+7788,+8062,+8073,
-0.0023957873,6817.396362090517,102.03350767421821,104,253.39482,-1229,+2108,+2261,-2459,-3191,+4206,+4659,+5821,-6743,-7348,
-0.0132989725,9616.710987611366,319.6328877389413,320,143.00017,+1943,-2080,-2543,-2744,+6039,-6081,+6435,+6595,+6602,-6810,
-0.015292504,4188.823174634189,662.8588791148827,774,257.89664,-322,+571,+636,-1497,+2180,-3439,-4436,-6219,+7758,+7997,
-0.017132804,-33502.56681860099,-2532.697250120653,-5668,195.54633,-850,-894,-3800,-3910,+4393,-4621,-4798,+4834,-6829,-7180,
-0.0045908913,-8891.490577116749,-485.7316595215952,-1291,193.67677,+509,-766,-1272,-1749,+1991,-2202,-5477,+5908,-5981,+8002,
-0.005618029,-17833.514748335354,-684.695948518372,-1451,317.4337,-451,-1012,-1222,-2936,+3139,-4311,+5850,-6171,+7519,+8159,
-0.01204388,6356.498962763262,471.9205767574331,2000,233.13403,-1417,-2522,+2700,+2793,+3364,+3571,+5230,-5498,+6125,-8207,
-0.013616259,-29210.506206614853,-1138.2887580792133,-2302,214.52666,+987,-1284,-1649,-2379,-4706,-4946,+5892,+5958,-6349,-8240,
-0.0018881654,-5667.01469274115,-422.1171854657531,-1398,300.1334,+3683,-3938,+4076,-4241,-5556,-6173,+7010,-7080,-7393,+7747,
0.00024773894,703.6779268572675,-104.5154926774821,-575,284.0401,-2502,-2541,+3609,-6134,-6147,-6149,+6500,+7383,+8037,-8109,
-0.0023558554,-5896.918785554578,47.961076873538566,0,250.30904,-328,+705,-1810,+2429,+2574,+2664,+2953,-5416,-6509,-8293,
-0.025928037,16746.880309308253,1113.7500324790171,2051,255.5767,-3763,+4740,+4863,+4925,+6018,+6273,-6367,-6924,+7453,-7558,
-0.021284485,21767.620495109095,923.5628973847921,2063,258.17044,-460,+1975,+2182,+2338,+4786,+6246,-6746,-7151,-8244,+8311,
-0.004594587,-10368.584903543564,-175.4734111565782,-148,225.66957,+1021,-1738,-2164,+3127,-3273,+4441,-6034,-6376,+6682,-7245,
-0.008278542,-26565.066010137907,-1282.6323166171353,-2800,320.89062,-130,+1764,-2267,+2519,-4342,-5172,-5867,+7263,-7303,-8243,
-0.015274411,11076.398646753107,620.2882400797533,930,241.61967,+1210,+1968,+2518,+3421,-4016,-6110,-6602,-6802,-7434,+7485,
-0.03609104,19551.797733644235,1325.533908053148,4000,218.52174,+687,+1590,-2575,+2891,+3499,+3763,+4629,-5607,+6167,-6634,
-0.04868204,36435.67823856928,1803.4306768321055,4000,220.4113,-241,+295,+1832,+3723,+4750,+4884,-4979,-6429,+6986,+7379,
-0.0016911319,11085.746622841263,111.14708150898007,449,391.04236,-2687,+4270,+4292,+4980,-6033,+6066,-7177,-8112,-8253,-8359,
-0.001513092,-5544.331298329487,-206.69407926348208,-591,366.42392,-334,+1158,+1411,+1657,-3614,+4163,-6273,-7204,-7669,-8009,
-0.0061285184,-15167.842603001205,-432.9442073494799,-1266,247.4961,+929,+1055,-2550,-2659,+3127,-3773,+4727,-5675,-6614,-8368,
-0.0052818935,-10696.7782460252,-601.8514375390396,-1184,202.51787,-1360,+1625,+2339,-3056,-3576,-5929,+6163,-6681,+6953,-6985,
-0.008926928,-21254.76220007164,-1484.9226540677644,-2968,238.09715,+1732,-1938,-3834,-3995,+4515,-5753,+6095,-6243,-7074,-7412,
-0.0022231482,-6037.471418435101,-465.6647341707139,-927,271.57303,-518,+1363,+2312,-2437,-2651,+5048,-5515,+6115,-7324,-7888,
-0.013123179,13393.674053753493,342.0757233206986,795,155.09093,-586,-1024,-1634,+1722,-2912,-3374,+4052,+4650,+5716,+6999,
-0.045801118,31153.506359867177,1471.012125516151,4732,191.09236,-251,+372,-893,+1676,+3613,+3682,-3944,+4162,+4377,+5331,
-0.034052692,23919.008707972127,1513.745854023644,2417,264.4872,+260,+925,-3394,+3684,+4280,-4368,-4489,+4873,-7696,+8097,
-0.00464645,-14572.978942370735,-835.4063836747086,-2220,313.63684,-303,-1819,+1903,+2790,-3491,-3603,-4033,-7255,-7679,+8219,
-0.0023553586,1503.8882310183278,118.55168848774757,12,299.4704,-185,+380,-1757,-2911,-3926,-5862,+6387,+7066,+7782,+8124,
-0.068387695,47018.95329500541,3335.654531172574,8000,290.20593,+675,+1259,+2717,+3711,-5283,+6673,+6930,+7517,+7997,+8126,
-0.022981012,9889.602110509582,912.7745902267786,1790,236.31844,-669,+893,-1362,+1373,-2110,+3510,-4387,+6783,-6979,+8098,
-0.030455844,31115.525693008614,1344.8801821800305,2783,262.73392,+1110,+1128,-1577,-3014,+3769,+5027,+5122,-5733,+7445,-8017,
-0.050559867,29480.662217160392,2129.0238220010356,5149,250.54042,+561,+572,+1228,+3099,-4094,-4385,+4523,+4997,+5739,-7603,
-0.0010989105,4749.772964372811,33.95538736425834,148,183.84406,+221,-277,-2064,+2242,+3395,-4265,+4962,-5025,-6706,+7181,
-0.017865913,2074.861715011827,832.2088808001838,2086,277.1471,+647,+1808,-4081,+4128,-5110,-5923,+6172,+6389,-6751,+7515,
-0.0019583409,-3850.0463253879266,-408.2783614379355,105,196.59735,+494,+1240,-2392,+3660,-3815,-5413,+6023,-6276,+6421,-7059,
-0.004539501,-10250.342933889444,87.69983356530356,287,225.8033,+836,+888,-1633,-2947,+4109,+4601,-4845,-5555,-6230,+7743,
-0.004365489,-15430.93601550738,-806.9174766765013,-2073,353.47556,-255,-708,-2255,+4745,+6952,-7416,-7770,-7940,+8001,-8365,
-0.011416387,8036.846034076062,491.2344169883075,2583,256.01376,+706,-904,-2235,+3071,+3187,+5580,+6339,+6569,-6841,-7472,
-0.017417522,21911.546309286663,932.1215986863758,2397,318.41196,-681,-1959,+2163,-3769,+6567,+7443,-8014,+8046,+8194,+8379,
-0.05542936,44760.743623039445,2948.6313049825185,8000,316.50735,+1683,+1788,+2450,-3292,+5400,+6346,+6421,+7085,+7351,+8076,
-0.0019528739,-5167.528178419587,67.93625343670175,452,264.61148,+901,-920,-1558,+1675,+1976,-5158,+5523,-7890,+8311,-8410,
-0.032888144,28613.99082355011,1481.3165478100543,4000,267.98575,-1097,+1203,+2054,+4062,-4168,+5807,-6404,+6696,+7088,+8368,
-0.022044616,25473.619372268317,1029.4595944728894,3026,277.84973,-3127,+3246,+4779,+5086,+5256,-5398,-6223,+7196,+7458,-8058,
-0.025120333,22536.13846456142,1279.3085891876876,4000,303.00732,+1226,+1794,+2887,+2992,+3587,-5645,+5796,-6454,-6698,+7926,
-0.0085046785,-22297.10278293678,-1694.1742169706808,-4746,262.17456,-394,+1106,-1984,-2250,-2287,+2857,-3362,-3528,-6543,-8026,
-0.005201834,8020.941303642323,243.0465377709911,2000,277.99448,-585,+2052,+2819,-3109,+3214,-3287,+5882,+6748,-8193,+8377,
-0.029981066,9083.126632870477,1142.7958515278126,3084,226.79047,+12,+1411,+3133,+3224,-3501,+4036,-5280,+5376,-6501,-8434,
-0.030881803,21420.912909802813,1020.0375148511949,3078,196.52449,+2036,-2374,+2836,-2969,+3993,-4421,-5140,+5204,+6091,+6646,
-0.0033875979,-6965.6033792913095,-293.35448867965505,0,205.62073,-1254,-2735,+2839,+3052,-3744,-3879,+4639,+6141,-6633,+6873,
-0.016623713,19675.583721840634,902.8249683569464,2000,323.13107,+2512,+3129,-4788,+5129,+5139,+6040,+6552,-7016,-7498,-8143,
-0.0240956,34025.874043339274,1589.6859522725483,4288,392.53354,-450,-1888,+2374,+3527,-3956,+4795,+6421,+8014,+8285,+8311,
-0.03315449,22136.8094825187,1386.8458420888085,2739,248.87944,+385,-1607,+1855,+2545,-4934,+5208,+5285,-5560,+6157,-8064,
-0.0056839874,14553.508757326319,231.7220879776895,0,242.55908,-1477,+2323,-3514,+3792,-4326,+4555,+4704,-4720,+5795,-7716,
-0.04218446,33476.71923239426,1359.756727931269,4226,191.7838,-8,-49,+412,+2963,+3906,+4055,+4498,+6164,+6376,-7056,
-0.038423896,27943.35457921751,1671.3569969829766,4367,258.80405,-1456,+4028,+4188,-4252,-4697,+5409,+6013,+6535,+6895,+7531,
0.000796785,2524.6788045448097,-262.0062563687089,-549,316.85822,+246,-468,+2595,+3309,-4097,+4518,-5161,-7113,-7407,-8358,
-0.009809071,-28136.945239043616,-1350.4334456819768,-3694,286.84616,+410,-1598,+2103,-4126,-4167,-4379,-4676,-4873,-5512,-7295,
-0.046961818,17403.685879338478,1100.8804022418544,2800,139.47566,+525,+1020,-1542,-3227,+3566,+4605,+5858,+6228,-6245,-6315,
-0.008117125,-24038.307320098324,-1302.8563550925758,-2968,296.1431,-20,+87,-2335,-3685,-3901,+5121,-5229,-6542,+8238,-8390,
-0.003979035,-8418.888577408441,-274.3051501438406,768,211.58116,-19,+2021,+2853,+3745,-3841,-5635,+5907,-6880,-7190,+8086,
-0.01196789,6793.113238793164,657.861087398985,766,327.05426,-569,+1255,+1595,-3305,-4381,+4937,-6425,+7139,-7337,+8134,
-0.00065729226,-1873.7023731957206,-190.0330153501674,-947,285.0638,-752,-869,+2182,+2676,-4148,-4945,+5501,-6882,-7586,+7992,
-0.014901875,-36608.94143380024,-1691.972758842552,-4619,245.66669,-999,-1186,+1513,-2149,-2571,-5373,-5709,-6365,-7134,+7414,
-0.0033655963,-7995.145908357205,-517.644409809913,-2000,237.55511,-373,-876,+1292,-3236,+4203,+4222,-6136,-6390,-7131,+7887,
-0.049326368,45061.32685335826,2270.0358011652506,4623,273.81473,+308,+1098,+1184,+2091,-3232,-3973,+4700,+4886,+6680,-7521,
-0.0023753494,-4894.687090299952,-135.3805603132127,354,206.06177,-498,-836,+1159,+3298,-3425,+3634,-4307,+5565,+7109,-7333,
-0.0012746494,-2325.632815554579,44.72556349668387,-681,208.77008,-495,-1002,-1280,+1387,+2277,-3664,+4230,+6006,-6336,-7727,
-0.01537393,10226.958971214386,567.7963891625722,1682,219.7409,-327,+741,+861,+3063,+3613,-4610,+4696,-5066,-5952,-7531,
-0.0033097232,-9905.052656237027,-777.8571171390925,-1240,299.27133,-376,-1480,+2714,-3385,+3902,+4326,-5130,-5511,+6303,-7239,
-0.0043074894,-11663.564405673764,-486.1355578076281,-733,270.77408,+95,-1695,-2077,-3282,+4254,-6860,+7023,-7074,+7716,-7839,
-0.038401123,23681.775234681034,1503.2874440112364,4000,232.91705,-469,+1740,+1845,+2438,+2737,-5320,-5400,+6591,+7368,+8047,
0.0016126911,3620.7908535196902,-84.19936265051909,520,224.51855,-1206,+1237,+2182,-2200,+2498,+3096,-3825,+6531,-7003,-7998,
-0.115988046,62676.61429645844,3295.406923105501,8367,169.04372,+442,-1456,+1916,+2101,+3421,+3519,+3874,+4948,+5630,+6330,
-0.04139162,27172.688181193185,1565.2708886309476,4000,224.99886,+668,+2056,+2245,-2327,+2551,-4473,+4515,-5480,+5520,+7362,
-0.056144506,22208.486123373244,1691.5296262041882,4541,179.25676,+647,-1645,-3072,+3207,+3492,+3985,+4016,+5219,+5689,-5839,
-0.011762433,8640.939262457969,468.66392789558904,2000,237.06506,+2075,+2134,+3491,-3603,+3956,-4679,-5544,+6332,-6762,+7507,
-0.058298115,45819.616988289396,2230.1279806036773,6000,227.60326,+981,+1073,-2056,-2312,+3405,+4489,+4676,+6052,+6420,+7604,
-0.009502788,-29670.258902975133,-1958.9510085193222,-5252,312.2269,-313,-348,-1551,+1768,-2139,+4125,-4685,-5753,-8069,-8167,
-0.02102805,13699.167701983015,930.779619883049,3261,263.36075,-869,+3191,+3403,+4423,-4700,+5219,+5878,-6618,-8217,+8327,
-0.0014323309,-3764.2736724167958,-219.72423233223444,-336,262.80756,-85,-572,+2089,-3729,-4591,-5588,-6347,+6723,+7492,+8291,
-0.044730768,40522.60022302319,1717.1258832897722,4674,228.4015,+1011,-1926,+2247,+3254,-3525,+4778,+4817,+5047,+6387,-7233,
-0.043825332,39306.55427340186,1815.253438075942,4680,246.44228,-2821,+3405,+3538,-3601,+3623,+4226,-4413,+5085,+6449,+8225,
-0.0059099463,-20036.06671770592,-1217.9465679804,-3548,339.0228,+576,-1185,-2456,+2647,-5393,-6209,-6472,-7464,-7890,+8236,
-0.0045580277,-7111.074879948926,-270.4636550032984,-1727,156.0121,+933,-1175,+2052,-2180,-3159,-3403,-3633,+4112,-6400,+6694,
-0.0069330586,-14783.833874108392,-1070.2468215344202,-3546,213.23683,-1813,+1840,+1937,-2497,+3890,-5453,-5468,-5717,-6051,-7814,
-0.090893306,83423.93456743516,4321.474066526449,10000,282.88065,+740,+1068,+1555,+2941,+3923,+4209,+4804,+4899,+6988,+7434,
-0.007997788,16625.217398997716,324.5439339339499,737,241.43866,-174,+1353,-3287,+3292,-4468,+4996,+5637,+5786,-7145,-7819,
-0.01912074,19887.675312596475,828.3143412287499,2495,257.74704,-220,+2232,+3569,+5421,+5627,+5704,+6076,-6394,-7049,-8342,
-0.019655785,1437.3824497630792,870.0476689002542,2000,263.36368,+187,+218,+591,+756,-1937,-4273,+4968,-5122,+5590,-8142,
-0.019864466,-44748.26673061238,-2185.4410620065178,-5142,225.2679,+107,-461,-624,-1056,+2457,-3345,-5278,-5659,-6051,-7859,
-0.007634703,-21766.841136493014,-1241.1583497475451,-2795,285.10397,-2428,-4675,-5745,-6187,+6652,-6688,+6759,-7079,-7641,-8141,
-0.0071876743,5568.6808395670005,420.4293397305698,805,348.02292,-817,+1038,-3451,-3914,-4080,+4338,+5290,+5607,+7228,-7783,
-0.015164335,9097.059028701031,639.2738621454996,955,250.82265,-482,-1355,-1607,+2360,+2605,-3070,+4200,+6941,-6958,+8413,
-0.026479186,8351.906477157325,861.2917434580438,2000,193.53026,+349,-2514,+2836,-3938,+4567,-5616,+5762,-6762,+6868,+7101,
-0.0021538353,-2549.465976674008,52.38212011183755,0,144.70174,-52,+897,+910,+1061,-1969,+2905,-4408,-4465,+5148,-5236,
-0.038219385,35636.02486824936,1797.8501849448942,6125,279.88074,-942,+3665,+3998,+4203,+4699,+6285,-6532,+6712,+7793,+8237,
