score,deltaLkRoad,deltaDjRoad,deltaTotalJobsCreated,LBar,gameState0,gameState1,gameState2,gameState3,gameState4,gameState5,gameState6,gameState7,gameState8,gameState9
-0.0024329592,672.4504603412295,65.46633249697555,227,160.09818,+263,-613,+705,-1253,+1930,+1997,+4802,-5246,-6255,-6671,
-0.005739999,6797.159606337175,238.30071537647962,184,247.01125,-676,+820,-1413,-1828,+2077,+3562,-4559,-5329,+5880,+8206,
-0.006205239,-11505.074086666049,-730.7831493781842,-2000,185.40906,-1277,-1715,+2120,+2344,-4972,-5077,-5087,+6323,-6671,+6905,
-0.00553539,-15581.877487623708,-649.7587848659705,-1324,281.49557,-293,+328,-1079,+1810,+2727,-3537,-5382,-6999,+7057,-7716,
-0.028671008,33710.60214836694,1285.0040363595776,4000,266.6642,+127,-823,-2022,+4645,+5019,+6319,-6726,+6743,+7725,+8066,
-0.054358948,35220.85329512824,2279.349476838376,4165,249.4842,+779,-1178,+2379,+2458,+4100,-4777,+5687,+6182,+6580,-7972,
-0.0073045124,-9106.10173045785,-807.4182622901243,-2000,124.664055,+158,-347,+377,-715,+753,-839,-1124,-2752,-3457,+3460,
-0.037208423,39487.38919417873,1739.1839990511303,4141,278.10413,+322,+432,-1206,-1590,+4093,+4148,-5720,+6598,+7041,+8382,
-0.01761165,-40154.33451314402,-1943.191940240427,-5099,227.99872,+160,-299,-1370,-1548,-2222,-2830,-2987,-3988,-4066,+7202,
-0.0046105543,8630.858530309157,242.17337433679964,1069,312.519,-664,-2923,-4254,-4297,-4302,+5392,+6351,+7002,+7463,+7691,
-0.01360789,-37658.244749686,-1473.5107233134418,-4856,276.7383,+2030,-2891,-4974,-5118,-5606,-5907,-6374,-7491,-7523,+7813,
-0.0014652398,-2036.7712148646945,-851.8811004400854,-2000,139.006,-745,-1392,-2135,-3299,+3748,+3774,+4825,-6165,-6383,+6562,
-0.01004215,3988.713194869421,463.10479047681633,586,274.3821,-327,-450,+2085,+2180,+2344,+3205,-5457,-7122,-7724,+8227,
-0.0029534562,-7526.9505492381695,-301.7486775689972,-290,254.8523,+826,-1754,+2212,-2688,+3483,-4570,+5815,-6291,-7764,-7786,
-0.0019362104,598.6671094142491,62.16203700208637,0,191.01869,-788,+801,+957,-1080,+1646,-2030,-2282,+2579,-3613,+4931,
-0.0019544563,1723.1051995761818,94.20364565654275,787,286.7774,-915,-2400,+2865,+4916,+6172,-6287,-6573,+6619,+7362,-7708,
-0.002814298,-5723.523927752014,1.2097686281961006,533,203.37306,+379,-713,+4169,-4420,-4609,-5180,+5330,+5893,-6984,+7164,
-0.031428456,23250.805368468107,1730.1842775956884,4364,327.54617,+350,-566,+611,-629,-5089,+5272,+6921,+7231,+8237,+8329,
-0.05128337,31736.686193991056,1673.8651558969677,3072,194.19905,+1100,+1387,+1654,-3284,+4211,-4668,+4921,-5274,-6832,+7119,
-0.04538368,23712.498677453783,1724.0188789794868,4000,226.01929,+2,-3411,+3481,+4505,+4625,-5536,+6202,-6718,+7051,+8346,
-0.00757049,-16635.253964828422,-1085.8210634479801,-3116,219.73814,-344,+409,+2972,-4187,-5113,-5344,-6223,+6590,-7143,-7379,
-0.020368915,20560.482705000486,989.0337322901798,2556,288.89926,+45,-1197,+1776,-2089,+2775,-3677,+3795,+4684,-8048,+8133,
-0.015452029,2197.516703545132,644.7623571649642,620,248.26605,+179,-654,+885,+2127,+3541,-4541,-5373,-5889,+6215,-7938,
-0.01414465,-22531.899563604147,-1600.446867704806,-3649,159.29628,-1040,+1608,-2296,-2473,-2700,-2932,-3867,+4192,-4260,+6989,
-0.007224614,12271.924550379688,361.1845620248711,0,297.4526,+158,-1195,-1636,-1946,+3663,+4807,-5503,+7240,+7438,-7889,
-0.004943805,-10720.94727065983,-1113.7588439209367,-3885,216.85619,-707,-1742,-3042,-4236,+4458,-5302,-6157,+6733,+6847,-7088,
-0.006390871,-20083.149573446794,-1494.4905992379265,-3826,314.24747,-423,+846,-848,+2415,-3537,-5835,-6487,-7199,-7738,-8025,
-0.0102206245,5973.817092214094,400.68218058506045,1186,233.25221,+2752,-3381,-3857,+5550,-5706,+5991,-6761,-7085,+8125,+8247,
-0.031110847,25758.565543779696,1442.202874930122,4061,275.8149,-899,+957,+1176,+3738,-3820,+3886,+3947,-4404,+5428,+8171,
-0.0011985268,-3612.337555307276,-182.73593321301584,-761,301.39816,-689,-1100,-3015,+4632,-5238,+6093,-6178,-7391,+7452,+8168,
-0.026727643,26822.818053872237,1412.970612304614,3165,314.53983,+85,+607,+2332,-3230,+3238,+3438,-3580,+7406,-7425,-7650,
-0.009117585,-18092.56071137476,-1010.8306551813587,-3232,198.4359,-1057,+1096,+1457,-1920,-4502,-4769,+4878,-5546,-6023,-8083,
-0.00016684704,1519.4531162373519,8.500762834869853,-360,303.13956,+916,-1467,-1949,-3917,+4126,+5230,-5949,-6689,+7124,-8025,
-0.0077946386,6407.246590589791,279.2749745068346,723,213.17645,-763,+1406,-2030,-2191,-3796,+4890,+5639,-6032,+6071,+7871,
-0.014220157,-24721.498388114098,-314.6479177614334,-1094,173.84828,+715,-736,-1967,+2725,-3399,+3801,-4986,+5472,-5899,-5909,
-0.006872707,-19115.11535741318,-932.5193517985213,-1822,278.1308,-525,+1769,+3103,-4658,+4723,-5456,-6393,-6505,-6851,+7891,
-0.004781145,-12210.56177333201,-347.28721037876056,-1160,255.3899,+212,+1476,-2449,+2737,-3738,-4640,+4716,-5182,-6436,-8126,
-0.020382443,24361.804264827515,1500.6173752792013,4429,438.04318,-1080,+1193,+1226,-4139,+4432,+6583,+7304,-7308,+7924,+8426,
-0.0034988995,-10193.819983234484,-725.2490082418657,-1737,291.3436,-231,+296,+726,-918,-2967,-3963,-4367,-5213,+7345,-7758,
-0.04608676,29617.17101443484,1411.3390856724886,4213,182.20421,+420,-491,-716,-1352,+2714,+2991,+3743,+4107,+6520,+6578,
-0.0002787215,5471.1810667951395,15.541815498109411,-888,331.76797,-661,+755,-1768,+3114,-3578,+4774,-5234,-5434,+7526,-7631,
-0.0017666555,-5946.313839946221,-181.83638604095566,-1198,336.58594,-3757,+4697,-4884,-5655,+5772,-7112,-7162,+7306,+7736,-7918,
-0.0062369704,-18916.14184336332,-1629.9562819924124,-3987,303.29056,+1147,-1302,-1848,+3799,-4409,-5410,-6882,-7211,-7433,-8431,
-0.016872723,12417.925946776535,865.569770110468,2204,305.225,-64,+510,+1207,+3110,-3677,+4596,+5235,-5991,+8030,-8215,
-0.013518635,-41127.5762088463,-2544.9596534671646,-5298,304.22876,-345,-3080,-4117,-4766,+4871,-5089,-5770,-7847,+8044,-8289,
-0.005078884,9321.057886769217,170.2655124910578,619,199.46266,-618,+1868,-1885,-2109,+3470,+4035,-4227,+4265,+5393,-5440,
-0.020404316,9221.741068881724,840.3380512829328,2735,245.03899,-641,+1266,+2073,-2096,+2547,+3035,-6235,+6603,-7099,+7226,
-0.0034272047,3958.549335883537,185.2719525845324,-360,321.64206,+1123,+1693,-2442,-3558,-3680,-4165,+4920,-7754,-8064,+8117,
-0.0030109652,-5692.226940607486,-544.046424283091,-1548,189.04991,+560,-1000,-2434,-3205,+3366,+3800,-3813,-4683,-5065,+6724,
-0.0046257507,1474.9870988548855,148.56878536971672,120,191.09465,+564,-819,+1732,+2777,+4559,-5371,+6317,-6614,-6923,-7025,
-0.03490097,19895.745391598215,1416.1634359631619,4176,241.42323,-582,-749,+987,+2241,+2791,+2799,+2913,-3224,+4618,+7744,
-0.0006785003,-1440.273662923182,-356.4974031547621,-1432,212.27312,-1536,-1775,-1878,-2474,+3030,+5241,+5277,-5709,-7265,-7878,
-0.005758104,-12388.220555229022,-672.9545941101032,-1498,215.1441,-484,-1039,+1545,-2142,-2543,+3117,-3809,+4189,-7142,+8042,
-0.0067189047,-13933.811172291698,-651.4389043904907,-1658,207.38219,+448,+589,-710,-760,-831,+876,-1688,+1799,-2816,-3902,
-0.0052467347,13422.233307101445,175.288003211414,366,198.77708,-129,-898,-1011,+1125,-2783,+3724,+4098,+6084,+6647,-7172,
-0.012208417,-38242.199892539546,-2090.5779940580555,-5498,313.24454,-264,+1677,-3287,+4091,-5008,-5384,-5613,-6710,-7693,-8194,
-0.02809458,16536.66742620168,1158.6987821289931,2422,245.38678,-900,+1118,+1200,+1958,+3911,+4652,-5601,-5902,+7161,-7168,
-0.05615085,28393.985675470693,2027.664730009686,4333,214.85378,+1089,+1748,+2464,-2795,+3334,-4825,+5581,+6017,-6880,+7568,
-0.012489458,7814.35065950092,493.1284260586084,925,234.91982,-1242,+1281,-1452,+2599,+3882,-4057,-5103,-5258,+6946,+7829,
-0.011503824,1095.528329400216,520.3674964294224,2825,269.1356,+1420,+3874,+4686,+5534,-5633,-6629,+6732,+7347,-7359,-8360,
-0.011028466,7429.271596391855,649.7684894080013,2000,350.5474,+4,-1259,-1882,+2615,-2869,+3914,+4158,+4298,-8216,+8267,
-0.0046570473,-13235.83837583164,-913.4655579753313,-1992,284.21094,+2817,+3102,-4357,-6507,-6508,+6511,-6779,-6952,+8187,-8355,
-0.0094684735,1592.1899880892597,313.6392094940436,16,197.085,-834,+4157,-4449,-5263,+5401,+5650,+5716,-5741,-5904,+6739,
-0.0122934785,-20931.159848013616,-1238.0615223341636,-3639,170.26231,-143,+249,-1461,-1744,-3376,-5694,-6092,+6570,-7082,+7104,
-0.0013382313,-3747.067489917432,-154.52660651010626,106,280.0015,+567,-2371,-2766,-2788,+2817,+2906,+4124,-7018,-7027,+8022,
-0.018187718,-32844.399443409995,-1561.8086188686825,-3303,180.58559,-4,+121,-137,-2725,+3580,-3767,-4255,+4431,-6608,-6613,
-0.0060219616,-18951.860534624855,-568.9314165238194,-1619,314.71243,-418,-3320,-4807,+5204,-5400,-5556,-6889,+7081,+8018,+8133,
-0.02646285,7842.505627738389,1074.7586418157603,3076,241.64485,+1252,-2611,+2897,+2960,+3972,+5173,-5858,-6924,+7132,-8376,
-0.005140723,-11967.0062399244,-809.3884049892683,-1808,232.78838,-127,-469,-1255,+1528,+1648,-2449,-5560,+6088,-6898,+7457,
-0.012517769,-32552.736434779017,-1864.211787317653,-3562,260.05222,-212,-941,-1618,+1971,-2140,-3187,+6131,-6608,+7903,-8233,
-0.0035727103,-11543.38302249821,-638.9993498388949,-1799,323.09875,-180,+870,-1296,+5694,-5956,-6133,+7187,-7748,+7912,-8123,
-0.021838835,-49170.620894680855,-2584.5496162513537,-6418,225.15222,-1433,-1979,-3752,+4028,-4857,-5552,-5633,-6341,-7889,-8043,
-0.018945782,11380.409313723358,841.9096145631408,2000,264.39676,-986,-1039,+2767,-5011,+5200,-5982,+6186,+6236,+7664,+8434,
-0.0012196855,-3885.712213913547,-261.2141297608691,-302,318.5831,+350,-785,+2214,-3144,+3558,-4303,-5191,+5514,-7422,-7686,
0.0010923984,3541.6523340545314,-477.3388950267869,-3136,324.20883,-160,-189,+538,+781,-3015,-3426,-7334,-8035,-8224,+8383,
-0.050838593,31937.322921210605,1850.4987691670924,4479,216.57008,+1641,-2708,+2734,+3044,+3731,+3823,-3842,+5696,+6300,-8381,
-0.022328822,18465.60925909745,910.9758450139424,2544,242.74162,-308,-2139,+2381,+2816,+5222,+5565,-6148,+6951,+7092,-7258,
-0.028900947,11158.566050587136,1214.2214767871087,4000,249.97064,+397,+2075,+2759,+3339,+3404,-3868,-4823,-5872,+6882,+7943,
-0.013452122,-29961.592488999635,-1864.755461316563,-4386,222.72762,-99,-449,-2160,+2661,+3844,-5411,-5489,-6075,-6461,-7650,
-0.02254437,17329.584721985808,1283.450772369273,3542,338.72272,-41,+1187,-3612,+4711,-4911,+5221,+6002,+7077,-7914,+7932,
-0.049296692,31642.76567765039,2039.976299804884,4775,246.21275,-484,+939,+1133,+1368,-2897,+3374,+3408,+4227,+5610,-8409,
-0.0068007,-18815.4680824764,-1555.757358372469,-3758,276.6696,-2711,-3195,-4738,+5298,-5622,-5734,+6349,-8122,+8295,-8414,
-0.06434506,43635.548893810104,2522.1215071846964,6000,233.21367,+1159,+1767,+1940,+2905,-3247,+3362,+3859,-5727,+6898,+7736,
-0.007590084,17336.525754707684,288.4977819903273,72,226.15129,+1674,-2680,-2700,+3454,-3611,-4278,-5478,+5522,+6282,+8240,
-0.012859927,-34527.210477625566,-1931.8374135918898,-4715,268.48685,-182,-1265,+1566,-2633,-2927,-3871,-4754,-6427,+7413,-7901,
-0.07203588,48997.64753188928,2854.99084073805,6963,235.80827,+501,+1261,+1500,+2477,+2508,+5613,+6081,+6321,-7099,-8036,
-0.0076602977,-24208.451893544072,-1089.1940050662315,-3476,316.02493,-1454,-1684,+2283,+2893,-3390,-4447,-5061,+5729,-7774,-7970,
-0.00043778922,-1125.2677654185652,-380.33943240264506,0,257.03415,+501,+2039,-2602,+2816,+2983,-3094,-3441,-6739,-7811,+8223,
-0.057057496,29558.41787144086,1924.6091645904082,4634,200.69337,+471,+670,-679,-1105,+1142,+1182,+2183,+2293,-3180,+3859,
-0.008391552,-21754.09299705664,-864.9954277639271,-3122,259.23804,+3043,-4505,-4976,-5049,-5055,-5219,-6392,+6578,+6916,-7418,
-0.06284856,50764.15708791593,3170.5743458708607,8743,300.15518,-359,+948,+2630,+2719,+5801,+5956,+7088,+7109,+7333,+7658,
-0.020731265,-43585.21772199688,-2408.2855068494346,-6532,210.23907,+1603,-2004,-2264,-2768,-2987,-4547,-4791,-5496,-6944,-7534,
-0.0012019337,8551.517103594975,54.35795134125134,164,269.0827,-581,+1307,+1688,-2250,+3500,-5418,+6274,-7105,-7475,+7994,
-0.0055791587,-13510.6679978189,-787.4471739917961,-2423,242.1632,-1233,-1456,-1519,+1820,+2145,+3621,-4662,-5812,-6198,-7366,
-0.00537012,10502.998122822899,236.84026281288376,1347,262.4066,-780,-1038,+2066,+2281,-2283,+4755,+6474,-6820,+7883,-7915,
-0.0028450633,-9312.958727581634,-709.900698953815,-992,327.3375,-366,-427,+2031,-2259,+2459,+4650,-5813,+7962,-8068,-8418,
-0.0031399396,-6584.130211958707,-623.7044124974193,-1726,209.68971,-185,-843,-1411,+2238,+4868,-5710,+6014,+6567,-7106,-7775,
-0.03428464,33909.29657483729,1417.1430453427197,2516,245.93327,+147,+631,+1470,-2197,-2263,+2722,+4054,+6039,-7414,-7585,
-0.0023215928,-8232.08839943798,-772.9804306582506,-1849,354.58798,-1775,-3352,-4140,+5092,-5105,+5769,-6795,-6955,-7638,+7844,
-0.0016353622,-4008.7087520705536,-181.7717005149918,-300,245.12666,-1604,-1836,-2108,+2204,+2944,-3986,-5408,+6285,+7177,-7655,
-0.025929336,13437.68532527453,1027.706553958824,2304,235.82018,+788,+852,-1221,-1347,+1450,+2171,-3133,+5667,-7046,+8203,
-0.0044008447,-13998.042403051513,-1003.0339722594549,-1734,318.07626,-819,+1167,-4751,+5348,-6605,+6840,-7320,-7532,-7698,-7787,
-0.03110439,16218.699193429511,1483.9387284135214,4000,283.85562,+927,-1130,-1459,+1872,+3599,+3836,-6508,+6785,+7503,+7756,
-0.0013421504,2439.553437313541,66.75582166286205,-700,295.9315,+1880,+2130,-3977,+4711,+5224,-5447,-6102,-6483,-7459,-7796,
-0.0012583715,-932.3028207430557,61.28028421135866,277,289.74445,-333,-2483,+3606,-3797,+4317,-4322,+5116,-6912,+7073,+7872,
-0.0033490423,-10326.113975282966,-228.3598749451955,-547,308.33035,-653,+2124,+2155,-2503,-2509,-2846,+4100,-5305,+7967,-8323,
-0.011621177,-22963.84745948186,-1597.1423199260705,-4000,197.60345,-316,+328,+448,+1372,-1381,-1429,-3209,-4158,-4738,-4962,
-0.011718929,4142.221379291456,479.6842297213839,66,243.54022,-2985,-3152,+3211,-3396,+3895,-4300,+5190,-5577,+6707,+7073,
-0.030242672,8766.928907430165,724.589275719524,1455,142.55254,+37,+594,+4451,-4570,+4950,-4952,+4962,-5632,-6219,-7111,
-0.000548333,-1394.8214065056013,-778.3449659702376,-1785,254.3749,+2173,-2225,-2888,+3272,-3598,-4005,-5179,+5560,-7424,+8411,
-0.011050075,3634.387744880017,528.4115202744125,1591,284.5183,-959,-1907,-2157,+2383,+3580,+5703,-7275,+7407,+7733,-8295,
-0.008933215,-21611.46741028505,-1302.1000409719072,-2956,241.92259,+2746,+3005,-3172,-3251,-4143,+4301,-4914,-5462,-6638,-6696,
-0.026962195,23831.377886697283,1188.2763871063887,2343,262.21976,-2694,+3430,+3811,-5213,+5245,-6240,+7031,+7177,-7640,-7989,
-0.02500434,19726.42070182475,961.5561865037065,3126,228.80339,+1197,-1220,+1668,-2143,+2687,+3493,+5450,-6660,-7694,-8083,
-0.013131407,-24005.532794029903,-1198.790399668708,-2412,182.81006,+101,-755,-1714,-2174,-2187,+2814,-5090,-5201,+5398,-5654,
-0.01832704,10194.014880208671,873.2411924948575,2230,283.49478,+98,+2363,+3005,+4172,+5416,+6411,-6465,-6781,-6801,-8140,
-0.008679462,5907.807103652369,353.4082401302679,2000,242.26299,+59,-92,-688,+2053,+3746,+4496,+5028,-5814,-7385,+7853,
-0.014247085,-30843.6845265362,-1484.2948934553592,-3901,216.4912,+810,-1974,-3057,-4216,+5027,-5928,-6419,-6592,-7130,+8259,
-0.015343007,-449.3305853698709,814.0352281342588,2000,315.6719,+2592,+3189,+3331,-3499,-3796,-3911,+4068,+4687,-4712,+7936,
-0.043904357,30545.114994172818,1918.2336328062338,4868,259.95435,+1099,+1127,-3037,+3238,+3377,+4513,+4688,-5561,-7084,+7244,
-0.017217634,14036.603259903844,749.452130869918,2287,258.9844,+900,+2359,+2754,-5122,-6562,+6587,+6865,+7331,-7581,-7772,
-0.018868214,-26603.307101580587,-545.717562930563,-1262,140.99538,+188,+593,-2113,+3302,-4054,-5260,-5513,-5934,-6422,+6583,
-0.0025141584,-6446.988243664146,-378.2685693411431,-1047,256.42728,+46,-342,+700,-876,-1904,+3785,-5221,-6219,-7494,+8120,
-0.010933051,-32277.326839420235,-1456.9183347029666,-3738,295.22708,-604,+1032,-1416,+1465,-1693,+3045,-5204,-5638,-6812,-8255,
-0.0050271694,-12833.638014206204,-609.5803175600644,-1796,255.28557,-1980,+2324,-2978,-3607,+3782,-3853,-4764,-6557,+7422,-7610,
-0.0013901183,-4611.631336805647,-695.2652534844731,-1135,331.7438,-200,-1471,+4777,+4967,-5050,+5686,-7014,+7405,-7618,-7806,
-0.015661102,7057.912465379233,730.9113306913366,1379,277.68063,+1362,+1368,-2541,-4097,+4923,-5117,-7502,+7590,+7646,-7725,
-0.0076702717,12720.560773110275,436.4971086740261,896,338.58975,-783,+2080,-3568,-5524,-5575,+5663,+6453,-7286,+8319,+8423,
-0.020534942,17888.273693481082,750.1239737508487,2054,217.34155,+170,-637,+1572,-1888,-2495,+2837,+4236,-4500,+4699,+5140,
-0.011085998,11276.920451792075,535.4267586253665,2224,287.36142,-1394,-1490,+2033,+3402,-4451,+4564,+5190,-6268,+7953,+8220,
-0.033455543,27102.825419284123,1866.5398588565756,4345,331.94977,+332,+3513,+4265,+4330,+4933,+4980,-6296,-6848,-7293,+8353,
-0.043988895,36990.41684095872,1817.0615202566426,4690,245.77051,+1196,-1741,-1903,+2506,+3026,+3110,-3798,+5562,+6762,+7922,
-0.002660598,-5950.826922227958,-141.99300782672626,-780,223.66502,-1260,+2077,+2624,-2891,-2953,+3092,-5933,-5952,+7028,-7769,
-0.0066421297,-16560.40496300502,-821.7126566398048,-1295,249.32372,+474,-1074,+1972,-2174,-4338,-4807,-5821,+5841,-6669,+7279,
-0.00940726,8310.731926149467,551.7041818117241,1359,348.93643,-304,+753,+3707,-4153,-5674,+6337,+6781,+6817,-7324,-7954,
-0.03644353,24380.18788182563,1162.9721823017765,2614,189.86812,-1359,-1537,+2253,+2421,+3674,+3992,-4404,-4774,+6276,+6317,
-0.0923994,48994.904763428945,3400.698061728916,8000,218.9788,+92,+999,+1268,+1315,+1829,+2038,+2158,+3118,-6389,+7419,
-0.022082742,16038.25076095016,1078.4933777838262,2402,290.58133,+257,-1598,+1872,-3357,+3572,+3664,-5292,+5621,-7619,-8175,
-0.007532343,-21065.35595016743,-1393.0539688068557,-4000,279.66537,-352,-2552,-3613,-3696,+4334,-4414,+4606,-4919,-8139,+8150,
-0.018985095,15811.517248977654,1014.2891118476578,1967,317.87195,+1049,+1438,-1566,-3024,+3519,-3604,-7353,-7740,+7920,+7987,
