idx,score,depth,combs,netChgRoad,netChgBus,netChgRail,netSavedMinsRoad,netSavedMinsBus,netSavedMinsRail,savedMinsRoad,savedMinsBus,savedMinsRail,deltaDkRoad,deltaDkBus,deltaDkRail,deltaLkRoad,deltaLkBus,deltaLkRail,railNetworkKM,LBar,gameState0,gameState1,gameState2,gameState3,gameState4,gameState5,gameState6,gameState7,gameState8,gameState9,gameState10,gameState11,gameState12,gameState13,gameState14,gameState15,gameState16,gameState17,gameState18,gameState19
0,-123.22297,20,915009322752000,0,0,72966,0,0,559.0023,0,0,514304.97,-1137.1435570779424,-559.2672090894579,1696.4107651743395,-24722.419982119634,-13057.883993813937,49961.46593336553,200.63159,84.88839,   4997,4915,   4915,4914,   4914,4905,   4905,3303,   3303,4414,   4414,4519,   4519,4801,   4801,3629,   3629,5508,   5508,5517,   
1,-1905.4977,20,58321167133320000,0,0,2016365,0,0,237.96008,0,0,8816802,-13694.971152278466,-3502.712544011451,17197.683707818735,-240690.3873174968,-40056.25965451891,990250.5705383258,126.31366,53.508472,   436,0,   0,6711,   6711,3321,   3321,3339,   3339,5012,   5012,4915,   4915,4932,   
2,-1329.5261,20,41930325174528000,0,0,3416197,0,0,370.7023,0,0,12104608,-11052.546060861101,-4742.7714251961725,15795.317488123363,-185501.83332334386,-54619.903051406945,773389.7797433212,139.52477,54.869946,   3086,1162,   1162,6744,   6744,3040,   3040,3045,   3045,6542,   6542,6519,   6519,6522,   6522,4676,   4676,4686,   4686,3598,   
3,-229.38495,20,1542872862720,0,0,517973,0,0,288.70007,0,0,1557051.5,-1442.6198486888927,-1503.4490334172212,2946.068885657416,-25752.3710475221,-36229.82933016986,124169.26049413989,112.26705,48.528767,   3765,3733,   3733,3739,   3739,6148,   6148,6096,   6096,6116,   6116,6113,   6113,6158,   
4,-744.3895,20,19626566635791360,0,0,2082796,0,0,354.65576,0,0,7627064,-7323.8951992153225,-3034.82366904343,10358.718854268165,-123035.40067974353,-31714.828507118174,615821.3477263787,165.28363,66.210434,   6296,6436,   6436,6451,   6451,6423,   6423,4666,   4666,3549,   3549,3598,   3598,3603,   3603,4190,   4190,3222,   3222,4214,   
5,-838.99493,20,1.105255342743552E+20,0,0,1396029,0,0,297.25763,0,0,4775550,-10205.077189235188,-2358.950340728671,12564.027532392653,-182596.58750958223,-26248.083162907893,719859.1405292324,217.6373,83.28113,   4494,3321,   3321,946,   946,504,   504,3436,   3436,5833,   5833,5855,   5855,3232,   3232,3236,   3236,6518,   6518,3040,   
6,-3545.1572,20,102051039767040,0,0,8031004,0,0,133.09369,0,0,39275376,-22281.12521183283,-9055.032852702596,31336.15807108799,-430368.22058488085,-117388.97532668579,2521962.474019763,121.39609,46.732006,   1968,6756,   6756,2239,   2239,2994,   2994,2992,   2992,5896,   5896,5897,   5897,6885,   6885,6888,   
7,-448.91833,20,2513253120,0,0,489088,0,0,325.88293,0,0,2515971,-2075.235273883648,-844.9890085031774,2920.2242841896987,-35208.139346971955,-10306.953611314042,87146.4648819666,78.42883,35.32692,   2557,2558,   2558,2568,   2568,5622,   5622,5660,   5660,5661,   5661,5673,   5673,5674,   
8,-1919.5199,20,66308261691672000,0,0,2289292,0,0,249.85205,0,0,10185462,-14102.082067154955,-3579.8611048744615,17681.9431744944,-249935.98910543308,-40875.24176160828,1076168.6815451258,130.20755,54.340107,   498,0,   0,6711,   6711,3321,   3321,3339,   3339,5012,   5012,4915,   4915,4932,   
9,-151.28448,20,337440,0,0,33403,0,0,20.70424,0,0,142712.84,-142.39618162238187,-93.2872106745849,235.68339229559254,-1434.3973124678341,-757.8109312486912,3566.6406702181644,9.481457,6.3195834,   4131,4130,   4130,4128,   
10,-984.9753,20,16352845185600,0,0,2879969,0,0,128.57562,0,0,12617290,-6618.622983239045,-3212.510977426133,9831.133964663446,-97335.58098439817,-36562.20004384787,532148.1829739207,98.82033,32.593063,   8077,7855,   7855,8210,   8210,8215,   8215,7981,   7981,7984,   7984,7987,   7987,7336,   7336,7342,   
