score,depth,netChgRoad,netChgBus,netChgRail,savedMinsRoad,savedMinsBus,savedMinsRail,deltaLkRoad,deltaLkBus,deltaLkRail,railNetworkKM,LBar,gameState0,gameState1,gameState2,gameState3,gameState4,gameState5,gameState6,gameState7,gameState8,gameState9
192.27922,10,0,0,1227097,0,0,50922692,726314.1558796857,137920.48860571923,-7789974.674540899,3777.3928,340.55954,5672,3788,   3788,5672,   43,7637,   7637,43,   3836,7345,   7345,3836,   2996,6257,   6257,2996,   2946,3527,   3527,2946,   
181.51445,10,0,0,23647906,0,0,816716160,651837.2801903135,-128676.46297283698,-6174621.012986446,3591.104,271.57825,4241,6241,   6241,4241,   7083,4048,   4048,7083,   2509,272,   272,2509,   3285,7460,   7460,3285,   6390,7884,   7884,6390,   
584.49615,10,0,0,2638884,0,0,62026288,662959.5226556165,-127897.05604671374,-5603720.362791908,1134.241,185.06721,2045,6802,   6802,2045,   4231,5659,   5659,4231,   3846,1456,   1456,3846,   3111,2879,   2879,3111,   3763,712,   712,3763,   
429.5965,10,0,0,4472657,0,0,67361330,628513.0104732503,-421982.27799120813,-4821537.929570836,1463.031,220.73956,6884,732,   732,6884,   1917,3115,   3115,1917,   1888,8032,   8032,1888,   2973,1273,   1273,2973,   1749,2543,   2543,1749,   
321.77533,10,0,0,7728261,0,0,229121060,799735.2109485543,-101619.72786321102,-7056563.354766852,2485.3838,297.20673,4741,4170,   4170,4741,   818,1864,   1864,818,   1431,1379,   1379,1431,   4939,4669,   4669,4939,   8167,1357,   1357,8167,   
213.8387,10,0,0,5942816,0,0,230815650,606274.7515667469,-35156.77721871415,-5051561.844061455,2835.1965,275.58548,5080,7137,   7137,5080,   754,6093,   6093,754,   765,7306,   7306,765,   7993,2819,   2819,7993,   3790,2379,   2379,3790,   
247.96178,10,0,0,2948906,0,0,44365776,699326.524827482,272999.8804997441,-6347306.489801087,2820.2996,220.78165,4233,117,   117,4233,   2493,2233,   2233,2493,   5079,3508,   3508,5079,   4323,3967,   3967,4323,   2159,2913,   2913,2159,   
388.35037,10,0,0,3532804,0,0,61654212,543621.4103240574,-24546.78804737382,-5246117.791862268,1399.8221,192.83882,5734,2012,   2012,5734,   5710,3847,   3847,5710,   3143,6311,   6311,3143,   5983,2366,   2366,5983,   4227,2467,   2467,4227,   
139.6258,10,0,0,4586474,0,0,102811064,386136.6453036576,234205.19940150276,-5270429.91402929,2765.511,269.99182,4952,6878,   6878,4952,   3147,2406,   2406,3147,   4068,8183,   8183,4068,   8414,4260,   4260,8414,   2350,3018,   3018,2350,   
278.24777,10,0,0,2935846,0,0,101583990,538267.4586647137,-43998.99479169436,-5694195.710712164,1934.4897,219.63647,39,154,   154,39,   5919,7805,   7805,5919,   6745,4623,   4623,6745,   1676,7021,   7021,1676,   5220,6358,   6358,5220,   
361.0251,10,0,0,2100598,0,0,25700924,511471.70911713765,-36229.04566953409,-4606823.355893074,1416.7207,114.366905,5491,972,   972,5491,   2509,5254,   5254,2509,   4058,3068,   3068,4058,   1426,5343,   5343,1426,   2949,2890,   2890,2949,   
392.41718,10,0,0,2629692,0,0,47655524,538675.0092891841,-42087.52667585092,-4762124.296187049,1372.7101,186.82098,1323,5626,   1323,7027,   5626,1323,   7027,1323,   5862,5791,   5791,5862,   5405,87,   87,5405,   6601,5332,   5332,6601,   
253.51204,10,0,0,3680054,0,0,73843910,484766.7341815922,20996.128427587566,-3623787.339649535,1912.204,252.8202,3530,63,   63,3530,   1617,7577,   7577,1617,   2874,5580,   5580,2874,   4528,6340,   6340,4528,   5538,6955,   6955,5538,   
127.802475,10,0,0,3547366,0,0,62567012,473246.14912897884,166955.2591334616,-3760100.8271874185,3702.95,275.90067,4634,7398,   7398,4634,   5581,6304,   6304,5581,   5411,3980,   3980,5411,   4369,6328,   6328,4369,   6783,999,   999,6783,   
235.48338,10,0,0,7030960,0,0,145156510,434513.8762256367,115722.42086874886,-3055584.9568616077,1845.1997,196.02248,6756,3071,   3071,6756,   1311,7896,   7896,1311,   1694,2848,   2848,1694,   1562,4595,   4595,1562,   1943,954,   954,1943,   
121.48837,10,0,0,6405621,0,0,195651170,442372.82731862756,96550.61826429286,-2225578.454887394,3641.2769,295.7602,7654,1588,   1588,7654,   419,8324,   8324,419,   2828,5428,   5428,2828,   7790,3367,   3367,7790,   2380,6914,   6914,2380,   
127.96888,10,0,0,1017064,0,0,14801278,351556.68568753166,114536.60272473087,-2178311.1190734175,2747.2046,266.9661,6975,3521,   3521,6975,   8240,4429,   4429,8240,   6691,2361,   2361,6691,   44,722,   722,44,   4347,1882,   1882,4347,   
155.07881,10,0,0,3787750,0,0,64499636,337897.73854558467,8046.21205921095,-2451037.2612945936,2178.8777,243.48154,1421,7513,   7513,1421,   1740,5602,   5602,1740,   7011,459,   459,7011,   7187,2157,   2157,7187,   5882,25,   25,5882,   
113.491486,10,0,0,4615484,0,0,84350944,395112.985645274,-258611.21927112635,-2068404.2558237098,3481.4329,304.4073,4017,8369,   8369,4017,   4397,4584,   4584,4397,   7737,3045,   3045,7737,   6978,5693,   5693,6978,   3476,8419,   8419,3476,   
134.34674,10,0,0,2230189,0,0,64235736,382174.3311175865,42088.19297333871,-707570.2250988516,2844.6865,300.85077,4626,1002,   1002,4626,   3947,8304,   8304,3947,   2459,3235,   3235,2459,   3266,5318,   5318,3266,   1204,7769,   7769,1204,   
119.4471,10,0,0,1960015,0,0,67916440,357295.4942702444,-188418.81485831828,-2046237.8102424117,2991.2446,302.14743,2803,840,   840,2803,   247,61,   61,247,   7968,140,   140,7968,   8284,3253,   3253,8284,   1312,2368,   2368,1312,   
145.2209,10,0,0,2971346,0,0,66099936,396549.8026315271,35100.23771956163,-1565886.9216989337,2730.6663,213.49661,6676,5633,   5633,6676,   5920,2355,   2355,5920,   2897,7042,   7042,2897,   7559,3656,   3656,7559,   5127,3645,   3645,5127,   
122.2964,10,0,0,1922650,0,0,44169296,341178.5806339303,-107299.4507988949,-1836701.6520238416,2789.768,230.725,3818,2787,   2787,3818,   5681,4363,   4363,5681,   5691,419,   419,5691,   3565,1871,   1871,3565,   3142,3776,   3776,3142,   
50.78154,10,0,0,2476532,0,0,40281140,200277.08506964025,-323848.9272631519,-839271.6306599109,3943.8953,315.7803,5629,1869,   1869,5629,   952,6549,   6549,952,   5658,3177,   3177,5658,   8121,4336,   4336,8121,   5051,7596,   7596,5051,   
134.51796,10,0,0,2288214,0,0,53488824,375924.84263673285,-121921.85287648322,-1506872.2125184345,2794.607,265.75104,3197,3725,   3725,3197,   4380,1108,   1108,4380,   1743,7428,   7428,1743,   3517,1592,   1592,3517,   5407,3853,   3853,5407,   
126.899605,10,0,0,1196018,0,0,42428728,408112.2566546855,-68842.13740330368,-1588304.1021188432,3216.0247,342.14343,4111,8045,   8045,4111,   190,5994,   5994,190,   3950,15,   15,3950,   3594,4319,   4319,3594,   2805,7548,   7548,2805,   
40.459248,10,0,0,2070062,0,0,63137992,118109.84562599767,-274584.75557790685,-771774.2349419136,2919.2297,311.90567,5011,6413,   6413,5011,   110,5972,   5972,110,   5175,4806,   4806,5175,   4680,7806,   7806,4680,   5133,8156,   8156,5133,   
184.68802,10,0,0,1494851,0,0,13445768,345701.38467446,-56379.79087223565,-1271875.1943938143,1871.8127,283.01044,7356,3222,   3222,7356,   7040,5966,   5966,7040,   448,93,   93,448,   6843,4573,   4573,6843,   2620,6699,   6699,2620,   
74.9252,10,0,0,2739066,0,0,55515320,211793.75205118457,105097.03997080938,-1345225.9674768725,2826.7358,255.92189,5338,1972,   1972,5338,   4899,7725,   7725,4899,   8100,6019,   6019,8100,   1679,3394,   3394,1679,   2598,5642,   5642,2598,   
125.14151,10,0,0,1773119,0,0,48412872,351047.90531850286,-197529.61288612636,-858130.766662397,2805.2075,263.49472,8018,3801,   3801,8018,   1531,5939,   5939,1531,   2585,5220,   5220,2585,   3615,6843,   6843,3615,   4369,5372,   5372,4369,   
