score,deltaLkRoad,deltaDjRoad,deltaTotalJobsCreated,LBar,gameState0,gameState1,gameState2,gameState3,gameState4,gameState5,gameState6,gameState7,gameState8,gameState9
-3.407293E-06,-2333.9036,-556.0015,-1108,325.1848,-1486,2054,-4960,4964,-5728,-5747,6899,7608,-8024,-8203
-3.4053685E-06,-6797.7925,-264.40717,-1077,316.26532,-1221,2609,4323,-4801,6022,-6170,-6920,7000,-7650,-8070
-3.4053126E-06,-14514.762,-402.98703,-827,242.85582,-1563,-3722,4271,-4979,5775,-6021,6249,-6464,-6695,8103
-3.4041702E-06,-11479.264,69.37982,-963,282.8883,1032,-3782,3923,-4413,4800,-4974,-5368,-5807,6961,-7767
-3.4039185E-06,-11998.13,-403.13696,-1030,302.59244,-717,-1118,2328,-3875,-5953,-6623,-6650,6949,7292,8417
-3.4018963E-06,-28715.008,-765.4088,-1031,303.06625,-6390,-6568,-7046,7233,-7280,7646,-7699,7731,-7817,8031
-3.4000304E-06,-7686.4253,-222.67184,-803,236.17435,-2795,3189,-3673,3801,-4268,-4565,-4883,4926,5423,-5581
-3.3988686E-06,-12807.159,-433.4572,-1287,378.65543,-6437,-6712,-6907,-6967,-7176,7179,7299,7703,-8101,8320
-3.3982435E-06,-866.04016,-196.73654,-816,240.12405,2388,-2955,3145,-3224,-3839,-3980,4302,4317,-5500,-5775
-3.3955723E-06,-6566.084,-326.1879,-1209,356.0519,4107,-4903,5019,-5146,-5389,-5549,-5581,5770,7303,-7979
-3.3928036E-06,-21426.703,-1087.3252,-1235,364.00574,-1554,-2691,-2947,3985,4138,-4799,5297,-7113,-7259,8144
-3.3922106E-06,-4593.051,-173.76523,-282,83.13163,-7341,-7343,7395,-7415,-7495,-7584,-7679,8202,8224,-8322
-3.3908304E-06,-11341.574,-204.28366,-1387,409.04434,3544,-4424,-4502,-4962,-5308,-6626,-6933,7302,8012,8013
-3.388588E-06,-1098.0695,-25.94214,-857,252.9077,-3392,-3464,3661,4491,-4978,5326,-5334,-5435,7326,-8248
-3.3876718E-06,-2015.3422,-343.04636,-437,128.99715,-7815,-7890,8030,8059,-8122,-8145,8170,8207,-8374,-8406
-3.387063E-06,-2148.05,-150.53574,-456,134.62991,8239,-8240,-8255,-8288,-8320,-8353,8357,8358,-8359,8422
-3.3845001E-06,-10014.242,-401.05664,-1210,357.51218,4784,-4906,-5062,5441,-5921,-6789,6817,7329,-7786,-8182
-3.380755E-06,-3124.583,-415.12442,-1401,414.40448,2912,-3287,-3604,3729,-3943,-6655,7591,7870,-8050,-8143
-3.3805366E-06,-22273.758,-707.93396,-1107,327.4628,3510,3511,-5100,-5331,-5917,-6261,7026,7568,-7890,-8261
-3.3798206E-06,-476.91406,-95.99186,-1055,312.14676,-5693,6035,-6059,-6359,-6913,-6922,6948,7294,7486,-7740
-3.379167E-06,-9058.628,-447.52646,-1036,306.5844,4066,-4153,-4771,-4820,4857,6082,6458,-6859,-7215,-7984
-3.3783876E-06,-4134.079,-180.66556,-787,232.95135,-2185,2239,2533,-2709,-2838,-3260,-4488,5592,-6522,8404
-3.3702088E-06,-307.28107,-58.208817,-988,293.15692,-6009,-6040,6261,-6596,7024,-7825,7830,-8071,-8120,8177
-3.3671984E-06,-15278.116,-218.81055,-1266,375.98022,-5360,5422,-6323,-6438,-6542,-6939,7226,-7618,7873,8167
-3.3664862E-06,-14654.395,-751.7895,-721,214.16989,-513,-1349,1467,-1652,-3160,3583,4305,-5043,-6261,6842
-3.3654796E-06,-29615.027,-488.02423,-1155,343.1903,-3936,-4518,-5664,-6010,6673,6773,-7498,7828,7937,-8317
-3.363098E-06,-3080.395,-231.31422,-557,165.62111,-7799,-7833,7835,-7868,-7955,-8030,8113,8210,-8220,8251
-3.3622407E-06,-5052.174,-186.89622,-747,222.17328,6669,-7166,-7273,-7457,-7606,7697,7703,-8020,-8177,8398
-3.3614115E-06,-3373.6667,-472.04108,-1243,369.78513,-3177,3273,3848,-4807,-4913,6405,-7199,-7275,7436,-8367
-3.3604456E-06,-3319.83,-307.60397,-928,276.15384,-2168,-2415,2815,-3494,-3572,3730,3919,-4568,5589,-8006
-3.3586905E-06,-19345.219,-455.3215,-1220,363.23682,-4444,-5158,5362,-6279,-6550,7532,-7962,-8160,8171,8275
-3.358539E-06,-6720.4746,-151.78577,-1274,379.3316,4264,-4729,-5420,-5455,-7311,7787,-7862,-7980,8025,8148
-3.3570088E-06,-3003.5386,-664.4125,-1295,385.76007,-2568,3739,-3931,4120,4490,-4922,-6115,-7056,-7299,8205
-3.3534966E-06,-11552.196,-452.10635,-1067,318.17538,-5615,5679,-5731,-6665,7029,7866,-7886,-8146,8153,-8156
-3.3492727E-06,-12312.54,-344.4611,-1229,366.94534,-1038,1394,2226,-3283,-3406,-4481,-6160,-6639,7308,7952
-3.3488088E-06,-2643.5088,-214.65306,-717,214.10599,-4089,-4268,4573,-4860,4932,-5218,5944,-6545,-6661,6872
-3.3473282E-06,-14046.179,-655.1966,-1144,341.7651,-2044,-2480,-3273,-3328,5878,-6204,7320,-7483,-7792,7934
-3.3454837E-06,-18581.816,-452.5709,-1020,304.88864,-3364,-4241,-4482,5427,6046,-6285,-6421,7110,-7327,7693
-3.3408287E-06,-14627.147,-274.10187,-1109,331.95355,5476,-5542,-5853,-6174,6955,-7153,7531,7553,-8068,-8247
-3.339272E-06,-10181.69,-328.28677,-930,278.5038,4822,5468,-5552,5696,-6839,-6880,7535,-7905,-8087,-8246
-3.338703E-06,-5403.201,-74.38069,-1278,382.7834,-5951,5959,-6056,-6316,-6819,-6836,7012,7243,7356,-7639
-3.3355782E-06,-8160.432,-492.1112,-972,291.40375,6306,-6593,-6625,-6818,-7035,7156,7388,-7407,7589,-8333
-3.33405E-06,-16999.938,-843.6918,-841,252.24576,2708,3015,4506,-4628,-4647,-5178,5293,-5535,-5966,-7459
-3.3333138E-06,-2219.3284,-281.12085,-904,271.2016,133,-787,-1640,2096,2626,-3252,-4144,-4299,4475,-7469
-3.3329716E-06,-21391.557,-834.81805,-1084,325.23532,4821,-4981,-5125,-5613,5822,-6904,7404,7426,-7628,-7979
-3.3315014E-06,-2494.1833,-871.1198,-1212,363.79996,-6392,6535,-6938,-6978,-7018,-7146,7282,-7310,8238,-8346
-3.3289891E-06,-7205.9316,-684.30383,-1201,360.77017,4997,-5200,5709,-5959,-6005,6679,-6766,-7212,-7271,8338
-3.3254823E-06,-4494.053,-324.6991,-716,215.30711,-1103,-1547,-2989,3775,3909,-4318,5940,-6479,6684,-6691
-3.324055E-06,-6714.889,-219.06229,-780,234.65317,3037,-3521,-4018,-4019,4025,5150,-5285,-5897,7577,-8335
-3.3213641E-06,-20925.252,-690.4726,-1230,370.32977,-4751,6163,-6443,-6796,-7034,-7154,-7649,7803,7897,7934
-3.318424E-06,-980.04254,-61.350616,-413,124.45667,-7785,7865,8012,-8137,-8146,-8161,8176,-8341,8361,-8413
-3.314527E-06,-16745.133,-346.84903,-965,291.1426,3062,3063,-4031,-4324,-4551,-5633,-6118,6667,7984,-8136
-3.3135063E-06,-9357.192,-258.97076,-1132,341.63205,-2758,-2810,3089,-4344,-4370,4611,-6624,-7231,7627,7695
-3.311391E-06,-7905.5244,-679.96405,-1339,404.3618,-5536,5973,6091,-6484,-6941,7399,-7434,7520,-7970,-8214
-3.3079893E-06,-4983.973,186.85774,-834,252.1169,-2148,-2434,-2880,2950,3313,-5628,-6150,-7395,7821,8079
-3.3052559E-06,-11246.826,-783.24194,-1056,319.49115,-5732,5974,-6050,6337,-6515,-6640,-7093,7561,-8014,8291
-3.297189E-06,-11289.878,-494.4146,-825,250.21312,5556,5808,-5988,-6080,6167,-6353,-6510,-7179,-7611,7890
-3.2966707E-06,-21005.908,-542.7745,-1279,387.96716,6397,-6457,6499,-6527,-6977,-7193,7264,-7273,7839,-8121
-3.2957341E-06,-6095.3364,-193.02876,-1150,348.9359,584,1657,-3903,-4449,4568,-4609,-4772,-7410,7688,-8365
-3.2906287E-06,-340.5412,-513.2439,-833,253.14313,-1176,-2717,2834,-4029,5631,5751,-6744,7840,-7841,-8199
-3.2891257E-06,-2652.393,-239.31833,-932,283.35797,-1997,-3902,5070,5643,-5736,-6771,-6908,-7305,7516,7833
-3.2887067E-06,-4607.774,-185.72578,-1170,355.76294,-1659,-2481,3693,3953,4548,-5504,-5646,-6406,7227,-7286
-3.2878556E-06,-12192.78,-375.90097,-1141,347.0347,-4068,4673,-4991,-5865,6157,-6490,-7059,-7412,8128,8211
-3.2847965E-06,-25627.254,-852.75397,-946,287.99347,2049,2050,-3867,-4779,-5277,6403,-6577,-7329,-7796,8042
-3.2808296E-06,-9648.463,-601.55286,-1124,342.59628,-5227,5542,-5621,5949,6477,-7175,-7251,-7409,-7709,8120
-3.2804726E-06,-3590.5142,-165.23961,-531,161.86693,-741,-820,1728,-4039,-4682,-5041,-5735,5777,6638,7062
-3.2782286E-06,-6041.2197,-528.1843,-877,267.52252,-1153,-1700,-2622,-2906,3055,5523,6184,6929,-7790,-8056
-3.2776509E-06,-19692.258,-1003.6844,-957,291.9774,2617,-3553,-4866,5303,6026,-6230,-6281,-6382,-7318,7778
-3.2753103E-06,-9055.661,-287.12906,-1133,345.92142,-30,506,-1822,2700,3787,-5191,-7115,-7642,-8147,-8243
-3.274544E-06,-12946.304,-463.89996,-969,295.91907,2554,3015,-3403,4188,-5243,-6167,-6195,-7096,7894,-7988
-3.2735031E-06,-15055.012,-492.53387,-1197,365.6633,2969,-4013,-4957,-5352,-6353,7636,7746,7753,-7942,-8402
-3.2715532E-06,-3276.681,-461.8461,-1162,355.18298,-4504,-4669,4710,-4812,5722,5907,-5951,-7177,7417,-7639
-3.2636046E-06,-16.967949,-434.60916,-985,301.81354,-4413,4557,5780,6338,-7223,-7472,7568,-7705,-8046,-8223
-3.2631306E-06,-32348.303,-641.9523,-1052,322.3898,-3617,-4263,-5563,5753,-6073,-6301,6969,7333,7939,-8310
-3.2577916E-06,-2204.0178,-309.02267,-1196,367.11987,-4885,4899,-5937,6053,-6552,-7282,-7406,7574,7713,-8248
-3.2567973E-06,-5482.639,-152.53224,-947,290.77646,-4412,-4778,5572,5582,6030,-6158,-6816,-7153,7495,-8421
-3.2530747E-06,-231.09299,-214.77426,-1142,351.0525,1353,2104,-3205,-3998,-4155,4946,-5477,6559,-7946,-8427
-3.2383132E-06,-1820.1448,-179.33925,-735,226.97002,6955,-6969,-7215,7496,-7624,7714,-7749,-7981,-8315,-8421
-3.2368682E-06,-2908.2925,-426.46417,-936,289.1684,-5347,5655,-5869,-6160,-6330,6381,-7062,-7467,8276,8398
-3.236533E-06,-13396.807,-1002.7065,-1141,352.53772,-3654,4411,-4452,-4459,5461,7256,-7261,-7626,-7726,8048
-3.2358487E-06,-3409.8213,-3.054338,-901,278.44318,1248,-1765,1804,-1856,-2730,2831,-3707,-6149,-6471,7630
-3.23063E-06,-266.5707,-24.650879,-977,302.41782,2395,-2496,-3102,3188,3348,-4095,-5300,-6604,7357,-7447
-3.2291666E-06,-8486.59,-270.0388,-961,297.6,-2650,-2941,-3246,3587,4807,-6441,-7123,7460,8091,-8262
-3.229045E-06,-7252.944,-816.18567,-1200,371.6269,-1989,-2955,3537,4114,-5208,-6645,-7225,7295,7998,-8361
-3.2278997E-06,-3352.588,-301.30405,-748,231.72963,-311,460,1460,1646,-1699,-2970,-4624,5084,-5555,-7750
-3.2251346E-06,-5505.4346,-666.34735,-1154,357.8145,3070,-3072,-3508,5948,-6029,-6395,6886,7299,-7307,-8325
-3.2207956E-06,-3078.6973,-122.26053,-262,81.34636,-7500,-7505,-7623,-7662,-7923,8060,8066,8088,8334,-8335
-3.220025E-06,-14978.284,-696.42206,-885,274.8426,1575,-3417,4855,-5175,5471,-5618,-6948,7198,-7820,-8306
-3.2179662E-06,-2194.8435,159.47897,-815,253.26555,-3017,3319,-3622,-4415,4737,-5026,-5481,-6057,6998,7220
-3.2152573E-06,-7384.153,-582.5126,-1262,392.50357,6018,-6060,-6180,-6188,-6251,6809,-6963,7290,7639,-7742
-3.2096711E-06,-2608.6587,-492.73135,-932,290.37244,-5891,-6038,6089,6370,-6992,-7566,-7927,-8127,8385,8431
