idx,score,depth,netChgRoad,netChgBus,netChgRail,netSavedMinsRoad,netSavedMinsBus,netSavedMinsRail,savedMinsRoad,savedMinsBus,savedMinsRail,deltaDkRoad,deltaDkBus,deltaDkRail,deltaLkRoad,deltaLkBus,deltaLkRail,railNetworkKM,LBar,gameState0,gameState1,gameState2,gameState3,gameState4,gameState5,gameState6,gameState7,gameState8,gameState9,gameState10,gameState11,gameState12,gameState13,gameState14,gameState15,gameState16,gameState17,gameState18,gameState19,
193,-961.9045,20,0,0,1354799,0,0,264.31085,0,0,4408262,-10498.36204,-2528.059891,13026.42192,-164751.0948,-23868.00826,674348.3721,171.27594,280.8119,3806,6866,58,653,7070,7126,8365,7652,3580,3561,8272,8062,6711,916,4683,4715,1497,2649,4932,4932,   
194,-959.92944,20,0,0,3373092,0,0,314.3296,0,0,14068144,-11019.78841,-3180.752776,14200.54119,-191863.0452,-33584.82392,1079431.76,199.87202,212.36012,6246,6468,6758,2028,2870,5783,8113,8118,5001,5062,6263,676,4988,6244,1025,2388,6455,6482,4615,4657,   
195,-395.71854,20,0,0,583035,0,0,392.34772,0,0,3065870.8,-4214.869603,-1373.770447,5588.640049,-78671.30772,-16870.99828,250802.594,198.80621,235.55966,6989,7045,2587,2577,7686,7715,6502,1261,1267,1259,6248,196,2851,4032,1139,1558,1224,5959,1724,6661,   
196,-662.65405,20,0,0,1042344,0,0,384.34183,0,0,6924683,-7151.767131,-2812.087925,9963.855052,-137137.9847,-50238.54053,554681.9029,206.9526,176.25278,5396,5415,5227,5219,3489,3658,1015,5068,5815,5848,1061,1063,1523,5194,4146,4145,5489,5503,2858,5698,   
197,-489.50024,20,0,0,1449720,0,0,364.58688,0,0,6030978,-6078.54118,-1603.218609,7681.75979,-108640.5609,-20409.95254,444067.0493,221.94179,247.04135,789,6192,3934,3926,1659,1766,968,1035,6282,4701,5715,1211,6128,6121,292,514,2396,2488,8249,8243,   
198,-546.6281,20,0,0,959194,0,0,291.50583,0,0,3333089.5,-4462.712421,-1526.515311,5989.22773,-73074.99549,-18259.14374,264926.0868,133.6832,311.6287,4542,5868,2968,2970,323,591,7652,7832,7836,7830,7111,7148,3527,6394,7425,7778,7665,7663,2449,2494,   
199,-550.0145,20,0,0,673348,0,0,424.25214,0,0,1919964.9,-5662.026278,-2412.493123,8074.519404,-105877.763,-44289.95273,342561.2284,192.49994,207.71706,3483,5566,1444,980,463,155,4387,4428,7385,7367,4662,6413,3641,5566,1206,3962,4796,92,3292,4423,   
200,-385.68274,20,0,0,483016,0,0,290.4767,0,0,2200992.2,-3641.222484,-1209.566339,4850.788824,-67956.24512,-21472.12026,241688.0697,176.19727,185.95834,6306,6282,2040,2057,6621,6619,4979,324,5847,5808,4596,3469,4464,237,8187,8048,5768,5325,3061,7128,   
201,-1184.7158,20,0,0,1680476,0,0,293.28046,0,0,7545516,-11804.42211,-3235.392332,15039.81444,-200538.0654,-33571.32271,732677.7043,169.27103,246.9584,8216,7842,4658,6416,6290,67,2562,2602,3205,4197,1271,6610,6754,2188,95,897,5969,5964,2332,1070,   
202,-293.34473,20,0,0,758058,0,0,310.51013,0,0,3876182,-3317.436145,-1418.348941,4735.785079,-49555.03215,-16898.04447,188213.0548,168.93105,283.83987,4447,4424,7710,7684,4159,4101,2545,1662,8308,8088,4680,3583,5784,4059,6145,4377,1137,1504,5910,6510,   
203,-705.6612,20,0,0,1113969,0,0,276.09348,0,0,3476278,-5496.520874,-1658.277009,7154.797885,-98740.37353,-21967.9512,289400.3029,139.92604,229.40059,5384,5382,6948,6931,1389,1433,2466,5646,1751,1674,7435,8279,117,292,3322,3313,3255,6735,3357,3328,   
204,-951.7729,20,0,0,3297765,0,0,227.28383,0,0,8396317,-8027.607986,-2371.041806,10398.64979,-146557.9702,-29598.49255,645460.9165,153.98418,261.49316,5991,1940,4030,5735,731,4463,1471,1487,7249,7261,4985,624,204,599,4004,4004,4157,4160,3334,4977,   
205,-996.6063,20,0,0,780693,0,0,205.05963,0,0,2242922.2,-8766.870415,-1934.278672,10701.14908,-145885.5128,-21965.839,461361.4171,146.3823,266.0837,1411,1456,43,860,5674,5672,2227,2127,637,78,521,212,8038,8043,529,681,5481,6765,8139,7815,   
206,-954.3815,20,0,0,2547447,0,0,236.9574,0,0,11565502,-9861.14016,-3738.528271,13599.66844,-167062.9382,-55926.68553,779820.7131,175.04839,234.2944,4306,6487,692,738,5515,5523,7883,8065,6540,6747,1389,1357,5035,4943,1002,1111,724,843,1292,1350,   
207,-415.5153,20,0,0,531836,0,0,356.3073,0,0,1888705.1,-4141.790621,-1270.090292,5411.880911,-84574.50963,-16177.32616,236634.545,203.54126,214.92224,5133,5098,2158,6040,4233,1878,3406,3722,3719,5842,6325,3423,7571,7537,2511,1654,2347,2331,728,140,   
208,-349.63007,20,0,0,645807,0,0,321.85715,0,0,3102027.5,-3495.377049,-1789.635767,5285.012817,-65958.7256,-37881.4442,242007.0074,188.65291,259.57217,5579,8247,5571,3480,7645,8072,4604,4602,2494,2469,3892,6021,7124,3133,5767,5759,5948,4222,1199,1197,   
209,-717.20667,20,0,0,2082213,0,0,323.43082,0,0,10903247,-7940.419517,-2392.327023,10332.74654,-140599.7631,-31162.51796,655383.0753,196.03801,205.49129,1019,1093,585,4858,2061,6080,5280,5229,2463,2848,604,824,5494,3470,6996,7047,659,188,7440,8324,   
210,-331.39362,20,0,0,482577,0,0,398.02164,0,0,2307132,-4386.03251,-1656.015675,6042.048183,-69101.23792,-21550.76448,280826.9891,208.5171,288.44986,7612,7498,2649,1525,3931,3951,5488,5495,3539,4617,4228,5604,1847,5586,229,500,5772,5761,7060,7033,   
211,-825.5263,20,0,0,973572,0,0,200.16998,0,0,2507684.5,-7064.011332,-2053.466474,9117.477809,-115430.6332,-23956.29848,439969.9147,139.82672,226.09128,7697,7493,600,438,5409,5472,2200,6042,5439,5438,5851,5821,3472,3488,2557,1899,90,442,3220,3219,   
212,-929.7633,20,0,0,748633,0,0,251.78654,0,0,2931957,-7725.606845,-1659.845027,9385.451871,-141064.4762,-19841.92269,381145.4076,151.72084,333.0949,159,311,625,862,3469,3365,4265,4246,8250,8251,1438,1103,2848,2841,429,4766,8178,8178,732,850,   
213,-336.03946,20,0,0,736757,0,0,316.47766,0,0,2684058.8,-3794.473609,-1381.901812,5176.375423,-68951.51626,-18471.13499,205476.6123,205.18875,261.17172,4866,4741,6569,6576,7021,7188,4832,51,4872,4867,2749,2732,3634,3625,1837,1905,8249,7505,8200,8043,   
214,-907.92566,20,0,0,1337777,0,0,258.99384,0,0,3367307.8,-8817.212625,-2566.425698,11383.63832,-138792.9852,-31208.68139,499454.4689,152.86823,267.30798,1949,2139,7266,7212,5553,5517,1627,2507,1078,1308,933,92,2147,2218,7000,6987,3574,4617,7877,7898,   
215,-595.82776,20,0,0,1378034,0,0,310.52222,0,0,10672626,-4982.242104,-1802.182284,6784.424388,-80009.56508,-19262.06572,279182.4923,134.28304,352.62158,4337,4325,1627,1609,1406,2660,7042,7176,3606,3594,7359,8133,8088,8074,4202,3194,8013,8023,7865,7884,   
216,-1183.894,20,0,0,1838796,0,0,215.31616,0,0,5760002,-9003.703535,-2570.808293,11574.51183,-158279.9988,-29522.31571,626946.6336,133.6944,249.18939,6561,6562,7696,7549,7055,7041,744,919,5064,953,2415,2412,3132,3090,336,883,2507,2501,8313,8404,   
217,-473.7815,20,0,0,756845,0,0,294.948,0,0,4034326.2,-4730.780413,-1832.599196,6563.379608,-82375.26963,-26143.59153,334809.1173,173.86765,201.6539,5005,3350,2858,5734,4897,4900,1022,1405,1301,1445,2174,6340,4649,4649,5590,1894,4664,3546,1641,5687,   
218,-769.30664,20,0,0,1731977,0,0,301.65604,0,0,5535025,-7463.616067,-2006.600634,9470.216701,-135774.1053,-23389.97652,612083.7263,176.48894,248.36102,6236,112,2590,2587,459,534,2472,2377,4156,4152,6658,136,5408,5395,6840,6838,3944,1186,4590,4581,   
219,-330.81958,20,0,0,406975,0,0,236.06476,0,0,1337021,-3044.3564,-1004.048596,4048.404996,-52494.52506,-14985.68312,169301.9137,158.68022,377.41013,1052,1113,5263,6336,6346,2174,7957,7958,7328,7312,1795,1806,5363,3251,771,662,8253,8254,6179,258,   
220,-401.73676,20,0,0,878832,0,0,314.80417,0,0,2224731.8,-4144.815861,-1460.441626,5605.257488,-72186.59148,-18138.24888,241176.854,179.68631,217.38026,1292,1448,1933,2105,8046,7451,1316,1291,6062,2222,2025,2121,4420,4470,6713,4936,3648,3645,5610,1850,   
221,-461.9599,20,0,0,921161,0,0,252.52654,0,0,2644892.5,-3871.283029,-1510.535494,5381.818526,-69140.53301,-19815.62645,215367.5413,149.66782,208.28593,3666,3663,4711,4608,4383,4441,4080,1755,85,330,4335,4340,3314,469,1998,2114,1157,3037,7621,7711,   
222,-840.9876,20,0,0,579291,0,0,265.71753,0,0,1702192.9,-6147.985764,-1721.449692,7869.435456,-104052.01,-34263.72813,350665.8175,123.72597,229.80516,2810,2765,1039,1390,776,3423,5947,5965,2268,2474,880,611,2163,1984,6479,6452,1142,1140,7611,7615,   
223,-1114.7698,20,0,0,1542486,0,0,351.99106,0,0,7944559,-11767.93541,-3929.690461,15697.62587,-210313.5242,-66886.34121,896986.7911,188.66095,111.74932,5522,5528,3707,3651,5538,5546,292,203,4788,486,1987,2018,4609,3543,1959,6587,2767,2817,577,882,   
224,-1132.4479,20,0,0,3830467,0,0,380.846,0,0,9486972,-14080.38963,-3526.767693,17607.15732,-243310.9326,-44170.41917,1018535.1,214.85399,246.06708,7215,7246,2593,2576,1431,6741,2443,2312,4837,4766,2493,1623,2528,2392,8092,8282,457,856,352,456,   
225,-518.8473,20,0,0,1111612,0,0,399.93915,0,0,4797321,-6059.063664,-1797.286475,7856.350135,-99898.75128,-20130.19353,449162.1018,192.5398,245.77855,6331,2177,2223,6080,4073,2394,8285,8084,7886,8314,3153,3154,1,164,4540,1257,2296,2286,2318,2440,   
226,-684.40375,20,0,0,717467,0,0,249.98615,0,0,1993951.4,-6249.862554,-1471.107095,7720.969648,-111285.2468,-17139.06878,334717.2736,162.60176,284.57425,3411,5837,5138,957,585,211,7852,7473,773,607,7479,8128,6904,6924,8299,8076,3280,3661,6821,6820,   
227,-1206.6942,20,0,0,2397678,0,0,233.87679,0,0,10046561,-11075.87103,-2434.69631,13510.56734,-188857.5248,-29105.15463,684956.9564,156.5082,281.57632,26,101,2453,2485,1359,972,577,177,8196,8386,4059,5782,3406,3440,8382,8381,7705,7579,7039,7033,   
228,-1098.2808,20,0,0,2120327,0,0,312.68597,0,0,10397176,-10514.05305,-4002.823732,14516.87678,-191086.6429,-55705.91966,690667.9418,173.98706,281.2382,7955,7958,958,1363,7934,7948,3852,1511,1553,1483,5174,5176,2861,6761,5636,5626,4370,4945,7351,7351,   
229,-768.9902,20,0,0,1660098,0,0,370.2131,0,0,8566188,-8113.50856,-2452.488882,10565.99745,-144068.8705,-28725.32579,717205.5991,187.34813,262.1811,831,929,547,156,8415,8429,2071,2064,5708,1628,3537,3561,4800,3799,2976,1264,8188,8312,6796,6798,   
230,-443.9738,20,0,0,561451,0,0,360.1733,0,0,2960564.5,-4887.280271,-1678.849731,6566.129999,-85902.49321,-25603.29403,340999.1203,193.4855,258.40338,4754,4765,7994,7625,2899,5271,4784,550,5926,5921,3573,3543,3032,6053,1833,1789,7430,8276,3867,6021,   
231,-701.1933,20,0,0,1416512,0,0,306.3821,0,0,7117179,-6696.373567,-1923.603881,8619.977446,-125224.0909,-23920.15722,421360.9926,178.58713,146.11084,4039,1211,5509,3616,6632,2139,2528,2511,5281,5268,2946,5720,482,587,4094,4091,7182,7046,6672,5230,   
232,-1144.1602,20,0,0,1266323,0,0,255.26714,0,0,4294746,-9990.830131,-3104.802771,13095.6329,-180549.1398,-40346.34676,721125.8439,157.80058,258.0125,3484,5545,6287,495,5218,5222,6735,5363,2324,2257,1490,6859,3173,4159,8080,8082,720,920,8266,8272,   
233,-525.24817,20,0,0,236913,0,0,312.44885,0,0,1062080.5,-3211.83781,-999.1027986,4210.94061,-59625.16436,-11991.53996,167370.3811,113.51808,202.2155,2637,2646,6738,976,2736,2804,8380,8375,2530,2504,2469,2437,1585,1145,4617,4656,2223,2226,4414,4387,   
234,-1388.5859,20,0,0,5254499,0,0,262.28372,0,0,12672179,-13060.14764,-3589.118956,16649.26658,-207419.1426,-63148.82787,912299.4869,149.37436,150.14679,5543,5511,4816,3282,3661,3655,2590,2567,4022,6006,2316,998,2689,5169,611,787,184,754,5724,5765,   
235,-502.94525,20,0,0,792872,0,0,306.77435,0,0,3641270.2,-5222.96331,-2237.118412,7460.081722,-100285.9516,-41055.90685,482644.0608,199.39735,225.38759,3166,4145,4079,1363,7727,7700,6780,325,2513,2308,2456,2383,2383,2366,1948,6044,1263,3246,5548,6357,   
236,-2184.8403,20,0,0,6254765,0,0,304.9474,0,0,13023481,-22334.60522,-5029.459033,27364.06422,-374067.8221,-56674.07987,1488326.74,171.21059,218.88167,3653,4764,3778,3729,4915,4911,2219,2028,6,4369,5367,2823,8196,8044,354,901,275,168,4228,4259,   
237,-377.08954,20,0,0,2509659,0,0,409.45047,0,0,11395290,-5489.212432,-2671.888884,8161.101312,-77226.9996,-32819.1968,408138.9604,204.79752,296.13113,4671,3200,7710,7566,5394,5471,6437,6433,5667,2591,4576,4646,8400,8062,3756,3764,3592,3553,7048,7107,   
238,-222.0454,20,0,0,607103,0,0,430.74933,0,0,1961814.5,-2593.805897,-1599.262395,4193.068293,-45508.00995,-28761.36877,219758.9886,204.94914,329.9149,2797,2792,2548,2582,5596,1864,3911,3926,4391,862,6444,6694,7425,8162,3484,3647,7318,7322,6157,6132,   
239,-718.47125,20,0,0,1577404,0,0,354.09473,0,0,6039841,-7671.045094,-2915.212947,10586.25804,-142652.4854,-32136.09815,529872.3776,198.55002,174.47469,4082,1749,5174,5135,2636,6858,5180,1428,1682,1712,3015,6069,2676,5153,4282,3510,5923,5928,4333,6475,   
240,-400.85876,20,0,0,737201,0,0,277.80365,0,0,4293799,-3839.804779,-1428.769506,5268.574286,-65742.42635,-16265.97675,312736.4435,164.00397,320.37155,3168,3146,1988,2004,4320,4890,6413,3554,2520,1605,6128,6091,3242,3229,1560,5138,7636,7637,1100,1424,   
241,-1123.7559,20,0,0,2559090,0,0,349.0401,0,0,11323021,-12690.66242,-4254.39052,16945.05295,-216522.8571,-60819.78255,940274.9312,192.67786,198.45082,565,235,3696,62,760,4798,5735,2857,2621,2605,6130,6115,6386,6366,3103,5921,2286,2368,1794,4231,   
242,-764.64734,20,0,0,3462289,0,0,309.18948,0,0,12729829,-6307.825266,-2448.512055,8756.337321,-107347.1458,-36211.00682,460162.3772,140.38779,232.407,1987,2119,8106,7677,6087,1980,4505,4445,5460,5465,1095,1008,2873,5777,7518,7787,5798,3663,1130,1599,   
243,-581.86096,20,0,0,3917557,0,0,419.1975,0,0,14900998,-7281.616543,-3261.463416,10543.07996,-134402.1092,-51609.38552,668581.0106,230.98665,303.4582,7302,7299,7311,7778,2444,2358,3358,4927,6109,6138,4672,4627,3076,3060,3643,3660,2049,2043,2959,6893,   
244,-569.44556,20,0,0,2090553,0,0,339.88446,0,0,9665400,-5786.567237,-2518.701229,8305.26847,-102708.4574,-36627.42326,328885.661,180.36572,265.85538,2627,2617,3378,5815,2091,2196,471,4737,7426,7319,5661,5662,2152,2171,7604,7688,4808,3277,7535,7601,   
245,-977.80585,20,0,0,1672954,0,0,267.9273,0,0,7689316.5,-8849.187747,-3327.531621,12176.71936,-172033.3864,-40462.88313,724474.1817,175.93819,235.64447,6784,4986,4226,4254,1087,1374,6412,6686,3493,3489,7833,7893,6853,1478,2995,2248,2631,2575,5677,5673,   
246,-901.55725,20,0,0,1608305,0,0,340.21713,0,0,8671330,-9259.038146,-2384.006124,11643.04427,-164899.2272,-27787.22769,703116.2925,182.90489,215.40945,2311,2385,6179,650,1310,1287,2201,6020,3896,6022,509,287,3052,6551,704,426,8045,8061,4209,4200,   
247,-434.84116,20,0,0,582378,0,0,379.4055,0,0,3303887.8,-4822.856371,-1770.525323,6593.381696,-85720.57108,-19358.49174,283171.01,197.13077,174.90097,7101,7038,4191,4198,2257,2317,2491,1603,1611,2341,1782,1832,3096,3063,992,1100,1592,6855,5614,5123,   
248,-327.92905,20,0,0,746876,0,0,367.36307,0,0,3492716.8,-3685.538558,-1349.320178,5034.858733,-65960.33644,-17694.36151,276035.6533,201.14209,223.50829,2976,7115,4347,4313,1691,2537,593,6191,1372,4078,3857,3806,6241,133,7136,7023,8354,7514,2196,6086,   
249,-474.16898,20,0,0,1873373,0,0,480.30438,0,0,8213590.5,-5242.007408,-1792.327707,7034.335114,-91744.11305,-25169.70131,442964.4643,193.484,223.6008,1272,4531,5293,6722,5883,5903,7052,7022,7099,7148,1700,6700,7711,8371,2373,2509,4752,6680,3533,4340,   
250,-945.8703,20,0,0,1694531,0,0,612.73206,0,0,8394589,-10402.73863,-2987.535203,13390.27383,-190076.7433,-33850.2712,742587.3077,200.95435,179.72969,1423,1469,7139,3095,280,553,4987,320,3032,6070,2757,2747,6012,5986,4487,3306,2649,1408,6815,6814,   
251,-522.94385,20,0,0,750222,0,0,335.01077,0,0,4005428,-5032.190597,-1644.289792,6676.480394,-103156.3598,-27226.79646,389706.378,197.26086,247.1955,7505,8248,98,514,6439,6222,6901,7198,6390,6591,5331,6724,5856,5859,6307,6263,3422,581,7913,7809,   
252,-171.81154,20,0,0,331313,0,0,410.65332,0,0,1964797,-1902.717275,-870.3478098,2773.065084,-35081.14252,-15873.62512,148603.478,204.18384,207.11534,1164,3087,6722,5360,3707,488,2261,2299,2396,1678,4944,4889,1547,5186,5502,3626,3631,3626,3904,3169,   
