idx,score,depth,netChgRoad,netChgBus,netChgRail,netSavedMinsRoad,netSavedMinsBus,netSavedMinsRail,savedMinsRoad,savedMinsBus,savedMinsRail,deltaDkRoad,deltaDkBus,deltaDkRail,deltaLkRoad,deltaLkBus,deltaLkRail,railNetworkKM,LBar,gameState0,gameState1,gameState2,gameState3,gameState4,gameState5,gameState6,gameState7,gameState8,gameState9,gameState10,gameState11,gameState12,gameState13,gameState14,gameState15,gameState16,gameState17,gameState18,gameState19,
0,-688.61414,20,0,0,1285233,0,0,377.34344,0,0,4077993.2,-8666.549732,-3410.98346,12077.53319,-156130.8515,-57745.43092,630347.6016,226.73198,165.01189,2070,1949,2182,1970,4404,4349,3471,5569,2446,2493,3261,3771,4095,4161,4921,787,1557,1420,3678,3276,   
1,-1683.9678,20,0,0,1632543,0,0,287.33282,0,0,6793710,-17221.14417,-3889.227361,21110.37153,-311494.0111,-45463.66629,1277088.911,184.97623,236.07251,8121,8334,5069,1106,514,315,7384,7387,1622,4035,342,256,3760,5365,4617,4622,8,658,612,118,   
2,-1437.9142,20,0,0,4545154,0,0,278.15134,0,0,17431902,-16836.64433,-5029.276204,21865.92054,-285496.2934,-63607.95812,1565898.757,198.5489,201.89507,909,631,769,504,6934,6951,2377,1013,1795,1824,4059,5751,4800,3733,6081,2129,3996,5108,857,341,   
3,-1022.9093,20,0,0,897003,0,0,261.36737,0,0,4050689.2,-8251.661618,-2100.464129,10352.12575,-144166.8989,-24865.89221,551979.3182,140.93811,235.12099,5050,5057,6571,6567,6172,5414,1870,1894,2908,2890,4542,4547,333,381,7834,7890,6079,3022,4521,4453,   
4,-184.91858,20,0,0,218085,0,0,357.76767,0,0,817790.06,-1723.862937,-729.2075061,2453.070441,-32749.93972,-17640.1373,90794.7388,177.10464,225.16031,7925,7925,3558,6411,3860,1061,5541,3627,1235,1235,477,161,3669,5799,4265,2568,6406,6450,5508,5525,   
5,-870.42224,20,0,0,2961284,0,0,262.99008,0,0,16123654,-8432.649213,-2866.327561,11298.97677,-151896.5471,-33681.45699,621168.3276,174.50903,182.33287,2085,2226,5595,1789,6606,6602,6590,2000,2292,2338,6013,1992,3076,3084,3047,5912,2994,6049,7538,7623,   
6,-352.34818,20,0,0,527786,0,0,282.50653,0,0,1519429.8,-2996.746153,-1122.457914,4119.20407,-49024.13295,-13918.41345,137069.5033,139.13548,241.60771,4250,4280,3977,3968,8406,8074,1796,1815,6969,6977,5609,6698,4751,4841,2909,5218,1721,1669,738,719,   
7,-730.6845,20,0,0,1716020,0,0,367.04175,0,0,4664392,-8519.904588,-2823.149489,11343.05408,-162442.9423,-35588.27104,685564.3454,222.3161,243.13144,3699,537,8212,8314,3382,4696,6206,6311,3463,6218,8232,8244,7139,3074,1328,1068,1622,1736,1376,1088,   
8,-440.65146,20,0,0,489164,0,0,388.66095,0,0,1714894.9,-5128.654084,-1453.67553,6582.329613,-92383.71188,-22036.12722,331862.0282,209.65257,177.12126,5232,5229,3468,5839,5329,5758,5856,5806,1388,990,4449,4377,6923,6915,619,94,24,724,7001,6972,   
9,-913.5023,20,0,0,1567854,0,0,260.7083,0,0,6601141.5,-8495.452912,-2276.755095,10772.20801,-143835.6774,-28577.7979,572294.6219,157.45518,247.77083,5926,3059,7230,7204,5246,5782,1133,1529,6050,1942,703,882,834,844,34,4867,71,337,1840,1897,   
10,-493.32544,20,0,0,1463091,0,0,292.3955,0,0,3718178.2,-5342.994531,-1325.090498,6668.08503,-95424.26862,-17308.59096,345370.5379,193.43066,158.07451,884,274,6418,4643,2081,6564,256,766,570,84,2260,2413,5082,5193,5419,5419,5537,3663,439,4456,   
11,-1612.8013,20,0,0,3122548,0,0,380.91718,0,0,11827599,-16585.60692,-3858.83566,20444.44256,-296278.8541,-42688.85982,1174432.534,183.7045,214.2056,5043,3339,6519,4708,18,880,8384,7482,2236,1968,638,798,3403,3397,780,519,4443,4483,6792,6803,   
