idx,score,depth,netChgRoad,netChgBus,netChgRail,netSavedMinsRoad,netSavedMinsBus,netSavedMinsRail,savedMinsRoad,savedMinsBus,savedMinsRail,deltaDkRoad,deltaDkBus,deltaDkRail,deltaLkRoad,deltaLkBus,deltaLkRail,railNetworkKM,LBar,gameState0,gameState1,gameState2,gameState3,gameState4,gameState5,gameState6,gameState7,gameState8,gameState9,gameState10,gameState11,gameState12,gameState13,gameState14,gameState15,gameState16,gameState17,gameState18,gameState19,
0,-757.6086,20,0,0,1686911,0,0,298.0743,0,0,6668559,-8000.682228,-2328.741929,10329.42415,-149980.5975,-27567.78389,562510.0837,197.9658,214.00468,2665,1011,3985,1198,6949,6991,2384,2293,2405,2451,4855,232,2121,2227,2302,2259,7704,7586,659,4746,   
1,-536.0255,20,0,0,961503,0,0,359.46967,0,0,4765438,-6990.979644,-2682.804783,9673.784424,-116198.6241,-26704.25915,518365.9957,216.77815,256.08667,2068,2058,6833,1519,4635,3587,5682,2462,3804,1518,4329,6251,1100,1345,257,6289,8399,7514,8341,7897,   
2,-1003.98267,20,0,0,1873216,0,0,293.17328,0,0,5887555.5,-9869.056838,-2542.021166,12411.078,-187427.0869,-31744.16702,626791.6274,186.6836,226.41005,7262,7254,1586,1536,3017,3007,6009,1913,569,914,1850,1833,4853,942,390,4862,2469,2266,4009,4037,   
3,-2248.6685,20,0,0,2512481,0,0,365.11343,0,0,8731000,-21402.90885,-4639.274212,26042.18307,-374961.1694,-53890.07096,1415080.674,166.74808,196.8708,1018,2654,8346,8336,848,4918,261,894,5431,5378,642,878,2202,2203,115,689,1653,1669,107,579,   
4,-850.68475,20,0,0,875629,0,0,462.04663,0,0,4414238,-7874.678801,-2289.47348,10164.15228,-134988.1672,-24341.45495,502254.4607,158.68178,238.00313,5009,4905,3151,3905,1452,1422,730,600,3939,3900,5640,5641,5555,5495,2739,2711,5960,4222,3236,4544,   
5,-1028.6685,20,0,0,2307352,0,0,298.0645,0,0,9112811,-10144.31682,-3003.719263,13148.03608,-189907.2286,-36785.00485,839926.0779,184.61462,233.2665,362,6644,3449,6190,6020,2124,814,6289,5184,1566,6208,6322,752,6787,7793,7976,3948,1193,6084,6345,   
6,-633.27374,20,0,0,1133780,0,0,278.81604,0,0,8343094.5,-6033.018516,-2252.843622,8285.862134,-98670.45937,-25567.62596,423533.1964,155.81012,293.04248,6977,6962,2287,2419,5423,5410,1020,2332,2599,6767,7108,7176,7948,7943,3649,3678,1787,1894,7992,7992,   
7,-518.83386,20,0,0,868829,0,0,470.7436,0,0,2654197,-5195.708114,-1289.506781,6485.214899,-90251.09024,-16129.21887,270768.2077,173.94989,225.09282,497,236,7488,8245,3058,3136,6785,749,4616,4688,4651,3467,4836,4741,5203,5122,5930,5973,953,1390,   
8,-643.43427,20,0,0,2332533,0,0,273.74533,0,0,4851336.5,-7151.587197,-2508.314681,9659.901881,-121599.3146,-42211.00558,455441.9257,188.98482,228.22958,2690,1092,5351,5741,5519,5552,207,614,4784,399,2430,2521,3212,6742,7474,8190,5407,5416,1541,5087,   
9,-602.1803,20,0,0,1835767,0,0,252.37262,0,0,9301363,-5216.458668,-2386.948354,7603.407025,-87863.30588,-35808.55916,328045.4706,145.90863,281.2114,3189,3602,2047,2063,3736,3777,2767,2762,8030,8030,7733,7594,4256,2554,3487,5524,4300,4296,2662,1495,   
10,-1741.4513,20,0,0,2844715,0,0,205.80615,0,0,6629008.5,-14054.39812,-3786.869787,17841.26791,-241436.8613,-48941.19269,864629.1562,138.64117,231.98747,5712,1688,772,337,4527,4567,8415,8115,4662,6429,7366,7368,5744,2926,1291,2687,538,175,1495,1443,   
11,-474.64084,20,0,0,1038734,0,0,301.24072,0,0,2818526.5,-5358.785381,-1562.977169,6921.762546,-95563.89049,-25310.52518,339931.8493,201.33937,248.43547,4273,4266,4795,836,3268,5501,2918,6708,4854,242,1461,1479,8315,8129,2225,1946,3127,7128,7985,8209,   
12,-1131.0752,20,0,0,3707824,0,0,243.1079,0,0,15713518,-11593.72568,-2671.794978,14265.52065,-179010.7677,-32168.88014,702315.7987,158.26602,317.70346,3937,4173,8021,7283,381,605,5629,5622,2219,2177,5808,5811,760,183,180,181,6035,3836,7217,7243,   
13,-625.0601,20,0,0,885098,0,0,295.16296,0,0,3316629.2,-5871.081055,-1652.667636,7523.748688,-106884.7882,-19950.28056,369659.8667,170.9992,252.74686,2995,2077,74,534,6415,6403,3509,3505,7661,7468,4099,1228,1724,1721,6100,6129,4810,4769,5091,5195,   
14,-841.5224,20,0,0,3008966,0,0,353.8553,0,0,17561708,-11239.65776,-4966.094667,16205.75243,-191941.5229,-123188.2246,1032621.992,228.08842,160.45871,2299,1097,5917,1156,3755,5432,2390,2497,5344,3256,3194,4689,1216,4008,3263,3755,6199,633,2173,2149,   
