idx,score,depth,netChgRoad,netChgBus,netChgRail,netSavedMinsRoad,netSavedMinsBus,netSavedMinsRail,savedMinsRoad,savedMinsBus,savedMinsRail,deltaDkRoad,deltaDkBus,deltaDkRail,deltaLkRoad,deltaLkBus,deltaLkRail,railNetworkKM,LBar,gameState0,gameState1,gameState2,gameState3,gameState4,gameState5,gameState6,gameState7,gameState8,gameState9,gameState10,gameState11,gameState12,gameState13,gameState14,gameState15,gameState16,gameState17,gameState18,gameState19,
0,-187.55367,20,0,0,513129,0,0,386.52435,0,0,1799025.4,-1695.072005,-500.3815455,2195.453548,-33721.48687,-6171.891571,114475.8693,179.79648,22.764511,6637,6628,6637,6565,6637,2017,6637,6581,6637,6606,6637,6603,6637,5877,6637,2013,6637,6604,6637,2240,   
1,-274.72025,20,0,0,657667,0,0,254.66472,0,0,1569931.1,-3544.13558,-1614.983259,5159.118845,-54816.82462,-13848.50756,338648.5087,199.5369,26.320662,4291,3533,4291,4302,4291,4289,4291,4291,4291,3532,4291,4321,4291,3523,4291,3526,4291,4326,4291,4293,   
2,-3547.1462,20,0,0,3217400,0,0,237.41606,0,0,9624400,-33641.37964,-6387.165889,40028.54552,-544388.9646,-64162.96226,1972383.469,153.47237,19.312109,777,6642,777,4918,777,668,777,804,777,111,777,513,777,531,777,732,777,418,777,676,   
3,-674.27966,20,0,0,1856265,0,0,300.1193,0,0,5800178.5,-7077.968288,-1896.258689,8974.226981,-123698.7866,-19189.60464,524540.2937,183.45325,21.463438,1003,1284,1003,1317,1003,2689,1003,1339,1003,2339,1003,6769,1003,1050,1003,1370,1003,2655,1003,1029,   
4,-201.12915,20,0,0,356113,0,0,410.61307,0,0,1420109.1,-1763.976446,-737.6558087,2501.632254,-40218.09165,-12749.4009,186692.5229,199.96152,23.11945,5826,3718,5826,5848,5826,5836,5826,5828,5826,5816,5826,3707,5826,5854,5826,5830,5826,5849,5826,3715,   
5,-288.4497,20,0,0,2789269,0,0,276.01053,0,0,8100617,-3259.984549,-1818.34667,5078.33122,-48538.32904,-24626.12537,229858.3365,168.2731,20.531124,7562,7534,7562,7699,7562,7736,7562,7549,7562,7619,7562,7625,7562,7749,7562,7744,7562,8416,7562,8001,   
6,-1348.728,20,0,0,1783610,0,0,240.65942,0,0,4496525.5,-10656.74052,-2826.311285,13483.0518,-231030.1207,-30203.34689,763106.732,171.29482,21.438292,4696,6326,4696,6264,4696,3436,4696,4586,4696,6255,4696,6317,4696,6315,4696,4703,4696,3454,4696,6206,   
7,-522.6078,20,0,0,703616,0,0,252.84581,0,0,2123440,-4708.925382,-1804.356842,6513.282225,-80382.94352,-27461.07735,268094.3389,153.81123,19.686455,5725,2865,5725,5691,5725,4012,5725,6684,5725,4021,5725,2927,5725,4018,5725,5782,5725,5238,5725,2945,   
8,-77.16167,20,0,0,197393,0,0,525.1344,0,0,847087.44,-768.6332397,-349.6072087,1118.240448,-13782.63635,-3979.487143,44390.71994,178.62025,22.735252,4343,4323,4343,3531,4343,4346,4343,3520,4343,4289,4343,3511,4343,4292,4343,4303,4343,4336,4343,4312,   
9,-2769.2131,20,0,0,3244301,0,0,229.21785,0,0,11830419,-26457.20391,-5302.601308,31759.80523,-442223.9574,-53981.75207,1718789.211,159.69301,21.805914,851,295,851,743,851,179,851,156,851,403,851,577,851,6785,851,34,851,581,851,4980,   
10,-597.9007,20,0,0,2180824,0,0,202.26877,0,0,3903847.2,-4784.042604,-2127.988277,6912.030881,-74499.06359,-25202.74122,328698.4152,124.60107,14.404817,3121,1159,3121,3117,3121,3037,3121,3082,3121,3052,3121,7124,3121,1178,3121,3039,3121,3074,3121,6745,   
11,-697.7579,20,0,0,1160487,0,0,247.88411,0,0,5678785.5,-8004.361296,-3304.938143,11309.29944,-133239.1779,-33726.48464,909938.603,190.95331,18.50665,6488,6474,6488,3520,6488,3530,6488,6428,6488,3521,6488,6457,6488,3508,6488,3510,6488,6456,6488,3527,   
12,-674.7218,20,0,0,636005,0,0,304.48505,0,0,1614306.2,-7458.685029,-1614.306192,9072.991232,-135687.8484,-17897.41729,372612.1068,201.10191,23.315044,4926,753,4926,4364,4926,4952,4926,687,4926,4955,4926,716,4926,825,4926,724,4926,385,4926,597,   
13,-172.16434,20,0,0,137529,0,0,378.78534,0,0,558992.1,-1641.716698,-620.949838,2262.666545,-34125.77838,-8555.451237,86478.14615,198.2163,26.248884,6776,6337,6776,6777,6776,6327,6776,5231,6776,2851,6776,5236,6776,5278,6776,2866,6776,2195,6776,5267,   
14,-524.5288,20,0,0,1092944,0,0,247.68652,0,0,4512248,-4711.696959,-1432.353857,6144.050813,-89161.28049,-17072.68291,383237.9524,169.98357,20.694748,2248,6630,2248,2020,2248,6606,2248,2204,2248,2222,2248,2184,2248,2216,2248,2224,2248,6665,2248,5989,   
15,-463.2339,20,0,0,1165266,0,0,280.02832,0,0,4021677.5,-3792.650643,-1279.973648,5072.624291,-78966.19047,-18355.15746,265484.7979,170.46721,22.454096,1341,1326,1341,1377,1341,1103,1341,1035,1341,4079,1341,4073,1341,1387,1341,3825,1341,1000,1341,4071,   
16,-374.09796,20,0,0,1102152,0,0,427.51926,0,0,10685625,-5030.640659,-2419.192393,7449.833048,-86026.97873,-34689.99654,436302.3525,229.95842,22.222258,7454,7515,7454,7815,7454,8308,7454,8272,7454,8198,7454,8317,7454,8187,7454,8210,7454,7524,7454,7433,   
17,-24.5536,20,0,0,369678,0,0,357.92493,0,0,1935289.4,-270.586663,-216.521918,487.1085811,-4305.609003,-2745.855735,22194.08168,175.3555,24.635632,7296,7303,7296,7304,7296,7279,7296,7300,7296,7296,7296,7287,7296,7281,7296,7284,7296,7291,7296,7299,   
18,-417.63834,20,0,0,792167,0,0,266.45117,0,0,3229170,-3716.314631,-1449.336959,5165.651592,-61217.14849,-15224.90754,205959.6374,146.57933,12.838381,3221,3205,3221,4191,3221,4209,3221,3197,3221,3215,3221,4681,3221,4195,3221,3187,3221,4193,3221,3191,   
19,-2129.2856,20,0,0,2013090,0,0,173.71489,0,0,6815227,-15712.86755,-4167.27776,19880.1453,-269559.9392,-40699.00248,993629.5656,126.59642,17.020443,1008,1023,1008,1393,1008,2678,1008,1015,1008,1122,1008,1070,1008,1027,1008,1391,1008,1539,1008,1052,   
20,-948.2047,20,0,0,1268652,0,0,212.85434,0,0,4558320.5,-7485.310664,-2125.246929,9610.557596,-122445.656,-20339.83164,442122.1025,129.1342,16.49001,2301,2423,2301,2278,2301,2451,2301,2461,2301,2537,2301,2343,2301,2378,2301,2305,2301,2361,2301,2274,   
21,-582.82574,20,0,0,869953,0,0,211.87885,0,0,2211065.8,-4310.583674,-1557.882179,5868.465852,-76928.57146,-24383.18576,254690.3258,131.9924,17.630348,1719,1755,1719,5712,1719,1640,1719,1625,1719,1715,1719,1613,1719,1628,1719,1734,1719,1644,1719,1716,   
22,-598.33386,20,0,0,3363720,0,0,239.72563,0,0,12242180,-6491.372017,-2929.21113,9420.583147,-99682.48502,-36206.25444,487628.9571,166.6001,19.425875,8193,8331,8193,8312,8193,7892,8193,7795,8193,7875,8193,7896,8193,8316,8193,8090,8193,8044,8193,8392,   
23,-689.0653,20,0,0,1922053,0,0,338.78036,0,0,6217149,-7593.988257,-1677.327316,9271.315569,-156401.2926,-18290.31601,559539.8894,226.97601,27.179474,3423,4761,3423,3374,3423,260,3423,4645,3423,6288,3423,4856,3423,6649,3423,518,3423,3460,3423,266,   
24,-200.90161,20,0,0,240968,0,0,332.19922,0,0,935033,-2199.376661,-370.0247712,2569.40143,-36607.92673,-3620.547492,108123.2019,182.21819,16.967169,6237,97,6237,765,6237,900,6237,6179,6237,212,6237,131,6237,627,6237,255,6237,853,6237,73,   
25,-137.90388,20,0,0,112117,0,0,629.37317,0,0,625428.7,-1163.906159,-622.0647186,1785.970879,-28642.3828,-15646.83271,82589.85124,207.69817,25.866648,6369,6375,6369,6373,6369,6581,6369,2062,6369,6370,6369,4539,6369,2163,6369,2069,6369,2009,6369,6621,   
26,-97.12441,20,0,0,30108,0,0,596.94464,0,0,131683.16,-944.4060353,-434.1393008,1378.545336,-17400.79208,-6659.31011,35983.10098,179.15982,16.341015,3110,6517,3110,3075,3110,3079,3110,3066,3110,7124,3110,3128,3110,3131,3110,1159,3110,3134,3110,7132,   
27,-371.35254,20,0,0,323127,0,0,223.29584,0,0,688807.2,-3850.799164,-1867.189083,5717.988249,-53946.55282,-22282.92814,165760.6194,145.27046,14.776111,1810,1857,1810,1848,1810,5593,1810,1806,1810,1907,1810,1790,1810,1797,1810,5588,1810,1779,1810,1832,   
28,-361.30057,20,0,0,2047644,0,0,226.3953,0,0,10788087,-4270.121165,-1735.47861,6005.599786,-83614.9524,-22108.37035,463941.4765,231.42769,17.764578,5625,2566,5625,5624,5625,2612,5625,2561,5625,2574,5625,2619,5625,2630,5625,5655,5625,2572,5625,2627,   
29,-278.69073,20,0,0,222441,0,0,267.79324,0,0,730753.25,-1792.625871,-637.348284,2429.974156,-31838.15658,-9751.699102,73306.26535,114.24189,15.92272,1683,5714,1683,1656,1683,6700,1683,1678,1683,1730,1683,1698,1683,1715,1683,1622,1683,1703,1683,1735,   
30,-60.464527,20,0,0,234498,0,0,273.15656,0,0,917909.6,-621.8334001,-417.0397322,1038.873133,-8774.118695,-6272.3761,32412.08348,145.11185,18.009623,7309,7321,7309,7309,7309,7405,7309,7403,7309,7769,7309,7781,7309,7412,7309,7426,7309,7316,7309,7417,   
31,-159.29242,20,0,0,293324,0,0,276.95807,0,0,931712.06,-1320.769711,-947.9353569,2268.705067,-26621.72094,-34606.77119,116477.4021,167.12485,19.697931,6673,5279,6673,5242,6673,5243,6673,5486,6673,5263,6673,5221,6673,6677,6673,6707,6673,2892,6673,5259,   
32,-787.5855,20,0,0,1418124,0,0,341.82712,0,0,3846951.2,-7846.99181,-1403.388029,9250.379839,-136783.1132,-14736.14654,417831.0035,173.67398,17.44448,771,385,771,430,771,38,771,164,771,755,771,6244,771,374,771,198,771,927,771,438,   
33,-44.459244,20,0,0,445725,0,0,466.5991,0,0,1295727,-362.1588987,-357.6261283,719.7850271,-7974.054665,-6371.936218,27915.77094,179.3565,21.044508,3988,1195,3988,3989,3988,3988,3988,3976,3988,3968,3988,3991,3988,1205,3988,3973,3988,3975,3988,3969,   
34,-32.8787,20,0,0,86650,0,0,471.51154,0,0,246022.4,-299.0805924,-80.51388953,379.5944815,-6792.634392,-920.8601962,14691.03497,206.5968,24.340816,6055,6042,6055,6035,6055,6060,6055,2978,6055,5989,6055,6075,6055,2981,6055,2977,6055,2986,6055,5871,   
35,-408.18085,20,0,0,1096083,0,0,374.90228,0,0,3880543.5,-3221.252972,-1947.358518,5168.611489,-70285.88821,-45631.20609,292692.1418,172.19301,25.32063,3480,3477,3480,3482,3480,3501,3480,3671,3480,3500,3480,5510,3480,3669,3480,5499,3480,3493,3480,3275,   
36,-961.9319,20,0,0,3133752,0,0,259.68674,0,0,15983495,-10147.17439,-2605.02356,12752.19795,-175439.0907,-25952.7272,1012036.655,182.38203,20.826889,1372,1340,1372,995,1372,967,1372,1403,1372,1302,1372,2370,1372,1342,1372,1353,1372,1102,1372,1065,   
37,-507.88437,20,0,0,932394,0,0,252.91394,0,0,2759364.2,-6347.827924,-2587.970179,8935.798102,-108289.5727,-26700.20296,589443.4273,213.21698,23.765125,6428,3547,6428,6686,6428,3536,6428,6420,6428,4666,6428,3549,6428,4641,6428,6457,6428,4632,6428,6403,   
38,-16.238531,20,0,0,33704,0,0,458.66425,0,0,118487.55,-168.6102591,-245.7960268,414.4062858,-3326.092596,-10672.60372,17252.33321,204.82718,26.209793,5372,5326,5372,5321,5372,5332,5372,2812,5372,1665,5372,2825,5372,1667,5372,2817,5372,5369,5372,5371,   
39,-184.888,20,0,0,669999,0,0,264.69458,0,0,2528995,-1777.634163,-1214.128347,2991.762512,-33188.71355,-38368.64686,189316.678,179.50713,23.566586,5782,5771,5782,5216,5782,2868,5782,5744,5782,1216,5782,2886,5782,5258,5782,2948,5782,5777,5782,5780,   
