score,deltaLkRoad,deltaDjRoad,deltaTotalJobsCreated,LBar,gameState0,gameState1,gameState2
-990.3475,8117.7075,682.98566,1791,8.381488,7460,7461,-7806
-990.346,15489.26,870.13434,1535,18.656958,8113,-8114,8283
-990.33435,8642.656,729.4057,1811,8.812954,7912,7913,-8189
-990.26434,20362.799,974.19214,3000,12.44442,3741,3742,3782
-990.25824,10172.898,536.64185,1000,18.639393,3448,3449,-3720
-990.25305,22875.074,1165.44,3000,13.963571,7669,7670,8378
-990.2161,15976.738,753.9134,1498,19.457611,-7784,7785,8284
-990.21606,8738.25,552.42804,1000,15.941743,-194,267,765
-990.19684,9291.01,421.9065,1000,16.916904,1957,-1958,6363
-990.1919,14812.912,765.16565,1655,16.28848,4793,4794,-6778
-990.17706,5766.224,207.55186,472,22.198904,8290,-8291,-8430
-990.1601,16621.678,1216.8049,3000,10.050461,2093,2094,2230
-990.1252,5317.5693,390.9254,1000,9.611875,-7834,7835,8218
-990.12085,8289.384,460.73123,1000,14.977095,6048,6049,-6753
-989.9891,18432.092,1277.6659,3000,10.95476,1468,1469,1482
-989.9245,2299.341,3.5720992,106,38.428574,8372,-8384,-8434
-989.9051,3633.9058,134.47467,543,11.83302,-8064,8065,-8185
-989.89246,1931.0088,130.91936,268,12.724097,-8201,-8202,8309
-989.8851,10904.889,834.8356,1902,10.117504,-8082,8324,8329
-989.8805,23561.14,1352.5417,3000,13.852893,1425,1536,2666
-989.85754,11794.697,455.43112,1257,16.51328,3398,3399,-3407
-989.84735,5576.5713,337.59048,653,15.014066,8302,-8303,-8316
-989.82074,10771.4375,790.8074,1785,10.581443,8306,-8347,8350
-989.8054,6718.6816,449.29337,1000,11.763554,-7612,7613,8005
-989.68933,12273.488,647.5167,1673,12.700159,8414,8415,-8434
-989.68524,12984.469,698.12164,1732,12.973072,8131,-8136,8415
-989.64825,10373.147,338.97726,1000,17.886375,8299,8300,-8361
-989.62604,30509.854,1185.7003,3000,17.49839,4330,4331,6252
-989.623,9615.537,452.62546,1242,13.316947,8121,-8122,8419
-989.618,5159.0347,94.85391,184,48.205048,-8262,8286,-8358
-989.60767,7851.2383,754.1034,1753,7.6924934,7827,8202,-8220
-989.6072,27439.17,1131.9402,3000,15.708727,4587,4588,6301
-989.5942,21248.996,1294.5079,3000,12.149698,8300,8301,8345
-989.56854,7814.9854,712.82294,1697,7.8800063,-7468,7469,7837
-989.56256,7157.485,537.2174,1000,12.240293,-7835,7889,8312
-989.5575,7471.5522,485.7242,1000,12.7712,7826,-7842,8318
-989.5532,5280.459,27.91443,296,30.480415,-8359,-8360,8381
-989.54724,9179.236,389.8507,1000,15.6746855,8302,8303,-8320
-989.547,16949.875,1375.5543,3000,9.647818,171,172,697
-989.53503,11890.565,808.365,1305,15.540988,-8287,8288,8336
-989.5278,17221.227,597.9555,1000,29.352854,-1749,1750,4054
-989.5107,9934.083,789.2786,1948,8.677942,-8310,8311,8353
-989.47095,20063.713,751.28436,1000,34.013176,5287,5288,-5731
-989.4709,15629.197,1301.1377,3000,8.831758,7788,8124,8361
-989.4565,7152.2026,672.473,1619,7.4788027,7524,7525,-8356
-989.43695,5659.096,528.00336,1204,7.942488,7877,7878,-7896
-989.39404,6360.2417,346.1214,1000,10.70407,3767,3768,-3780
-989.38727,9048.199,352.3673,1000,15.218077,6000,6001,-6020
-989.3337,6836.0254,599.87286,1442,7.933191,-8097,8098,8354
-989.3301,11832.593,493.94455,1000,19.794436,-3281,3282,4782
-989.3295,3047.6711,261.3633,624,8.170037,-7791,-7792,7910
-989.2851,11771.95,689.7144,1760,11.142197,-8088,8089,8100
-989.2527,8442.468,665.1,1500,9.347657,-296,297,854
-989.25,18792.367,1314.9746,3000,10.401036,215,216,612
-989.24255,14948.059,786.4854,1599,15.511427,-246,247,4833
-989.23285,22675.213,1335.6649,3000,12.530102,990,991,1424
-989.21,4602.763,318.9955,1000,7.614173,7707,-7708,7718
-989.1844,6648.3794,550.9801,1535,7.147934,-3119,3120,3132
-989.18286,2944.7446,271.6325,654,7.429885,-7465,-7466,7797
-989.1753,7582.3994,546.97986,1099,11.376752,-8113,8114,8336
-989.14685,12712.373,676.9826,1000,20.907173,7911,-7912,8294
-989.11395,1896.4009,185.85573,482,6.451149,-7897,7898,-7906
-989.0819,15996.017,1298.2466,3000,8.717047,8339,8340,8360
-989.05304,1171.0767,14.566908,166,11.502908,-8127,8128,-8348
-989.0262,21478.617,921.51746,1604,21.780506,8291,8292,-8354
-989.0043,12629.64,468.25778,1000,20.50176,7453,7454,-7835
-988.98816,9286.855,783.44666,1904,7.906159,-7520,7521,7837
-988.9815,6809.6045,468.6726,1000,11.031255,2212,2213,-6756
-988.9407,4979.0107,393.44006,1000,8.035959,7895,7896,-7902
-988.9029,14159.364,541.23346,1000,22.775023,8230,-8231,8241
-988.82556,2162.6294,69.868286,256,13.494009,8130,-8329,-8344
-988.72687,13855.045,696.7811,1758,12.478671,-8404,8405,8434
-988.71173,9532.55,553.13605,1303,11.568121,-7015,7016,7017
-988.70416,9295.518,465.20312,1000,14.688537,8073,-8074,8422
-988.6675,4237.577,172.78777,433,15.414463,-8137,8138,-8354
-988.59656,11493.372,634.4464,1660,10.837468,8427,-8428,8435
-988.57166,8413.083,462.98022,1000,13.1400385,826,827,-939
-988.4822,6014.58,486.78058,1109,8.404823,7515,7516,-7843
-988.47516,14636.474,1264.7375,3000,7.556208,7893,7894,8389
-988.4677,17656.387,1274.6174,3000,9.109381,2435,2436,2457
-988.44586,6719.187,581.1813,1410,7.361796,3539,3540,-4623
-988.4439,4383.216,431.67566,1206,5.613816,-7535,7536,7623
-988.443,4947.483,490.40076,1000,7.6412177,261,262,-527
-988.43085,20420.525,1421.9463,3000,10.501893,326,327,743
-988.3562,1477.0725,151.83388,450,5.0317454,-7857,7858,-7904
-988.3359,9191.445,665.2054,1548,9.086248,-7857,8339,8345
-988.3272,12077.512,529.81744,1000,18.468346,7723,-7724,8155
-988.3141,12823.728,1141.4219,3000,6.5291348,1181,1182,3071
-988.31165,16414.969,1013.4256,1732,14.473153,-8291,8292,8327
-988.3045,19608.908,1279.2954,3000,9.975572,8390,8391,8400
-988.2284,14408.866,1280.8882,3000,7.282771,7851,7852,7901
-988.22736,5175.3203,554.08167,1359,5.7738957,7834,7835,-7836
-988.1865,7024.3496,428.42786,1267,8.376765,-8422,8423,8426
-988.05396,24095.408,1283.7299,3000,12.000869,7679,7680,8135
-988.0469,4309.603,125.41841,549,11.722171,-8288,8290,-8294
-988.0451,13463.906,698.9139,1673,12.015807,8407,8426,-8434
-988.0412,9217.426,544.02423,1378,9.983807,-7494,7495,7993
-988.0175,5033.696,427.67123,1000,7.4983215,-7856,7857,7898
-988.0161,7342.4805,530.4909,1000,10.936303,8085,-8086,8317
-987.9819,10906.715,469.44318,1000,16.198788,6263,6264,-6694
-987.97345,7879.4824,760.6764,1906,6.1356177,7871,7872,-8352
-987.96936,8472.266,492.12247,1275,9.858824,-7552,7553,8417
-987.87524,13454.354,639.1744,1000,19.80679,-7835,7836,8283
-987.8318,8245.46,788.65155,1870,6.4680243,7860,7861,-8358
-987.8093,7741.712,736.85956,1802,6.2904234,-7791,7792,7868
-987.8001,11180.902,655.09485,1963,8.333473,-8036,8037,8055
-987.7812,9166.151,574.184,1000,13.3900795,8125,8126,-8214
-987.7307,3445.92,241.47939,591,8.482484,8328,-8329,-8360
-987.71796,21486.898,1154.157,3000,10.40892,8407,8408,8417
-987.69415,9933.598,779.53906,1845,7.809482,-8317,8318,8357
-987.66986,5254.1616,478.21005,1000,7.6060605,7519,7520,-7884
-987.6612,13091.673,1229.7913,3000,6.3128304,7806,7807,7859
-987.626,23622.703,1254.2164,3000,11.358498,8412,8433,8435
-987.6256,1448.958,107.68467,137,15.255799,-8304,-8305,8306
-987.5572,2620.117,236.954,555,6.772266,-7786,7787,-7898
-987.5231,13250.844,1224.8939,3000,6.3188767,7816,7817,8213
-987.493,28359.209,939.7406,3000,13.490963,4516,4517,6147
-987.4756,10256.08,506.60196,1446,10.108338,8404,8416,-8418
-987.4733,10022.823,559.68787,1000,14.281652,28,29,-900
-987.4544,4616.322,432.06238,1000,6.567952,7809,-7810,7905
-987.45264,6502.6787,512.7895,1278,7.2382345,7569,7570,-7597
-987.4155,2669.4104,147.03809,323,11.722033,7972,-7973,-8069
-987.3758,5561.1445,35.652134,-100,78.629326,-7413,-7414,8227
-987.36664,7905.1294,495.16425,1000,11.169027,318,319,-547
-987.362,9711.422,437.28854,1000,13.716067,8168,-8169,8176
-987.35956,13563.58,1251.8583,3000,6.3843236,7787,7788,7825
-987.2918,13660.284,707.5691,1000,19.18672,6460,6461,-6467
-987.29083,20303.896,1489.6644,3000,9.505296,8302,8325,8335
-987.2857,17745.832,1263.772,3000,8.304391,8111,8112,8333
-987.1375,11752.901,370.41086,1000,16.30967,8286,8307,-8345
-987.1244,554.4947,36.11646,103,7.46304,8429,-8433,-8434
-987.0988,17831.291,1285.919,3000,8.223508,1022,1023,1057
-987.0789,14474.409,1198.0587,3000,6.665092,7467,7468,7847
-987.0731,8631.089,698.6748,1729,6.892888,-8192,8193,8218
-987.06934,10208.975,743.65753,1529,9.216768,8317,8339,-8359
-987.0471,5390.7314,465.2527,1000,7.4285893,-8198,8199,8386
-986.998,11117.999,1109.6411,3000,5.0876756,7554,7555,7625
-986.825,11873.46,411.89822,1377,11.681985,-8370,8371,8376
-986.81934,6983.522,646.8225,1652,5.7246804,7785,-7786,7801
-986.80896,2764.5823,265.90573,584,6.4056463,-7461,-7462,8359
-986.80084,12158.458,759.5328,1000,16.442068,-8293,8294,8300
-986.74646,5885.065,481.70496,1000,7.925819,-7833,7834,8330
-986.7452,6334.4595,543.0246,1084,7.869222,8393,8394,-8399
-986.7054,6030.1914,486.0634,1292,6.2663817,-8332,8333,8348
-986.6895,7676.095,487.1044,1000,10.293689,108,109,-603
-986.6839,2630.899,5.4457593,-65,54.254883,-7580,-7594,8396
-986.6498,3992.739,325.3103,745,7.165563,-8080,-8082,8099
-986.57074,7010.1123,432.04333,1000,9.317465,8417,8431,-8435
-986.5553,5597.624,434.8922,1084,6.8556232,-8330,8331,8342
-986.54785,6040.1836,431.53955,1000,8.014602,7569,-7570,7601
-986.5351,7492.914,410.73358,1000,9.932813,7500,7501,-7589
-986.4946,14962.82,684.92267,1071,18.464664,7445,7446,-8047
-986.4683,587.2577,22.87228,81,9.563486,-8324,8347,-8360
-986.39746,6964.8716,405.7368,1000,9.139393,8416,8427,-8435
-986.395,8379.28,521.092,1523,7.2182655,8037,8038,-8048
-986.3764,21185.467,1254.196,3000,9.252281,8084,8085,8302
-986.35474,17544.525,1204.8022,3000,7.65001,1315,1316,1365
-986.3538,13968.761,1284.3444,3000,6.0904465,7814,7815,8331
-986.15466,10373.707,569.0031,1431,9.345756,8418,8419,-8432
-986.14935,7592.42,406.3809,1000,9.784413,-8385,8386,8398
-986.119,7657.2417,395.84802,1000,9.846371,8422,8423,-8427
-986.0816,9000.401,692.78516,1608,7.1781178,-8323,8324,8337
-986.07806,18182.885,1198.2571,3000,7.7708077,7495,7496,7504
-986.0536,22208.389,1501.7242,3000,9.474528,8297,8298,8332
-986.0443,24145.934,1330.6938,3000,10.294256,8428,8430,8433
-986.0001,9970.415,801.9861,1825,6.9654627,-8326,8331,8345
-985.96423,8144.988,595.39795,1311,7.9008965,8306,-8307,8322
-985.9556,2326.6765,148.81198,319,9.269752,-7695,7696,-7700
-985.95465,7397.2427,441.2756,1000,9.400743,8423,-8425,8433
-985.9186,7575.1284,376.3876,1000,9.602127,-8414,8425,8434
-985.89954,23362.652,1192.072,3000,9.858073,8405,8414,8415
-985.8723,22399.775,1455.7174,3000,9.433565,8301,8302,8317
-985.7198,10896.4375,546.5844,1273,10.699061,-8409,8410,8422
-985.7092,3725.988,53.069366,136,34.21937,-8201,-8390,8406
-985.693,4807.9155,439.51315,1000,5.998362,7842,7843,-7868
-985.67615,6629.927,370.806,1000,8.261784,8422,-8424,8426
-985.66766,1579.9224,122.352776,241,8.164436,-7852,7853,-8326
-985.6612,3307.833,191.50809,400,10.294256,-8428,-8430,8433
-985.6372,9016.397,463.52933,1069,10.481933,8298,8299,-8337
-985.5761,1246.9844,69.79461,136,11.346538,-7478,7479,-8359
-985.52826,8786.663,443.24554,1000,10.837468,-8427,8428,8435
-985.48987,7088.774,394.80563,1000,8.720154,8409,-8410,8419
-985.4852,8353.207,602.38654,1350,7.6091194,1254,1255,-1887
-985.4111,12036.063,669.14734,1431,10.290724,8427,8428,-8432
-985.38025,5715.201,313.41156,1000,6.9777594,-8424,8425,8435
-985.3622,21191.47,1054.6666,3000,8.613678,8403,8404,8419
-985.36194,23475.203,1190.5956,3000,9.541759,8404,8405,8429
-985.3548,6374.8584,392.10294,1000,7.769609,-7735,7736,7753
-985.3468,2709.2078,263.449,614,5.374841,-7837,7838,-8358
-985.2607,29054.293,1144.0739,3000,11.728326,6617,6618,6624
-985.2509,12512.769,890.0225,1767,8.569917,8123,8124,-8360
-985.20306,21022.553,1150.0238,3000,8.453106,8416,8417,8419
-985.09796,11969.95,645.5596,1547,9.267907,-8405,8424,8432
-985.06604,13492.015,708.5263,1745,9.241237,-8406,8407,8426
-985.04016,22399.375,1187.8494,3000,8.908674,8415,8416,8429
-985.0338,15182.196,727.9706,1673,10.823111,8405,8406,-8434
-985.01263,851.62964,69.32508,191,5.3102713,-8416,8417,-8430
-984.9602,7805.9087,399.92374,1000,9.264166,-7629,7630,7657
-984.9491,11195.459,625.30164,1745,7.608653,-8406,8420,8425
-984.9275,12908.228,765.2682,1902,8.037022,-8082,8084,8087
-984.8904,6735.2964,588.40015,1495,5.3221455,7618,-7619,7621
-984.8127,3293.2058,220.72705,286,13.533074,8283,-8284,-8322
-984.67474,20681.402,1247.7961,3000,8.029268,8218,8395,8397
-984.65845,1537.1177,189.81697,368,4.8597574,-8187,-8188,8200
-984.60126,21927.02,1181.2867,3000,8.4722395,7452,7453,8278
-984.5957,9958.959,483.55908,1000,11.539776,72,73,-126
-984.59,14874.698,1325.931,3000,5.743141,7822,7823,7840
-984.586,7993.707,550.60724,1317,7.028645,8391,8392,-8394
-984.4711,436.03223,0.90206933,-11,45.562885,7714,-7715,-8391
-984.4346,22442.414,1219.1158,3000,8.578494,8412,8413,8427
-984.3838,13020.285,695.05096,1538,9.676381,8419,-8420,8433
-984.3682,10274.373,113.640434,152,77.1842,-2193,-2930,5909
-984.3609,8650.351,552.4687,1213,8.139275,-8103,8104,8306
-984.3477,7759.391,615.50525,1562,5.664915,1999,2000,-6664
-984.34485,13683.877,1246.6012,3000,5.2006235,7889,7890,8204
-984.33075,6918.5254,414.87115,1000,7.8811474,8426,8427,-8435
-984.3069,9984.31,430.37967,1000,11.35621,6249,6250,-6446
-984.28906,8992.372,645.69543,1672,6.1102586,-8195,8196,8197
-984.27405,12322.971,660.7398,1660,8.425873,-8417,8418,8419
-984.26404,4958.343,369.3953,1000,5.6242795,-7587,7588,7622
-984.08057,8635.15,433.7523,1000,9.682029,-8414,8415,8418
-983.99286,10572.414,565.347,1547,7.6206946,-8405,8406,8420
-983.9662,17817.81,829.9842,3000,6.611817,8060,8061,8065
-983.9264,21111.637,1131.8041,3000,7.8146763,8419,8420,8432
-983.7412,4522.124,360.72992,653,7.6026626,8314,-8315,-8348
-983.6896,13365.488,862.8889,1986,7.3648586,8208,-8209,8390
-983.6734,5332.0605,501.5134,1000,5.8293967,573,574,-672
-983.4609,20645.367,1117.901,3000,7.4269876,8420,8425,8432
-983.3895,11531.768,679.82825,1526,8.120527,-8389,8390,8397
-983.3743,11641.52,828.7834,1780,7.021579,7991,-7992,7998
-983.3654,6367.057,413.5837,1000,6.8320527,8104,8334,-8341
-983.347,4287.2656,337.51196,798,5.758505,-8317,-8318,8340
-983.2892,10497.344,561.54156,1430,7.8409877,8423,8424,-8433
-983.21545,4669.6597,157.80493,201,24.706112,-8241,8242,-8291
-982.9716,20678.895,622.0527,1000,21.67594,8282,8283,-8320
-982.94885,24974.049,1244.4978,3000,8.714412,5982,5983,6041
-982.92804,14137.95,1270.3246,3000,4.9272757,7835,7836,7859
-982.90564,5251.2563,321.8558,1000,5.4832006,8414,8420,-8425
-982.8972,21111.826,1337.2087,3000,7.3445,1692,1693,1758
-982.8963,2222.7302,97.32162,-46,50.427067,-8221,-8222,8426
-982.79706,7690.296,182.83629,120,66.494156,-8034,-8091,8151
-982.78235,5442.4033,138.52858,123,45.870857,-7357,7358,-7418
-982.6792,20817.188,1148.7424,3000,7.150856,8426,8427,8434
-982.66504,12726.668,573.3753,1000,13.104358,-3428,3429,6279
-982.6555,7780.73,681.41016,1619,4.9458055,8351,8352,-8356
-982.6158,22494.605,1203.4502,3000,7.698856,8424,8430,8434
-982.6,12976.284,661.0956,1986,6.7026386,8183,8184,-8209
-982.5757,7155.7847,458.68674,1215,6.033224,8077,8078,-8104
-982.5704,22688.729,1126.9419,3000,7.7450805,7763,7764,7766
-982.53687,15774.12,572.03217,1000,16.123055,8237,-8238,8242
-982.4455,621.50574,41.7359,88,7.181215,-7500,7501,-7999
-982.1894,8620.916,383.8895,1000,8.639721,7971,7972,-8392
-982.17773,11734.411,933.9987,1818,6.464418,8310,-8311,8336
-982.17676,13133.668,713.30664,1762,7.464803,-8421,8422,8423
-982.1461,22621.686,1551.5094,3000,7.5386724,507,508,775
-982.0906,23571.213,1274.0292,3000,7.8307505,8428,8429,8432
-982.05164,7988.0073,453.1264,1000,7.943985,8122,-8123,8127
-982.031,5555.9023,439.2966,1000,5.5189347,-8312,8329,8336
-981.95215,19853.02,1098.1854,3000,6.5449114,8408,8423,8425
-981.88275,9547.747,774.13074,1790,5.2550836,8333,-8334,8349
-981.86096,5698.973,435.56058,1000,5.607993,7522,7523,-7803
-981.8457,1162.2931,67.160225,72,15.87186,-8218,8219,-8316
-981.7883,7384.8184,419.2465,1000,7.237937,8427,8432,-8435
-981.52106,9071.382,559.0755,1416,6.1881,7480,7481,-7852
-981.5185,9171.756,389.75098,1000,8.858086,8084,-8085,8300
-981.35547,4284.532,377.8887,1000,4.101814,7556,-7557,7570
-981.3416,4726.597,372.01624,665,6.799501,-8316,8317,-8347
-981.31866,10879.449,792.0229,1845,5.6341267,-8317,8322,8333
-981.29443,9082.66,470.66016,1000,8.666949,8413,-8414,8422
-981.24146,7769.835,418.45914,1000,7.39327,-8426,8427,8432
-981.0761,10947.87,826.50964,1935,5.3365836,-8338,8339,8345
-981.07227,9903.325,754.29004,1693,5.516333,8342,8343,-8348
-981.05444,9980.457,735.7477,1693,5.5540576,8333,8334,-8348
-981.034,4883.1113,399.44202,1001,4.5910387,7786,-7787,8193
-980.95306,1576.1074,160.18323,42,35.16701,-8335,-8367,8370
-980.9427,4765.96,304.5109,1000,4.4638863,-8412,8416,8420
-980.8843,12197.73,663.5399,1740,6.5458083,8425,8426,-8430
-980.5624,1885.5621,147.36441,225,7.6955557,-8071,8319,-8347
-980.5572,8321.09,320.3652,1000,7.6391654,3380,3381,-3416
-980.48395,24560.418,1315.7208,3000,7.4876723,8421,8424,8433
-980.30945,7558.9873,744.13336,1791,3.825913,-7806,7807,7821
-980.28955,1386.3457,-1.8560331,80,15.69313,-7914,8130,-8387
-980.1962,23213.756,1279.8445,3000,6.974299,8431,8432,8433
-980.1518,20659.113,1135.6411,3000,6.1928916,8418,8419,8420
-980.04926,12174.886,276.77966,232,46.95077,-8239,8240,-8348
-980.0364,6805.533,306.41708,1029,5.9133205,8402,8403,-8419
-979.9536,11166.621,955.016,1954,5.088451,-8335,8336,8362
-979.893,31459.41,854.99133,1054,26.496397,8239,8240,-8413
-979.8273,10339.013,550.62445,1446,6.326595,-8418,8419,8423
-979.7886,7419.1284,344.0762,1000,6.5520954,7353,-7354,8371
-979.6496,9370.098,464.23102,1000,8.218554,8421,8422,-8426
-979.6328,7109.429,372.70746,1000,6.2305727,-8431,8433,8434
-979.4916,19237.146,1145.6118,3000,5.5810003,8073,8074,8304
-979.43866,8183.461,420.4597,1000,7.1041164,8424,-8425,8434
-979.43365,6984.3066,374.19305,1000,6.0616384,-8429,8430,8432
-979.41473,20592.545,712.6457,1084,16.47208,8283,8284,-8330
-979.3378,7367.211,427.0529,1000,6.364313,-8412,8413,8424
-979.15826,9274.274,476.98398,1000,7.9427485,8425,-8426,8428
-979.1456,7154.899,478.97968,1000,6.1239333,1936,1937,-6755
-979.1442,15746.141,387.74225,1000,13.47636,4601,4602,-4656
-979.0015,8932.276,729.86316,1693,4.484792,8347,-8348,8349
-978.99554,4047.5703,394.30487,1000,3.4395971,7802,7803,-7844
-978.9556,16619.26,1374.694,3000,4.6987133,8323,8324,8348
-978.9422,12035.783,588.7354,1374,7.425037,-8403,8404,8407
-978.70905,14965.005,404.52917,1000,12.546023,-8378,8379,8382
-978.60443,11478.88,672.43823,1762,5.4349356,8417,8418,-8421
-978.58777,18272.568,1461.3058,3000,5.077398,358,359,911
-978.25635,11535.714,255.78065,219,43.24071,8240,-8241,-8309
-978.1783,10105.017,540.6889,1374,6.015693,8402,-8403,8420
-978.10236,9933.016,453.2802,1000,8.096693,1557,1558,-5188
-978.0355,18122.47,581.96436,1000,14.727241,8286,8288,-8339
-977.95776,18853.307,1301.4468,3000,5.0890336,8103,8104,8119
-977.7394,7388.399,481.39658,1167,5.0765285,-8095,8096,8109
-977.7109,9852.737,470.75687,1000,7.8901978,8407,-8408,8425
-977.565,14138.577,1263.4597,3000,3.7495818,7788,7789,8331
-977.4244,8088.776,457.19806,1029,6.2151504,8418,-8419,8424
-977.41406,19350.479,1496.8992,3000,5.097497,8321,8322,8336
-977.29156,29867.018,1295.8676,3000,7.8254175,6205,6206,6324
-977.18134,3177.624,163.28046,413,6.0184703,-8430,-8434,8435
-977.0946,28750.512,1357.2814,3000,7.468114,3365,3366,4647
-976.5743,13468.288,400.43658,1000,10.262285,8376,-8377,8379
-976.5197,6042.6636,320.3783,1000,4.593559,8403,-8410,8418
-976.4996,11653.255,1087.481,3000,2.9503615,7558,7559,7590
-976.3811,21534.293,1186.4185,3000,5.4246798,8430,8431,8434
-976.37866,10202.271,492.37967,1000,7.7093396,-7693,7694,7701
-976.3089,19864.492,1467.9926,3000,4.988788,263,264,519
-976.1794,12596.567,684.19946,1740,5.4246798,-8430,8431,8434
-976.1695,18357.303,1494.1704,3000,4.5833006,8335,8336,8351
-976.1554,3605.0823,362.04593,1000,2.69867,7556,7557,-7567
-976.0461,10827.855,591.2646,1538,5.2460694,8409,8410,-8420
-975.98267,3368.0273,192.83661,413,6.060737,8429,-8430,-8434
-975.9484,30898.73,883.61523,1000,22.930931,8240,8241,-8408
-975.6302,10707.596,1114.963,3000,2.6142242,7574,7614,7616
-975.4932,11603.663,370.24228,1000,8.451501,7339,7340,-8392
-975.01263,4272.671,286.7769,713,4.280692,8087,-8088,-8102
-974.8858,16166.803,1338.5591,3000,3.8300774,7894,7895,8123
-974.82544,10758.581,1092.0458,3000,2.5427082,7551,7552,7561
-974.58484,6057.956,478.18338,1267,3.3580048,2000,2001,-2012
-974.34436,4646.023,434.068,1000,3.2323854,-7858,7859,7872
-974.2416,21361.996,1470.1385,3000,4.9343038,248,249,494
-974.1243,1712.5193,44.206856,-26,45.43548,-7862,-8007,8298
-974.0291,29500.854,1537.7754,3000,6.7585106,6191,6192,6259
-973.92834,4633.8037,294.22702,80,39.655525,8294,-8295,-8381
-973.8458,1224.0441,75.65282,28,29.83475,-8294,8295,-8409
-973.69476,22664.79,1266.8827,3000,5.1263967,8429,8430,8433
-973.49084,6084.5933,432.13342,1000,4.0969453,-8092,8093,8345
-972.9735,7985.2925,476.8738,1000,5.2738204,-8081,8082,8301
-972.69604,15454.287,777.00507,1745,5.7896514,8405,-8406,8424
-972.5219,9105.237,454.60922,1000,5.914651,8424,8425,-8426
-972.10547,4253.098,425.9921,1000,2.7215126,7804,7805,-7849
-972.0053,8271.899,414.30487,1000,5.2741632,8411,8412,-8414
-971.9357,9563.666,455.04825,1000,6.0826774,-8411,8412,8419
-971.8263,5057.715,447.12793,1053,3.0430336,8356,-8357,8362
-971.49567,7558.765,427.32874,1054,4.490804,-8413,8414,8431
-971.20856,1442.0824,110.04724,316,2.8292012,-8071,-8072,8074
-971.2003,3812.9624,307.77362,659,3.586031,-8082,-8083,8344
-971.1798,3360.0718,199.76125,396,5.2550993,-8301,8302,-8311
-970.8172,8546.285,334.8709,1000,5.2272706,-8373,8374,8380
-970.6869,23286.566,1330.2773,3000,4.726578,84,85,4979
-970.45874,2157.9023,69.00499,111,11.7463875,8415,-8416,-8417
-970.4415,5035.4116,451.12357,1063,2.8605175,-3537,3538,3543
-970.39154,2280.895,11.567633,25,55.001434,-8053,8286,-8401
-970.188,11384.746,645.82983,1740,3.9174845,8413,8414,-8430
-969.6751,17561.27,1393.9479,3000,3.4455585,647,648,808
-969.32587,2472.5476,149.43704,17,84.63453,-5067,5068,-5767
-969.0295,7803.8374,431.77856,1273,3.5331013,8408,-8409,8411
-968.96967,613.5568,33.45837,-60,5.882224,-7723,-7724,7745
-968.74475,19193.877,1096.8325,3000,3.6537843,8408,8409,8417
-968.5406,6606.7935,380.67642,1000,3.748561,8409,8413,-8426
-967.94116,10672,608.4632,1762,3.3722284,8411,8420,-8421
-967.591,3183.8845,365.69818,1000,1.7535415,7604,7605,-7607
-967.53467,9107.647,815.74243,1906,2.6271677,8349,8350,-8352
-967.3847,9983.158,575.5631,1446,3.7783523,8417,-8418,8427
-966.62006,27934.754,1206.4944,3000,4.9792347,8290,8291,8299
-966.1307,6704.069,387.76358,1000,3.5331013,-8408,8409,8411
-965.20154,7856.126,481.80646,1000,4.0297003,-8123,8124,8127
-964.95074,4175.4233,384.63492,1000,2.1264043,7911,7912,-8385
-964.657,1242.9534,110.51832,223,2.8149533,8353,-8354,-8356
-964.5613,9981.019,609.1438,1726,2.9125988,-8264,8265,8271
-964.2577,21168.21,1142.1141,3000,3.5237489,8410,8411,8421
-963.7956,21138.062,1143.2855,3000,3.4738188,8410,8414,8421
-963.7683,17801.506,1285.627,3000,2.9232838,8082,8083,8298
-963.6143,5329.494,-30.561884,-98,26.678022,-8081,-8082,8376
-963.11646,7324.831,380.64505,1000,3.5447786,8406,-8407,8419
-963.11,17780.768,1450.1221,3000,2.8677719,917,918,919
-962.7953,772.7261,32.72928,33,11.23409,-7854,-7913,8343
-962.47064,1749.7374,139.7167,377,2.2074184,-8327,8328,-8334
-962.0386,3489.3162,20.752972,-47,34.907974,-8102,-8200,8424
-961.05597,4458.326,421.84863,1000,2.0434084,7837,7838,-7868
-960.0477,5387.392,430.89172,1000,2.4069183,-168,169,170
-958.6945,23016.584,1291.2872,3000,3.3154018,8430,8431,8433
-958.4537,17452.777,1044.7441,3000,2.499398,8269,8270,8273
-957.15845,21354.064,1391.7146,3000,2.9656425,418,419,6739
-955.6384,12902.401,1245.5042,3000,1.7304802,7793,7794,7802
-954.50574,6904.177,365.00864,1000,2.7088158,8410,-8411,8420
-954.25745,7831.2783,11.077737,-99,30.867512,8281,-8282,-8416
-953.9383,4117.296,122.10641,219,7.2853794,-8303,-8304,8313
-952.9517,7690.785,407.09146,1000,2.9177718,-4036,4037,4040
-952.26416,11051.568,521.50385,1267,3.261575,8406,8407,-8422
-948.2657,9274.447,480.05112,1203,2.659918,7658,-7659,7678
-946.59827,19627.055,1560.743,3000,2.1867685,8325,8326,8338
-945.87665,2519.754,10.598398,-25,33.23977,-8304,-8359,8369
-945.4516,1281.4324,41.2103,-9,46.590317,7479,-7480,-7624
-944.9203,22525.848,1205.315,3000,2.4332845,8420,8421,8424
-939.8321,3570.9417,-5.4003773,37,28.63127,-8354,8368,-8384
-938.5001,24789.662,1383.0679,3000,2.3982773,3852,3853,3857
