#NOTE: 1 is the baseline and 2 is the scenario
Ck1_road,7989509.754631064
Ck1_bus,3103695.248302431
Ck1_rail,8967228.99664851
Ck2_road,7978467.125812364
Ck2_bus,3101533.716720407
Ck2_rail,8980433.157508017
CkDiff_road,-11042.62881870009
CkDiff_bus,-2161.5315820239484
CkDiff_rail,13204.160859506577
C1,20060433.999582008
C2,20060434.00004079
CDiff,0.0004587806761264801
CBark1_road,12.55297728942357
CBark1_bus,26.78535232452876
CBark1_rail,28.943377678828128
CBark2_road,12.553544483316763
CBark2_bus,26.783343143724238
CBark2_rail,28.952995996542256
CBarkDiff_road,0.000567193893193263
CBarkDiff_bus,-0.002009180804520838
CBarkDiff_rail,0.009618317714128466
CBarkPCTDiff_road,4.518401333133523E-05
CBarkPCTDiff_bus,-7.501043033437815E-05
CBarkPCTDiff_rail,0.0003323149710050668
CBar1,68.28170729278045
CBar2,68.28988362358325
CBarDiff,0.008176330802797338
CBarPCTDiff,0.00011974408852635465
Pk1_road,7989509.755033558
Pk1_bus,3103695.248430772
Pk1_rail,8967228.997047044
Pk2_road,7978467.126213603
Pk2_bus,3101533.716848961
Pk2_rail,8980433.15791187
PkDiff_road,-11042.628819955513
PkDiff_bus,-2161.531581811141
PkDiff_rail,13204.160864826292
PkPCTDiff_road,-0.001382140977173027
PkPCTDiff_bus,-0.0006964380871169653
PkPCTDiff_rail,0.0014724906511447953
Pk1PCT_road,0.398272029151009
Pk1PCT_bus,0.1547172532933063
Pk1PCT_rail,0.4470107175556847
Pk2PCT_road,0.39772156105945755
Pk2PCT_bus,0.15460950230537873
Pk2PCT_rail,0.447668936658247
alpha,4.63361771727996E-07
alphak_road,7.463841224139183E-08
alphak_bus,2.9587087381420697E-08
alphak_rail,4.563527617900896E-07
nPlus_road,0
nPlus_bus,0
nPlus_rail,0
nZero_road,71166096
nZero_bus,71166096
nZero_rail,64378829
nMinus_road,0
nMinus_bus,0
nMinus_rail,6787267
Rho_road,0
Rho_bus,0
Rho_rail,0.09539481280365317
RhoPlus_road,0
RhoPlus_bus,0
RhoPlus_rail,0
RhoMinus_road,0
RhoMinus_bus,0
RhoMinus_rail,0.09539481280365317
d,13984069.072839499
delta,86597.19481009766
t,327361.79547226557
that,423798.24553921935
chik_road,0
chik_bus,0
chik_rail,751160.0412539928
chi,751160.0412539928
