score,depth,netChgRoad,netChgBus,netChgRail,savedMinsRoad,savedMinsBus,savedMinsRail,deltaDkRoad,deltaDkBus,deltaDkRail,deltaLkRoad,deltaLkBus,deltaLkRail,railNetworkKM,LBar,gameState0,gameState1,gameState2,gameState3,gameState4,gameState5,gameState6,gameState7,gameState8,gameState9,gameState10,gameState11,gameState12,gameState13,gameState14,gameState15,gameState16,gameState17,gameState18,gameState19,gameState20,gameState21,gameState22,gameState23,gameState24,gameState25,gameState26,gameState27,gameState28,gameState29,gameState30,gameState31,gameState32,gameState33,gameState34,gameState35,gameState36,gameState37,gameState38,gameState39
-20.132685,40,0,0,31885149,0,0,1.0774907E+09,-6410.860450760863,-2404.6299345394127,8815.490385675856,-116037.67733967448,-33767.075812758,1410711.2838069308,5763.6465,267.46466,   1253,7703,   7999,4209,   100,6953,   6097,6335,   7574,1960,   3750,3198,   3297,5508,   7789,226,   1105,6810,   4528,5210,   594,3791,   4204,6755,   4195,7272,   3555,2375,   4398,1176,   4308,7593,   3917,313,   3717,6838,   2407,1024,   6595,2173,   
-14.214199,40,0,0,32972039,0,0,845949900,-3920.4950391021184,-1420.6063744494952,5341.101413762608,-74839.50435792067,-23711.23401227018,1373017.9277411713,5265.123,250.4758,   762,2321,   4213,5596,   1642,5489,   8337,1486,   5940,7410,   2112,7856,   6993,6667,   3716,5897,   3499,1243,   13,1263,   3397,3722,   1937,6398,   6087,4593,   7717,2983,   1790,951,   6254,81,   214,2354,   4448,6708,   8013,7043,   5113,7142,   
-31.453426,40,0,0,34007060,0,0,792786750,-11019.094012297628,-4217.4968592170535,15236.590870050446,-188109.9834739111,-56330.130822778636,3600200.518175609,5980.588,290.78107,   7371,2069,   4870,5424,   7499,4888,   600,5685,   5033,6255,   3339,1164,   1011,5332,   7212,5475,   384,6251,   7944,5485,   6208,5353,   8132,4989,   1155,2031,   7641,4638,   2219,5444,   6320,4891,   4566,1307,   2328,1328,   7287,4948,   7334,1199,   
-21.749758,40,0,0,30917437,0,0,834443800,-9573.69492737352,-2940.7661290730207,12514.461056047676,-152162.1129669157,-31987.678306883172,3457697.4667932335,6996.037,291.77853,   3993,2031,   6386,3970,   6048,5090,   7506,3318,   3577,7408,   6323,1762,   7535,8064,   933,2017,   2372,8317,   4268,5468,   5683,4397,   3466,8024,   8371,6883,   5033,8140,   3003,5884,   6624,3871,   7352,6745,   1491,4176,   7403,4162,   7376,4501,   
-44.138916,40,0,0,42135045,0,0,1.2924172E+09,-14557.370193121376,-4581.226811131723,19138.59700321393,-245488.8776402891,-58744.31723702177,3745862.5466992245,5561.7334,280.33295,   2961,4322,   1060,3246,   7556,4557,   5791,4938,   373,311,   7391,7405,   680,1866,   3952,8031,   7001,6797,   4034,7600,   56,7801,   315,6129,   783,2451,   2846,789,   6572,5192,   3049,6646,   941,8203,   2507,1360,   3336,219,   468,3814,   
-32.213337,40,0,0,34583209,0,0,970679550,-9632.122969993892,-2711.7414011070823,12343.86437492255,-177972.70967451425,-31218.510956285514,3816895.9564461797,5524.8145,277.04886,   1091,95,   7766,2692,   6928,7655,   3191,5486,   2792,1896,   5611,605,   127,8212,   4444,3595,   4007,3367,   2462,5104,   1711,5002,   6802,3617,   5697,745,   6464,912,   7795,2591,   4695,6782,   6329,220,   6508,8397,   35,6059,   7636,1564,   
-18.924145,40,0,0,23472384,0,0,727078140,-5582.866484276843,-3225.380899484396,8808.247384070333,-95349.18711767037,-63740.591435276794,1678402.5800695254,5038.4937,273.60147,   7695,5796,   6433,4675,   8017,2444,   6519,1165,   3759,7347,   5789,8404,   6192,3799,   2103,4525,   1728,4149,   5430,6183,   1191,2279,   6126,201,   5636,7265,   2711,8343,   1703,4482,   3560,6383,   4167,898,   5845,4351,   7004,2126,   4036,3253,   
-31.968504,40,0,0,37350697,0,0,967449200,-9516.740438691295,-3523.8049732297973,13040.545407328007,-173024.85281969895,-49943.519089439884,3168879.5816717977,5412.354,265.50586,   2662,5298,   5589,447,   5238,4726,   589,2530,   6552,1983,   6669,4321,   628,1452,   373,5416,   8105,6231,   7474,752,   8168,6612,   7898,7713,   3787,7841,   4237,5294,   6389,6188,   5956,8038,   113,2177,   3521,4328,   5126,5679,   3399,910,   
-72.7084,40,0,0,23847082,0,0,705230600,-17291.54424733934,-5566.9806764302075,22858.524923872188,-300282.4443477901,-72897.67477767782,5051194.619578232,4129.9556,229.51743,   6675,181,   1790,8156,   6249,7674,   5755,2714,   524,428,   4681,773,   3087,3284,   3520,4485,   5836,6312,   5096,5832,   489,3731,   4576,364,   4462,7066,   4208,6886,   6367,4480,   290,2425,   2832,6564,   2512,7987,   4821,8177,   1463,4548,   
-45.524937,40,0,0,26942603,0,0,846945660,-15171.358520654692,-4651.607730682422,19822.966255361964,-266834.0026989197,-52729.30016739398,3995374.971389723,5861.271,287.23563,   2086,1523,   4769,5961,   1506,5183,   4950,5265,   7093,7471,   6927,7250,   583,6002,   421,2943,   4040,1425,   3694,7618,   3466,7304,   4783,4480,   138,2256,   6376,4958,   771,3968,   8100,6094,   4848,547,   3746,7402,   7398,7051,   7293,7714,   
-7.3272204,40,0,0,35021923,0,0,1.1187277E+09,-2494.8958562744956,-787.606422034725,3282.502278193818,-40451.61358877978,-8233.199853350763,1043562.9511305536,5520.731,274.2884,   2115,7378,   8229,7331,   5989,1475,   1842,5266,   6143,8005,   3946,3396,   4483,2281,   1082,3217,   5175,289,   5822,7686,   7243,8428,   4494,3124,   7807,832,   2401,35,   2256,1455,   3981,5425,   2567,4415,   5502,4523,   7510,5887,   6926,7098,   
-13.960004,40,0,0,22405355,0,0,814875970,-4399.8103123309465,-1310.2593585756908,5710.069670418949,-77354.61142683978,-14123.686351702467,1507170.668342138,5541.1597,300.66376,   413,1110,   7251,1202,   21,4703,   1611,2567,   7900,528,   2226,7108,   1228,8043,   471,2123,   2884,5104,   7960,5156,   7509,1806,   3009,4688,   4023,6957,   828,68,   5214,4994,   4143,7724,   1798,7159,   7272,6132,   1176,3292,   3102,3103,   
-46.496246,40,0,0,16810669,0,0,482766700,-14246.388434406314,-4839.251552964727,19085.639988314957,-237849.75494569514,-73422.7534245471,4990588.188458075,5115.4614,269.34122,   7657,8270,   571,1727,   7665,5308,   4196,2960,   3944,3379,   1639,2406,   6363,1770,   8024,7042,   6536,2563,   5614,1500,   3875,1542,   5789,2905,   4821,2937,   5310,2505,   770,2774,   947,8028,   2001,4856,   5934,7675,   1235,1281,   5458,7151,   
-16.893639,40,0,0,33256276,0,0,1.0671022E+09,-6560.516616151685,-2137.1325823560483,8697.649198466013,-103691.70446669789,-25177.711821976405,3459759.191976502,6137.914,252.4462,   2760,6303,   4560,1834,   3355,1736,   1361,27,   7570,229,   8032,7049,   6113,1602,   7663,6114,   2481,6101,   5342,4727,   8433,1690,   2189,1169,   2432,2047,   404,1506,   4271,349,   5807,5254,   5540,6899,   7175,6007,   5418,3954,   7986,3084,   
-35.459328,40,0,0,33954885,0,0,909033700,-9768.888093075284,-3093.7327128984357,12862.620804429609,-167111.54970106442,-42262.80042856813,2956034.204551123,4712.767,278.6458,   1576,5283,   3370,541,   3177,2333,   1914,399,   5628,8256,   5193,3569,   4375,731,   7153,1070,   4114,3390,   7838,1308,   1332,8290,   4191,7220,   2858,2778,   1508,7650,   2863,1656,   696,6963,   6550,2258,   3151,3150,   6756,1648,   6427,98,   
-32.851048,40,0,0,25349368,0,0,858788860,-8301.549185833632,-6037.759038784693,14339.308247020479,-141569.30327132498,-129299.93786518154,2364503.4031633064,4309.43,240.71913,   132,5,   4314,4451,   3592,2237,   879,4808,   8182,6105,   1893,2027,   4551,6677,   1751,1722,   1091,4586,   6119,399,   824,2700,   5972,3972,   7559,6665,   5454,2116,   6016,4002,   2750,2466,   5398,7740,   1176,1327,   3975,8175,   3628,620,   
-30.163597,40,0,0,39639034,0,0,1.0464924E+09,-9258.781952175126,-3493.349867709669,12752.131826327326,-149949.8037345423,-42787.992548447255,4282863.082694758,4971.2173,250.60353,   1898,5136,   7903,5193,   8199,7104,   2412,8308,   506,1428,   2059,2169,   3964,6028,   7709,5867,   2468,342,   5328,5362,   5218,7198,   7228,4180,   3355,7862,   5065,5247,   5501,423,   6182,1351,   957,5498,   6937,4124,   3233,778,   4209,455,   
-25.952755,40,0,0,29844554,0,0,946981100,-7156.005971134309,-2792.4602904682815,9948.46626294936,-125601.95310319542,-50505.11657420781,2735872.85523107,4839.6387,237.61937,   4253,5582,   1610,4587,   1942,580,   6937,7806,   30,3744,   7294,3633,   2847,6702,   3837,3136,   6343,3723,   1838,336,   2038,5601,   2807,82,   3682,707,   1212,6902,   7527,3584,   2634,1690,   4568,4872,   1108,8072,   5588,2640,   2237,2775,   
-21.768406,40,0,0,29622475,0,0,971404300,-7140.370660684473,-2321.0660117382463,9461.43667282131,-120589.94600857313,-30651.82422033203,2890792.7957451274,5539.6772,252.05348,   924,5695,   5216,1756,   1565,2548,   6939,2690,   1661,3800,   6217,7945,   7376,3872,   6852,7088,   2774,1527,   904,1235,   7803,35,   279,4881,   1110,5604,   7501,6411,   5594,4200,   5983,3702,   1486,7498,   7847,4779,   384,1050,   6953,1134,   
-52.43783,40,0,0,33085081,0,0,1.0804197E+09,-12723.408143348286,-5155.6149276628075,17879.023069421404,-234486.42115510002,-87420.12024198615,3111934.799192189,4471.703,210.67558,   2204,6958,   5240,3726,   5803,3124,   2749,695,   6455,2455,   5297,4060,   1736,1002,   3408,889,   5416,334,   646,4396,   3483,528,   5532,5896,   6252,2514,   6459,8313,   4461,2073,   6704,1724,   3010,8206,   7467,845,   3230,4988,   7513,6421,   
-56.563454,40,0,0,38338885,0,0,1.1867311E+09,-16170.892057753745,-6056.180220449779,22227.07228745784,-250240.4700320089,-76693.35660052234,4979943.749983811,4424.0664,236.00224,   2854,6805,   8391,3138,   7338,1923,   1966,484,   4090,6957,   7799,49,   403,2557,   6086,1675,   1425,7780,   5909,3289,   5101,2872,   4670,4382,   4187,3573,   1050,1965,   1970,2562,   6094,427,   1256,2660,   1541,5113,   572,2393,   6993,4329,   
-32.51305,40,0,0,39434640,0,0,922791170,-8363.276326833125,-3251.223630190548,11614.499960089839,-152825.78224385352,-54792.89566374876,2282349.482186412,4700.4443,263.33777,   547,5974,   4222,5939,   2709,6654,   1320,452,   1320,8418,   2119,5791,   7855,3885,   7515,4224,   2134,4009,   7386,3765,   872,1,   6949,1527,   862,7372,   7228,6179,   1015,972,   1102,7467,   787,1579,   2741,7563,   7085,7166,   1672,5969,   
-69.66464,40,0,0,35803410,0,0,725517800,-17638.99409305185,-5405.120889307816,23044.11498393908,-315484.3963550719,-56380.17316052273,4117751.94959101,4528.6157,230.46661,   2252,597,   8281,4615,   3143,2209,   1348,5468,   1340,1559,   2978,4999,   3443,3228,   3457,546,   7461,2695,   5076,3773,   7861,3577,   7873,1147,   4688,387,   3098,5935,   1483,2193,   1333,3404,   2336,1417,   1512,274,   156,2333,   6820,7089,   
-37.452877,40,0,0,23562807,0,0,971670400,-9040.194240779929,-3820.64125550612,12860.835493660536,-159278.37001559848,-58156.769090069305,1693367.4599560695,4252.7676,256.82394,   6024,1760,   4838,7892,   6429,4539,   4024,5995,   6558,2195,   101,4390,   2090,6335,   6543,7111,   1159,7134,   8362,2756,   7546,3848,   3985,7583,   226,8010,   2663,2025,   1715,3182,   390,5127,   4311,6422,   6184,6101,   7174,8417,   3153,149,   
-24.31236,40,0,0,30576083,0,0,842172740,-6599.653311362213,-2832.2329258049067,9431.886238091052,-113555.544235002,-43175.086411437755,1774376.1331171494,4670.692,259.74106,   4798,5539,   7812,7723,   2091,5379,   1314,4436,   3310,2836,   7550,1457,   2407,4063,   7979,2175,   6211,5690,   7666,6855,   1876,1999,   4279,3376,   1805,3410,   78,4103,   151,441,   8372,1178,   3981,8213,   6393,2006,   4472,4697,   5492,3282,   
-23.997768,40,0,0,15636759,0,0,477836420,-5036.403831239516,-2577.380074164277,7613.783909719229,-98573.86034290548,-65486.65735023101,1223632.119275698,4107.626,223.9576,   6696,6662,   7151,7314,   4067,7368,   2719,247,   6879,4009,   8326,1484,   751,4734,   6709,2799,   1260,4435,   5918,7116,   5300,5646,   4285,2868,   2900,6372,   5912,2629,   6106,5973,   6139,1513,   198,4383,   158,3649,   3284,5400,   7745,2872,   
-11.7128315,40,0,0,22325214,0,0,863167040,-4324.144758994242,-1765.9707174988791,6090.115474482458,-75047.67291524523,-30205.3165469113,1328190.5657146468,6407.304,289.36996,   690,8267,   5660,4578,   551,6888,   426,7683,   1504,3594,   746,36,   7214,6812,   6418,1050,   2377,4282,   4414,6130,   1455,90,   2576,905,   6305,6812,   1285,4804,   4575,3059,   7950,4295,   5126,3046,   6425,5468,   8422,8143,   2316,4448,   
-47.361473,40,0,0,32922678,0,0,977335230,-13532.821221365783,-4361.756215958559,17894.57744257818,-211450.92964431038,-55638.79185598196,3459394.471282517,4464.6187,229.71474,   5945,6665,   1125,2512,   5227,6103,   2735,1822,   6400,7544,   1272,7437,   986,1614,   1417,600,   5691,4754,   6708,2174,   5602,4058,   3107,6880,   4079,4886,   3345,4168,   386,949,   1063,2669,   1965,8402,   184,3225,   7400,63,   4114,201,   
-13.119983,40,0,0,30102046,0,0,809614500,-3897.3977809732814,-1598.604901418576,5496.002680383461,-67560.20433154645,-17032.47791871112,1581613.5928150846,5149.4126,242.64505,   4077,7899,   6839,5467,   1787,513,   3309,3511,   1628,5824,   8213,3667,   1434,141,   7281,1887,   3558,2681,   6869,340,   2758,7002,   1435,5450,   6480,7038,   5471,1020,   1430,6627,   1636,5627,   639,6507,   6533,6138,   5654,6076,   5093,3565,   
-36.64595,40,0,0,20771806,0,0,457553000,-11439.531150654697,-3858.3354010920357,15297.866548543856,-191792.78705718956,-44288.35335334534,2938409.286161552,5233.6694,224.83032,   1577,8269,   2539,2998,   1172,5831,   1234,1823,   1120,6732,   8103,4719,   1630,3774,   5879,5510,   6464,1388,   7422,3184,   3477,2288,   2081,3437,   4188,2586,   3028,3363,   2044,1142,   4669,5918,   6023,3303,   7199,2924,   4463,6873,   4278,648,   
-9.028772,40,0,0,26954589,0,0,972835800,-3478.545929756981,-1357.5825660403138,4836.128496569899,-58337.622656157815,-20914.571492054176,1307438.6515256474,6461.3013,290.78708,   5803,3647,   8335,3133,   6960,5352,   3996,5301,   627,1022,   8110,4265,   7089,1908,   88,7724,   6187,7538,   7245,7021,   2803,6307,   8215,8414,   2063,2185,   7131,6762,   5011,2954,   1047,8027,   5546,6773,   5816,8265,   2388,7384,   4912,7271,   
-15.542868,40,0,0,38721173,0,0,1.1959612E+09,-6977.377018359869,-4098.449063820873,11075.826089357386,-101350.08024304334,-73256.74513986359,3196838.9026645995,6520.6807,294.80414,   7025,6162,   2735,1022,   1468,403,   7264,4115,   3215,7910,   5173,5360,   8063,5692,   6280,7932,   3868,8357,   1069,4775,   6657,5669,   290,6109,   8410,83,   7155,315,   4528,258,   5335,7238,   2625,8409,   8432,5077,   3571,7192,   6946,1659,   
-24.375278,40,0,0,37210956,0,0,933307300,-6753.545940280587,-1782.164312142653,8535.710252482837,-119493.18639864888,-19070.583248304192,1956103.7962573268,4902.2285,262.15527,   3356,3016,   3547,5536,   6217,4123,   8399,8289,   492,6319,   4396,2467,   6315,137,   614,1355,   5872,5062,   1048,1384,   1684,6948,   8022,2956,   2574,6370,   2735,8090,   5696,1203,   4360,5112,   1411,7845,   1418,3641,   2122,3189,   8327,4286,   
-17.934841,40,0,0,33885814,0,0,1.1810062E+09,-6406.161632199131,-1642.2420364431114,8048.403673521006,-114268.17364393035,-16872.49742151024,2165303.2383605316,6371.2954,281.11517,   119,7301,   8258,6644,   4297,2868,   923,2487,   7794,7076,   7640,6945,   6144,5561,   8411,4843,   3429,590,   2961,8283,   1388,308,   2593,7725,   1958,7720,   1055,6905,   7155,5409,   7669,2682,   5170,5197,   1264,2818,   7126,1378,   7094,8142,   
-39.228302,40,0,0,40165390,0,0,1.02535654E+09,-12859.287179685418,-5222.213471062899,18081.500648588502,-219105.44250524524,-70626.23012510267,5001005.170784751,5585.3916,244.43526,   5446,247,   295,7055,   1998,5851,   7404,4286,   7870,5011,   211,1531,   227,44,   2898,8246,   4708,533,   4685,5013,   1813,2454,   3768,2385,   7843,4958,   1774,946,   4296,5592,   6153,2051,   1932,3255,   2836,1140,   13,3973,   5726,4543,   
-32.596622,40,0,0,26839767,0,0,819799300,-8979.57057414048,-3378.884588612379,12358.45516501876,-160122.27692512015,-36379.95657598578,2649185.00853285,4912.2354,238.14595,   316,5204,   7470,2143,   5197,6137,   2454,5125,   2299,1454,   6546,6592,   5128,2081,   6328,2992,   4914,6346,   7647,5476,   4077,6457,   8426,2278,   7293,6596,   8035,5407,   5643,1757,   8233,734,   3243,142,   4696,5044,   3419,1624,   5623,1706,   
-11.085212,40,0,0,18619001,0,0,513247620,-3258.1932188969286,-1056.59185311737,4314.785072387717,-61258.93101891598,-13587.43212269244,899153.5710500748,5526.185,278.9962,   2503,5084,   7083,2842,   7481,7997,   5358,8287,   5363,8280,   4662,2102,   4761,249,   465,2295,   5214,5192,   3285,7037,   6538,5482,   7917,541,   1656,5811,   3348,4986,   5820,1284,   8008,3289,   723,5941,   2972,7428,   7809,5583,   3232,7732,   
-20.515879,40,0,0,24710479,0,0,657825900,-5496.787593095432,-2917.5132117331327,8414.30080858824,-107748.62852522323,-62989.350366827915,1766594.5810167145,5251.9624,250.33705,   1238,8184,   44,5799,   5799,6789,   5531,6131,   4408,2994,   8112,2401,   8265,6663,   6775,7021,   3603,5457,   5602,6542,   1185,1669,   4648,371,   2466,4078,   272,1372,   1378,7256,   5712,1473,   2921,8066,   1959,3989,   5438,2118,   3445,3961,   
-27.375702,40,0,0,37236437,0,0,957433860,-8925.3734824019,-2879.975486522714,11805.348968313898,-148234.47034722602,-36162.153521743356,3501356.6384407463,5414.819,245.55902,   1402,354,   5309,3418,   1454,1344,   4950,2137,   2337,5951,   1826,1267,   4398,1562,   3083,866,   5717,4401,   5717,6639,   5527,4158,   4752,5588,   7916,198,   4704,2785,   1222,5249,   19,3484,   3096,5660,   267,4294,   3497,7483,   2624,7363,   
-25.838493,40,0,0,29003363,0,0,1.0948595E+09,-8440.962958343538,-3550.462175336226,11991.425130243852,-140016.47831066497,-48980.43467796684,2088763.549360542,5418.9106,277.67856,   4857,7677,   4918,8197,   8082,1653,   3668,396,   905,4933,   1072,1036,   5027,7722,   7644,4249,   3072,7106,   3938,1255,   5076,2164,   915,5523,   5932,6778,   6607,7173,   1295,7225,   5804,6669,   1777,6599,   7737,5511,   670,5956,   6992,6263,   
-29.509233,40,0,0,32624959,0,0,952990600,-8670.256461344903,-4983.676781151569,13653.933259003688,-132109.06222148048,-89051.19998882599,2517229.7570139645,4476.872,260.21866,   4966,4308,   1880,4725,   4725,768,   4177,7418,   6892,3809,   6451,4453,   1222,4827,   3545,1368,   2287,2693,   6761,7830,   2264,1304,   3481,4931,   7536,2115,   7564,2838,   7694,6863,   8421,2133,   3579,5551,   113,6110,   283,4626,   1346,6949,   
-37.89544,40,0,0,32527094,0,0,757474050,-10757.951817975705,-4294.619199446424,15052.57101098275,-162434.48375205023,-56299.36178848306,4202061.81459184,4286.386,226.89203,   8321,2798,   721,5278,   6003,977,   3124,408,   4312,5043,   7185,1276,   3692,5687,   2781,34,   5207,8200,   5596,1339,   8160,29,   3823,4318,   873,4106,   4713,5871,   5079,1518,   2409,2134,   6484,3750,   1419,683,   4210,2257,   4548,6587,   
-7.6434426,40,0,0,34924022,0,0,1.0681531E+09,-2848.9756368117264,-1006.9480688020554,3855.923705229202,-46162.28153704361,-11739.757650179208,1583761.8220554504,6039.462,282.20758,   8150,7285,   2550,3378,   3383,2302,   1859,2862,   3328,4690,   3996,519,   7466,6,   7225,8291,   7411,4838,   4405,1896,   4700,5689,   3765,2793,   2634,5051,   3228,8377,   4267,2098,   4260,2950,   3651,7445,   1625,874,   5914,445,   934,7006,   
-24.748262,40,0,0,43075093,0,0,1.03590835E+09,-8161.599406846615,-2626.918066126111,10788.517472543022,-131547.3579915058,-34501.8893523943,4029521.604849748,5315.418,255.27202,   2246,1850,   2542,388,   5958,1890,   3104,6477,   4960,1563,   1708,7807,   6288,2652,   1886,2461,   3520,8192,   743,6768,   7510,1918,   7030,1229,   430,1046,   5303,20,   6817,6351,   2377,6966,   3904,5834,   8086,2849,   3146,3376,   5271,744,   
-13.266875,40,0,0,38964577,0,0,1.2611776E+09,-4429.386637848741,-1938.565672970941,6367.952309549561,-91446.78557146782,-34764.46461603503,1276559.932713788,6892.8657,299.58316,   1947,5187,   3416,2704,   390,4888,   5097,999,   5558,7600,   5789,6157,   8137,2602,   7932,328,   3256,1312,   8394,4912,   5022,3083,   8095,7045,   7622,3178,   3903,454,   3001,7473,   7750,143,   2921,8435,   4820,2323,   6937,4326,   839,3977,   
-43.805397,40,0,0,24690828,0,0,898015300,-11860.418652596016,-2763.648623225278,14624.067273932582,-222541.31182836505,-36249.28569643263,1053760.0617640403,5080.226,294.49847,   4384,4303,   2897,7653,   561,4655,   7264,1301,   6338,7757,   8028,1833,   3418,359,   4157,7299,   5527,4807,   3517,5648,   985,4643,   6433,6520,   8285,5646,   3236,8138,   6217,5608,   1826,7365,   473,4416,   527,719,   185,442,   6483,2967,   
-31.564247,40,0,0,37959449,0,0,1.1658735E+09,-10680.313909237357,-3703.5261541866507,14383.840066042838,-169625.92950351897,-40745.24363469667,4148365.3836982623,5373.9893,251.2044,   4349,2601,   2551,3680,   7880,5917,   5160,2561,   4277,5957,   5231,2130,   809,3626,   2991,8176,   6305,4812,   7803,3351,   1418,7562,   3519,729,   5931,663,   1359,7438,   8268,3438,   7113,5085,   6759,550,   1299,6819,   2091,2753,   7076,2368,   
-30.687077,40,0,0,30613496,0,0,1.1825674E+09,-8676.586050307766,-3260.816584137924,11937.402634481337,-151096.49156948374,-59660.22726019341,3722286.6860367903,4923.782,231.06152,   485,675,   3860,260,   376,8132,   6556,5283,   1424,786,   2849,3808,   1074,3131,   1548,5222,   7517,1822,   6185,7217,   4557,6158,   2729,838,   7279,146,   3806,258,   2327,4608,   6085,3551,   6172,5435,   2866,743,   3702,3259,   352,6234,   
-29.619997,40,0,0,30409765,0,0,1.2127305E+09,-8346.021851547614,-2820.7423593372696,11166.764208247805,-148155.84244190995,-37767.20521749482,2076068.6399333782,5001.8857,245.97873,   2542,4512,   6013,7481,   589,3304,   4011,3627,   7437,4512,   7737,269,   5004,8294,   6247,2763,   6382,3021,   1416,230,   4325,6298,   2955,5252,   3137,7734,   6072,4074,   265,805,   1520,4258,   1469,8386,   4674,44,   144,3683,   249,3974,   
