score,depth,netChgRoad,netChgBus,netChgRail,savedMinsRoad,savedMinsBus,savedMinsRail,deltaDkRoad,deltaDkBus,deltaDkRail,deltaLkRoad,deltaLkBus,deltaLkRail,railNetworkKM,LBar,gameState0,gameState1,gameState2,gameState3,gameState4,gameState5,gameState6,gameState7,gameState8,gameState9,gameState10,gameState11,gameState12,gameState13,gameState14,gameState15,gameState16,gameState17,gameState18,gameState19,gameState20,gameState21,gameState22,gameState23,gameState24,gameState25,gameState26,gameState27,gameState28,gameState29,gameState30,gameState31,gameState32,gameState33,gameState34,gameState35,gameState36,gameState37,gameState38,gameState39
-32.20303,40,0,0,42147488,0,0,1.4044837E+09,-9850.084741332288,-5251.682847545703,15101.767590677511,-162120.4087473664,-135362.98488207505,5561099.09596217,5034.3213,229.46246,   727,5679,   7397,1532,   1427,5602,   7119,6384,   2586,4774,   153,1840,   3243,6774,   166,8105,   7438,4242,   7091,355,   5107,5058,   8050,1063,   3121,1744,   7134,535,   543,5761,   2417,548,   3678,2897,   1344,5349,   2325,3174,   1095,6925,   
-38.760117,40,0,0,23950415,0,0,709351550,-8161.867799190373,-3044.3266534264235,11206.194451558213,-142168.3847977957,-34680.096495782556,2216920.993594314,3667.904,234.51158,   4969,5915,   3879,1020,   6121,7987,   3099,6599,   4131,172,   6425,174,   5877,4453,   1249,4104,   6064,6333,   6847,8118,   6903,6584,   5841,5260,   2357,8040,   6597,346,   5429,3253,   5780,4263,   3147,165,   3821,7627,   1179,7030,   3378,3570,   
-69.35003,40,0,0,37219402,0,0,920449660,-18577.65244763009,-6946.4798804665625,25524.132330021646,-317370.0318487637,-111989.62873290907,6726489.5165811675,4576.3506,221.60542,   7080,534,   4839,370,   7772,2243,   3107,7660,   1647,5675,   7720,4427,   4763,1412,   21,6821,   74,7054,   7099,6517,   1389,2753,   1170,878,   2828,2162,   5463,5711,   632,2058,   2925,7470,   2955,3276,   1038,6369,   1744,5470,   5924,113,   
-15.044613,40,0,0,22583392,0,0,607111360,-5350.098217177848,-1943.9363089455921,7294.034528694612,-82597.70967688017,-21191.09701542657,1900551.0637322138,5490.185,265.13632,   4933,7373,   7134,8189,   3968,1352,   7935,1734,   144,5436,   7553,2560,   8366,5296,   2180,4326,   7800,3961,   5978,5610,   5216,5831,   7028,8025,   2750,249,   1472,1487,   374,2088,   5076,3039,   1130,6985,   1584,2451,   4055,1416,   5345,1476,   
-61.3479,40,0,0,31833459,0,0,1.0126823E+09,-16974.345164472536,-6398.84812132354,23373.19328089826,-331620.7530610648,-101927.77671321695,3894351.347702578,5405.576,244.98097,   2662,3728,   5567,3631,   2940,364,   7540,6094,   1096,5147,   7004,6219,   7928,314,   3333,7537,   345,7544,   5439,3719,   8316,6448,   1359,6491,   360,4514,   1430,1381,   3712,8164,   271,6383,   7051,4502,   2947,1487,   263,3397,   5084,2385,   
-56.911335,40,0,0,30873517,0,0,1.0103825E+09,-17850.193782629478,-5651.822425418317,23502.016211829952,-307699.4328522796,-76101.8644648064,2886095.1321595707,5406.646,247.88174,   1145,3813,   390,3663,   3519,7292,   3546,815,   3652,2482,   2106,4946,   4413,1625,   1595,4650,   2368,7512,   3270,6862,   7370,6158,   2382,1367,   4875,621,   7604,3426,   5802,1846,   7274,5384,   2460,3054,   2573,4502,   6057,6132,   2971,1504,   
-57.8969,40,0,0,37227658,0,0,1.0891589E+09,-16750.002362284755,-5764.48952337284,22514.491902624006,-291896.54018166405,-71485.83413391505,3390065.052067426,5041.6606,245.94582,   967,614,   6165,1229,   6058,3760,   1970,5425,   2906,6732,   7554,1186,   126,6657,   3450,3422,   1431,7459,   7224,2898,   8124,120,   3449,1805,   3643,5157,   2486,1358,   7488,5529,   7029,4672,   4540,1765,   5895,6755,   8429,1152,   3744,1114,   
-28.161827,40,0,0,34269120,0,0,1.1380813E+09,-8912.576326971195,-3444.6795128315216,12357.255839717585,-152135.25616735654,-45423.95305583096,4257261.276116008,5402.1797,259.81818,   7086,2178,   519,7505,   2727,6088,   5257,4238,   8039,7587,   3071,7033,   7343,73,   1816,847,   5601,4359,   6022,901,   1274,611,   6373,5812,   8139,2881,   5081,6797,   762,5130,   3428,278,   3714,6109,   4247,5945,   8036,4379,   7513,5991,   
-11.000783,40,0,0,27931297,0,0,793537860,-4118.561662684779,-1790.4340999168649,5908.995762894492,-76858.85414392318,-31652.260729389058,1052175.7722394504,6986.671,308.35822,   8335,6683,   1755,8336,   2458,8431,   5764,4467,   8384,5047,   1154,4070,   3566,2843,   8276,6474,   4240,3143,   7801,8282,   1006,6896,   3476,2908,   4158,2792,   3318,1234,   4261,4307,   1246,1221,   5281,30,   1001,3027,   7292,6473,   3354,8144,   
-12.34695,40,0,0,38707272,0,0,1.0530577E+09,-5196.637562810047,-2841.256360065289,8037.89392608348,-86442.64395468502,-45569.36877485532,1943087.3015617933,7001.1333,303.19266,   5552,614,   6848,4150,   3976,7794,   5148,871,   6268,6208,   1704,4893,   5013,7667,   4984,1439,   3207,7282,   4177,8102,   5112,4530,   205,4077,   3800,8368,   7225,3535,   1842,5249,   7618,6203,   8224,8093,   2729,392,   48,7761,   7368,4800,   
-42.039494,40,0,0,37791371,0,0,927405760,-11112.819409686324,-3670.8581280307494,14783.677536898727,-187253.6500348249,-48427.30003629885,4323159.875555043,4454.232,260.4611,   6079,2447,   3401,6489,   2602,4789,   4644,6049,   3482,7998,   8256,9,   2295,3688,   3032,1022,   408,2770,   349,4043,   568,1613,   7465,1019,   7025,3937,   5104,5355,   4937,4592,   1390,3881,   8350,7812,   2022,2664,   1128,2152,   1475,7447,   
-15.312106,40,0,0,34571526,0,0,1.2016681E+09,-4965.758329384976,-1946.7615275150667,6912.519855827678,-85873.10677231329,-33807.651477622574,1624586.6526783558,5608.184,270.75528,   3724,1175,   53,2279,   5428,7609,   3908,4536,   5061,1707,   8419,5713,   7411,3324,   4232,4466,   3418,2382,   7899,7101,   8121,7724,   1112,7325,   6607,4374,   94,2918,   1666,367,   8330,6692,   1294,1338,   319,7829,   1560,5185,   4026,7852,   
-29.984426,40,0,0,29508752,0,0,878611200,-9750.133207283117,-4230.348215928871,13980.481426022605,-147904.82039690315,-51821.45647082835,3390244.9430247773,4932.7217,254.32181,   28,568,   294,3230,   4609,4113,   4906,5025,   3580,5992,   7682,7182,   2689,2810,   7762,4435,   63,1163,   4108,1054,   7514,989,   2870,4693,   1813,1727,   4418,6072,   3005,4838,   2905,6668,   6791,46,   7072,7552,   7429,6317,   2716,2494,   
-57.618946,40,0,0,36962933,0,0,1.2886984E+09,-20451.846044304275,-6670.584549880535,27122.43059999651,-301670.99125015707,-62717.868284095435,6765381.188177099,5235.6216,257.01288,   7904,3504,   7773,4109,   1121,1148,   4003,6920,   2012,4319,   7765,396,   1077,2972,   337,7474,   6134,4037,   1416,2882,   8130,7269,   2020,7177,   3086,1013,   390,2642,   4174,209,   5441,2181,   6883,1613,   1586,4009,   1652,7196,   3572,665,   
-18.990168,40,0,0,35195797,0,0,1.0523699E+09,-5928.923193866066,-1785.7078255873864,7714.631019005637,-96316.17917303354,-31489.760754958577,2901533.499863098,5071.8975,264.47903,   6159,5934,   4060,7121,   5509,2509,   5591,3818,   8144,8033,   1418,3392,   4900,8270,   2799,634,   1484,595,   1023,108,   757,1360,   2746,1803,   7314,5583,   1949,7899,   1386,4764,   5822,7374,   465,751,   5158,2196,   3209,3334,   1668,577,   
-21.360655,40,0,0,23951230,0,0,965159000,-6305.533923533265,-3386.938548607456,9692.472472134008,-106433.54851926437,-61456.90820379498,2009890.1794445277,4982.6914,256.54895,   3857,5008,   2934,4577,   7226,2048,   5716,7048,   7249,951,   2524,1056,   6172,3463,   8344,4799,   3188,2256,   8243,8361,   559,6127,   2432,3380,   2210,2480,   2927,4149,   3112,603,   5861,6585,   7362,446,   4686,4184,   6861,6604,   3012,5265,   
-51.067673,40,0,0,25396660,0,0,666128260,-15922.124043166972,-4292.866466385619,20214.990509413332,-257781.89029537782,-56102.04696527102,2841315.539842072,5047.8486,268.38467,   8303,3337,   649,434,   2239,4765,   1201,5437,   843,358,   7443,952,   3527,1743,   17,6166,   2575,7990,   2366,4746,   7557,1567,   3936,6646,   3525,4374,   2129,5726,   7213,4159,   6373,5019,   7680,2977,   58,5658,   5477,1997,   1140,5880,   
-21.240772,40,0,0,32204583,0,0,966564860,-6054.630064493055,-2490.823275750326,8545.453337211322,-96694.15360540857,-51691.578896088264,2563940.907795135,4552.29,230.06233,   1279,5926,   3305,2753,   1596,4909,   3058,5619,   428,6955,   1609,7307,   4238,6701,   6144,6735,   7836,2439,   5345,6300,   2636,3911,   6659,5120,   2420,2424,   1707,550,   1685,2795,   688,577,   6849,4921,   3467,1630,   6698,1182,   5049,7052,   
-23.18952,40,0,0,32909826,0,0,1.1052084E+09,-6729.941763600638,-2517.5298014555515,9247.471569808877,-117188.1730007315,-48731.208116637456,2684863.056970772,5053.497,233.02263,   1316,4946,   5297,257,   2549,7501,   781,978,   5268,1758,   6257,3037,   5088,3276,   3244,5803,   7702,6621,   333,7607,   3201,2507,   3934,6069,   6266,1031,   458,7752,   3234,4513,   36,6653,   5826,6729,   4983,6126,   7049,6402,   2570,3354,   
-15.144378,40,0,0,32420008,0,0,1.1140992E+09,-4779.756961727438,-1391.8874850652437,6171.644447550025,-79866.25694729449,-17824.88864204377,1719588.2502357743,5273.657,252.38075,   1643,729,   3717,8362,   4973,6087,   3925,3572,   1677,6099,   2364,77,   849,5877,   3850,7244,   1011,7664,   2426,1518,   7043,1464,   6179,754,   1722,8040,   5647,6795,   6728,5554,   7189,1299,   4050,5414,   5964,2471,   7225,4008,   1095,179,   
-28.27412,40,0,0,42453024,0,0,887155600,-6471.826225044901,-3976.118201877771,10447.94442990495,-114701.711834408,-103079.36120142965,2574540.7795854514,4056.774,214.79715,   5542,5321,   6075,5570,   2149,8395,   5803,8384,   2878,6174,   5114,7821,   3975,1051,   4747,178,   2985,2963,   6640,5369,   440,5565,   5280,4558,   7346,1064,   4462,3871,   8348,1379,   18,5439,   6569,2247,   4412,1721,   3825,609,   7040,1762,   
-30.531563,40,0,0,28770577,0,0,1.1351741E+09,-8672.78335645012,-3652.7886375312346,12325.57199397415,-148444.33126215832,-63411.221471317804,3328372.4702509553,4861.9956,275.4112,   2236,5699,   3917,553,   440,7804,   5760,2998,   666,5786,   7922,4262,   5804,4161,   8175,8412,   41,1516,   6660,1084,   3932,1931,   35,1499,   6156,8111,   1252,1728,   5075,3026,   4789,2376,   4358,4877,   3132,3176,   1648,4726,   4118,7978,   
-18.022335,40,0,0,31034270,0,0,923267500,-4472.384779046743,-1712.991022356145,6185.375800483747,-82281.73612733238,-32501.418719575933,1490775.5925754812,4565.5425,212.04129,   3740,1463,   3205,2562,   1892,4192,   8071,2407,   2507,4435,   1679,2308,   2384,5956,   6265,305,   5663,2418,   2833,764,   6551,4031,   6359,6076,   997,5546,   8340,926,   1029,4998,   6763,3750,   5834,7118,   5780,2469,   7162,5908,   8042,1963,   
-10.010369,40,0,0,21174785,0,0,1.02521696E+09,-3343.8977296650655,-2092.1540402696887,5436.051768646493,-62701.22518629025,-54690.32816959837,1295033.8414624266,6263.6274,290.7282,   40,7281,   7657,639,   1346,2480,   8427,6838,   7048,2827,   5949,7666,   1893,3353,   1426,8145,   3540,5565,   1564,4782,   4288,7144,   1377,5944,   6107,6364,   4910,3702,   175,3796,   1579,8190,   2811,869,   724,7706,   4810,5719,   4729,6953,   
-42.49585,40,0,0,25443099,0,0,512854940,-9034.648983816049,-3307.724726259918,12342.373708868154,-143262.09399302353,-46206.97254492368,3966178.761566815,3371.202,225.59277,   5554,1501,   2314,6638,   7485,7533,   1857,2480,   5691,6071,   7364,1596,   4343,3259,   6111,1331,   5903,1712,   2967,3417,   6005,4724,   6662,3252,   1248,6194,   4854,1023,   2629,2156,   3335,6256,   835,3047,   7663,2786,   4830,3175,   6895,7010,   
-13.896468,40,0,0,22827274,0,0,864887900,-5585.451267999839,-1843.0050756606909,7428.456344011815,-87800.73151059008,-36973.82215915172,1640967.7019387735,6318.205,265.9748,   4507,2430,   6446,2540,   4867,8418,   3847,7987,   3194,7829,   1802,3097,   2751,1312,   947,829,   3274,7497,   5389,1291,   2679,834,   8286,3535,   2736,1108,   761,1296,   4032,3324,   4936,2727,   3252,4393,   7346,3574,   6714,4122,   6820,1265,   
-35.328987,40,0,0,22021463,0,0,598406340,-13265.10653672172,-3591.211343322068,16856.317881798353,-217051.47016119727,-41410.101703562024,1953558.9116641907,6143.7217,298.39304,   2347,5302,   6265,3236,   354,237,   3504,7959,   2100,6833,   7948,5768,   6221,5604,   4331,3672,   2579,2911,   8239,3758,   7657,2550,   3955,8305,   2892,7510,   8281,6794,   2401,5808,   2551,7587,   676,4124,   7380,5812,   3005,5050,   3181,2499,   
-41.336624,40,0,0,28907181,0,0,823984700,-10752.09474631711,-4184.314845235127,14936.40959586893,-187407.37839540356,-47361.129845482574,4041771.103297332,4533.6885,243.66656,   6039,1237,   7632,5634,   3812,7603,   4942,6084,   62,3673,   995,3802,   4318,3062,   2044,8232,   1347,6396,   343,1279,   391,5146,   5558,4727,   4282,360,   5092,2097,   6660,6954,   667,5964,   8166,5740,   6155,6419,   3354,6756,   4492,3724,   
-27.20858,40,0,0,41769523,0,0,1.1504567E+09,-6856.9881176389445,-2080.3136765088475,8937.301795069441,-118098.33670274551,-26423.54857862209,2643276.2552847927,4340.4814,210.60606,   2568,2196,   6731,7163,   4813,7184,   3269,6050,   2079,7583,   4464,5045,   4707,1901,   2107,892,   4115,2904,   1352,3452,   2511,2844,   7860,1543,   3006,3466,   4072,7013,   5342,4061,   4877,3026,   1903,5054,   7147,6631,   6850,6830,   8350,5533,   
-27.6652,40,0,0,26510086,0,0,861338300,-6776.855302854532,-2473.3836754504523,9250.238978649844,-123402.94807193657,-34794.785296224065,1582875.877084243,4460.584,251.80635,   5527,7477,   18,7512,   2490,4057,   1257,6264,   3633,5262,   2304,449,   5404,1039,   1213,8159,   2772,5188,   4156,1346,   3112,4691,   708,6454,   2705,1437,   3141,8088,   3189,3911,   2478,5720,   2990,4254,   6361,3470,   2826,348,   7489,7385,   
-47.157146,40,0,0,30458316,0,0,733008400,-13090.598554557271,-3980.282697774293,17070.88125353399,-217962.49603654773,-45689.181085728065,5257039.629029104,4622.046,214.42616,   2208,6243,   3380,80,   1756,4428,   6058,864,   3841,7423,   3859,1662,   2673,7003,   2421,835,   6769,2000,   4806,1052,   916,1605,   3075,8158,   2784,5019,   5894,1149,   3113,6178,   5333,2423,   6135,5207,   7574,5304,   1311,628,   4697,6713,   
-26.024557,40,0,0,39986326,0,0,971459970,-8839.709728083237,-2888.9596847368653,11728.669419535408,-150151.06796568944,-32663.273039089225,1856719.5522593749,5769.5913,262.40924,   3815,2277,   4246,4202,   52,816,   3046,4423,   1833,5525,   5137,825,   3977,6436,   6468,603,   3168,3657,   5731,5172,   6969,4908,   6186,6098,   2090,1435,   3962,5902,   7864,5552,   7960,6141,   5739,6528,   5672,7075,   5795,7308,   8105,1968,   
-17.899948,40,0,0,26699319,0,0,1.00126003E+09,-6134.206904286113,-2295.800243699599,8430.007148153987,-95373.78323563807,-25864.449575782044,1333661.5252841173,5328.1597,278.8488,   1972,1470,   7751,6024,   1041,4507,   6881,8134,   7174,6970,   2136,6089,   3332,7960,   8179,7343,   4526,6583,   2111,7053,   5289,5580,   4994,4717,   6001,7431,   3522,5885,   764,7829,   3244,4295,   3988,3763,   3199,5498,   5592,162,   5057,6018,   
-40.698746,40,0,0,29568473,0,0,698497100,-11190.856660231566,-4442.272527626279,15633.12918986824,-167571.41510491318,-62411.03638896148,3600815.609535875,4117.361,231.00334,   2989,4264,   7163,893,   3416,1871,   2809,6214,   6784,6765,   2548,7647,   5197,1052,   5114,4828,   4912,3034,   22,2045,   984,996,   7370,7781,   3726,6276,   2100,8004,   4760,2681,   1750,4364,   1526,4528,   4064,1024,   6853,4100,   1301,4129,   
-16.01489,40,0,0,34929680,0,0,825573060,-4954.904364843089,-3269.7960744330144,8224.700448297655,-80174.35937594119,-62406.87779211603,2135418.7100305753,5006.2383,263.60852,   4622,5744,   7536,2435,   5281,4032,   7534,2936,   7084,6807,   586,2557,   139,3011,   5034,1992,   5330,7818,   5603,5575,   8206,3240,   1453,4103,   5014,6619,   6121,669,   5423,4090,   6410,811,   1733,4329,   5859,3676,   1896,4934,   2499,8130,   
-29.517216,40,0,0,30056250,0,0,1.2086017E+09,-8589.958744637152,-3057.6915513759755,11647.650299358398,-160425.57893342627,-45395.12868700582,2366325.7610120405,5434.9834,253.71106,   7178,7600,   919,6389,   2094,7628,   4224,6951,   7930,2071,   4130,7471,   6933,4161,   4358,1382,   4291,3432,   5857,7097,   6347,6865,   5948,2994,   397,8211,   824,4245,   5588,1357,   96,395,   5318,5908,   6833,606,   2321,3500,   2009,5821,   
-34.68204,40,0,0,51170826,0,0,1.3415816E+09,-9991.727122379776,-3792.869378798697,13784.596495667312,-166545.4259785024,-69629.80942720639,3960546.7129973075,4802.065,235.32753,   2394,7605,   1174,3352,   8395,7375,   2313,6008,   8406,4476,   7821,6899,   7513,3837,   1782,313,   1651,6360,   5992,2319,   6804,8414,   1363,6572,   1975,3734,   2152,1024,   5764,3752,   7496,790,   1423,35,   4702,7177,   5690,2596,   3034,1457,   
-24.28283,40,0,0,16445636,0,0,569334660,-7298.124916208439,-2542.626542134581,9840.751457906932,-124903.38147880154,-35462.81453820613,1735712.3443452087,5143.6914,256.91895,   5897,3252,   4275,1111,   1972,1632,   1318,1480,   4126,6519,   7391,4396,   5943,8125,   7452,2415,   6242,3038,   1376,4661,   5222,1288,   243,4654,   5415,7030,   5475,7477,   7571,3040,   3059,7491,   3326,4534,   4857,3552,   4139,252,   4600,342,   
-75.51806,40,0,0,40915058,0,0,917407300,-19788.75648066271,-5870.777124664813,25659.53360713773,-325720.184831953,-59325.84207397351,5536414.15652118,4313.143,219.62431,   2416,671,   5334,7680,   4797,3100,   3282,1733,   1019,2286,   935,2652,   1219,6809,   4671,4609,   3008,8056,   4131,3377,   4593,2276,   2345,1085,   3460,8336,   1070,1409,   3268,3900,   6712,5990,   6873,1034,   2244,4550,   4390,998,   8293,2315,   
-60.94921,40,0,0,24826090,0,0,827674750,-15590.022672654039,-5457.598823070004,21047.621493882783,-277538.8384162023,-72712.30251174599,5146512.141883634,4553.6084,232.40535,   3747,3741,   6458,5284,   2105,407,   6271,4952,   8298,247,   544,4518,   4557,1222,   4185,140,   6761,4249,   4220,4896,   2030,1873,   6900,5555,   4010,3380,   4214,185,   4565,120,   219,2009,   8199,1815,   8066,851,   4253,5497,   7415,3053,   
-27.718737,40,0,0,26432421,0,0,626399040,-6420.573577733314,-1958.7044360793482,8379.278013295272,-115449.14799680054,-21823.08008803883,2018552.8031377573,4165.022,191.65857,   2064,4553,   1546,3021,   3355,2193,   1433,5651,   5285,2104,   6224,141,   5214,3396,   284,1874,   5276,903,   1273,7161,   4628,6086,   387,8177,   28,6970,   4755,2741,   1592,3333,   4322,1264,   5269,1167,   2832,5912,   326,3879,   2199,1816,   
-34.021946,40,0,0,28601790,0,0,845992260,-9736.979678709376,-3495.1786004974883,13232.15827587749,-164412.67788842993,-54634.147320330565,2590973.676247768,4832.5474,208.11467,   1947,6998,   3335,2460,   2332,77,   5231,4802,   1530,6191,   4010,3350,   4223,254,   6860,4414,   4166,1804,   2992,4820,   5873,7128,   4059,1951,   6218,4960,   3307,4046,   564,2808,   1548,1397,   7140,7892,   5213,6066,   2750,6362,   5845,8386,   
-64.28014,40,0,0,20784467,0,0,497027680,-13094.881708726867,-6044.741368466146,19139.623085660223,-250369.9272036982,-105209.15797648525,3062311.5515538347,3894.9807,223.55362,   1739,8389,   1210,3836,   7759,971,   5476,5014,   2743,6854,   1745,6957,   887,5814,   4379,3255,   2939,1384,   4678,5807,   5206,1185,   4238,7158,   4643,2613,   4646,4766,   3476,793,   1663,6240,   4395,3041,   3081,5920,   5917,222,   2627,5246,   
-41.90139,40,0,0,41693215,0,0,1.0135871E+09,-12902.420798264287,-3828.397298848877,16730.818094628357,-209351.6983837701,-40868.38277810663,3984518.842044884,4996.295,235.20113,   7920,6729,   1302,2146,   1062,3027,   509,1325,   3513,1958,   3126,1365,   1683,38,   3180,554,   4150,2488,   7629,5146,   4761,709,   1537,1949,   5190,3941,   2562,6281,   2732,6894,   5773,2717,   7192,7868,   6323,6912,   8318,2092,   6095,1615,   
-37.885517,40,0,0,44555239,0,0,1.2144243E+09,-11076.432713615144,-4238.280377025046,15314.71309337017,-182109.97692868637,-58249.122543953,4248912.946885899,4806.8496,237.81334,   2103,3320,   1252,1518,   6103,298,   4557,4356,   8296,2527,   1769,3429,   1028,5917,   485,7210,   5191,7788,   5392,5557,   465,2663,   7028,5055,   4620,409,   2608,2251,   2150,4703,   671,2058,   4828,6013,   3043,1440,   7892,19,   4282,4892,   
-18.72358,40,0,0,27767853,0,0,1.00711E+09,-5031.585106432728,-1935.0958801423956,6966.680988687314,-85646.41903011303,-20771.48687487998,1194600.7370014896,4574.255,278.09064,   7820,6641,   6421,205,   5124,2344,   1688,1275,   7383,7549,   1721,530,   5135,537,   1150,7875,   4727,4633,   5333,5693,   6125,2306,   2205,3592,   1855,8146,   7036,3450,   2874,7480,   7753,5171,   3505,499,   6173,2259,   4678,6823,   8366,2276,   
-10.716401,40,0,0,13868508,0,0,461648220,-2986.639168225198,-1343.216611600316,4329.855778886317,-50583.453858366316,-21859.57632365417,1391796.2860240827,4720.1904,260.42758,   7156,1333,   3303,3037,   2982,141,   5358,4291,   4863,3603,   5148,3259,   3122,7025,   7202,5514,   4435,2828,   6786,5413,   3744,6674,   6837,8338,   8231,4986,   5460,4635,   2800,7327,   3196,6340,   4703,3056,   6972,4791,   7438,7603,   610,1714,   
-37.74812,40,0,0,22748054,0,0,686042370,-11226.545482007537,-4191.604765920333,15418.150246341673,-173735.2365955122,-48497.47614070081,4113393.8847956434,4602.4873,237.97873,   2787,2745,   7023,7706,   2332,4494,   2048,4916,   1733,659,   6259,1850,   37,2952,   6968,482,   2932,3401,   3242,6431,   3116,722,   1491,5972,   406,7244,   6992,65,   52,2411,   6511,5268,   2217,5072,   2626,999,   8086,7566,   6005,3736,   
-38.036327,40,0,0,31922144,0,0,954924600,-15336.597741133823,-5707.817349358109,21044.415093096173,-238881.812100832,-78240.55537290311,4691128.593238581,6280.3594,267.3335,   2937,544,   2902,2140,   1067,1346,   6303,1750,   4524,6490,   1859,4036,   4361,2615,   7033,2064,   1253,1051,   7299,3524,   5938,1983,   4863,7757,   2583,991,   8068,3400,   326,5969,   831,3801,   5832,7941,   3494,2572,   6256,7786,   4904,7496,   
