score,depth,netChgRoad,netChgBus,netChgRail,savedMinsRoad,savedMinsBus,savedMinsRail,deltaDkRoad,deltaDkBus,deltaDkRail,deltaLkRoad,deltaLkBus,deltaLkRail,railNetworkKM,LBar,gameState0,gameState1,gameState2,gameState3,gameState4,gameState5,gameState6,gameState7,gameState8,gameState9,gameState10,gameState11,gameState12,gameState13,gameState14,gameState15,gameState16,gameState17,gameState18,gameState19,gameState20,gameState21,gameState22,gameState23,gameState24,gameState25,gameState26,gameState27,gameState28,gameState29,gameState30,gameState31,gameState32,gameState33,gameState34,gameState35,gameState36,gameState37,gameState38,gameState39
-16.430864,40,0,0,42442499,0,0,932912060,-6695.407133084916,-2254.6252955758264,8950.03242681198,-106398.44669146546,-23809.44238697597,3200036.3080600663,6475.5234,272.40308,   2460,6227,   5593,6394,   3274,3997,   6652,952,   6420,4270,   5700,7193,   4215,3596,   6950,5489,   7108,1375,   5135,6775,   1414,934,   2092,2446,   5047,7136,   4555,5918,   7689,4408,   3091,1989,   8015,2997,   8028,1739,   7268,6601,   4994,7827,   
-37.532608,40,0,0,50026556,0,0,1.1382601E+09,-10893.10545738993,-3560.6109382064824,14453.716394185587,-183145.33442434145,-47031.117356970084,4101408.8724862314,4879.6323,246.14784,   3855,566,   4506,8208,   2669,203,   6798,8232,   3505,4052,   1818,1941,   326,3661,   8128,1526,   4135,3146,   1346,4573,   7878,733,   1699,2011,   1178,3710,   7613,1217,   4003,5210,   6657,507,   4816,5743,   2919,847,   4863,2319,   8213,4844,   
-21.294333,40,0,0,21835227,0,0,971568100,-5798.812454137846,-1886.968700172116,7685.781155051911,-115366.45917981908,-32512.628496861675,1287538.059468311,5417.7075,258.00226,   338,4759,   2412,3636,   2589,1149,   1662,4353,   3305,6502,   6040,4122,   5254,420,   8385,3121,   7302,2495,   7029,7394,   1025,5580,   4228,6731,   5831,1311,   5561,3019,   741,7280,   5098,1815,   3369,4938,   4235,3118,   6757,6498,   7857,29,   
-49.210495,40,0,0,31554438,0,0,723573800,-9483.898556072985,-3682.9292177648567,13166.827771250277,-178315.5498785247,-67531.87304307338,1827015.3958822894,3623.5269,216.99454,   2048,3259,   6348,5936,   7606,2535,   3688,4395,   5794,8234,   1980,2368,   3726,818,   3818,3194,   530,4116,   6241,1278,   4024,7079,   3611,4460,   1404,4224,   752,316,   4621,5266,   4800,804,   3073,7000,   5346,6202,   7668,6727,   7561,3295,   
-24.656183,40,0,0,30076116,0,0,843268600,-6288.383256329938,-2299.247261210205,8587.63051423814,-108822.91535975864,-27465.01751602431,1759536.0431302767,4413.6157,235.06718,   6058,1165,   5660,943,   5299,2730,   6525,2550,   1119,1040,   2588,2640,   256,6579,   4440,3404,   8083,1887,   4532,3381,   1782,3372,   8210,527,   3433,1176,   7730,5162,   3907,6052,   3961,2239,   4991,2945,   3656,2859,   1418,2668,   7596,7109,   
-55.691486,40,0,0,16630135,0,0,327764740,-11988.703969467148,-5276.913569192916,17265.617539710143,-215131.1883284283,-129147.8083445406,3243042.706179087,3862.9097,211.0995,   6135,6638,   7632,3580,   2678,2160,   547,4930,   2559,1942,   6554,5780,   2194,4180,   1513,2686,   1391,5132,   5946,4122,   3436,1363,   7079,3503,   5515,349,   6084,5747,   2923,1580,   1985,5415,   2726,5859,   5682,3580,   4175,4629,   6285,1273,   
-17.346735,40,0,0,15307965,0,0,434732220,-4857.33301903528,-1582.8897792547039,6440.222798640648,-85302.22397475185,-23288.203027706753,1064931.1402617313,4917.4805,256.89148,   629,2800,   2602,1965,   7934,6617,   44,811,   1432,969,   1468,4721,   5157,3474,   3673,4772,   7994,4129,   6501,2329,   4511,3236,   2007,979,   8392,1138,   3054,4771,   6934,6369,   6946,5198,   7283,4672,   3493,636,   7196,5113,   4005,7334,   
-15.556737,40,0,0,29997759,0,0,1.03138835E+09,-5180.619883935442,-1683.3036621703354,6863.92354664004,-88064.32091834862,-22987.28592955825,2319635.0263624475,5660.8477,226.07962,   304,5273,   4314,1953,   112,5699,   257,7688,   2185,909,   4021,46,   6563,3956,   5198,5829,   792,1623,   2009,6796,   3562,3708,   2313,3498,   2459,4706,   5874,485,   8416,3037,   6011,2881,   124,7603,   2024,7673,   7357,54,   866,2692,   
-8.148725,40,0,0,22966650,0,0,801246600,-2729.433818581991,-1702.0517858600567,4431.48560482142,-45939.656904221934,-25011.40142047946,879267.2697569564,5637.65,291.3055,   880,3801,   2586,6024,   2348,6899,   7070,3327,   7910,6099,   8279,5573,   3104,5644,   3771,5032,   2960,816,   7929,3842,   8261,8208,   7707,7583,   3334,1140,   8358,7395,   1931,5960,   6908,738,   756,7752,   5915,8197,   1122,4724,   1150,3996,   
-49.082363,40,0,0,19579992,0,0,509156060,-13936.705370690746,-5617.243279459584,19553.948644030042,-209613.03329875867,-73227.6197633568,3816773.258541482,4270.6387,255.67514,   6071,2547,   1010,2317,   3194,437,   8212,2915,   3832,5428,   4713,6540,   560,5460,   2867,1107,   4530,3438,   2689,1208,   6976,8111,   1395,1950,   7627,7540,   4817,3788,   8165,4010,   3910,6671,   8102,3932,   6206,5713,   7197,5390,   4389,2897,   
-43.47521,40,0,0,24689596,0,0,842971260,-10250.23323077887,-5426.61622150334,15676.8494541946,-204811.13375991443,-102128.78918940273,2477779.486412459,4710.987,293.28516,   1363,5443,   3563,4939,   1246,367,   177,3731,   4885,4808,   3667,6119,   2035,8377,   5455,6396,   1151,7496,   3125,4089,   4055,4424,   3186,8258,   1518,6477,   6874,5063,   7690,5589,   2345,7575,   7484,8228,   8280,1533,   4547,4892,   703,7259,   
-11.228338,40,0,0,27737487,0,0,948528450,-4775.286427030373,-1317.6977313465231,6092.984160091229,-79413.15176835748,-13401.159316594078,1436006.7209051154,7072.5645,298.31107,   7362,1086,   7338,3356,   343,6226,   4636,8160,   6913,8246,   4562,8137,   2264,299,   7277,5375,   2257,3740,   3421,3205,   1928,3550,   4477,7732,   2462,4527,   7070,2242,   96,3921,   1848,4695,   6793,4301,   5163,2969,   5521,8265,   7915,3727,   
-37.543343,40,0,0,30967280,0,0,1.1363855E+09,-15295.262911312808,-4966.169357351031,20261.432269265963,-255806.6318809285,-64537.53376715773,4574493.466881324,6813.635,303.55,   1841,7150,   6586,7880,   1027,2644,   5310,7185,   950,2905,   7712,807,   1470,5934,   5331,3812,   5044,8042,   893,4251,   7592,2393,   8063,2991,   6397,8302,   1344,6398,   3572,4307,   8289,2427,   4261,8129,   1363,3214,   5399,5033,   6705,8254,   
-24.594755,40,0,0,26853442,0,0,885223600,-8222.7545278437,-3201.6405553875506,11424.39507699142,-127655.3932044293,-39652.54963003544,2362566.499921779,5190.35,257.27002,   7652,8321,   1292,5627,   4645,1041,   3225,858,   7406,1350,   6361,5915,   7371,3663,   4571,7884,   7522,3594,   1482,1160,   1299,7348,   3612,5078,   3051,5285,   4981,1776,   4570,2116,   6848,11,   1336,1075,   5035,7706,   1101,2436,   6782,5355,   
-49.206047,40,0,0,31039088,0,0,795763800,-10469.472578144634,-4499.848980260483,14969.32156077082,-208100.41695264968,-72224.23107235243,2713288.186223565,4229.1636,218.5798,   5077,485,   7428,2221,   6382,2374,   3491,597,   3558,1915,   4128,1805,   3550,5544,   6955,304,   4708,4649,   2575,7795,   4495,1448,   4724,5289,   2938,6350,   4578,6296,   7064,5300,   6782,5085,   5247,4562,   4519,814,   8355,1390,   7131,677,   
-34.074352,40,0,0,32220516,0,0,908759000,-11622.825403133716,-3933.569337375458,15556.39474280312,-206791.769432544,-56986.49083728325,4404928.00593591,6068.8394,271.68127,   1793,4383,   6654,2654,   6424,5043,   4896,4228,   2556,4730,   2997,4888,   8297,7422,   859,3628,   4196,2138,   7719,32,   6231,5631,   1969,6694,   3569,7478,   4993,7423,   1024,6140,   384,3317,   5953,1897,   6002,112,   3230,2069,   7301,6330,   
-48.545795,40,0,0,27736412,0,0,529750720,-11997.078612251658,-3678.7559312918975,15675.83454215389,-209442.87480645446,-40853.38226413462,4287508.409751127,4314.336,243.3528,   1453,349,   3740,2333,   2302,1894,   5224,6261,   3702,891,   5053,6217,   2107,7099,   2881,4597,   2414,8396,   7521,7381,   50,5908,   3203,4851,   4346,8116,   7370,6399,   1420,747,   398,2127,   3272,1388,   7014,5882,   1891,8071,   4391,1674,   
-31.979376,40,0,0,25220381,0,0,668347100,-9055.961342136072,-3759.5336137544878,12815.49495491666,-149846.6024835344,-69343.85782204034,3198504.950482851,4685.7266,243.8408,   2254,7168,   3721,133,   1087,2603,   1210,7290,   7452,1404,   6133,3269,   2983,8355,   6280,3981,   5582,7324,   6423,2622,   2959,7260,   4840,2954,   492,2926,   2944,718,   84,5435,   2705,2778,   4004,5847,   5127,1318,   2187,3070,   3764,1743,   
-10.720347,40,0,0,34905954,0,0,1.1216344E+09,-4041.493218835579,-1332.3326245505564,5373.82584350779,-68740.38513456212,-14526.492651628692,1990678.1448173397,6412.1416,270.97968,   6905,80,   7382,15,   3050,5564,   7579,3352,   3543,3033,   299,3003,   1648,1768,   7150,3429,   2327,766,   8076,6597,   8094,491,   7205,2017,   7135,3354,   7701,5572,   3228,4962,   1793,2511,   3560,4680,   4153,2879,   8314,4825,   8340,3363,   
-21.788837,40,0,0,34093100,0,0,932909950,-7202.785496430517,-2650.4887064793365,9853.274203607702,-114129.08628891387,-37789.88041680447,2417419.549154754,5237.9614,263.1816,   3782,8027,   5611,5486,   5135,8138,   1130,2235,   7132,1697,   7426,1421,   3429,5603,   2084,6413,   1310,5365,   1316,8131,   6299,2007,   124,7017,   1239,6224,   7878,5404,   6051,4271,   3551,5937,   861,4713,   2814,67,   3316,1719,   5317,7432,   
-56.344917,40,0,0,29294183,0,0,762102800,-19234.23330522631,-7804.152825040635,27038.386142482042,-296439.46298764326,-83138.14745408818,5860273.511314872,5261.157,258.64432,   2224,5465,   6875,1531,   5971,372,   7517,6393,   2595,6175,   1568,2948,   3509,209,   5500,1775,   7903,7029,   4246,7346,   259,4162,   4619,2861,   6582,1488,   559,7152,   2788,2017,   3097,8027,   47,2320,   5906,834,   3567,7028,   1045,866,   
-57.89271,40,0,0,47289010,0,0,1.1984625E+09,-18776.46107446538,-6683.473895269023,25459.934968502574,-284649.24502259365,-68300.79331056554,6591864.189979741,4916.841,232.51839,   7142,1485,   2808,8312,   2703,602,   2428,651,   7649,1038,   599,4722,   5908,6406,   7172,6498,   845,4014,   3384,4482,   8248,365,   3604,578,   3077,1977,   2901,1189,   2738,4665,   6644,874,   5984,3380,   204,7210,   1353,4743,   157,5979,   
