idx,score,depth,combs,netChgRoad,netChgBus,netChgRail,netSavedMinsRoad,netSavedMinsBus,netSavedMinsRail,savedMinsRoad,savedMinsBus,savedMinsRail,deltaDkRoad,deltaDkBus,deltaDkRail,deltaLkRoad,deltaLkBus,deltaLkRail,railNetworkKM,LBar,gameState0,gameState1,gameState2,gameState3,gameState4,gameState5,gameState6,gameState7,gameState8,gameState9,gameState10,gameState11,gameState12,gameState13,gameState14,gameState15,gameState16,gameState17,gameState18,gameState19
0,-563.6779,20,9.80578355238017E+25,0,0,673555,0,0,63.871056,0,0,1686514,-1863.5039672115934,-674.8177650996125,2538.3217309067677,-27519.75782615516,-5967.785863442129,138320.02319170337,48.821777,24.142418,   6432,4628,   4628,4614,   4614,4615,   4615,4614,   
1,-4153.779,20,1.5931675726189143E+34,0,0,1375653,0,0,62.855415,0,0,3212943.8,-11553.988031681678,-2244.6801820414594,13798.668216192887,-196440.46118126303,-24481.624207301444,708900.424748079,47.291992,21.013443,   4822,250,   250,610,   610,897,   897,610,   
2,-81.50649,20,1.2010677144444774E+30,0,0,12130,0,0,36.07694,0,0,19316.8,-176.20664515413443,-72.54852515550999,248.75517037352816,-2603.224115955486,-931.8313378365519,7384.407351297602,31.938856,13.589681,   8124,7808,   7808,7889,   7889,7808,   
3,-368.5225,20,1.2470383918297714E+28,0,0,761473,0,0,61.348495,0,0,3921460.8,-1467.5729355627268,-918.7217649010341,2386.294700891521,-21720.614353309757,-13126.41967331773,88295.83970582596,58.939728,21.363417,   7744,7693,   7693,7626,   7626,7693,   
4,-149.0551,20,3.4021815610758008E+22,0,0,2946,0,0,55.98376,0,0,23180.805,-545.7326062163636,-273.20300653853656,818.9356080836313,-6433.228893578405,-2682.2455626020533,24886.303761196745,43.160072,16.327105,   4167,4108,   4108,4151,   4151,4108,   
5,-377.971,20,1.8461225687860513E+30,0,0,209987,0,0,54.55788,0,0,321283.44,-1132.949042107424,-365.2366468132476,1498.1856873826962,-17573.678000709086,-3999.4949914419885,69874.10876293789,46.494778,19.285416,   2040,2148,   2148,1938,   1938,2148,   
6,-1095.0182,20,2.609261381414936E+30,0,0,131301,0,0,27.50289,0,0,348992.6,-1892.2598509264071,-605.4983211387546,2497.7581711874964,-30645.860395152817,-7412.502713054202,90009.53757745565,27.986622,9.898885,   2017,2148,   2148,1938,   1938,2148,   
7,-2383.1675,20,1.5883044237403466E+34,0,0,877543,0,0,58.018787,0,0,1195671.1,-6191.965375148412,-1158.575202827131,7350.540577340989,-96273.83678457879,-10491.879997097722,316780.08475575055,40.397427,18.25424,   4945,779,   779,610,   610,897,   897,610,   
8,-510.94373,20,1.092619162350168E+30,0,0,126014,0,0,35.134933,0,0,375735.62,-1049.9665497385872,-427.0170666973432,1476.9836160022335,-13817.239428167624,-4491.622705268171,40694.49012419536,27.042585,12.397523,   8317,7808,   7808,7889,   7889,7808,   
9,-5689.394,20,2.6577230200096714E+34,0,0,1162075,0,0,24.172216,0,0,2104830,-7332.108022168617,-1427.655457574726,8759.76347972464,-123159.91113914155,-14288.347663302082,425928.4513257265,21.647282,12.4922905,   143,610,   610,897,   897,610,   
10,-1120.5508,20,8.285729176937555E+28,0,0,307242,0,0,41.77597,0,0,1045451.6,-2426.5971514603757,-657.980407727932,3084.577558601274,-41474.521342403365,-6308.996864658883,122071.18877839843,37.01262,17.035164,   2337,2270,   2270,6709,   6709,2270,   
11,-4410.689,20,2.7874353584732786E+34,0,0,941859,0,0,35.469658,0,0,1603050.8,-7216.553271405067,-1278.8754959503667,8495.428765779603,-114136.69220788192,-11026.688251996895,391226.77867186436,25.877295,14.849251,   729,610,   610,897,   897,610,   
12,-322.9622,20,6.277548385072499E+27,0,0,28350,0,0,62.26951,0,0,137614.11,-969.0073995063384,-327.08908097649095,1296.0964805361714,-18102.78082298317,-5012.157224946849,39982.96360740578,56.052322,25.45278,   5707,6726,   6726,1705,   1705,6726,   
13,-19.930689,20,2.382961200564E+22,0,0,219,0,0,9.235795,0,0,131.4938,-28.266348099462018,-14.650449441416054,42.916797540957006,-177.0477161139604,-87.00143819677837,204.8168949845492,8.883171,2.2054293,   7219,7222,   7222,7217,   7217,7222,   
14,-109.42618,20,1.32056345481984E+21,0,0,391572,0,0,135.38791,0,0,7004938,-638.169679709676,-428.30290991814746,1066.472590197168,-7560.2415095841,-4105.452274729413,52107.774031241366,69.08988,34.396515,   7304,7292,   7292,7278,   7278,7222,   7222,7217,   7217,7222,   
15,-5064.0435,20,2.4617745938199656E+34,0,0,1229506,0,0,39.506554,0,0,2192432,-8938.011916409248,-1683.2374613994548,10621.249374492689,-148430.96608261825,-15135.671867987094,561078.7844997008,29.31076,17.524717,   471,610,   610,897,   897,610,   
16,-1298.6475,20,2.3330011168702727E+28,0,0,1882427,0,0,70.29561,0,0,4852720,-4658.991210730782,-1634.3076204514048,6293.298827010272,-79506.90749866197,-17702.95949096097,391003.8031497211,61.222855,21.49576,   2848,2431,   2431,2270,   2270,6709,   6709,2270,   
17,-59.133667,20,3.415191371669224E+22,0,0,35729,0,0,72.99165,0,0,143691.19,-312.0380479604248,-373.034793289673,685.0728404031765,-4282.492486873237,-9534.406492176442,34167.97598831644,72.42055,21.513664,   6118,6158,   6158,6779,   6779,6158,   
18,-67.63108,20,1.211392318849574E+22,0,0,71322,0,0,43.22251,0,0,260481.84,-154.4651411902068,-150.93463506132014,305.399776289847,-2531.9153149578055,-4187.858091067086,11956.983176380092,37.437157,20.80964,   5389,5470,   5470,5458,   5458,5470,   
